Filename,Frame,Time (HMS),Seconds,Period,Period.time.HMS,Image.row,Image.col,OpCode,TapeReader,Depth,Comment,Year,DIVE_NO,Transect.No,Family,Genus,Species,Code,Number,Stage,Activity,Start.End,Comment,Event.Time.HH.MM.SS
SL_2020_SSEO_Dive_12_12-24-50.000.avi,119,13:15:50,47750,NA,NA,585,854,QC,Erica Ebert,110,NA,2020,12,26,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,32157,13:33:38,48818,NA,NA,578,852,QC,Erica Ebert,110,NA,2020,12,26,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,32414,13:33:46,48826,NA,NA,557,826,QC,Erica Ebert,110,NA,2020,12,26,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,32976,13:34:05,48845,NA,NA,566,819,QC,Erica Ebert,110,NA,2020,12,26,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,33562,13:34:25,48865,NA,NA,570,839,QC,Erica Ebert,110,NA,2020,12,26,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,35772,13:35:38,48938,NA,NA,568,834,QC,Erica Ebert,110,NA,2020,12,26,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,36359,13:35:58,48958,NA,NA,589,852,QC,Erica Ebert,110,NA,2020,12,26,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,50508,13:43:50,49430,NA,NA,563,815,QC,Erica Ebert,110,NA,2020,12,26,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,51709,13:44:30,49470,NA,NA,570,839,QC,Erica Ebert,110,NA,2020,12,26,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,55043,13:46:21,49581,NA,NA,548,826,QC,Erica Ebert,110,NA,2020,12,26,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,55509,13:46:36,49596,NA,NA,555,817,QC,Erica Ebert,110,NA,2020,12,26,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_12_12-24-50.000.avi,69768,13:54:32,50072,NA,NA,576,837,QC,Erica Ebert,110,NA,2020,12,26,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,355,15:21:23,55283,NA,NA,578,841,QC,Erica Ebert,85,NA,2020,13,24,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,1474,15:22:00,55320,NA,NA,559,811,QC,Erica Ebert,85,NA,2020,13,24,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,1789,15:22:11,55331,NA,NA,561,839,QC,Erica Ebert,85,NA,2020,13,24,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,2742,15:22:42,55362,NA,NA,551,828,QC,Erica Ebert,85,NA,2020,13,24,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,3740,15:23:16,55396,NA,NA,587,847,QC,Erica Ebert,85,NA,2020,13,24,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,4863,15:23:53,55433,NA,NA,572,832,QC,Erica Ebert,85,NA,2020,13,24,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,5106,15:24:01,55441,NA,NA,578,849,QC,Erica Ebert,85,NA,2020,13,24,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,48166,15:47:57,56877,NA,NA,555,809,QC,Erica Ebert,85,NA,2020,13,24,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,48945,15:48:22,56902,NA,NA,581,847,QC,Erica Ebert,85,NA,2020,13,24,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_13_13-59-01.000.avi,56796,15:52:44,57164,NA,NA,570,843,QC,Erica Ebert,85,NA,2020,13,24,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_14_15-56-28.000.avi,300,16:53:56,60836,NA,NA,576,839,QC,Erica Ebert,60,NA,2020,14,25,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,11881,17:00:22,61222,NA,NA,531,817,QC,Erica Ebert,60,NA,2020,14,25,Bad,poor visibility,BPV,BPV,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,12272,17:00:35,61235,NA,NA,542,809,QC,Erica Ebert,60,NA,2020,14,25,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,13630,17:01:20,61280,NA,NA,551,830,QC,Erica Ebert,60,NA,2020,14,25,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,15115,17:02:10,61330,NA,NA,572,843,QC,Erica Ebert,60,NA,2020,14,25,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,16243,17:02:47,61367,NA,NA,596,865,QC,Erica Ebert,60,NA,2020,14,25,Bad,repositioned,BRP,BRP,1,NA,NA,,REPOSITIONED,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,18893,17:04:16,61456,NA,NA,563,822,QC,Erica Ebert,60,NA,2020,14,25,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,20552,17:05:11,61511,NA,NA,581,834,QC,Erica Ebert,60,NA,2020,14,25,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,20742,17:05:17,61517,NA,NA,551,822,QC,Erica Ebert,60,NA,2020,14,25,Bad,poor visibility,BPV,BPV,1,NA,NA,,CHANGED DIRECTION NE to NW,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,20990,17:05:26,61526,NA,NA,572,839,QC,Erica Ebert,60,NA,2020,14,25,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,21333,17:05:37,61537,NA,NA,555,824,QC,Erica Ebert,60,NA,2020,14,25,Bad,poor visibility,BPV,BPV,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,23513,17:06:50,61610,NA,NA,576,845,QC,Erica Ebert,60,NA,2020,14,25,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,39339,17:15:37,62137,NA,NA,551,819,QC,Erica Ebert,60,NA,2020,14,25,Bad,poor visibility,BPV,BPV,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,40297,17:16:09,62169,NA,NA,572,834,QC,Erica Ebert,60,NA,2020,14,25,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,
SL_2020_SSEO_Dive_14_15-56-28.000.avi,66899,17:30:56,63056,NA,NA,581,849,QC,Erica Ebert,60,NA,2020,14,25,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,
SL_2020_SSEO_Dive_15_08-46-05.000.avi,1980,9:08:30,32910,NA,NA,572,847,QC,Erica Ebert,70,NA,2020,15,23,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,
SL_2020_SSEO_Dive_15_08-46-05.000.avi,2501,9:08:47,32927,NA,NA,581,843,QC,Erica Ebert,70,NA,2020,15,23,Bad,poor visibility,BPV,BPV,1,NA,NA,,,
SL_2020_SSEO_Dive_15_08-46-05.000.avi,3089,9:09:07,32947,NA,NA,563,834,QC,Erica Ebert,70,NA,2020,15,23,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,
SL_2020_SSEO_Dive_15_08-46-05.000.avi,3830,9:09:32,32972,NA,NA,585,852,QC,Erica Ebert,70,NA,2020,15,23,Good,Good Going Forward,GGF,GGF,1,NA,NA,,shake,
SL_2020_SSEO_Dive_15_08-46-05.000.avi,67198,9:44:44,35084,NA,NA,578,839,QC,Erica Ebert,70,NA,2020,15,23,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,
SL_2020_SSEO_Dive_16_09-54-54.000.avi,1640,10:35:07,38107,NA,NA,581,854,QC,Erica Ebert,21,NA,2020,16,21,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_16_09-54-54.000.avi,74717,11:15:43,40543,NA,NA,585,847,QC,Erica Ebert,21,NA,2020,16,21,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_17_11-57-28.000.avi,495,11:57:47,43067,NA,NA,572,843,QC,Erica Ebert,120,NA,2020,17,22,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_17_11-57-28.000.avi,15270,12:06:00,43560,NA,NA,568,841,QC,Erica Ebert,120,NA,2020,17,22,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_17_11-57-28.000.avi,15768,12:06:17,43577,NA,NA,563,854,QC,Erica Ebert,120,NA,2020,17,22,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_17_11-57-28.000.avi,24684,12:11:14,43874,NA,NA,555,817,QC,Erica Ebert,120,NA,2020,17,22,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_17_11-57-28.000.avi,24883,12:11:20,43880,NA,NA,570,843,QC,Erica Ebert,120,NA,2020,17,22,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_17_11-57-28.000.avi,54725,12:27:55,44875,NA,NA,546,841,QC,Erica Ebert,120,NA,2020,17,22,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_17_11-57-28.000.avi,54988,12:28:04,44884,NA,NA,578,847,QC,Erica Ebert,120,NA,2020,17,22,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_17_11-57-28.000.avi,72131,12:37:35,45455,NA,NA,576,847,QC,Erica Ebert,120,NA,2020,17,22,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,256,16:41:07,60067,NA,NA,578,852,QC,Erica Ebert,80,NA,2020,18,20,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,1293,16:41:41,60101,NA,NA,566,828,QC,Erica Ebert,80,NA,2020,18,20,Bad,lost bottom visual,BLB,BLB,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,1632,16:41:52,60112,NA,NA,578,843,QC,Erica Ebert,80,NA,2020,18,20,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,28120,16:56:35,60995,NA,NA,553,817,QC,Erica Ebert,80,NA,2020,18,20,Bad,lost bottom visual,BLB,BLB,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,29031,16:57:06,61026,NA,NA,566,830,QC,Erica Ebert,80,NA,2020,18,20,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,30341,16:57:49,61069,NA,NA,572,845,QC,Erica Ebert,80,NA,2020,18,20,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,30721,16:58:02,61082,NA,NA,598,860,QC,Erica Ebert,80,NA,2020,18,20,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,40277,17:03:21,61401,NA,NA,583,830,QC,Erica Ebert,80,NA,2020,18,20,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,40512,17:03:28,61408,NA,NA,570,837,QC,Erica Ebert,80,NA,2020,18,20,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,41044,17:03:46,61426,NA,NA,581,847,QC,Erica Ebert,80,NA,2020,18,20,Bad,going over drop-off,BDO,BDO,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,41642,17:04:06,61446,NA,NA,578,845,QC,Erica Ebert,80,NA,2020,18,20,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,57782,17:13:04,61984,NA,NA,555,824,QC,Erica Ebert,80,NA,2020,18,20,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,58290,17:13:21,62001,NA,NA,576,845,QC,Erica Ebert,80,NA,2020,18,20,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,66728,17:18:02,62282,NA,NA,598,858,QC,Erica Ebert,80,NA,2020,18,20,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,68196,17:18:51,62331,NA,NA,585,849,QC,Erica Ebert,80,NA,2020,18,20,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_18_16-31-06.000.avi,70503,17:20:08,62408,NA,NA,576,849,QC,Erica Ebert,80,NA,2020,18,20,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_19_17-36-14.000.avi,389,17:47:28,64048,NA,NA,604,856,QC,Erica Ebert,90,NA,2020,19,19,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_19_17-36-14.000.avi,25644,18:01:30,64890,NA,NA,551,811,QC,Erica Ebert,90,NA,2020,19,19,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_19_17-36-14.000.avi,26399,18:01:55,64915,NA,NA,561,830,QC,Erica Ebert,90,NA,2020,19,19,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_19_17-36-14.000.avi,72504,18:27:32,66452,NA,NA,452,781,QC,Erica Ebert,90,NA,2020,19,19,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_2_13-43-10.907.avi,2601,14:29:27,52167,NA,NA,572,837,QC,Erica Ebert,45,NA,2020,2,35,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_2_13-43-10.907.avi,40243,14:50:21,53421,NA,NA,555,822,QC,Erica Ebert,45,NA,2020,2,35,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_2_13-43-10.907.avi,40747,14:50:38,53438,NA,NA,568,834,QC,Erica Ebert,45,NA,2020,2,35,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_2_13-43-10.907.avi,67692,15:05:36,54336,NA,NA,568,813,QC,Erica Ebert,45,NA,2020,2,35,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_20_09-37-11.000.avi,702,9:48:07,35287,NA,NA,559,817,QC,Erica Ebert,80,NA,2020,20,15,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_20_09-37-11.000.avi,43898,10:12:07,36727,NA,NA,518,806,QC,Erica Ebert,80,NA,2020,20,15,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_20_09-37-11.000.avi,44264,10:12:19,36739,NA,NA,568,837,QC,Erica Ebert,80,NA,2020,20,15,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_20_09-37-11.000.avi,55955,10:18:49,37129,NA,NA,557,817,QC,Erica Ebert,80,NA,2020,20,15,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_20_09-37-11.000.avi,56282,10:19:00,37140,NA,NA,563,832,QC,Erica Ebert,80,NA,2020,20,15,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_20_09-37-11.000.avi,66059,10:24:26,37466,NA,NA,585,841,QC,Erica Ebert,80,NA,2020,20,15,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_21_11-20-14.000.avi,645,11:21:34,40894,NA,NA,574,841,QC,Erica Ebert,70,NA,2020,21,14,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_21_11-20-14.000.avi,14699,11:29:22,41362,NA,NA,546,796,QC,Erica Ebert,70,NA,2020,21,14,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_21_11-20-14.000.avi,14856,11:29:27,41367,NA,NA,566,837,QC,Erica Ebert,70,NA,2020,21,14,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_21_11-20-14.000.avi,44492,11:45:55,42355,NA,NA,576,837,QC,Erica Ebert,70,NA,2020,21,14,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_21_11-20-14.000.avi,45191,11:46:18,42378,NA,NA,576,849,QC,Erica Ebert,70,NA,2020,21,14,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_21_11-20-14.000.avi,67528,11:58:43,43123,NA,NA,540,809,QC,Erica Ebert,70,NA,2020,21,14,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_22_12-08-18.000.avi,349,13:37:20,49040,NA,NA,600,847,QC,Erica Ebert,120,NA,2020,22,4,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_22_12-08-18.000.avi,65409,14:13:28,51208,NA,NA,602,865,QC,Erica Ebert,120,NA,2020,22,4,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_23_14-21-11.000.avi,231,14:51:10,53470,NA,NA,578,843,QC,Erica Ebert,130,NA,2020,23,3,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_23_14-21-11.000.avi,43923,15:15:26,54926,NA,NA,559,845,QC,Erica Ebert,130,NA,2020,23,3,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_23_14-21-11.000.avi,44479,15:15:45,54945,NA,NA,576,847,QC,Erica Ebert,130,NA,2020,23,3,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_23_14-21-11.000.avi,60205,15:24:29,55469,NA,NA,589,852,QC,Erica Ebert,130,NA,2020,23,3,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,274,17:00:09,61209,NA,NA,583,845,QC,Erica Ebert,110,NA,2020,24,13,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,5377,17:02:59,61379,NA,NA,568,826,QC,Erica Ebert,110,NA,2020,24,13,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,5877,17:03:16,61396,NA,NA,594,852,QC,Erica Ebert,110,NA,2020,24,13,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,14022,17:07:47,61667,NA,NA,566,834,QC,Erica Ebert,110,NA,2020,24,13,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,18447,17:10:15,61815,NA,NA,585,856,QC,Erica Ebert,110,NA,2020,24,13,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,26631,17:14:48,62088,NA,NA,594,856,QC,Erica Ebert,110,NA,2020,24,13,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,27683,17:15:23,62123,NA,NA,596,858,QC,Erica Ebert,110,NA,2020,24,13,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,64387,17:35:46,63346,NA,NA,529,804,QC,Erica Ebert,110,NA,2020,24,13,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,65143,17:36:11,63371,NA,NA,589,856,QC,Erica Ebert,110,NA,2020,24,13,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_24_15-26-49.000.avi,75172,17:41:46,63706,NA,NA,587,847,QC,Erica Ebert,110,NA,2020,24,13,Good,Good Going Forward,GGF,GGF,1,NA,NA,END,end,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,434,7:17:52,26272,NA,NA,574,841,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,START,start,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,571,7:17:57,26277,NA,NA,566,819,QC,Erica Ebert,110,NA,2020,25,12,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,1078,7:18:14,26294,NA,NA,576,843,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,7380,7:21:44,26504,NA,NA,574,826,QC,Erica Ebert,110,NA,2020,25,12,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,7861,7:22:00,26520,NA,NA,557,813,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,15626,7:26:19,26779,NA,NA,553,815,QC,Erica Ebert,110,NA,2020,25,12,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,17247,7:27:13,26833,NA,NA,557,809,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,21491,7:29:34,26974,NA,NA,576,837,QC,Erica Ebert,110,NA,2020,25,12,Bad,loitering in same area,BLA,BLA,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,21732,7:29:42,26982,NA,NA,598,858,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,31929,7:35:22,27322,NA,NA,559,826,QC,Erica Ebert,110,NA,2020,25,12,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,32339,7:35:36,27336,NA,NA,581,837,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,48317,7:44:29,27869,NA,NA,535,787,QC,Erica Ebert,110,NA,2020,25,12,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,48559,7:44:37,27877,NA,NA,576,834,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,53874,7:47:34,28054,NA,NA,615,873,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,,camera shake switched directions SE to E,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,55311,7:48:22,28102,NA,NA,570,843,QC,Erica Ebert,110,NA,2020,25,12,Bad,poor visibility,BPV,BPV,1,NA,NA,,,NA
SL_2020_SSEO_Dive_25_07-06-42.000.avi,56585,7:49:04,28144,NA,NA,570,839,QC,Erica Ebert,110,NA,2020,25,12,Good,Good Going Forward,GGF,GGF,1,NA,NA,,,NA
