"","Year","Biomass","Biom.var_noVov","Biomass.CS","Biomass.EY","Biomass.NS","Biomass.SS","var.BiomassCS","var.BiomassEY","var.BiomassNS","var.BiomassSS","var.Biomass","Biomass.cv","Biomass_mt","Biomass_mt_lo90","Biomass_mt_hi90","Bio.CSEO.mt","Bio.EYKT.mt","Bio.NSEO.mt","Bio.SSEO.mt","Bio.CSEO.cv","Bio.EYKT.cv","Bio.NSEO.cv","Bio.SSEO.cv","Bio.CSEO.lo90","Bio.EYKT.lo90","Bio.NSEO.lo90","Bio.SSEO.lo90"
"11",2005,30152580.4485522,8108177333652.21,9200271.84811232,11670258.518617,1181987.93944316,8100062.14237975,1016065076588.38,4786590563731.85,158609543996.517,2146912149335.46,15007350508678.8,0.128477633388019,30152.5804485522,23644.3743919115,36660.786505193,9200.27184811232,11670.258518617,1181.98793944316,8100.06214237975,0.109562038020506,0.187470381661652,0.336939256399328,0.180891760758579,7506.83095095558,7994.70778341056,512.914268629718,5638.46817702226
"12",2006,30152580.4485522,8371413940831.33,9200271.84811232,11670258.518617,1181987.93944316,8100062.14237975,1025608985466.22,4852289859599.68,158051520000.293,2335463575765.13,15270587115857.9,0.12959951688709,30152.5804485522,23587.5438853793,36717.6170117252,9200.27184811232,11670.258518617,1181.98793944316,8100.06214237975,0.11007539397861,0.188752577805544,0.336346020168185,0.188667979483017,7498.89628681498,7969.56900181963,514.092281388076,5532.64858078911
"13",2007,26165630.4787551,7674575026513.88,5213321.87831513,11670258.518617,1181987.93944316,8100062.14237975,398231580430.655,4786927833091.84,157678313422.943,2331737299568.43,14573748201540.4,0.145899709452974,26165.6304787551,19752.1332327879,32579.1277247222,5213.32187831513,11670.258518617,1181.98793944316,8100.06214237975,0.121046798891832,0.187476986248054,0.335948679048109,0.18851740773866,4153.14792437763,7994.57829366295,514.881297439859,5534.69757680589
"14",2008,25646134.7838444,6815369448050.38,5595254.01804124,10398398.5387774,1181987.93944316,8470494.28758261,577674853001.661,3571316941704.86,158586146600.494,2507791506743.36,13714542623076.9,0.144400515586149,25646.1347838444,19424.5654400717,31867.7041276171,5595.25401804124,10398.3985387774,1181.98793944316,8470.49428758261,0.135838201688391,0.181738834429091,0.336914403569621,0.186954946232666,4318.37128845645,7223.54658376155,512.963619881276,5810.0449366961
"15",2009,22145335.871756,4805928446529.07,6230595.2254025,5685716.04233577,1185378.84310345,9043645.76091429,655247443220.559,942623175301.401,159659071628.241,3048398756378.87,11705101621555.6,0.154491760711387,22145.335871756,16397.59902873,27893.072714782,6230.5952254025,5685.71604233577,1185.37884310345,9043.64576091429,0.129919137742866,0.170759113039297,0.337085156025784,0.193060019257159,4870.6796457632,4054.62449065307,514.095174477771,6110.42216732246
"16",2010,21561926.7448548,4373530571001.59,6129598.5742268,5800294.11361386,1225878.40901408,8406155.648,659431545452.554,1073062345428.33,173769300619.363,2467267379501.35,11272703746028.1,0.155713576748952,21561.9267448548,15921.3523899872,27202.5010997223,6129.5985742268,5800.29411361386,1225.87840901408,8406.155648,0.132480764551782,0.17859218962367,0.340047143166654,0.18685756335579,4765.34801297155,4060.0035735784,525.559571577814,5767.28932855436
"17",2011,21583224.5895375,4517697433452.92,5614382.45284698,6203977.97817048,1255035.21129568,8509828.94722434,539649673678.469,1319086400733.35,183219933114.934,2475741425926.17,11416870608479.5,0.156551491510926,21583.2245895375,15906.6961076771,27259.7530713979,5614.38245284697,6203.97797817048,1255.03521129568,8509.82894722434,0.130844046244096,0.185125555165145,0.34105973444181,0.18489782873384,4380.24014379582,4274.47300086936,535.924691817909,5866.43480322423
"18",2012,20658533.09569,4546916363061.54,4253018.04267898,6234955.54616977,1217131.03594937,8953428.47089184,308046860806.681,1222851491849.09,169050369715.139,2846967640690.63,11446089538088.1,0.16376801656064,20658.53309569,14974.7453522657,26342.3208391142,4253.01804267898,6234.95554616977,1217.13103594937,8953.42847089184,0.130500197389571,0.177359108636954,0.337808618641453,0.188452497360254,3320.58495663968,4377.16760062947,526.386681297077,6118.77126602822
"19",2013,14676440.5705513,2248025694226.98,3982840.41243816,5795873.00738739,1217131.03594937,3680596.11477639,302086278099.059,1117940855317.19,169105874184.192,658892686626.534,9147198869253.52,0.206074056569815,14676.4405705513,9595.39204799406,19757.4890931085,3982.84041243816,5795.87300738739,1217.13103594937,3680.59611477639,0.137997937044401,0.182427603416167,0.337864070603082,0.220540919131584,3059.47249480902,4019.56327368461,526.273294227192,2316.90307060012
"20",2014,14368887.2366554,2066812696566.52,4251339.47260437,5260699.01372549,1176252.63554913,3680596.11477639,352757214007.316,859783744449.566,156687756511.61,697583981598.031,8965985871593.07,0.208389526818333,14368.8872366554,9338.42020823901,19399.3542650718,4251.33947260437,5260.69901372549,1176.25263554913,3680.59611477639,0.13970506988424,0.176258942513325,0.336524681281664,0.226923820308794,3253.53089335971,3702.92700205804,511.244722830519,2277.43503006007
"21",2015,14491589.8974647,2928134905093.86,4337711.35648352,5137777.30120482,1335505.125,3680596.11477639,373358060999.303,1655809285942.33,204961850423.113,694005707729.111,9827308080120.4,0.216322279305061,14491.5898974647,9225.0355850768,19758.1442098526,4337.71135648352,5137.77730120482,1335.505125,3680.59611477639,0.14086468120661,0.250455100923971,0.338993177421711,0.226341066429069,3311.18040645598,2975.98264660794,574.923553678295,2281.03843125825
"22",2016,16335824.7462148,3254956058570.19,6445482.86618962,5093096.40916808,1166245.288,3631000.18285714,822827041230.494,1709330623857.84,54732347812.2139,668066045669.645,10154129233596.7,0.195065415730159,16335.8247462148,10982.413277917,21689.2362145127,6445.48286618962,5093.09640916808,1166.245288,3631.00018285714,0.14073393133454,0.256703115474503,0.200600558120658,0.225104112275176,4921.55798576771,2896.64136688373,773.210202460309,2257.8470204976
"23",2017,14433005.7516806,2093728299118.08,6536514.31714286,3069157.82981818,1148682.53658537,3678651.06813423,931882130316.018,417597036676.837,58381061901.4909,685868070223.731,8992901474144.62,0.207774924404327,14433.0057516806,9394.99373098976,19471.0177723715,6536.51431714286,3069.15782981818,1148.68253658537,3678.65106813423,0.147684281735932,0.210552053648091,0.210346832475067,0.225129132088244,4914.74240820994,1983.51245663378,742.758024993903,2287.32291079698
"24",2018,15552659.405522,2833860607116.46,5492126.88414634,3126816.68285714,996462.807407407,5937253.03111111,595755092364.176,475847322593.01,346124526933.072,1416133665226.2,9733033782143,0.200594699967529,15552.659405522,10311.4272463136,20793.8915647304,5492.12688414634,3126.81668285714,996.462807407407,5937.25303111111,0.140537854605798,0.2206131494409,0.590411888900444,0.200431771853634,4195.41597855148,1967.92433095965,8.07934699545638,3938.02926756326
"25",2019,16210328.2831006,3662161722728.19,5274771.32738337,4108717.37778976,991851.426028708,5834988.15189873,624414951079.611,1234494384064.72,346041170599.838,1457211216984.03,10561334897754.7,0.200478404372937,16210.3282831006,10750.629425524,21670.0271406771,5274.77132738337,4108.71737778976,991.851426028708,5834.98815189873,0.149807311433917,0.270419677415205,0.593085442411673,0.206881317958178,3947.23648493022,2242.10629093094,3.58698778306155,3806.97608615166
"26",2020,17579145.7222436,3430908687576.59,5260264.36811092,4122200.39676286,1008064.07491054,7188616.88245931,607528168394.726,1291224279342.97,357203495328.025,1174952744510.86,10330081862603.1,0.182832802113616,17579.1457222436,12179.5510106925,22978.7404337948,5260.26436811092,4122.20039676286,1008.06407491054,7188.61688245931,0.148175239623953,0.275658723716187,0.592883975269687,0.150787333586792,3950.80360028422,2213.18195630253,3.98681433054639,5367.57689769581
"27",2021,17970835.0966127,3832498826498.98,5267190.25279255,4401175.83921922,1003342.05381625,7299126.95078464,593830053368.762,1547871169820.4,353392521373.023,1337405081936.79,10731672001525.5,0.182291087678517,17970.8350966127,12467.284328508,23474.3858647174,5267.19025279255,4401.17583921922,1003.34205381625,7299.12695078464,0.146302612421634,0.282682345062888,0.592488140508464,0.158438443533632,3972.57604669562,2311.02953101467,4.63536398023473,5356.27026454698
"28",2022,18955637.3341325,4437059267501.34,5874942.97426862,4527729.67712195,1101517.70467742,7451446.97806452,1240485292298.27,1609359465703.03,186994818084.614,1400219691415.43,11336232442527.9,0.177621682727718,18955.6373341325,13299.1912373514,24612.0834309137,5874.94297426862,4527.72967712195,1101.51770467742,7451.44697806452,0.189579840826196,0.280185747279218,0.392575600715709,0.158802551105687,4003.80810767492,2396.4727343766,375.037027328039,5463.48821162823
"29",2023,20290940.181548,4514893756828.65,5941623.28496835,5761372.43209125,1136497.48642384,7451446.97806452,1432636582756.75,1471496029975.81,206456033166.654,1404305110929.43,11414066931855.2,0.166501456492579,20290.940181548,14615.108743911,25966.7716191849,5941.62328496835,5761.37243209126,1136.49748642384,7451.44697806452,0.201447974712882,0.21054920074525,0.399802319822469,0.159034051384427,3930.78428316521,3723.44446599341,373.148609428818,5460.59019138014
"30",2024,20495143.8111025,4819199761485.9,6122414.67944039,5795990.67968454,1125291.47391304,7451446.97806452,1477463376435.62,1734244806069.94,202208294832.712,1405283284147.64,11718372936512.4,0.167025464269369,20495.1438111025,14744.1494817701,26246.1381404348,6122.41467944039,5795.99067968454,1125.29147391304,7451.44697806452,0.198534332733355,0.227210042443807,0.399608258627853,0.159089429581307,4080.35869743307,3583.58643528168,369.836186463253,5459.89694324784
