"","Year","mngmt.divisions","mngmt.area","deep.bound","shallow.bound","no.stations","CPUE.mean","CPUE.bootmean","CPUE.lo95ci","CPUE.hi95ci","CPUE.var","CPUE.cv"
"20",2001,"SEdist","NSEO",250,0,6,0.0145833333333333,0.0145833333333333,0.00166666666666667,0.02834375,5.3037523460961e-05,0.495575370223869
"22",2001,"SEdist","CSEO",250,0,18,0.0363888888888889,0.0358333333333333,0.0188888888888889,0.0555625,9.14951911788332e-05,0.263446735013342
"23",2001,"SEdist","SSEO",250,0,30,0.0383352852292032,0.0374944419612029,0.0193325115844918,0.0597633680204755,0.000104361788408651,0.267270079742826
"25",2002,"SEdist","EYKT",250,0,18,0.0073941551287089,0.00734584594996494,0.00277777777777778,0.0129294479886585,7.14164178335409e-06,0.362211739569295
"26",2002,"SEdist","NSEO",250,0,6,0.0216666666666667,0.0216666666666667,0.00333333333333333,0.0533333333333333,0.000214628447892337,0.665666171828794
"28",2002,"SEdist","CSEO",250,0,19,0.0330989845748392,0.0321134020618557,0.0162040345709635,0.0509793233082707,8.2157477198284e-05,0.278436305363507
"29",2002,"SEdist","SSEO",250,0,29,0.0438000696621386,0.0431104144897248,0.0265585161964472,0.0631036224312086,9.00348691276499e-05,0.217999528643334
"31",2003,"SEdist","EYKT",250,0,18,0.0111111111111111,0.0111111111111111,0.005,0.0177777777777778,1.22270418566715e-05,0.310053877282588
"32",2003,"SEdist","NSEO",250,0,6,0.0266666666666667,0.025,0.00666666666666667,0.0533333333333333,0.000152736822934045,0.464233669158571
"34",2003,"SEdist","CSEO",250,0,19,0.0299947889525795,0.0294736842105263,0.014210396039604,0.0489605263157895,7.96562828924449e-05,0.294887908044014
"35",2003,"SEdist","SSEO",250,0,29,0.0403448275862069,0.0403448275862069,0.0220689655172414,0.0655344827586207,0.00011577245628506,0.264396712623514
"37",2004,"SEdist","EYKT",250,0,18,0.0228058361391695,0.0222530864197531,0.00836686307519641,0.0428420314253647,7.87888605487489e-05,0.385060451708902
"38",2004,"SEdist","NSEO",250,0,6,0.0319444444444444,0.0319444444444444,0.00277777777777778,0.0805555555555555,0.000473638219623945,0.665118479345544
"40",2004,"SEdist","CSEO",250,0,19,0.0482456140350877,0.0469298245614035,0.0241118421052632,0.0767543859649123,0.000193078076345043,0.290453160802845
"41",2004,"SEdist","SSEO",250,0,29,0.0315830721003135,0.0310024223425477,0.0169144224375416,0.0485370950888192,6.48142371045807e-05,0.256926182913357
"43",2005,"SEdist","EYKT",250,0,18,0.013537741235583,0.0130952380952381,0.00436507936507937,0.0259596608427544,3.05488525785026e-05,0.410646586275434
"44",2005,"SEdist","NSEO",250,0,6,0.0238180883864337,0.0226276121959575,0.00594017643028435,0.0464285714285714,0.000111010359187202,0.445367979857503
"46",2005,"SEdist","CSEO",250,0,19,0.0457706766917293,0.0453947368421053,0.0285690789473684,0.0641917293233083,8.75449428667177e-05,0.20498713837693
"47",2005,"SEdist","SSEO",250,0,29,0.0478686885682836,0.0475272580001345,0.0282138677231465,0.0691937190467626,0.000111273749370336,0.220284553513198
"49",2006,"SEdist","EYKT",250,0,18,0.0106481481481481,0.0101851851851852,0.00322916666666667,0.0185185185185185,1.61989147497978e-05,0.383634486053355
"50",2006,"SEdist","NSEO",250,0,6,0.0291666666666667,0.0291666666666667,0.00694444444444444,0.0513888888888889,0.000124224871090226,0.380595078811949
"52",2006,"SEdist","CSEO",250,0,19,0.0412280701754386,0.0403508771929825,0.025,0.058344298245614,7.70289302845474e-05,0.215414094880821
"53",2006,"SEdist","SSEO",250,0,29,0.0309563640600214,0.0310344827586207,0.0157244052971349,0.0453194713719117,5.77763247352658e-05,0.244576570234068
"55",2007,"SEdist","EYKT",250,0,18,0.00833333333333333,0.00777777777777778,0.00222222222222222,0.0166805555555555,1.47317289511734e-05,0.465957254199684
"56",2007,"SEdist","NSEO",250,0,6,0.00833333333333333,0.00833333333333333,0.00333333333333333,0.0133333333333333,7.74983594705817e-06,0.331213886553351
"58",2007,"SEdist","CSEO",250,0,19,0.0298801459093278,0.0280484627410109,0.0110191505992705,0.0538951276706618,0.000125498440039758,0.380487830834456
"59",2007,"SEdist","SSEO",250,0,29,0.0289519296757262,0.0284261529601236,0.0144410242748413,0.0475978839263237,7.51250744586865e-05,0.295394429707601
"61",2008,"SEdist","EYKT",250,0,18,0.0190132672496957,0.0179880697225449,0.00626242668438518,0.039541794796534,8.06316473982952e-05,0.465587589652622
"62",2008,"SEdist","NSEO",250,0,6,0.0164057170349682,0.0164057170349682,0.00334001336005344,0.0357964925835607,7.09128930203806e-05,0.505084039588017
"64",2008,"SEdist","CSEO",250,0,19,0.0307240395399652,0.0297319325577666,0.0153146785279605,0.0475415815389117,7.08950111724391e-05,0.279380600616894
"65",2008,"SEdist","SSEO",250,0,29,0.0135881632504695,0.0136122844325032,0.00831259584635198,0.019772187391288,8.66140012801144e-06,0.214843045328199
"67",2009,"SEdist","EYKT",250,0,18,0.0258513452662389,0.0247185635483508,0.0123013762242486,0.0413922661263087,5.7623638284428e-05,0.297594361935983
"68",2009,"SEdist","NSEO",250,0,6,0.0166666666666667,0.0166666666666667,0.00476190476190476,0.0321428571428571,5.20589977732835e-05,0.428382909718016
"70",2009,"SEdist","CSEO",250,0,19,0.0306445783489456,0.0302393098585708,0.0142918392316489,0.0519119977840582,9.21001442010195e-05,0.311964090635909
"71",2009,"SEdist","SSEO",250,0,29,0.022644376899696,0.0221473989449044,0.0115692362785173,0.0364480051007931,4.13453000881569e-05,0.282882461302678
"73",2010,"SEdist","EYKT",250,0,18,0.0194444444444444,0.0184027777777778,0.00625,0.0354166666666667,6.22599054252941e-05,0.409135706023452
"74",2010,"SEdist","NSEO",250,0,6,0.0114779874213836,0.0114779874213836,0.003125,0.0208529874213836,2.0470383605476e-05,0.396550172817325
"76",2010,"SEdist","CSEO",250,0,18,0.0374956866804693,0.0371463077984817,0.0183898917356798,0.0628430167356798,0.000122451820797834,0.292162580099662
"77",2010,"SEdist","SSEO",250,0,30,0.0302124431943956,0.0308119824016563,0.0189582395389794,0.0431129670592601,4.01229852638521e-05,0.20651329184612
"79",2011,"SEdist","EYKT",250,0,18,0.0171296296296296,0.0171296296296296,0.00787037037037037,0.0282407407407407,2.62590084940908e-05,0.294989755465943
"80",2011,"SEdist","NSEO",250,0,6,0.0110203945614503,0.0110192837465565,0.00273297491039427,0.0206955922865014,2.24218109814953e-05,0.428198530275778
"82",2011,"SEdist","CSEO",250,0,19,0.0236697114687545,0.023640713353632,0.0109398107872988,0.0425293605915615,6.82765572418315e-05,0.345673524194863
"83",2011,"SEdist","SSEO",250,0,29,0.0219578227415218,0.0218272062315949,0.0131794433361831,0.0310014130331528,2.05363011969701e-05,0.207225209958159
"85",2012,"SEdist","EYKT",250,0,18,0.0194444444444444,0.0180555555555556,0.00694444444444444,0.0361284722222222,6.04523268445915e-05,0.404880396244929
"86",2012,"SEdist","NSEO",250,0,6,0.0145833333333333,0.0145833333333333,0.00208333333333333,0.03125,5.33857425133467e-05,0.507179506366367
"88",2012,"SEdist","CSEO",250,0,19,0.0383190883190883,0.0376855600539811,0.0199177631578947,0.0592238341580447,9.76985036681044e-05,0.258160766407728
"89",2012,"SEdist","SSEO",250,0,29,0.0211210938131497,0.0207227961265499,0.00862108370920025,0.0366383402444347,5.28781917244764e-05,0.341949852974873
"91",2013,"SEdist","EYKT",250,0,18,0.0134182736455464,0.0129553106825834,0.00599202249770432,0.0212888353229262,1.56791905505446e-05,0.300334921271309
"92",2013,"SEdist","NSEO",250,0,6,0.0460200746965453,0.0460200746965453,0.0152777777777778,0.086671335200747,0.000358961151206831,0.406688744160254
"94",2013,"SEdist","CSEO",250,0,19,0.0285052080858442,0.0284979585570635,0.0157502653083852,0.0425404770433619,4.8541699541767e-05,0.243687012225876
"95",2013,"SEdist","SSEO",250,0,29,0.0160705804122732,0.0160919540229885,0.00862068965517241,0.0255380806497578,1.8169367680791e-05,0.261600682622162
"97",2014,"SEdist","EYKT",250,0,18,0.0174576245791614,0.0166725383624205,0.00597764645426516,0.0305306965167481,3.73051126487932e-05,0.353189932396876
"98",2014,"SEdist","NSEO",250,0,6,0.0155018842069202,0.014311408016444,0.00357142857142857,0.0309530232956492,4.81948257599643e-05,0.454643984922994
"100",2014,"SEdist","CSEO",250,0,18,0.0313465539625038,0.0309484023723271,0.0174340244116763,0.0491925628696637,6.96965136513449e-05,0.26626322525219
"101",2014,"SEdist","SSEO",250,0,30,0.0318677163010101,0.0316885408322703,0.0214333510167078,0.0428413008723456,3.24386725434896e-05,0.179671219409139
"103",2015,"SEdist","EYKT",250,0,18,0.0110504677050799,0.0111310699989081,0.00572673873320717,0.016901558414336,8.18705485279133e-06,0.257380048996095
"104",2015,"SEdist","NSEO",250,0,6,0.0114430121524099,0.0114430121524099,0.00454585818873537,0.0181130307308054,1.30607249927257e-05,0.31827044552732
"106",2015,"SEdist","CSEO",250,0,18,0.0227910541069559,0.0224081417942386,0.0121684586196794,0.0366091173883618,3.93905373980674e-05,0.274487482963317
"107",2015,"SEdist","SSEO",250,0,30,0.0304024900753917,0.0304130539826686,0.0197969012009876,0.0429850871548674,3.68164105984374e-05,0.198113509657176
"109",2016,"SEdist","EYKT",250,0,18,0.0120487083722378,0.0115857454092748,0.00601851851851852,0.0190164954870837,1.12170229803033e-05,0.281422832912099
"110",2016,"SEdist","NSEO",250,0,6,0.0139472455648926,0.0139472455648926,0.00277777777777778,0.027952847805789,4.2406368109669e-05,0.460853361337782
"112",2016,"SEdist","CSEO",250,0,19,0.0355263157894737,0.0350877192982456,0.018859649122807,0.0574561403508772,9.74960785269726e-05,0.275543656691734
"113",2016,"SEdist","SSEO",250,0,29,0.0158169109764168,0.0158024224223745,0.00947376164771979,0.0227731875736901,1.20146556059687e-05,0.220254267773449
"115",2017,"SEdist","EYKT",250,0,18,0.0338888888888889,0.0327777777777778,0.015,0.0561111111111111,0.000108738367997627,0.309225442257338
"116",2017,"SEdist","NSEO",250,0,6,0.00666666666666667,0.00666666666666667,0,0.0133333333333333,1.43951840729619e-05,0.576902977957624
"118",2017,"SEdist","CSEO",250,0,19,0.0253791036998437,0.02470557582074,0.00999960917144346,0.0443581618030224,7.82477269392592e-05,0.347603961234323
"119",2017,"SEdist","SSEO",250,0,29,0.0248275862068966,0.0248275862068966,0.0155172413793103,0.0355172413793103,2.77343825394955e-05,0.210749700412002
"121",2018,"SEdist","EYKT",250,0,16,0.0168526785714286,0.0166294642857143,0.00892578125,0.0258928571428571,1.92107437351055e-05,0.262152371058417
"122",2018,"SEdist","NSEO",250,0,6,0.0251822157434402,0.025,0.00315840621963071,0.050004555393586,0.000149237124962791,0.501163858525117
"124",2018,"SEdist","CSEO",250,0,23,0.033556695149937,0.0333952926257559,0.0213190011282692,0.0475111293652915,4.63839522714774e-05,0.201806910239712
"125",2018,"SEdist","SSEO",250,0,32,0.0248005656223755,0.0246895714408784,0.0155718419144673,0.0348052614859675,2.53114995891729e-05,0.203719428977248
"127",2019,"SEdist","EYKT",250,0,18,0.0119047619047619,0.0119047619047619,0.00476190476190476,0.0206448412698413,1.7661081180702e-05,0.352247545844479
"128",2019,"SEdist","NSEO",250,0,7,0.0360289910356666,0.0354806408544726,0.0128743086019455,0.0625772458516117,0.000164280786647217,0.356178255702725
"130",2019,"SEdist","CSEO",250,0,19,0.0270676691729323,0.0270676691729323,0.0157894736842105,0.0394736842105263,3.62010819401005e-05,0.221862720858142
"131",2019,"SEdist","SSEO",250,0,30,0.0238146625556698,0.0233384720794793,0.0123752569373073,0.0378741863651935,4.17092002166856e-05,0.269491928073347
"133",2020,"SEdist","EYKT",250,0,18,0.0229166666666667,0.0229166666666667,0.00868055555555556,0.0385416666666667,6.32673799136714e-05,0.34680860549913
"134",2020,"SEdist","NSEO",250,0,6,0.0145833333333333,0.0145833333333333,0.00520833333333333,0.025,2.66764062239323e-05,0.356790955453162
"136",2020,"SEdist","CSEO",250,0,24,0.0333333333333333,0.0328125,0.0158854166666667,0.0565104166666667,0.000107535714357478,0.306328652145199
"137",2020,"SEdist","SSEO",250,0,30,0.0309126984126984,0.0305555555555556,0.0161753472222222,0.0482752976190476,6.76370176077083e-05,0.267254375410123
"139",2021,"SEdist","EYKT",250,0,18,0.015625,0.0152777777777778,0.00520833333333333,0.0277777777777778,3.17171616784609e-05,0.361987670569359
"140",2021,"SEdist","NSEO",250,0,7,0.0482142857142857,0.0482142857142857,0.00446428571428571,0.0973214285714286,0.000628222252067118,0.515150306543766
"142",2021,"SEdist","CSEO",250,0,22,0.0400568181818182,0.0392045454545455,0.0204474431818182,0.0636434659090909,0.000120196629674613,0.275963206190186
"143",2021,"SEdist","SSEO",250,0,31,0.0274845193045595,0.0270894567769154,0.0164188847708895,0.0404903047183043,3.53162246287535e-05,0.215883566119519
"145",2022,"SEdist","EYKT",250,0,11,0.024025974025974,0.024025974025974,0.00454545454545455,0.0493506493506493,0.000131115250433432,0.466751123130801
"146",2022,"SEdist","NSEO",250,0,6,0.0150297619047619,0.0150297619047619,0.00729166666666667,0.0212872023809524,1.39607187083626e-05,0.251292443289285
"148",2022,"SEdist","CSEO",250,0,23,0.0465450310559006,0.0460403726708075,0.0271739130434783,0.0699145962732919,0.000114508574504397,0.227217495541359
"149",2022,"SEdist","SSEO",250,0,17,0.05655276816609,0.0568555363321799,0.0319155493079585,0.0855968858131488,0.000184039071297006,0.236953227276094
