"Year","Mgt.Area","fishery.code","HA.lbs","HA.mt"
2012,"CSEO","B61B",46627.7494,21.149880850346
2012,"CSEO","S15B",4719.549,2.14074023091
2012,"EYKT","B06B",1539740.968,698.41110567512
2012,"EYKT","B61B",205528.8463,93.225829393217
2012,"EYKT","S15B",759.1732,0.344353371788
2012,"NSEI","B05B",1520.8693,0.689851105787
2012,"NSEI","B06B",1614806.365,732.46001910035
2012,"NSEI","B61B",26203.7067,11.885739322053
2012,"NSEI","S05B",148.96,0.0675667664
2012,"NSEI","S15B",2013.6666,0.913379033094
2012,"NSEO","B06B",366182.1576,166.096564865784
2012,"NSEO","B61B",30223.7486,13.709190127474
2012,"NSEO","I25B",493.92,0.2240371728
2012,"NSEO","S15B",1050.5598,0.476523419682
2012,"SSEI","9999",65316,29.62668444
2012,"SSEI","B05B",194.6667,0.088298868453
2012,"SSEI","B06B",593766.186,269.32640430774
2012,"SSEI","B61B",8221.3334,3.729114616906
2012,"SSEI","S05B",550.584,0.24973939656
2012,"SSEI","S15B",1803.0855,0.817861551945
2012,"SSEO","B06B",308794.0035,140.065872047565
2012,"SSEO","B61B",2513.6481,1.140165641679
2012,"SSEO","S05B",20,0.0090718
2012,"SSEO","S15B",1461.9975,0.663147446025
2013,"CSEO","B06B",553984.4281,251.281796741879
2013,"CSEO","B61B",64363.3817,29.194586305303
2013,"CSEO","I25B",64.0266,0.029041825494
2013,"CSEO","S15B",3080.4268,1.397250792212
2013,"EYKT","B06B",1418201.8,643.282154462
2013,"EYKT","B61B",234919.7678,106.557257476402
2013,"EYKT","I25B",121.52,0.0551202568
2013,"EYKT","S15B",910.4854,0.412987072586
2013,"NSEI","B05B",2138.2401,0.969884326959
2013,"NSEI","B06B",1908633.97,865.7372824523
2013,"NSEI","B26B",313.3333,0.142124851547
2013,"NSEI","B61B",20663.2,9.372620888
2013,"NSEI","M06B",485.688,0.22030321992
2013,"NSEI","S05B",66.64,0.0302272376
2013,"NSEI","S15B",2164.6692,0.981872302428
2013,"NSEO","B06B",371726.1437,168.611261520883
2013,"NSEO","B61B",16789.6476,7.615616254884
2013,"NSEO","I25B",211.68,0.0960159312
2013,"NSEO","S15B",349.5334,0.158544854906
2013,"SSEI","9999",73320.0001,33.257218845359
2013,"SSEI","B05B",617.3333,0.280016211547
2013,"SSEI","B06B",616478.3357,279.628408290163
2013,"SSEI","B61B",4077.92,1.8497037328
2013,"SSEI","S15B",3274.4267,1.485247206853
2013,"SSEO","B06B",375688.4704,170.408533288736
2013,"SSEO","B61B",3248.3787,1.473432094533
2013,"SSEO","S15B",677.8293,0.307456592187
2014,"CSEO","B06B",699605.004,317.33383376436
2014,"CSEO","B61B",44123.7329,20.014084006111
2014,"CSEO","S05B",219.52,0.0995720768
2014,"CSEO","S15B",2147.9789,0.974301749251
2014,"EYKT","B06B",1047330.551,475.05866462809
2014,"EYKT","B61B",138466.5195,62.807028580005
2014,"EYKT","I25B",24.696,0.01120185864
2014,"EYKT","S15B",1837.1734,0.833323482506
2014,"NSEI","B05B",1379.6533,0.625796940347
2014,"NSEI","B06B",2017905.835,915.30190769765
2014,"NSEI","B61B",46545.9092,21.112758954028
2014,"NSEI","S15B",2785.4352,1.263445552368
2014,"NSEO","B06B",430058.3196,195.070153187364
2014,"NSEO","B61B",23566.6156,10.689581170004
2014,"NSEO","I25B",412.9066,0.187290304694
2014,"NSEO","S15B",1304.0536,0.591505672424
2014,"SSEI","9999",106281.3334,48.208150016906
2014,"SSEI","B05B",1113.3334,0.504996896906
2014,"SSEI","B06B",771691.2694,350.031442887146
2014,"SSEI","S05B",42.336,0.01920318624
2014,"SSEI","S15B",3547.4955,1.609108483845
2014,"SSEO","B06B",358343.8253,162.541175717827
2014,"SSEO","B61B",2484.2347,1.126824017573
2014,"SSEO","S15B",755.776,0.34281243584
2015,"CSEO","B06B",788621.1751,357.710678813609
2015,"CSEO","B25B",65.3334,0.029634576906
2015,"CSEO","B61B",54619.4508,24.774836688372
2015,"CSEO","I25B",104.5334,0.047415304906
2015,"CSEO","S15B",2037.5504,0.924212485936
2015,"EYKT","B06B",1125348.065,510.44662880335
2015,"EYKT","B61B",100168.9363,45.435627816317
2015,"EYKT","S15B",297.92,0.1351335328
2015,"NSEI","B05B",262.5867,0.119106701253
2015,"NSEI","B06B",2248949.245,1020.10088803955
2015,"NSEI","B61B",51604.4292,23.407253040828
2015,"NSEI","S05B",77.0934,0.034968795306
2015,"NSEI","S15B",3608.0146,1.636559342414
2015,"NSEO","B06B",449691.2854,203.975470144586
2015,"NSEO","B61B",14320.4134,6.495596314106
2015,"NSEO","S15B",62.72,0.0284491648
2015,"SSEI","9999",89482.6675,40.588443151325
2015,"SSEI","B06B",830684.6814,376.790264636226
2015,"SSEI","B61B",6742.0799,3.058140021841
2015,"SSEI","S05B",188.16,0.0853474944
2015,"SSEI","S15B",4034.7467,1.830120755653
2015,"SSEO","B06B",375308.4614,170.236165006426
2015,"SSEO","B61B",7350.392,3.33406430728
2015,"SSEO","S15B",1466.472,0.66517703448
2016,"CSEO","B06B",715102.2272,324.363219235648
2016,"CSEO","B61B",64272.1066,29.153184832694
2016,"CSEO","S15B",3152.9866,1.430163191894
2016,"EYKT","B06B",1073167.489,486.77804133551
2016,"EYKT","B61B",185524.9132,84.152245378388
2016,"EYKT","S15B",160.5894,0.072841745946
2016,"NSEI","B05B",108.192,0.04907480928
2016,"NSEI","B06B",2516930.855,1141.65466651945
2016,"NSEI","B61B",52732.7067,23.919028432053
2016,"NSEI","S05B",41.8134,0.018966140106
2016,"NSEI","S15B",3485.3385,1.580914690215
2016,"NSEO","B06B",421635.0822,191.249456935098
2016,"NSEO","B61B",27847.1441,12.631186092319
2016,"NSEO","S15B",1368.7334,0.620843782906
2016,"SSEI","9999",106322.6669,48.226898479171
2016,"SSEI","B05B",296.352,0.13442230368
2016,"SSEI","B06B",1019188.951,462.29391628409
2016,"SSEI","B26B",395.136,0.17922973824
2016,"SSEI","B61B",5293.3067,2.400990986053
2016,"SSEI","S15B",2117.9653,0.960687880427
2016,"SSEO","B06B",372798.1317,169.097504557803
2016,"SSEO","B61B",941.4613,0.427037431067
2016,"SSEO","S15B",1914.384,0.86834543856
2017,"CSEO","B06B",899861.039,408.16796868001
2017,"CSEO","B09B",138.768,0.06294377712
2017,"CSEO","B25B",30.576,0.01386896784
2017,"CSEO","B61B",62543.208,28.36897371672
2017,"CSEO","S05B",56.448,0.02560424832
2017,"CSEO","S15B",3466.32,1.5722880888
2017,"EYKT","B06B",1250587.381,567.25393014779
2017,"EYKT","B09B",1342.992,0.60916774128
2017,"EYKT","B61B",222419.8623,100.887425340657
2017,"EYKT","B91B",74.088,0.03360557592
2017,"EYKT","C06B",3457.44,1.5682602096
2017,"EYKT","I25B",264.6,0.120019914
2017,"EYKT","S15B",48.216,0.02187029544
2017,"NSEI","B06B",2612954.345,1185.20996134855
2017,"NSEI","B61B",49225.008,22.32797137872
2017,"NSEI","S15B",2900.3688,1.315578283992
2017,"NSEO","B06B",435935.6782,197.736064274738
2017,"NSEO","B09B",1882.632,0.85394304888
2017,"NSEO","B61B",35906.808,16.28696904072
2017,"NSEO","B91B",508.032,0.23043823488
2017,"NSEO","C06B",2107.392,0.95589193728
2017,"NSEO","S05B",92.904,0.04214032536
2017,"NSEO","S15B",3143.448,1.42583657832
2017,"SSEI","9998",492,0.22316628
2017,"SSEI","9999",86261.3331,39.127278080829
2017,"SSEI","B06B",959518.8402,435.228150726318
2017,"SSEI","B26B",385.728,0.17496236352
2017,"SSEI","B61B",5455.4639,2.474543870401
2017,"SSEI","S05B",149.352,0.06774457368
2017,"SSEI","S15B",3111.696,1.41143418864
2017,"SSEO","B06B",447499.0729,202.981104476711
2017,"SSEO","B09B",90.552,0.04107348168
2017,"SSEO","B61B",4826.304,2.18916323136
2017,"SSEO","S15B",39.984,0.01813634256
2018,"CSEO","B06B",741221.3982,336.210614009538
2018,"CSEO","B09B",135.24,0.0613435116
2018,"CSEO","B61B",21369.096,9.69280825464
2018,"CSEO","S05B",76.44,0.0346724196
2018,"CSEO","S15B",3076.416,1.39543153344
2018,"EYKT","B06B",1133918.294,514.33399897546
2018,"EYKT","B09B",1402.968,0.63637225512
2018,"EYKT","B25B",897.288,0.40700086392
2018,"EYKT","B61B",187733.785,85.15416753815
2018,"EYKT","B91B",951.384,0.43153826856
2018,"EYKT","S15B",1349.46,0.6121015614
2018,"NSEI","B06B",2270859.468,1030.03914609012
2018,"NSEI","B61B",56550.312,25.65065602008
2018,"NSEI","S15B",718.8,0.326040492
2018,"NSEO","B06B",342261.137,155.24622913183
2018,"NSEO","B09B",36.456,0.01653607704
2018,"NSEO","B61B",17998.7976,8.164074603384
2018,"NSEO","S15B",2269.092,1.02923744028
2018,"SSEI","9999",41511.2293,18.829078498187
2018,"SSEI","B06B",770599.14,349.5360639126
2018,"SSEI","B26B",358.68,0.1626936612
2018,"SSEI","B61B",3816.12,1.7309538708
2018,"SSEI","S15B",1067.136,0.48404221824
2018,"SSEO","B06B",408143.6334,185.129870673906
2018,"SSEO","B09B",1210.104,0.54889107336
2018,"SSEO","B61B",15202.152,6.89554412568
2018,"SSEO","S15B",1653.456,0.74999110704
2019,"CSEO","B06B",676510.6249,306.858454348391
2019,"CSEO","B09B",597.408,0.27097829472
2019,"CSEO","B61B",4798.08,2.1763611072
2019,"CSEO","I05B",71.736,0.03253873224
2019,"CSEO","I25B",83.496,0.03787295064
2019,"CSEO","S15B",3261.048,1.47917876232
2019,"EYKT","B06B",1238898.734,561.95207675506
2019,"EYKT","B09B",444.528,0.20163345552
2019,"EYKT","B61B",196485.8448,89.124014342832
2019,"EYKT","I25B",480.984,0.21816953256
2019,"EYKT","S15B",2845.92,1.2908808528
2019,"NSEI","B06B",2297051.817,1041.91973367303
2019,"NSEI","B61B",59591.988,27.03032983692
2019,"NSEI","S15B",1263.864,0.57327607176
2019,"NSEO","B06B",453372.4006,205.645187188154
2019,"NSEO","B09B",558.6,0.253375374
2019,"NSEO","B61B",10115.952,4.58849466768
2019,"NSEO","S15B",1522.92,0.6907812828
2019,"SSEI","9999",36776.448,16.68142904832
2019,"SSEI","B06B",787718.2675,357.301128955325
2019,"SSEI","B61B",5149.704,2.33585423736
2019,"SSEI","S15B",800.424,0.36306432216
2019,"SSEO","B06B",386651.0965,175.381070861435
2019,"SSEO","B09B",69.384,0.03147188856
2019,"SSEO","B61B",11498.34,5.2155320406
2019,"SSEO","I25B",204.624,0.09281540016
2019,"SSEO","S15B",949.032,0.43047142488
2020,"CSEO","B06B",631205.398,286.30845647882
2020,"CSEO","B09B",338.688,0.15362548992
2020,"CSEO","B61B",18182.136,8.24723506824
2020,"CSEO","B91B",736.176,0.33392207184
2020,"CSEO","I25B",1094.856,0.49661573304
2020,"CSEO","S15B",5310.816,2.40893302944
2020,"EYKT","B06B",1060291.649,480.93768906991
2020,"EYKT","B09B",12.936,0.00586764024
2020,"EYKT","B61B",165962.8824,75.279103827816
2020,"EYKT","B91B",290.472,0.13175519448
2020,"EYKT","I25B",1128.96,0.5120849664
2020,"EYKT","S15B",2387.28,1.0828463352
2020,"NSEI","B06B",2271022.153,1030.11293837927
2020,"NSEI","B61B",53684.952,24.35095737768
2020,"NSEI","S15B",1320.648,0.59903272632
2020,"NSEO","B06B",488187.2402,221.436850282318
2020,"NSEO","B09B",2129.736,0.96602695224
2020,"NSEO","B61B",2745.96,1.2455399964
2020,"NSEO","B91B",7.056,0.00320053104
2020,"NSEO","S15B",4437.048,2.01260060232
2020,"SSEI","9999",32158.896,14.58695363664
2020,"SSEI","B05B",1103.088,0.50034968592
2020,"SSEI","B06B",600850.4557,272.539758200963
2020,"SSEI","B25B",4077.192,1.84937351928
2020,"SSEI","S05B",78.792,0.03573926328
2020,"SSEI","S15B",2122.464,0.96272844576
2020,"SSEO","B06B",357816.9838,162.302205681842
2020,"SSEO","B09B",227.016,0.10297218744
2020,"SSEO","B25B",8104.992,3.67634332128
2020,"SSEO","B61B",19098.24,8.6627706816
2020,"SSEO","I25B",5401.2,2.449930308
2020,"SSEO","S15B",1120.296,0.50815506264
2021,"CSEO","B06B",599273.9843,271.824686538637
2021,"CSEO","B09B",1760.472,0.79853249448
2021,"CSEO","B61B",25899.048,11.74754918232
2021,"CSEO","B91B",285.768,0.12962150712
2021,"CSEO","I25B",296.352,0.13442230368
2021,"CSEO","S15B",3048.1584,1.382614168656
2021,"EYKT","B06B",1592173.248,722.19386356032
2021,"EYKT","B09B",2087.4,0.946823766
2021,"EYKT","B61B",209043.3864,94.819989637176
2021,"EYKT","B91B",186.984,0.08481407256
2021,"EYKT","I25B",493.92,0.2240371728
2021,"EYKT","S15B",1868.424,0.84749844216
2021,"NSEI","B05B",4379.424,1.98646293216
2021,"NSEI","B06B",2470624.712,1120.65066311608
2021,"NSEI","B61B",56239.3776,25.509619285584
2021,"NSEI","S05B",199.92,0.0906817128
2021,"NSEI","S15B",1325.976,0.60144945384
2021,"NSEO","B06B",493936.0661,224.044460222299
2021,"NSEO","B09B",188.16,0.0853474944
2021,"NSEO","B61B",778.512,0.35312525808
2021,"NSEO","B91B",82.32,0.0373395288
2021,"NSEO","S05B",16.464,0.00746790576
2021,"NSEO","S15B",3656.8896,1.658728553664
2021,"SSEI","9999",36521.856,16.56594866304
2021,"SSEI","B05B",562.128,0.25497563952
2021,"SSEI","B06B",615710.8835,279.280299646765
2021,"SSEI","B25B",11507.712,5.21978308608
2021,"SSEI","B61B",6016.8864,2.729199502176
2021,"SSEI","S15B",5374.068,2.43762350412
2021,"SSEO","B06B",294823.8817,133.729164500303
2021,"SSEO","B09B",760.872,0.34512393048
2021,"SSEO","B25B",10593.936,4.80530343024
2021,"SSEO","B61B",4193.616,1.90218228144
2021,"SSEO","B91B",136.416,0.06187693344
2021,"SSEO","I25B",143.016,0.06487062744
2021,"SSEO","S15B",2790.684,1.26582635556
2022,"CSEO","B06B",551698.6288,250.244981037392
2022,"CSEO","B09B",2146.2,0.973494858
2022,"CSEO","B25B",4544.064,2.06114198976
2022,"CSEO","B61B",36318.1023,16.473528022257
2022,"CSEO","B91B",125.832,0.05707613688
2022,"CSEO","S15B",4655.784,2.11181706456
2022,"EYKT","B06B",1796859.358,815.03743619522
2022,"EYKT","B09B",2820.9418,1.279550991062
2022,"EYKT","B61B",350793.678,159.11650440402
2022,"EYKT","B91B",455.112,0.20643425208
2022,"EYKT","C50B",9.408,0.00426737472
2022,"EYKT","I25B",813.792,0.36912791328
2022,"EYKT","S15B",3429.216,1.55545808544
2022,"NSEI","B05B",6149.304,2.78926280136
2022,"NSEI","B06B",2421328.758,1098.29051134122
2022,"NSEI","B09B",104.352,0.04733302368
2022,"NSEI","B61B",17734.2,8.044055778
2022,"NSEI","S15B",2679.672,1.21547242248
2022,"NSEO","B06B",333826.1276,151.420193218084
2022,"NSEO","B09B",1057.5062,0.479674237258
2022,"NSEO","B61B",44331.0372,20.108115163548
2022,"NSEO","B91B",1110.144,0.50355021696
2022,"NSEO","S05B",12.936,0.00586764024
2022,"NSEO","S15B",4656.96,2.1123504864
2022,"SSEI","9999",41705.664,18.91727213376
2022,"SSEI","B06B",516793.3341,234.412288414419
2022,"SSEI","B25B",12484.416,5.66280625344
2022,"SSEI","S05B",271.656,0.12322044504
2022,"SSEI","S15B",6369.384,2.88908888856
2022,"SSEO","B06B",450962.3745,204.552023449455
2022,"SSEO","B09B",628.608,0.28513030272
2022,"SSEO","B25B",3284.712,1.48991251608
2022,"SSEO","B61B",4534.4208,2.056767930672
2022,"SSEO","S15B",4106.616,1.86271995144
2023,"CSEO","B06B",553865.6544,251.227922179296
2023,"CSEO","B09B",2420.832,1.09806518688
2023,"CSEO","B25B",3785.544,1.71708490296
2023,"CSEO","B61B",36424.3656,16.521727992504
2023,"CSEO","S15B",2895.312,1.31328457008
2023,"EYKT","B06B",1428179.114,647.80776431926
2023,"EYKT","B09B",1241.7972,0.563266791948
2023,"EYKT","B61B",206342.9916,93.595117559844
2023,"EYKT","B91B",354.648,0.16086478632
2023,"EYKT","C50B",112.896,0.05120849664
2023,"EYKT","I25B",205.8,0.093348822
2023,"EYKT","S15B",2221.464,1.00763385576
2023,"NSEI","B05B",5778.864,2.62123492176
2023,"NSEI","B06B",2228587.742,1010.86511389378
2023,"NSEI","B09B",181.104,0.08214696336
2023,"NSEI","B25B",2760.072,1.25194105848
2023,"NSEI","B61B",21033.936,9.54078303024
2023,"NSEI","S15B",291.648,0.13228861632
2023,"NSEO","B06B",260706.7358,118.253968291522
2023,"NSEO","B09B",1615.8828,0.732948279252
2023,"NSEO","B61B",17514.168,7.94425146312
2023,"NSEO","B91B",1480.584,0.67157809656
2023,"NSEO","C50B",470.4,0.213368736
2023,"NSEO","S15B",2455.488,1.11378480192
2023,"SSEI","9999",50850.24,23.0651603616
2023,"SSEI","B06B",667766.4504,302.892184236936
2023,"SSEI","B25B",4705.176,2.13422078184
2023,"SSEI","S05B",136.416,0.06187693344
2023,"SSEI","S15B",1852.2,0.840139398
2023,"SSEO","B06B",290521.238,131.77752834442
2023,"SSEO","B09B",1091.952,0.49529850768
2023,"SSEO","B25B",5495.448,2.49268025832
2023,"SSEO","B61B",5069.6184,2.299528210056
2023,"SSEO","I25B",177.576,0.08054669784
2023,"SSEO","S15B",2849.568,1.29253554912
2024,"CSEO","B06B",487600.1878,221.170569184202
2024,"CSEO","B09B",2045.4,0.927772986
2024,"CSEO","B61B",38532.816,17.47810000944
2024,"CSEO","S15B",2362.584,1.07164447656
2024,"EYKT","B06B",1098973.341,498.48331774419
2024,"EYKT","B09B",82.32,0.0373395288
2024,"EYKT","B61B",191222.1036,86.736433971924
2024,"EYKT","B91B",325.752,0.14775784968
2024,"EYKT","I25B",109.368,0.04960823112
2024,"EYKT","S15B",732.648,0.33232180632
2024,"NSEI","B05B",5630.688,2.55402376992
2024,"NSEI","B06B",2249111.25,1020.1743718875
2024,"NSEI","B61B",23209.536,10.52761343424
2024,"NSEI","S15B",1330.056,0.60330010104
2024,"NSEO","B06B",274570.1915,124.542293162485
2024,"NSEO","B09B",186.984,0.08481407256
2024,"NSEO","B25B",39.984,0.01813634256
2024,"NSEO","B61B",8702.4,3.947321616
2024,"NSEO","B91B",1330.056,0.60330010104
2024,"NSEO","S15B",1284.192,0.58249664928
2024,"SSEI","9999",51096,23.17663464
2024,"SSEI","B06B",554197.2091,251.378312075669
2024,"SSEI","B25B",4851,2.20036509
2024,"SSEI","I25B",141.576,0.06421745784
2024,"SSEI","S15B",1146.816,0.52018426944
2024,"SSEO","B06B",511625.1994,232.068074195846
2024,"SSEO","B09B",639.744,0.29018148096
2024,"SSEO","B25B",3251.64,1.4749113876
2024,"SSEO","B61B",19127.64,8.6761062276
2024,"SSEO","I25B",193.704,0.08786219736
2024,"SSEO","S15B",3062.112,1.38894338208
2025,"CSEO","B06B",202.272,0.09174855648
2025,"CSEO","S15B",813.792,0.36912791328
2025,"CSEO","Y06A",21.6,0.009797544
2025,"EYKT","B06B",5864.124,2.65990800516
2025,"EYKT","I25B",131.712,0.05974324608
2025,"EYKT","S15B",805.56,0.3653939604
2025,"NSEI","B06B",126273.264,57.27628981776
2025,"NSEI","B61B",3784.368,1.71655148112
2025,"NSEI","S15B",125.832,0.05707613688
2025,"NSEO","B06B",13771.152,6.24645683568
2025,"NSEO","S05B",21.168,0.00960159312
2025,"NSEO","S15B",299.88,0.1360225692
2025,"SSEI","B06B",47253.864,21.43388017176
2025,"SSEI","S15B",504.504,0.22883796936
2025,"SSEO","B06B",94678.416,42.94518271344
2025,"SSEO","B09B",227.472,0.10317902448
2025,"SSEO","C09B",56.448,0.02560424832
2025,"SSEO","I25B",464.4,0.210647196
2025,"SSEO","S15B",172.872,0.07841301048
