"Year","Mgt.Area","fishery.code","HA.lbs","HA.mt"
1978,"EYKT","C61B",1428,0.64772652
1978,"EYKT","S05B",506,0.22951654
1978,"EYKT","S15B",18391,8.34197369
1978,"NSEI","",65898,29.89067382
1978,"NSEI","B05B",92,0.04173028
1978,"NSEI","B06B",125537,56.94232783
1978,"NSEI","B61B",806507,365.82351013
1978,"NSEI","C61B",87,0.03946233
1978,"NSEI","M06B",50,0.0226795
1978,"NSEI","M61B",4743,2.15137737
1978,"NSEI","S05B",14085,6.38881515
1978,"NSEI","S15B",21525,9.76352475
1978,"NSEO","",9577,4.34403143
1978,"NSEO","B06B",19182,8.70076338
1978,"NSEO","B61B",152723,69.27362557
1978,"NSEO","C61B",1255,0.56925545
1978,"NSEO","S05B",184,0.08346056
1978,"NSEO","S15B",8114,3.68042926
1978,"SSEI","",12078,5.47846002
1978,"SSEI","B05B",19,0.00861821
1978,"SSEI","B06B",16276,7.38263084
1978,"SSEI","B61B",209465,95.01122935
1978,"SSEI","C09B",174,0.07892466
1978,"SSEI","S05B",5754,2.60995686
1978,"SSEI","S15B",6950,3.1524505
1978,"SSEO","",33992,15.41843128
1978,"SSEO","B06B",6735,3.05492865
1978,"SSEO","B61B",104662,47.47363658
1978,"SSEO","S01A",102,0.04626618
1978,"SSEO","S05B",457,0.20729063
1978,"SSEO","S15B",7646,3.46814914
1979,"CSEO","",58914,26.72280126
1979,"CSEO","B05B",646,0.29301914
1979,"CSEO","B06B",142573,64.66968707
1979,"CSEO","B61B",486078,220.48012002
1979,"CSEO","M06B",838,0.38010842
1979,"CSEO","M61B",157,0.07121363
1979,"CSEO","M99B",100,0.045359
1979,"CSEO","S05B",11357,5.15142163
1979,"CSEO","S15B",43056,19.52977104
1979,"EYKT","",79066,35.86354694
1979,"EYKT","B06B",29778,13.50700302
1979,"EYKT","B61B",803971,364.67320589
1979,"EYKT","S05B",644,0.29211196
1979,"EYKT","S15B",22354,10.13955086
1979,"NSEI","",63281,28.70362879
1979,"NSEI","B05B",1182,0.53614338
1979,"NSEI","B06B",330604,149.95866836
1979,"NSEI","B61B",1035189,469.55137851
1979,"NSEI","B99B",940,0.4263746
1979,"NSEI","C61B",355,0.16102445
1979,"NSEI","M06B",443,0.20094037
1979,"NSEI","M99B",462,0.20955858
1979,"NSEI","S01A",79,0.03583361
1979,"NSEI","S05B",24603,11.15967477
1979,"NSEI","S15B",22674,10.28469966
1979,"NSEO","",27449,12.45059191
1979,"NSEO","B06B",50997,23.13172923
1979,"NSEO","B61B",337842,153.24175278
1979,"NSEO","B99B",186,0.08436774
1979,"NSEO","S05B",74,0.03356566
1979,"NSEO","S15B",18000,8.16462
1979,"SSEI","",8177,3.70900543
1979,"SSEI","B05B",50,0.0226795
1979,"SSEI","B06B",79259,35.95108981
1979,"SSEI","B61B",225155,102.12805645
1979,"SSEI","C09B",207,0.09389313
1979,"SSEI","M61B",1530,0.6939927
1979,"SSEI","S05B",8613,3.90677067
1979,"SSEI","S15B",9618,4.36262862
1979,"SSEO","",16085,7.29599515
1979,"SSEO","B06B",35549,16.12467091
1979,"SSEO","B61B",209648,95.09423632
1979,"SSEO","S05B",2434,1.10403806
1979,"SSEO","S15B",19403,8.80100677
1980,"CSEO","",19315,8.76109085
1980,"CSEO","B05B",36,0.01632924
1980,"CSEO","B06B",36617,16.60910503
1980,"CSEO","B26B",49,0.02222591
1980,"CSEO","B61B",240989,109.31020051
1980,"CSEO","M06B",77,0.03492643
1980,"CSEO","S05B",795,0.36060405
1980,"CSEO","S15B",15467,7.01567653
1980,"EYKT","",69885,31.69913715
1980,"EYKT","B05B",93,0.04218387
1980,"EYKT","B06B",53623,24.32285657
1980,"EYKT","B61B",750787,340.54947533
1980,"EYKT","L99B",2970,1.3471623
1980,"EYKT","S05B",187,0.08482133
1980,"EYKT","S15B",15510,7.0351809
1980,"NSEI","",120043,54.45030437
1980,"NSEI","B05B",628,0.28485452
1980,"NSEI","B06B",262414,119.02836626
1980,"NSEI","B26B",56,0.02540104
1980,"NSEI","B61B",854547,387.61397373
1980,"NSEI","M05B",40,0.0181436
1980,"NSEI","S05B",1786,0.81011174
1980,"NSEI","S15B",3450,1.5648855
1980,"NSEO","",33698,15.28507582
1980,"NSEO","B06B",18504,8.39322936
1980,"NSEO","B61B",325107,147.46528413
1980,"NSEO","S03A",146,0.06622414
1980,"NSEO","S05B",172,0.07801748
1980,"NSEO","S15B",7439,3.37425601
1980,"SSEI","",10003,4.53726077
1980,"SSEI","B05B",50,0.0226795
1980,"SSEI","B06B",33887,15.37080433
1980,"SSEI","B26B",340,0.1542206
1980,"SSEI","B61B",258500,117.253015
1980,"SSEI","S05B",1221,0.55383339
1980,"SSEI","S15B",3025,1.37210975
1980,"SSEO","",125,0.05669875
1980,"SSEO","B06B",10595,4.80578605
1980,"SSEO","B61B",114465,51.92017935
1980,"SSEO","S05B",403,0.18279677
1980,"SSEO","S15B",4438,2.01303242
1981,"CSEO","",5545,2.51515655
1981,"CSEO","B05B",117,0.05307003
1981,"CSEO","B06B",48508,22.00274372
1981,"CSEO","B26B",1613,0.73164067
1981,"CSEO","B61B",268842,121.94404278
1981,"CSEO","M06B",612,0.27759708
1981,"CSEO","S05B",977,0.44315743
1981,"CSEO","S15B",30280,13.7347052
1981,"EYKT","",55,0.02494745
1981,"EYKT","B05B",112,0.05080208
1981,"EYKT","B06B",27375,12.41702625
1981,"EYKT","B61B",848962,385.08067358
1981,"EYKT","S04D",715,0.32431685
1981,"EYKT","S15B",10572,4.79535348
1981,"NSEI","",15970,7.2438323
1981,"NSEI","B05B",2011,0.91216949
1981,"NSEI","B06B",376417,170.73898703
1981,"NSEI","B26B",2218,1.00606262
1981,"NSEI","B61B",1028678,466.59805402
1981,"NSEI","M05B",757,0.34336763
1981,"NSEI","M06B",1214,0.55065826
1981,"NSEI","S05B",15573,7.06375707
1981,"NSEI","S15B",10647,4.82937273
1981,"NSEO","",6440,2.9211196
1981,"NSEO","B06B",19374,8.78785266
1981,"NSEO","B61B",365935,165.98445665
1981,"NSEO","S05B",593,0.26897887
1981,"NSEO","S15B",10167,4.61164953
1981,"SSEI","",7369,3.34250471
1981,"SSEI","B05B",180,0.0816462
1981,"SSEI","B06B",79173,35.91208107
1981,"SSEI","B26B",201,0.09117159
1981,"SSEI","B61B",303582,137.70175938
1981,"SSEI","S05B",2258,1.02420622
1981,"SSEI","S15B",4753,2.15591327
1981,"SSEO","",103,0.04671977
1981,"SSEO","B06B",17633,7.99815247
1981,"SSEO","B26B",210,0.0952539
1981,"SSEO","B61B",104109,47.22280131
1981,"SSEO","S05B",156,0.07076004
1981,"SSEO","S15B",12020,5.4521518
1982,"CSEO","",38560,17.4904304
1982,"CSEO","B05B",67,0.03039053
1982,"CSEO","B06B",53835,24.41901765
1982,"CSEO","B26B",796,0.36105764
1982,"CSEO","B61B",268998,122.01480282
1982,"CSEO","M61B",298,0.13516982
1982,"CSEO","S05B",55,0.02494745
1982,"CSEO","S15B",308,0.13970572
1982,"EYKT","",44824,20.33171816
1982,"EYKT","B05B",48,0.02177232
1982,"EYKT","B06B",43989,19.95297051
1982,"EYKT","B26B",1550,0.7030645
1982,"EYKT","B61B",555602,252.01551118
1982,"EYKT","S15B",1027,0.46583693
1982,"NSEI","",50295,22.81330905
1982,"NSEI","B05B",3817,1.73135303
1982,"NSEI","B06B",252164,114.37906876
1982,"NSEI","B26B",5492,2.49111628
1982,"NSEI","B61B",865552,392.60573168
1982,"NSEI","M06B",14,0.00635026
1982,"NSEI","S05B",763,0.34608917
1982,"NSEI","S15B",239,0.10840801
1982,"NSEO","",21296,9.65965264
1982,"NSEO","B05B",159,0.07212081
1982,"NSEO","B06B",16296,7.39170264
1982,"NSEO","B26B",1364,0.61869676
1982,"NSEO","B61B",345770,156.8378143
1982,"NSEO","C61B",304,0.13789136
1982,"NSEO","S05B",152,0.06894568
1982,"NSEO","S15B",15,0.00680385
1982,"SSEI","",3616,1.64018144
1982,"SSEI","B05B",118,0.05352362
1982,"SSEI","B06B",62917,28.53852203
1982,"SSEI","B26B",281,0.12745879
1982,"SSEI","B61B",198370,89.9786483
1982,"SSEI","S05B",159,0.07212081
1982,"SSEI","S15B",276,0.12519084
1982,"SSEO","",4071,1.84656489
1982,"SSEO","B05B",1130,0.5125567
1982,"SSEO","B06B",15006,6.80657154
1982,"SSEO","B26B",828,0.37557252
1982,"SSEO","B61B",131953,59.85256127
1982,"SSEO","S05B",136,0.06168824
1982,"SSEO","S15B",1059,0.48035181
1983,"CSEO","",11185,5.07340415
1983,"CSEO","B05B",5736,2.60179224
1983,"CSEO","B06B",110432,50.09085088
1983,"CSEO","B26B",49679,22.53389761
1983,"CSEO","B61B",655730,297.4325707
1983,"CSEO","M26B",821,0.37239739
1983,"CSEO","S05B",99,0.04490541
1983,"EYKT","",63398,28.75669882
1983,"EYKT","B05B",273,0.12383007
1983,"EYKT","B06B",47248,21.43122032
1983,"EYKT","B26B",55,0.02494745
1983,"EYKT","B61B",606195,274.96399005
1983,"EYKT","C61B",24020,10.8952318
1983,"EYKT","S15B",5095,2.31104105
1983,"NSEI","",22131,10.03840029
1983,"NSEI","B05B",24315,11.02904085
1983,"NSEI","B06B",557484,252.86916756
1983,"NSEI","B26B",55919,25.36429921
1983,"NSEI","B61B",1562297,708.64229623
1983,"NSEI","M06B",324,0.14696316
1983,"NSEI","S05B",598,0.27124682
1983,"NSEO","",10349,4.69420291
1983,"NSEO","B06B",18261,8.28300699
1983,"NSEO","B26B",2721,1.23421839
1983,"NSEO","B61B",225614,102.33625426
1983,"SSEI","",9818,4.45334662
1983,"SSEI","B05B",3024,1.37165616
1983,"SSEI","B06B",88759,40.26019481
1983,"SSEI","B26B",14762,6.69589558
1983,"SSEI","B61B",352166,159.73897594
1983,"SSEI","M61B",3016,1.36802744
1983,"SSEI","S05B",233,0.10568647
1983,"SSEO","",36817,16.69982303
1983,"SSEO","B05B",2243,1.01740237
1983,"SSEO","B06B",50808,23.04600072
1983,"SSEO","B26B",11706,5.30972454
1983,"SSEO","B61B",203336,92.23117624
1984,"CSEO","",7049,3.19735591
1984,"CSEO","B05B",4043,1.83386437
1984,"CSEO","B06B",86137,39.07088183
1984,"CSEO","B26B",7183,3.25813697
1984,"CSEO","B61B",754310,342.1474729
1984,"EYKT","",150495,68.26302705
1984,"EYKT","B05B",2684,1.21743556
1984,"EYKT","B06B",47990,21.7677841
1984,"EYKT","B26B",1168,0.52979312
1984,"EYKT","B61B",591688,268.38375992
1984,"NSEI","",64814,29.39898226
1984,"NSEI","B05B",7241,3.28444519
1984,"NSEI","B06B",353969,160.55679871
1984,"NSEI","B26B",13124,5.95291516
1984,"NSEI","B61B",1338575,607.16423425
1984,"NSEI","M61B",8786,3.98524174
1984,"NSEI","S15B",68,0.03084412
1984,"NSEO","",974,0.44179666
1984,"NSEO","B06B",37308,16.92253572
1984,"NSEO","B26B",3238,1.46872442
1984,"NSEO","B61B",557109,252.69907131
1984,"NSEO","S15B",5924,2.68706716
1984,"SSEI","B05B",1808,0.82009072
1984,"SSEI","B06B",84218,38.20044262
1984,"SSEI","B26B",6266,2.84219494
1984,"SSEI","B61B",292707,132.76896813
1984,"SSEI","M06B",115,0.05216285
1984,"SSEO","",105254,47.74216186
1984,"SSEO","B05B",493,0.22361987
1984,"SSEO","B06B",29354,13.31468086
1984,"SSEO","B26B",4623,2.09694657
1984,"SSEO","B61B",287034,130.19575206
1985,"CSEO","",95441,43.29108319
1985,"CSEO","B05B",739,0.33520301
1985,"CSEO","B06B",152929,69.36706511
1985,"CSEO","B26B",934,0.42365306
1985,"CSEO","B61B",1291294,585.71804546
1985,"CSEO","C61B",834,0.37829406
1985,"EYKT","",161572,73.28744348
1985,"EYKT","B05B",345,0.15648855
1985,"EYKT","B06B",49158,22.29757722
1985,"EYKT","B26B",28,0.01270052
1985,"EYKT","B61B",469125,212.79040875
1985,"NSEI","",255739,116.00065301
1985,"NSEI","B05B",7497,3.40056423
1985,"NSEI","B06B",583111,264.49331849
1985,"NSEI","B26B",8014,3.63507026
1985,"NSEI","B61B",2400183,1088.69900697
1985,"NSEI","M61B",467,0.21182653
1985,"NSEI","S05B",564,0.25582476
1985,"NSEO","",17319,7.85572521
1985,"NSEO","B05B",2800,1.270052
1985,"NSEO","B06B",39510,17.9213409
1985,"NSEO","B26B",839,0.38056201
1985,"NSEO","B61B",512256,232.35419904
1985,"NSEO","C61B",8417,3.81786703
1985,"NSEO","S15B",2071,0.93938489
1985,"SSEI","",8332,3.77931188
1985,"SSEI","B05B",2937,1.33219383
1985,"SSEI","B06B",120539,54.67528501
1985,"SSEI","B26B",1654,0.75023786
1985,"SSEI","B61B",539738,244.81975942
1985,"SSEI","S05B",167,0.07574953
1985,"SSEO","",155992,70.75641128
1985,"SSEO","B05B",711,0.32250249
1985,"SSEO","B06B",32093,14.55706387
1985,"SSEO","B26B",3575,1.62158425
1985,"SSEO","B61B",263004,119.29598436
1986,"CSEO","",264972,120.18864948
1986,"CSEO","B05B",4481,2.03253679
1986,"CSEO","B06B",169969,77.09623871
1986,"CSEO","B26B",5568,2.52558912
1986,"CSEO","B61B",1174570,532.7732063
1986,"CSEO","M26B",865,0.39235535
1986,"EYKT","",139194,63.13700646
1986,"EYKT","B06B",66147,30.00361773
1986,"EYKT","B61B",1154462,523.65241858
1986,"NSEI","",279694,126.86640146
1986,"NSEI","B05B",10781,4.89015379
1986,"NSEI","B06B",864488,392.12311192
1986,"NSEI","B26B",14836,6.72946124
1986,"NSEI","B61B",3263148,1480.13130132
1986,"NSEI","C61B",7795,3.53573405
1986,"NSEI","M06B",150,0.0680385
1986,"NSEI","P09B",3701,1.67873659
1986,"NSEI","S03A",3492,1.58393628
1986,"NSEI","S05B",2596,1.17751964
1986,"NSEO","",19384,8.79238856
1986,"NSEO","B05B",3349,1.51907291
1986,"NSEO","B06B",129615,58.79206785
1986,"NSEO","B26B",123,0.05579157
1986,"NSEO","B61B",1026041,465.40193719
1986,"NSEO","M26B",1663,0.75432017
1986,"SSEI","",18432,8.36057088
1986,"SSEI","B05B",4819,2.18585021
1986,"SSEI","B06B",167771,76.09924789
1986,"SSEI","B26B",1214,0.55065826
1986,"SSEI","B61B",569403,258.27550677
1986,"SSEI","M06B",168,0.07620312
1986,"SSEI","M61B",8206,3.72215954
1986,"SSEO","",291225,132.09674775
1986,"SSEO","B05B",1226,0.55610134
1986,"SSEO","B06B",42964,19.48804076
1986,"SSEO","B26B",59,0.02676181
1986,"SSEO","B61B",569208,258.18705672
1986,"SSEO","M61B",1342,0.60871778
1986,"SSEO","S05B",21,0.00952539
1987,"CSEO","",329359,149.39394881
1987,"CSEO","B05B",3293,1.49367187
1987,"CSEO","B06B",182615,82.83233785
1987,"CSEO","B26B",3131,1.42019029
1987,"CSEO","B61B",1316679,597.23242761
1987,"CSEO","M61B",4211,1.91006749
1987,"EYKT","",98576,44.71308784
1987,"EYKT","B06B",40783,18.49876097
1987,"EYKT","B61B",486159,220.51686081
1987,"NSEI","",316993,143.78485487
1987,"NSEI","B05B",15234,6.90999006
1987,"NSEI","B06B",971087,440.47535233
1987,"NSEI","B26B",4374,1.98400266
1987,"NSEI","B61B",3312210,1502.3853339
1987,"NSEI","M61B",2657,1.20518863
1987,"NSEI","S05B",2560,1.1611904
1987,"NSEI","S15B",68,0.03084412
1987,"NSEO","",74995,34.01698205
1987,"NSEO","B05B",8188,3.71399492
1987,"NSEO","B06B",73239,33.22047801
1987,"NSEO","B26B",899,0.40777741
1987,"NSEO","B61B",747379,339.00364061
1987,"NSEO","S03A",4407,1.99897113
1987,"SSEI","",7007,3.17830513
1987,"SSEI","B05B",2526,1.14576834
1987,"SSEI","B06B",235158,106.66531722
1987,"SSEI","B26B",806,0.36559354
1987,"SSEI","B61B",654687,296.95947633
1987,"SSEI","M61B",2059,0.93394181
1987,"SSEI","S05B",74,0.03356566
1987,"SSEI","S15B",36,0.01632924
1987,"SSEO","",310037,140.62968283
1987,"SSEO","B06B",42292,19.18322828
1987,"SSEO","B26B",1080,0.4898772
1987,"SSEO","B61B",613654,278.34731786
1988,"CSEO","",22176,10.05881184
1988,"CSEO","B05B",8157,3.69993363
1988,"CSEO","B06B",286110,129.7766349
1988,"CSEO","B26B",10415,4.72413985
1988,"CSEO","B61B",1885585,855.28250015
1988,"CSEO","C61B",3162,1.43425158
1988,"CSEO","M06B",238,0.10795442
1988,"CSEO","S15B",3793,1.72046687
1988,"EYKT","",159527,72.35985193
1988,"EYKT","B05B",920,0.4173028
1988,"EYKT","B06B",77087,34.96589233
1988,"EYKT","B61B",922211,418.30568749
1988,"EYKT","S01A",30265,13.72790135
1988,"EYKT","S15B",941,0.42682819
1988,"NSEI","",163110,73.9850649
1988,"NSEI","B05B",38287,17.36660033
1988,"NSEI","B06B",788248,357.54141032
1988,"NSEI","B26B",15334,6.95534906
1988,"NSEI","B61B",3174193,1439.78220287
1988,"NSEI","D09B",612,0.27759708
1988,"NSEI","M05B",254,0.11521186
1988,"NSEI","M61B",12632,5.72974888
1988,"NSEI","P09B",2801,1.27050559
1988,"NSEI","S01A",3322,1.50682598
1988,"NSEI","S03A",285,0.12927315
1988,"NSEI","S05B",1037,0.47037283
1988,"NSEI","S15B",12184,5.52654056
1988,"NSEO","",24827,11.26127893
1988,"NSEO","B05B",3466,1.57214294
1988,"NSEO","B06B",54944,24.92204896
1988,"NSEO","B26B",1223,0.55474057
1988,"NSEO","B61B",1116374,506.37608266
1988,"NSEO","S05B",31,0.01406129
1988,"NSEO","S15B",621,0.28167939
1988,"SSEI","",12275,5.56781725
1988,"SSEI","B05B",7456,3.38196704
1988,"SSEI","B06B",246591,111.85121169
1988,"SSEI","B26B",1598,0.72483682
1988,"SSEI","B61B",789848,358.26715432
1988,"SSEI","M61B",97,0.04399823
1988,"SSEI","S15B",2565,1.16345835
1988,"SSEO","",120197,54.52015723
1988,"SSEO","B05B",189,0.08572851
1988,"SSEO","B06B",99947,45.33495973
1988,"SSEO","B26B",35,0.01587565
1988,"SSEO","B61B",699031,317.07347129
1988,"SSEO","S05B",1638,0.74298042
1988,"SSEO","S15B",2243,1.01740237
1989,"CSEO","",45158,20.48321722
1989,"CSEO","B05B",2774,1.25825866
1989,"CSEO","B06B",190295,86.31590905
1989,"CSEO","B26B",2417,1.09632703
1989,"CSEO","B61B",1757774,797.30870866
1989,"CSEO","C61B",5161,2.34097799
1989,"CSEO","M06B",272,0.12337648
1989,"CSEO","S05B",196,0.08890364
1989,"CSEO","S15B",3032,1.37528488
1989,"EYKT","",248033,112.50528847
1989,"EYKT","B05B",54,0.02449386
1989,"EYKT","B06B",61694,27.98378146
1989,"EYKT","B26B",18,0.00816462
1989,"EYKT","B61B",982739,445.76058301
1989,"EYKT","S15B",4698,2.13096582
1989,"NSEI","",93163,42.25780517
1989,"NSEI","B05B",17367,7.87749753
1989,"NSEI","B06B",563938,255.79663742
1989,"NSEI","B26B",3945,1.78941255
1989,"NSEI","B61B",1920027,870.90504693
1989,"NSEI","C61B",8298,3.76388982
1989,"NSEI","M06B",291,0.13199469
1989,"NSEI","M61B",721,0.32703839
1989,"NSEI","P09B",996,0.45177564
1989,"NSEI","S05B",312,0.14152008
1989,"NSEI","S15B",109,0.04944131
1989,"NSEO","",145331,65.92068829
1989,"NSEO","B05B",1326,0.60146034
1989,"NSEO","B06B",40688,18.45566992
1989,"NSEO","B26B",1008,0.45721872
1989,"NSEO","B61B",962317,436.49736803
1989,"NSEO","S03A",5160,2.3405244
1989,"NSEO","S15B",59,0.02676181
1989,"SSEI","",992,0.44996128
1989,"SSEI","B05B",3149,1.42835491
1989,"SSEI","B06B",147356,66.83920804
1989,"SSEI","B26B",582,0.26398938
1989,"SSEI","B61B",554581,251.55239579
1989,"SSEI","S05B",921,0.41775639
1989,"SSEO","",83912,38.06164408
1989,"SSEO","B05B",3836,1.73997124
1989,"SSEO","B06B",63016,28.58342744
1989,"SSEO","B26B",1677,0.76067043
1989,"SSEO","B61B",917582,416.20601938
1989,"SSEO","S15B",23,0.01043257
1990,"CSEO","",250910,113.8102669
1990,"CSEO","B05B",4493,2.03797987
1990,"CSEO","B06B",217821,98.80142739
1990,"CSEO","B26B",1344,0.60962496
1990,"CSEO","B61B",1783437,808.94918883
1990,"CSEO","C61B",3278,1.48686802
1990,"CSEO","M61B",5787,2.62492533
1990,"EYKT","",145921,66.18830639
1990,"EYKT","B06B",60475,27.43085525
1990,"EYKT","B61B",1241402,563.08753318
1990,"EYKT","C61B",2551,1.15710809
1990,"EYKT","S15B",279,0.12655161
1990,"NSEI","",185616,84.19356144
1990,"NSEI","B05B",13671,6.20102889
1990,"NSEI","B06B",520254,235.98201186
1990,"NSEI","B26B",3440,1.5603496
1990,"NSEI","B61B",1876321,851.08044239
1990,"NSEI","M61B",4233,1.92004647
1990,"NSEI","S05B",208,0.09434672
1990,"NSEI","S15B",56,0.02540104
1990,"NSEO","",134025,60.79239975
1990,"NSEO","B05B",1079,0.48942361
1990,"NSEO","B06B",37672,17.08764248
1990,"NSEO","B26B",13,0.00589667
1990,"NSEO","B61B",1034168,469.08826312
1990,"NSEO","M61B",328,0.14877752
1990,"NSEO","S15B",43,0.01950437
1990,"SSEI","",48655,22.06942145
1990,"SSEI","B05B",902,0.40913818
1990,"SSEI","B06B",112100,50.847439
1990,"SSEI","B61B",323173,146.58804107
1990,"SSEO","",291873,132.39067407
1990,"SSEO","B05B",5570,2.5264963
1990,"SSEO","B06B",90629,41.10840811
1990,"SSEO","B26B",2008,0.91080872
1990,"SSEO","B61B",1138539,516.42990501
1991,"CSEO","",61117,27.72206003
1991,"CSEO","B05B",4549,2.06338091
1991,"CSEO","B06B",130912,59.38037408
1991,"CSEO","B26B",3576,1.62203784
1991,"CSEO","B61B",1265063,573.81992617
1991,"CSEO","M61B",2422,1.09859498
1991,"CSEO","S05B",1469,0.66632371
1991,"EYKT","",188477,85.49128243
1991,"EYKT","B05B",54,0.02449386
1991,"EYKT","B06B",51131,23.19251029
1991,"EYKT","B61B",1220780,553.7336002
1991,"NSEI","",83114,37.69967926
1991,"NSEI","B05B",12202,5.53470518
1991,"NSEI","B06B",544378,246.92441702
1991,"NSEI","B26B",1184,0.53705056
1991,"NSEI","B61B",2238192,1015.22150928
1991,"NSEI","C61B",1079,0.48942361
1991,"NSEI","S03A",9988,4.53045692
1991,"NSEI","S05B",6147,2.78821773
1991,"NSEI","S15B",3867,1.75403253
1991,"NSEO","",50471,22.89314089
1991,"NSEO","B05B",26,0.01179334
1991,"NSEO","B06B",29444,13.35550396
1991,"NSEO","B26B",3083,1.39841797
1991,"NSEO","B61B",1037568,470.63046912
1991,"NSEO","C06B",1795,0.81419405
1991,"NSEO","C61B",3190,1.4469521
1991,"NSEO","S05B",2499,1.13352141
1991,"NSEO","S15B",163,0.07393517
1991,"SSEI","",46668,21.16813812
1991,"SSEI","B05B",2022,0.91715898
1991,"SSEI","B06B",148798,67.49328482
1991,"SSEI","B26B",231,0.10477929
1991,"SSEI","B61B",513841,233.07313919
1991,"SSEI","C61C",48,0.02177232
1991,"SSEI","G34A",2209,1.00198031
1991,"SSEI","S01A",506,0.22951654
1991,"SSEI","S05B",717,0.32522403
1991,"SSEO","",120078,54.46618002
1991,"SSEO","B05B",3249,1.47371391
1991,"SSEO","B06B",61637,27.95792683
1991,"SSEO","B26B",2317,1.05096803
1991,"SSEO","B61B",972676,441.19610684
1991,"SSEO","C61B",250,0.1133975
1991,"SSEO","M06B",109,0.04944131
1991,"SSEO","P09B",351,0.15921009
1991,"SSEO","S15B",386,0.17508574
1992,"CSEO","",108966,49.42588794
1992,"CSEO","B05B",3340,1.5149906
1992,"CSEO","B06B",220649,100.08417991
1992,"CSEO","B26B",1927,0.87406793
1992,"CSEO","B61B",1367210,620.1527839
1992,"CSEO","C61B",4140,1.8778626
1992,"CSEO","M26B",710,0.3220489
1992,"CSEO","S15B",780,0.3538002
1992,"EYKT","",378231,171.56179929
1992,"EYKT","B06B",53507,24.27024013
1992,"EYKT","B26B",867,0.39326253
1992,"EYKT","B61B",1191630,540.5114517
1992,"NSEI","",61525,27.90712475
1992,"NSEI","B05B",15120,6.8582808
1992,"NSEI","B06B",504019,228.61797821
1992,"NSEI","B26B",10780,4.8897002
1992,"NSEI","B61B",2488592,1128.80044528
1992,"NSEI","C61A",100,0.045359
1992,"NSEI","S03A",500,0.226795
1992,"NSEI","S05B",843,0.38237637
1992,"NSEO","",133058,60.35377822
1992,"NSEO","B05B",284,0.12881956
1992,"NSEO","B06B",31215,14.15881185
1992,"NSEO","B26B",156,0.07076004
1992,"NSEO","B61B",915522,415.27162398
1992,"NSEO","S15B",1232,0.55882288
1992,"SSEI","",31356,14.22276804
1992,"SSEI","B05B",2057,0.93303463
1992,"SSEI","B06B",157481,71.43180679
1992,"SSEI","B26B",13,0.00589667
1992,"SSEI","B61B",584747,265.23539173
1992,"SSEI","S05B",150,0.0680385
1992,"SSEI","S15B",749,0.33973891
1992,"SSEO","",155766,70.65389994
1992,"SSEO","B05B",3363,1.52542317
1992,"SSEO","B06B",77390,35.1033301
1992,"SSEO","B26B",3941,1.78759819
