"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"49","epsilon[46]",0.002,0.046,-0.087,0.002,0.089,TRUE,0.515,1,3000
"50","epsilon[47]",0.002,0.046,-0.088,0.002,0.089,TRUE,0.52,1,2979
"51","epsilon[48]",0.002,0.046,-0.091,0.003,0.09,TRUE,0.526,1,3000
"52","epsilon[49]",0.002,0.046,-0.087,0.002,0.089,TRUE,0.524,1,3000
"53","epsilon[50]",0.001,0.046,-0.086,0.001,0.091,TRUE,0.506,1,3000
"54","epsilon[51]",0.002,0.045,-0.088,0.002,0.09,TRUE,0.517,1.001,1732
"55","epsilon[52]",0.001,0.046,-0.087,0.001,0.088,TRUE,0.507,1,3000
"56","epsilon[53]",0.002,0.046,-0.089,0.002,0.089,TRUE,0.522,1,3000
"57","epsilon[54]",0.002,0.046,-0.088,0.002,0.091,TRUE,0.513,1.002,1193
"58","epsilon[55]",0.003,0.046,-0.086,0.002,0.089,TRUE,0.517,1,3000
"59","epsilon[56]",0.001,0.046,-0.087,0,0.088,TRUE,0.503,1,3000
"60","epsilon[57]",0.001,0.046,-0.087,0.002,0.089,TRUE,0.516,1,3000
"61","epsilon[58]",0.001,0.045,-0.087,0.001,0.09,TRUE,0.505,1,3000
"62","epsilon[59]",0,0.047,-0.09,0.001,0.089,TRUE,0.504,1.001,1799
"63","epsilon[60]",0.001,0.046,-0.088,0.001,0.088,TRUE,0.508,1,3000
"64","epsilon[61]",0.001,0.046,-0.086,0,0.089,TRUE,0.503,1.002,741
"65","epsilon[62]",0.003,0.046,-0.088,0.003,0.09,TRUE,0.526,1.002,1567
"66","epsilon[63]",0.001,0.046,-0.088,0,0.088,TRUE,0.502,1,3000
"67","epsilon[64]",0.002,0.047,-0.088,0.003,0.091,TRUE,0.524,1,3000
"68","epsilon[65]",0.001,0.046,-0.09,0.002,0.087,TRUE,0.514,1.001,1952
"69","epsilon[66]",0.001,0.046,-0.087,0.001,0.089,TRUE,0.51,1.001,1906
"70","epsilon[67]",0.001,0.046,-0.089,0,0.088,TRUE,0.504,1,3000
"71","epsilon[68]",0,0.046,-0.087,-0.001,0.087,TRUE,0.505,1.001,2388
"72","epsilon[69]",0,0.046,-0.091,-0.001,0.089,TRUE,0.51,1.004,602
"73","epsilon[70]",0.002,0.046,-0.088,0.001,0.09,TRUE,0.513,1,3000
"74","epsilon[71]",0.002,0.047,-0.089,0.001,0.09,TRUE,0.51,1,3000
"75","epsilon[72]",0.001,0.045,-0.087,0.001,0.089,TRUE,0.511,1,2520
"76","epsilon[73]",0.002,0.045,-0.088,0.001,0.088,TRUE,0.508,1,2663
"77","epsilon[74]",0.002,0.045,-0.087,0.002,0.09,TRUE,0.518,1.002,1398
"78","epsilon[75]",0.001,0.046,-0.087,0.001,0.089,TRUE,0.505,1,3000
"79","epsilon[76]",0.001,0.046,-0.089,0.002,0.089,TRUE,0.518,1.001,3000
"80","epsilon[77]",0.004,0.046,-0.086,0.004,0.091,TRUE,0.538,1.001,2869
"81","epsilon[78]",0.004,0.045,-0.084,0.003,0.09,TRUE,0.535,1,3000
"82","epsilon[79]",0.001,0.047,-0.087,0,0.091,TRUE,0.498,1,3000
"83","epsilon[80]",0.001,0.045,-0.085,0.001,0.088,TRUE,0.512,1,3000
"84","epsilon[81]",0.002,0.046,-0.088,0.002,0.089,TRUE,0.517,1.001,2576
"85","epsilon[82]",0.001,0.046,-0.088,0.001,0.09,TRUE,0.505,1,3000
"86","epsilon[83]",0.002,0.045,-0.088,0.001,0.091,TRUE,0.515,1.001,1500
"87","epsilon[84]",0.002,0.046,-0.088,0.001,0.09,TRUE,0.51,1.001,3000
"88","epsilon[85]",-0.001,0.046,-0.088,0,0.087,TRUE,0.502,1,3000
"89","epsilon[86]",0.003,0.046,-0.087,0.003,0.089,TRUE,0.526,1.001,3000
"90","epsilon[87]",0.002,0.046,-0.088,0.003,0.088,TRUE,0.527,1,3000
"91","epsilon[88]",0.001,0.046,-0.087,0.001,0.09,TRUE,0.508,1,3000
"92","epsilon[89]",0.002,0.046,-0.088,0.003,0.09,TRUE,0.526,1.003,1304
"93","epsilon[90]",0.002,0.047,-0.089,0.002,0.089,TRUE,0.514,1,3000
"94","epsilon[91]",0.004,0.046,-0.084,0.004,0.09,TRUE,0.535,1.001,2922
"95","epsilon[92]",0.002,0.046,-0.088,0.001,0.089,TRUE,0.513,1,3000
"96","epsilon[93]",0.002,0.045,-0.088,0.002,0.089,TRUE,0.518,1.002,818
"97","epsilon[94]",0.004,0.046,-0.086,0.004,0.092,TRUE,0.535,1.002,1041
"98","epsilon[95]",0.003,0.045,-0.088,0.004,0.089,TRUE,0.532,1.002,1106
"99","epsilon[96]",0.004,0.045,-0.083,0.004,0.088,TRUE,0.532,1.003,703
"100","epsilon[97]",0.005,0.046,-0.087,0.006,0.09,TRUE,0.549,1.001,3000
"101","epsilon[98]",0.001,0.046,-0.088,0.002,0.089,TRUE,0.512,1,3000
"102","epsilon[99]",0.003,0.046,-0.087,0.004,0.09,TRUE,0.533,1.002,1043
"103","epsilon[100]",0.004,0.045,-0.086,0.004,0.09,TRUE,0.531,1,3000
"104","epsilon[101]",0.004,0.047,-0.087,0.003,0.09,TRUE,0.53,1.001,1784
"105","epsilon[102]",0.004,0.046,-0.086,0.003,0.089,TRUE,0.529,1,3000
"106","epsilon[103]",0.003,0.046,-0.087,0.004,0.092,TRUE,0.532,1,3000
"107","epsilon[104]",0.005,0.046,-0.087,0.004,0.09,TRUE,0.538,1.002,1045
"108","epsilon[105]",0.005,0.046,-0.085,0.005,0.092,TRUE,0.543,1.001,3000
"109","epsilon[106]",0.003,0.046,-0.087,0.002,0.089,TRUE,0.526,1.001,1631
"110","epsilon[107]",0.004,0.045,-0.084,0.004,0.089,TRUE,0.544,1,3000
"111","epsilon[108]",0.003,0.043,-0.084,0.003,0.087,TRUE,0.528,1,3000
"112","epsilon[109]",0,0.043,-0.083,0,0.087,TRUE,0.502,1,3000
"113","epsilon[110]",-0.005,0.043,-0.088,-0.005,0.082,TRUE,0.55,1.001,1945
"114","epsilon[111]",-0.013,0.041,-0.089,-0.014,0.074,TRUE,0.644,1,3000
"115","epsilon[112]",-0.016,0.041,-0.091,-0.017,0.071,TRUE,0.66,1.001,3000
"116","epsilon[113]",-0.019,0.041,-0.092,-0.02,0.068,TRUE,0.697,1.001,1892
"117","epsilon[114]",-0.019,0.041,-0.092,-0.02,0.072,TRUE,0.701,1.001,2445
"118","epsilon[115]",-0.018,0.041,-0.091,-0.019,0.071,TRUE,0.675,1,3000
"119","epsilon[116]",-0.023,0.04,-0.093,-0.023,0.061,TRUE,0.736,1.002,1666
"120","epsilon[117]",-0.027,0.039,-0.094,-0.028,0.057,TRUE,0.763,1,3000
"121","epsilon[118]",-0.032,0.037,-0.095,-0.033,0.05,TRUE,0.808,1,3000
"122","epsilon[119]",-0.034,0.038,-0.096,-0.035,0.051,TRUE,0.816,1.001,1563
"123","epsilon[120]",-0.03,0.039,-0.095,-0.032,0.059,TRUE,0.796,1.002,1069
"124","epsilon[121]",-0.024,0.04,-0.093,-0.025,0.062,TRUE,0.742,1.001,1799
"125","epsilon[122]",-0.021,0.041,-0.093,-0.022,0.069,TRUE,0.71,1.003,1375
"126","epsilon[123]",-0.019,0.041,-0.093,-0.019,0.07,TRUE,0.683,1,3000
"127","epsilon[124]",-0.013,0.041,-0.09,-0.012,0.07,TRUE,0.626,1,3000
"128","epsilon[125]",-0.006,0.042,-0.086,-0.006,0.08,TRUE,0.564,1.003,558
"129","epsilon[126]",0.002,0.042,-0.083,0.003,0.086,TRUE,0.532,1,3000
"130","epsilon[127]",0.005,0.042,-0.082,0.007,0.086,TRUE,0.569,1.001,3000
"131","epsilon[128]",0.008,0.041,-0.079,0.009,0.086,TRUE,0.597,1,3000
"132","epsilon[129]",0.01,0.04,-0.076,0.012,0.087,TRUE,0.624,1.001,2275
"133","epsilon[130]",0.014,0.04,-0.07,0.015,0.089,TRUE,0.653,1,3000
"134","epsilon[131]",0.014,0.041,-0.07,0.015,0.089,TRUE,0.644,1.002,821
"135","epsilon[132]",0.012,0.041,-0.072,0.013,0.091,TRUE,0.625,1,3000
"136","epsilon[133]",0.004,0.043,-0.085,0.006,0.085,TRUE,0.555,1,3000
"137","epsilon[134]",0.001,0.046,-0.088,0.001,0.088,TRUE,0.507,1,3000
"138","epsilon[135]",0.001,0.045,-0.087,0,0.09,TRUE,0.503,1,3000
"139","epsilon[136]",0.001,0.045,-0.087,0.001,0.088,TRUE,0.515,1,3000
"140","PE[1]",-0.004,0.046,-0.094,-0.002,0.079,TRUE,0.522,1.007,400
"141","PE[2]",-0.002,0.046,-0.095,-0.001,0.082,TRUE,0.508,1,3000
"142","PE[3]",-0.004,0.046,-0.096,-0.003,0.083,TRUE,0.531,1.001,2148
"143","PE[4]",-0.004,0.046,-0.096,-0.002,0.08,TRUE,0.523,1,3000
"144","PE[5]",-0.003,0.046,-0.096,-0.003,0.082,TRUE,0.523,1.001,2101
"145","PE[6]",-0.004,0.046,-0.097,-0.003,0.083,TRUE,0.522,1.002,957
"146","PE[7]",-0.004,0.046,-0.096,-0.003,0.081,TRUE,0.523,1.001,1102
"147","PE[8]",-0.004,0.047,-0.097,-0.004,0.084,TRUE,0.529,1.002,942
"148","PE[9]",-0.005,0.046,-0.095,-0.004,0.082,TRUE,0.53,1.001,1191
"149","PE[10]",-0.004,0.046,-0.097,-0.003,0.083,TRUE,0.526,1.001,3000
"150","PE[11]",-0.002,0.047,-0.097,-0.001,0.084,TRUE,0.506,1.002,1053
"151","PE[12]",-0.003,0.046,-0.095,-0.002,0.082,TRUE,0.512,1.001,2024
"152","PE[13]",-0.004,0.046,-0.094,-0.002,0.083,TRUE,0.519,1.001,2819
"153","PE[14]",-0.003,0.047,-0.095,-0.002,0.082,TRUE,0.514,1,3000
"154","PE[15]",-0.003,0.045,-0.092,-0.001,0.084,TRUE,0.508,1,3000
"155","PE[16]",-0.004,0.046,-0.095,-0.003,0.081,TRUE,0.524,1,3000
"156","PE[17]",-0.003,0.046,-0.095,-0.001,0.083,TRUE,0.512,1,3000
"157","PE[18]",-0.003,0.046,-0.096,-0.002,0.082,TRUE,0.515,1,3000
"158","PE[19]",-0.004,0.047,-0.098,-0.003,0.084,TRUE,0.527,1.002,1648
"159","PE[20]",-0.004,0.045,-0.094,-0.003,0.08,TRUE,0.524,1.001,2641
"160","PE[21]",-0.002,0.046,-0.096,-0.001,0.084,TRUE,0.508,1.002,1128
"161","PE[22]",-0.003,0.046,-0.096,-0.001,0.081,TRUE,0.505,1,3000
"162","PE[23]",-0.001,0.046,-0.093,-0.001,0.084,TRUE,0.51,1,3000
"163","PE[24]",-0.001,0.046,-0.092,0,0.084,TRUE,0.505,1.003,948
"164","PE[25]",-0.004,0.046,-0.098,-0.003,0.08,TRUE,0.528,1,3000
"165","PE[26]",-0.002,0.046,-0.094,-0.001,0.082,TRUE,0.514,1.001,1751
"166","PE[27]",-0.003,0.046,-0.095,-0.002,0.081,TRUE,0.52,1.001,1601
"167","PE[28]",-0.003,0.046,-0.096,-0.001,0.08,TRUE,0.513,1,2177
"168","PE[29]",-0.003,0.046,-0.096,-0.002,0.081,TRUE,0.516,1.001,3000
"169","PE[30]",-0.004,0.046,-0.096,-0.002,0.082,TRUE,0.517,1,3000
"170","PE[31]",-0.003,0.045,-0.094,-0.001,0.081,TRUE,0.511,1,3000
"171","PE[32]",-0.002,0.046,-0.095,0.001,0.082,TRUE,0.493,1,3000
"172","PE[33]",-0.002,0.047,-0.095,-0.001,0.083,TRUE,0.504,1,3000
"173","PE[34]",-0.002,0.046,-0.094,-0.001,0.083,TRUE,0.507,1,3000
"174","PE[35]",-0.002,0.046,-0.094,0,0.082,TRUE,0.497,1,3000
"175","PE[36]",-0.003,0.046,-0.093,-0.002,0.082,TRUE,0.513,1.002,767
"176","PE[37]",-0.004,0.046,-0.096,-0.003,0.082,TRUE,0.523,1,2562
"177","PE[38]",-0.003,0.046,-0.096,-0.001,0.081,TRUE,0.511,1.002,1236
"178","PE[39]",-0.002,0.046,-0.094,0,0.082,TRUE,0.503,1.001,1506
"179","PE[40]",-0.005,0.046,-0.095,-0.004,0.081,TRUE,0.534,1,3000
"180","PE[41]",-0.004,0.046,-0.098,-0.002,0.081,TRUE,0.521,1,3000
"181","PE[42]",-0.003,0.046,-0.093,-0.002,0.083,TRUE,0.519,1.001,1391
"182","PE[43]",-0.003,0.046,-0.093,-0.002,0.082,TRUE,0.518,1,3000
"183","PE[44]",-0.003,0.046,-0.095,-0.001,0.081,TRUE,0.508,1.001,1981
"184","PE[45]",-0.003,0.047,-0.096,-0.002,0.081,TRUE,0.516,1.001,2539
"185","PE[46]",-0.003,0.046,-0.094,-0.001,0.082,TRUE,0.509,1,3000
"186","PE[47]",-0.002,0.047,-0.096,-0.001,0.083,TRUE,0.508,1,2987
"187","PE[48]",-0.002,0.047,-0.097,0,0.083,TRUE,0.5,1,3000
"188","PE[49]",-0.002,0.046,-0.093,0,0.082,TRUE,0.503,1,3000
"189","PE[50]",-0.003,0.046,-0.094,-0.002,0.082,TRUE,0.518,1,3000
"190","PE[51]",-0.003,0.046,-0.097,-0.001,0.083,TRUE,0.51,1.001,1678
"191","PE[52]",-0.003,0.046,-0.094,-0.003,0.082,TRUE,0.522,1,3000
"192","PE[53]",-0.002,0.046,-0.095,-0.001,0.084,TRUE,0.507,1,3000
"193","PE[54]",-0.002,0.046,-0.094,-0.002,0.084,TRUE,0.513,1.002,912
"194","PE[55]",-0.001,0.046,-0.093,-0.001,0.083,TRUE,0.506,1,3000
"195","PE[56]",-0.003,0.046,-0.095,-0.003,0.082,TRUE,0.525,1,3000
"196","PE[57]",-0.003,0.046,-0.095,-0.001,0.082,TRUE,0.514,1,3000
"197","PE[58]",-0.003,0.045,-0.095,-0.002,0.082,TRUE,0.52,1,3000
"198","PE[59]",-0.004,0.047,-0.096,-0.002,0.083,TRUE,0.516,1.002,1275
"199","PE[60]",-0.003,0.046,-0.095,-0.002,0.083,TRUE,0.52,1,3000
"200","PE[61]",-0.003,0.047,-0.094,-0.002,0.083,TRUE,0.52,1.002,824
"201","PE[62]",-0.001,0.046,-0.095,0.001,0.084,TRUE,0.494,1.002,1203
"202","PE[63]",-0.004,0.046,-0.094,-0.003,0.081,TRUE,0.524,1,3000
"203","PE[64]",-0.002,0.047,-0.096,0,0.085,TRUE,0.498,1,3000
"204","PE[65]",-0.003,0.047,-0.098,-0.001,0.083,TRUE,0.51,1,3000
"205","PE[66]",-0.003,0.047,-0.094,-0.002,0.083,TRUE,0.515,1.001,1649
"206","PE[67]",-0.003,0.046,-0.095,-0.003,0.084,TRUE,0.525,1,3000
"207","PE[68]",-0.004,0.046,-0.094,-0.003,0.082,TRUE,0.529,1.001,1599
"208","PE[69]",-0.005,0.046,-0.098,-0.004,0.082,TRUE,0.539,1.004,571
"209","PE[70]",-0.003,0.046,-0.096,-0.001,0.083,TRUE,0.51,1,3000
"210","PE[71]",-0.002,0.047,-0.096,-0.001,0.084,TRUE,0.511,1,3000
"211","PE[72]",-0.003,0.046,-0.096,-0.002,0.081,TRUE,0.518,1.001,1807
"212","PE[73]",-0.003,0.046,-0.095,-0.002,0.082,TRUE,0.515,1.001,1828
"213","PE[74]",-0.002,0.045,-0.096,-0.001,0.083,TRUE,0.507,1.002,1291
"214","PE[75]",-0.003,0.046,-0.097,-0.002,0.083,TRUE,0.52,1,3000
"215","PE[76]",-0.003,0.046,-0.096,-0.001,0.081,TRUE,0.509,1.002,1933
"216","PE[77]",0,0.046,-0.092,0.002,0.083,TRUE,0.51,1,3000
"217","PE[78]",0,0.045,-0.091,0.001,0.083,TRUE,0.493,1,3000
"218","PE[79]",-0.003,0.047,-0.095,-0.003,0.083,TRUE,0.529,1,3000
"219","PE[80]",-0.003,0.045,-0.094,-0.002,0.081,TRUE,0.52,1,3000
"220","PE[81]",-0.002,0.046,-0.096,-0.001,0.081,TRUE,0.51,1.001,2066
"221","PE[82]",-0.003,0.046,-0.095,-0.002,0.082,TRUE,0.521,1,3000
"222","PE[83]",-0.002,0.046,-0.095,-0.001,0.083,TRUE,0.515,1.001,1441
"223","PE[84]",-0.002,0.046,-0.095,-0.002,0.082,TRUE,0.518,1.001,3000
"224","PE[85]",-0.005,0.046,-0.096,-0.003,0.08,TRUE,0.527,1,3000
"225","PE[86]",-0.001,0.046,-0.094,0,0.083,TRUE,0.5,1.001,3000
"226","PE[87]",-0.002,0.046,-0.095,0,0.083,TRUE,0.5,1,3000
"227","PE[88]",-0.003,0.047,-0.095,-0.002,0.084,TRUE,0.514,1,3000
"228","PE[89]",-0.002,0.047,-0.096,0,0.083,TRUE,0.5,1.002,1705
"229","PE[90]",-0.002,0.047,-0.095,-0.001,0.084,TRUE,0.51,1,3000
"230","PE[91]",-0.001,0.046,-0.093,0.001,0.082,TRUE,0.493,1.001,3000
"231","PE[92]",-0.002,0.046,-0.094,-0.001,0.082,TRUE,0.512,1,3000
"232","PE[93]",-0.002,0.046,-0.096,-0.001,0.083,TRUE,0.507,1.002,904
"233","PE[94]",0,0.046,-0.092,0.001,0.085,TRUE,0.494,1.002,802
"234","PE[95]",-0.001,0.046,-0.094,0.001,0.083,TRUE,0.495,1.002,946
"235","PE[96]",0,0.045,-0.091,0,0.082,TRUE,0.496,1.004,561
"236","PE[97]",0,0.046,-0.093,0.003,0.084,TRUE,0.521,1.001,3000
"237","PE[98]",-0.003,0.046,-0.095,-0.001,0.083,TRUE,0.514,1,3000
"238","PE[99]",-0.001,0.046,-0.093,0.001,0.084,TRUE,0.493,1.002,789
"239","PE[100]",0,0.045,-0.093,0,0.083,TRUE,0.497,1,3000
"240","PE[101]",-0.001,0.047,-0.095,0,0.084,TRUE,0.498,1.002,1273
"241","PE[102]",0,0.046,-0.094,0.001,0.084,TRUE,0.496,1,3000
"242","PE[103]",-0.001,0.046,-0.095,0.001,0.083,TRUE,0.491,1,3000
"243","PE[104]",0,0.046,-0.094,0.001,0.084,TRUE,0.511,1.002,1003
"244","PE[105]",0.001,0.046,-0.094,0.002,0.085,TRUE,0.518,1.001,3000
"245","PE[106]",-0.001,0.046,-0.094,0,0.08,TRUE,0.501,1.001,1728
"246","PE[107]",0,0.045,-0.091,0.001,0.082,TRUE,0.511,1.001,2415
"247","PE[108]",-0.001,0.043,-0.092,0,0.08,TRUE,0.499,1,3000
"248","PE[109]",-0.004,0.043,-0.089,-0.003,0.08,TRUE,0.529,1,3000
"249","PE[110]",-0.009,0.043,-0.096,-0.008,0.075,TRUE,0.579,1.001,2538
"250","PE[111]",-0.017,0.042,-0.096,-0.017,0.068,TRUE,0.665,1.001,2426
"251","PE[112]",-0.021,0.042,-0.098,-0.019,0.065,TRUE,0.686,1,3000
"252","PE[113]",-0.024,0.041,-0.098,-0.023,0.062,TRUE,0.726,1.001,1509
"253","PE[114]",-0.023,0.041,-0.099,-0.024,0.064,TRUE,0.724,1.001,2441
"254","PE[115]",-0.022,0.041,-0.098,-0.022,0.063,TRUE,0.706,1,3000
"255","PE[116]",-0.028,0.04,-0.099,-0.027,0.054,TRUE,0.762,1.002,1196
"256","PE[117]",-0.031,0.04,-0.102,-0.031,0.05,TRUE,0.785,1,3000
"257","PE[118]",-0.036,0.038,-0.104,-0.036,0.044,TRUE,0.825,1,3000
"258","PE[119]",-0.038,0.039,-0.104,-0.039,0.047,TRUE,0.836,1.001,1875
"259","PE[120]",-0.034,0.04,-0.102,-0.035,0.053,TRUE,0.815,1.003,797
"260","PE[121]",-0.028,0.041,-0.099,-0.028,0.056,TRUE,0.762,1.001,1489
"261","PE[122]",-0.025,0.041,-0.1,-0.025,0.062,TRUE,0.735,1.002,2067
"262","PE[123]",-0.023,0.042,-0.1,-0.021,0.065,TRUE,0.712,1,3000
"263","PE[124]",-0.017,0.042,-0.097,-0.015,0.065,TRUE,0.658,1,3000
"264","PE[125]",-0.01,0.042,-0.094,-0.009,0.074,TRUE,0.599,1.003,560
"265","PE[126]",-0.002,0.042,-0.091,0,0.078,TRUE,0.503,1,2942
"266","PE[127]",0,0.043,-0.091,0.004,0.079,TRUE,0.54,1,3000
"267","PE[128]",0.004,0.042,-0.088,0.006,0.08,TRUE,0.566,1,3000
"268","PE[129]",0.006,0.041,-0.084,0.009,0.082,TRUE,0.59,1,3000
"269","PE[130]",0.01,0.041,-0.076,0.012,0.082,TRUE,0.623,1,3000
"270","PE[131]",0.01,0.041,-0.078,0.012,0.083,TRUE,0.616,1.002,1088
"271","PE[132]",0.008,0.041,-0.08,0.009,0.084,TRUE,0.592,1,3000
"272","PE[133]",-0.001,0.044,-0.093,0.003,0.078,TRUE,0.475,1,3000
"273","PE[134]",-0.003,0.046,-0.095,-0.002,0.081,TRUE,0.52,1,3000
"274","PE[135]",-0.004,0.046,-0.094,-0.003,0.084,TRUE,0.522,1,3000
"275","PE[136]",-0.003,0.046,-0.096,-0.001,0.081,TRUE,0.512,1,3000
"276","B[1]",54001.794,24128.68,26627.199,47799.877,124110.489,FALSE,1,1.02,198
"277","B[2]",53766.492,23933.558,26138.659,48091.982,121564.373,FALSE,1,1.018,225
"278","B[3]",53665.244,23905.065,25888.49,47850.536,120576.438,FALSE,1,1.018,226
"279","B[4]",53403.421,23635.368,25631.921,47743.063,119720.809,FALSE,1,1.018,236
"280","B[5]",53194.05,23461.1,25284.757,47788.216,118294.119,FALSE,1,1.016,246
"281","B[6]",53010.987,23278.893,25156.782,47424.838,118142.547,FALSE,1,1.015,262
"282","B[7]",52803.417,23081.57,24964.394,47541.518,115845.334,FALSE,1,1.016,260
"283","B[8]",52572.804,22876.668,24721.116,47448.537,115610.432,FALSE,1,1.015,271
"284","B[9]",52370.788,22772.66,24646.131,47313.242,114281.02,FALSE,1,1.015,301
"285","B[10]",52105.589,22564.678,24561.012,47354.43,112090.199,FALSE,1,1.014,332
"286","B[11]",51867.06,22359.256,24663.568,47015.296,110838.845,FALSE,1,1.013,363
"287","B[12]",51754.321,22250.286,24536.319,47045.634,109968.328,FALSE,1,1.012,400
"288","B[13]",51592.255,22092.024,24066.124,47191.386,110480.934,FALSE,1,1.012,378
"289","B[14]",51377.633,22044.707,23961.34,46988.097,109769.426,FALSE,1,1.011,410
"290","B[15]",51150.136,21736.197,23783.103,46898.569,110194.55,FALSE,1,1.01,399
"291","B[16]",50994.287,21705.95,23391.872,46661.946,108838.613,FALSE,1,1.012,367
"292","B[17]",50728.507,21580.939,23402.456,46596.877,108192.453,FALSE,1,1.013,359
"293","B[18]",50425.285,21155.182,23084.744,46326.819,107042.153,FALSE,1,1.012,366
"294","B[19]",50228.234,21032.693,23407.827,46192.544,105919.053,FALSE,1,1.013,354
"295","B[20]",49881.697,20836.835,23264.546,46073.338,103704.391,FALSE,1,1.014,356
"296","B[21]",49472.102,20558.798,22869.091,45939.438,103082.209,FALSE,1,1.013,369
"297","B[22]",49149.8,20316.666,22425.639,45596.752,103481.506,FALSE,1,1.012,405
"298","B[23]",48808.205,20272.595,21809.621,45503.355,102232.702,FALSE,1,1.01,435
"299","B[24]",48531.313,20070.427,21857.892,45063.885,101693.355,FALSE,1,1.009,463
"300","B[25]",48243.183,19934.274,21851.062,44821.966,99225.423,FALSE,1,1.008,522
