Filename,Frame,Time..HMS.,Period,Period.time..HMS.,Length..mm.,Precision..mm.,RMS..mm.,Range..mm.,Direction..deg.,Horz..Dir...deg.,Vert..Dir...deg.,Mid.X..mm.,Mid.Y..mm.,Mid.Z..mm.,OpCode,TapeReader,Depth,Comment,Year,Dive,Transect.Number,Dive.Type,Family,Genus,Species,Code,Number,Stage,Activity,Check.ID,Comment.1,Event.Time.HH.MM.SS
SL_2022_CSEO_Dive_20_12-21-57.000.avi,49860,06:00.0,NA,NA,NA,8.886,0.184,1995.776,29.224,NA,NA,-949.962,-223.782,-1740.866,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,48,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,51086,06:40.9,NA,NA,NA,29.71,0.021,3634.234,19.291,NA,NA,1151.278,327.022,-3431.512,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,49,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,53007,07:44.9,NA,NA,428.264,152.265,2.009,6247.291,26.913,35.039,18.36,-2601.543,1108.3,-5570.663,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,yelloweye,145,145,50,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,55864,09:20.1,NA,NA,NA,17.526,0.124,2881.459,12.523,NA,NA,616.897,87.856,-2813.276,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,51,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,57902,10:28.1,NA,NA,NA,73.582,1.223,5796.035,28.055,NA,NA,2672.799,515.19,-5117.104,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,52,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,59229,11:12.3,NA,NA,NA,5.333,0.389,1518.642,24.718,NA,NA,188.379,-611.95,-1377.063,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,53,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,60793,12:04.4,NA,NA,NA,28.654,0.429,3609.441,24.872,NA,NA,-1516.014,-93.136,-3274.308,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,54,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,62324,12:55.5,NA,NA,647.746,159.591,0.285,6444.643,12.661,32.695,3.306,634.536,1261.99,-6287.938,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,yelloweye,145,145,55,AD,Fish milling/hovering,NA,GRAVID female,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,64306,14:01.5,NA,NA,NA,20.601,1.605,3313.045,2.817,NA,NA,-134.483,78.518,-3309.383,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,56,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,67036,15:32.5,NA,NA,NA,12.362,0.247,2354.401,13.271,NA,NA,-391.289,-381.994,-2290.017,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,57,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,68081,16:07.4,NA,NA,NA,51.877,0.63,5174.355,6.456,NA,NA,580.77,13.842,-5141.641,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,58,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,69817,17:05.2,NA,NA,NA,15.92,0.144,2816.424,7.686,NA,NA,371.749,49.685,-2791.34,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,59,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,69967,17:10.2,NA,NA,NA,22.258,0.699,3156.201,24.835,NA,NA,1308.913,-221.277,-2863.457,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,60,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,71178,17:50.6,NA,NA,NA,21.394,3.275,3129.527,16.001,NA,NA,852.243,-145.679,-3007.723,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,61,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,72010,18:18.3,NA,NA,NA,12.519,0.864,2576.187,1.908,NA,NA,71.211,37.5,-2574.929,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,62,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,72158,18:23.3,NA,NA,NA,12.081,2.155,2337.083,30.615,NA,NA,-1145.892,-329.799,-2010.005,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,63,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,72515,18:35.2,NA,NA,NA,40.247,0.308,4184.902,28.337,NA,NA,-1848.966,711.288,-3686.298,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,64,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,73537,19:09.2,NA,NA,NA,17.735,0.456,2771.857,24.583,NA,NA,1093.507,-376.04,-2519.133,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,65,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,73537,19:09.2,NA,NA,NA,32.179,2.987,3692.072,26.13,NA,NA,1380.512,845.822,-3318.157,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,66,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,73537,19:09.2,NA,NA,NA,44.439,4.543,4365.686,21.712,NA,NA,829.819,1369.287,-4061.485,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,67,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,73898,19:21.3,NA,NA,NA,16.754,0.327,2800.179,14.57,NA,NA,703.453,25.663,-2710.258,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,68,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,74031,19:25.7,NA,NA,NA,36.405,3.383,4040.064,15.396,NA,NA,587.21,881.982,-3898.642,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,69,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,74031,19:25.7,NA,NA,NA,33.133,1.116,3810.179,16.965,NA,NA,-690.669,856.601,-3647.831,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,70,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,74083,19:27.4,NA,NA,NA,37.658,1.048,4118.864,33.684,NA,NA,-1937.017,1197.207,-3432.157,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,71,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,74302,19:34.7,NA,NA,NA,29.696,3.147,3640.072,32.958,NA,NA,-1701.025,1001.668,-3058.316,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,72,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,74302,19:34.7,NA,NA,NA,28.876,1.341,3524.595,27.708,NA,NA,1458.019,735.822,-3123.382,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,73,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,74612,19:45.1,NA,NA,NA,32.879,1.266,3844.59,33.752,NA,NA,-1788.432,1155.182,-3201.241,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,74,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,74657,19:46.6,NA,NA,NA,70.099,2.456,5437.662,24.47,NA,NA,-1246.557,1856.145,-4956.712,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,75,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,74657,19:46.6,NA,NA,NA,43.475,0.413,4511.267,33.521,NA,NA,2272.61,1005.722,-3765.009,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,76,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,75036,19:59.2,NA,NA,NA,26.554,0.901,3360.602,23.075,NA,NA,-1179.322,574.203,-3094.048,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,77,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,75354,20:09.8,NA,NA,NA,9.851,0.916,2274.149,2.057,NA,NA,-32.063,65.976,-2272.966,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,78,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,75599,20:18.0,NA,NA,NA,3.83,0.327,1321.365,12.322,NA,NA,-5.819,-287.09,-1289.788,1,KelliiWood,100,N/A,2022,20,21,Line,crab,crab,NA,NA,79,,,NA,Red King Crab,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,76412,20:45.1,NA,NA,NA,50.375,1.02,4765.066,14.198,NA,NA,-913.193,710.872,-4622.401,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,80,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,77289,21:14.3,NA,NA,NA,42.676,0.324,4258.832,26.497,NA,NA,1633.747,954.899,-3815.323,1,KelliiWood,100,N/A,2022,20,21,Line,crab,box crab,900,900,81,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,78635,21:59.2,NA,NA,NA,5.43,1.107,1506.555,23.853,NA,NA,-538.34,-290.757,-1376.72,1,KelliiWood,100,N/A,2022,20,21,Line,halibut,halibut,200,200,82,,,NA,NO LENGTH,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,78774,22:03.8,NA,NA,NA,61.969,4.176,5243.558,30.916,NA,NA,2406.033,1193.918,-4503.384,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,dusky,172,172,83,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,78774,22:03.8,NA,NA,NA,67.818,1.344,5692.221,11.941,NA,NA,-357.501,1099.879,-5573.494,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,84,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,78958,22:09.9,NA,NA,NA,24.499,3.777,3397.206,14.46,NA,NA,846.386,43.528,-3289.794,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,85,,,NA,,NA
SL_2022_CSEO_Dive_20_12-21-57.000.avi,80635,23:05.8,NA,NA,NA,7.475,0.399,1765.759,25.995,NA,NA,-650.892,-425.03,-1585.431,1,KelliiWood,100,N/A,2022,20,21,Line,rockfish,rosethorn,150,150,86,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,787,18:06.2,NA,NA,NA,13.676,0,2706.137,0.279,NA,NA,-6.171,-22.496,-2706.037,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,1,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,991,18:13.0,NA,NA,NA,78.885,0.719,6001.31,34.821,NA,NA,-2789.649,1970.555,-4934.622,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,yelloweye,145,145,2,AD,Fish milling/hovering,NA,NO LENGTH - too far away,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,1142,18:18.1,NA,NA,NA,48.16,0.187,4822.978,9.528,NA,NA,-441.444,646.19,-4759.064,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,3,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,1416,18:27.2,NA,NA,589.345,32.244,0.513,2840.389,7.103,34.305,16.124,126.545,-327.632,-2818.591,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,black,142,142,4,,Fish resting on bottom,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,1502,18:30.1,NA,NA,NA,35.641,1.064,3870.452,27.025,NA,NA,-985.754,1442.635,-3453.621,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,dusky,172,172,5,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,1703,18:36.8,NA,NA,609.709,132.374,0.603,4802.388,27.031,70.945,1.457,-2141.831,419.49,-4277.794,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,black,142,142,7,,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,1703,18:36.8,NA,NA,NA,6.199,2.199,1772.874,2.659,NA,NA,-55.213,-68.066,-1770.707,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,dusky,172,172,6,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,1703,18:36.8,NA,NA,NA,32.158,0.533,3668.157,23.304,NA,NA,-1051.315,986.776,-3372.89,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,yelloweye,145,145,8,AD,Fish milling/hovering,NA,NO LENGTH - facing away,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,1755,18:38.5,NA,NA,NA,17.01,0.087,2784.359,18.263,NA,NA,-869.964,56.66,-2644.354,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,black,142,142,9,,Fish milling/hovering,NA,NO LENGTH - facing ROV,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,1924,18:44.1,NA,NA,394.504,158.612,1.81,6066.318,27.509,41.841,8.944,2474.336,1314.741,-5380.458,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,yelloweye,145,145,10,SU,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,2008,18:46.9,NA,NA,NA,48.203,0.702,4603.033,26.167,NA,NA,-1957.396,521.172,-4133.387,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,dusky,172,172,11,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,2469,19:02.3,NA,NA,NA,16.88,0.628,2752.666,21.496,NA,NA,1002.062,-125.633,-2560.715,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,12,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,2718,19:10.6,NA,NA,482.561,20.714,0.519,3730.921,6.117,12.269,29.618,253.132,306.595,-3709.675,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,black,142,142,13,,Fish resting on bottom,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,2718,19:10.6,NA,NA,NA,23.17,0.286,3281.155,15.335,NA,NA,-862.195,85.492,-3164.694,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,14,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,2967,19:18.9,NA,NA,NA,38.083,2.055,4319.659,8.628,NA,NA,-572.845,285.941,-4271.948,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,15,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,3105,19:23.5,NA,NA,796.928,279.72,0.549,6780.088,22.481,76.892,15.61,-1910.784,1752.129,-6264.865,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,yelloweye,145,145,16,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,3105,19:23.5,NA,NA,NA,23.485,3.202,3223.385,28.154,NA,NA,-1470.521,-399.669,-2840.431,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,17,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,3175,19:25.8,NA,NA,458.628,57.052,0.814,6286.645,20.117,10.561,9.702,649.672,2062.328,-5903.104,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,yelloweye,145,145,18,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,3513,19:37.1,NA,NA,600.123,145.609,0.898,6775.612,27.375,52.469,55.516,-2454.307,1919.078,-6016.846,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,yelloweye,145,145,20,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,3513,19:37.1,NA,NA,NA,12.148,0.392,2378.99,10.48,NA,NA,-258.486,-356.391,-2337.897,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,dusky,172,172,19,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,3513,19:37.1,NA,NA,NA,86.583,1.536,6034.632,24.173,NA,NA,-2072.24,1324.109,-5510.839,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,silvergray,157,157,21,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,3953,19:51.8,NA,NA,NA,28.919,0.518,3521.107,25.559,NA,NA,-1421.459,-548.608,-3174.379,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,22,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,4322,20:04.1,NA,NA,NA,46.793,0.191,4790.938,32.374,NA,NA,2530.36,405.749,-4047.929,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,23,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,4492,20:09.7,NA,NA,NA,22.77,0.793,3206.173,29.103,NA,NA,-1518.715,342.747,-2802.78,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,black,142,142,24,,Fish resting on bottom,NA,NO LENGTH - too far away,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,4815,20:20.5,NA,NA,NA,47.067,0.245,4599.926,22.942,NA,NA,1765.804,294.281,-4237.293,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,25,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,5609,20:47.0,NA,NA,NA,19.571,0.417,2886.447,19.721,NA,NA,774.01,-602.164,-2714.753,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,26,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,6163,21:05.4,NA,NA,NA,51.118,0.048,4865.465,17.819,NA,NA,1481.421,130.752,-4632.607,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,silvergray,157,157,27,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,6256,21:08.5,NA,NA,NA,45.897,0.421,4718.141,10.39,NA,NA,-821.154,204.546,-4641.629,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,28,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,7127,21:37.6,NA,NA,NA,24.794,0.455,3366.713,14.119,NA,NA,-762.544,291.896,-3266.203,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,29,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,8400,22:20.0,NA,NA,NA,19.353,0.445,3106.134,7.622,NA,NA,-410.455,-47.872,-3078.522,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,30,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,9159,22:45.3,NA,NA,NA,7.663,0.226,1870.171,31.236,NA,NA,-936.572,-258.105,-1598.047,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,31,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,9447,22:54.9,NA,NA,NA,41.743,0.193,4185.586,24.16,NA,NA,1259.391,1146.059,-3823.56,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,32,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,9680,23:02.7,NA,NA,NA,44.228,1.374,4465.617,24.916,NA,NA,-1863.55,241.882,-4050.976,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,33,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,9776,23:05.9,NA,NA,NA,29.915,0.282,3748.085,28.393,NA,NA,-1781.239,48.329,-3297.422,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,34,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,10049,23:15.0,NA,NA,NA,44.533,0.209,4497.985,13.919,NA,NA,657.149,842.05,-4369.322,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,35,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,13446,25:08.2,NA,NA,NA,36.678,1.521,4054.997,15.605,NA,NA,964.989,492.889,-3907.538,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,36,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,13614,25:13.8,NA,NA,843.053,91.657,1.582,6701.516,12.913,16.466,7.15,-264.489,1474.07,-6532.035,1,KelliiWood,100,N/A,2022,21,22,Line,halibut,halibut,200,200,37,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,16249,26:41.6,NA,NA,NA,21.503,0.93,3039.837,20.024,NA,NA,-561.59,864.942,-2859.563,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,38,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,16711,26:57.0,NA,NA,NA,16.195,0.674,2720.524,28.099,NA,NA,1266.415,-204.823,-2399.061,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,silvergray,157,157,39,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,18307,27:50.2,NA,NA,NA,12.922,0.123,2472.655,11.584,NA,NA,482.426,107.695,-2422.744,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,40,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,20607,29:06.9,NA,NA,NA,71.526,0.863,5477.328,24.867,NA,NA,1663.444,1573.194,-4975.855,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,41,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,20902,29:16.7,NA,NA,NA,53.911,0.332,4958.529,15.083,NA,NA,-521.341,1161.144,-4792.385,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,42,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,22209,30:00.3,NA,NA,NA,3.007,0.918,1131.916,21.26,NA,NA,-399.929,-96.484,-1054.505,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,dusky,172,172,43,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,23305,30:36.8,NA,NA,NA,26.48,0.762,3445.752,20.815,NA,NA,-1208.638,183.404,-3221.609,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,44,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,23827,30:54.2,NA,NA,NA,11.88,0.108,2292.704,14.788,NA,NA,476.441,-348.66,-2215.385,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,45,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,24258,31:08.6,NA,NA,NA,29.712,0.868,3714.084,13.212,NA,NA,-801.468,265.199,-3616.869,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,46,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,26260,32:15.3,NA,NA,NA,70.307,1.772,5431.378,23.124,NA,NA,-1664.478,1313.891,-5000.307,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,47,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,28809,33:40.3,NA,NA,NA,8.738,1.857,1978.724,25.165,NA,NA,119.931,-839.97,-1787.573,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,48,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,29345,33:58.2,NA,NA,NA,34.446,3.169,3942.235,29.157,NA,NA,-1866.452,439.421,-3444.486,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,yelloweye,145,145,49,AD,Fish resting on bottom,NA,NO LENGTH - partial view only,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,29813,34:13.8,NA,NA,NA,11.965,0.336,2270.419,25.268,NA,NA,-924.141,-300.136,-2051.996,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,50,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,30669,34:42.3,NA,NA,824.733,305.275,0.406,7550.37,14.407,50.746,6.445,-430.37,1828.589,-7312.942,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,yelloweye,145,145,51,AD,Fish milling/hovering,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,31665,35:15.5,NA,NA,NA,58.954,1.566,5043.937,26.718,NA,NA,-2109.372,814.526,-4508.703,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,dusky,172,172,52,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,31665,35:15.5,NA,NA,NA,13.781,0.402,2491.644,16.757,NA,NA,703.524,-154.791,-2385.243,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,53,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,32258,35:35.3,NA,NA,NA,27.366,0.309,3496.222,16.865,NA,NA,-953.297,333.145,-3347.209,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,54,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,32719,35:50.6,NA,NA,NA,62.812,0.343,5419.912,33.244,NA,NA,-2797.421,983.114,-4536.89,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,55,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,33097,36:03.2,NA,NA,NA,18.67,0.158,2923,13.388,NA,NA,598.952,303.788,-2844.801,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,56,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,33663,36:22.1,NA,NA,NA,10.25,0.569,2173.408,28.561,NA,NA,-1037.088,-71.968,-1908.657,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,57,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,34153,36:38.4,NA,NA,NA,47.16,1.065,4679.425,11.996,NA,NA,-619.497,731.416,-4580.205,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,58,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,36408,37:53.6,NA,NA,NA,69.482,2.586,5777.229,30.772,NA,NA,-2948.033,-233.248,-4962.97,1,KelliiWood,100,N/A,2022,21,22,Line,halibut,halibut,200,200,59,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,38484,39:02.8,NA,NA,NA,31.19,0.096,3740.881,29.365,NA,NA,-1777.363,-467.054,-3258.379,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,dusky,172,172,60,,,NA,,NA
SL_2022_CSEO_Dive_21_14-01-05.000.avi,40298,40:03.3,NA,NA,NA,30.943,0.962,4129.137,0.695,NA,NA,-8.229,32.912,-4128.997,1,KelliiWood,100,N/A,2022,21,22,Line,rockfish,rosethorn,150,150,61,,,NA,,NA
