"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"51","epsilon[27]",-0.043,0.037,-0.097,-0.047,0.036,TRUE,0.865,1.001,3000
"52","epsilon[28]",-0.027,0.041,-0.095,-0.03,0.063,TRUE,0.752,1,3000
"53","epsilon[29]",-0.009,0.043,-0.088,-0.01,0.078,TRUE,0.595,1,3000
"54","epsilon[30]",-0.019,0.041,-0.093,-0.019,0.066,TRUE,0.694,1,3000
"55","epsilon[31]",-0.025,0.04,-0.094,-0.026,0.063,TRUE,0.742,1.001,1758
"56","epsilon[32]",-0.018,0.041,-0.091,-0.018,0.069,TRUE,0.668,1,3000
"57","epsilon[33]",0.001,0.043,-0.083,0,0.086,TRUE,0.501,1,3000
"58","epsilon[34]",0.019,0.041,-0.066,0.018,0.092,TRUE,0.68,1,3000
"59","epsilon[35]",0.005,0.043,-0.082,0.005,0.086,TRUE,0.555,1,3000
"60","epsilon[36]",0.011,0.043,-0.076,0.011,0.087,TRUE,0.603,1,3000
"61","epsilon[37]",0.009,0.042,-0.076,0.01,0.087,TRUE,0.587,1,3000
"62","epsilon[38]",0.022,0.041,-0.068,0.024,0.091,TRUE,0.714,1,3000
"63","epsilon[39]",0.023,0.042,-0.063,0.023,0.095,TRUE,0.71,1,2297
"64","epsilon[40]",0.026,0.04,-0.059,0.027,0.094,TRUE,0.741,1.002,764
"65","epsilon[41]",0.005,0.043,-0.081,0.006,0.086,TRUE,0.557,1.001,1972
"66","epsilon[42]",-0.001,0.043,-0.085,0,0.084,TRUE,0.498,1,2497
"67","epsilon[43]",0,0.045,-0.087,0,0.088,TRUE,0.505,1.001,1481
"68","epsilon[44]",0,0.045,-0.089,0.001,0.086,TRUE,0.509,1,3000
"69","epsilon[45]",-0.001,0.045,-0.086,-0.001,0.084,TRUE,0.506,1,3000
"70","epsilon[46]",0,0.044,-0.083,0,0.086,TRUE,0.502,1.001,2556
"71","epsilon[47]",-0.002,0.045,-0.089,-0.002,0.086,TRUE,0.52,1,3000
"72","epsilon[48]",0.001,0.045,-0.085,0.001,0.085,TRUE,0.505,1,3000
"73","epsilon[49]",0,0.045,-0.087,0.001,0.086,TRUE,0.493,1.001,1465
"74","epsilon[50]",0.001,0.045,-0.085,0.001,0.087,TRUE,0.506,1,3000
"75","epsilon[51]",0.001,0.045,-0.088,0.001,0.086,TRUE,0.512,1,3000
"76","epsilon[52]",0.001,0.045,-0.087,0.002,0.084,TRUE,0.52,1.001,2497
"77","epsilon[53]",0,0.045,-0.085,-0.002,0.088,TRUE,0.515,1,3000
"78","epsilon[54]",-0.001,0.045,-0.088,0,0.085,TRUE,0.502,1,3000
"79","epsilon[55]",0.002,0.045,-0.084,0.001,0.088,TRUE,0.507,1,3000
"80","epsilon[56]",-0.001,0.044,-0.085,-0.001,0.086,TRUE,0.504,1,3000
"81","epsilon[57]",-0.002,0.044,-0.085,-0.002,0.085,TRUE,0.517,1,3000
"82","epsilon[58]",-0.001,0.045,-0.088,-0.001,0.086,TRUE,0.508,1,3000
"83","epsilon[59]",-0.001,0.044,-0.086,-0.001,0.085,TRUE,0.504,1,3000
"84","epsilon[60]",0,0.045,-0.087,0,0.087,TRUE,0.501,1.001,2018
"85","epsilon[61]",0,0.045,-0.085,0.001,0.087,TRUE,0.512,1,3000
"86","epsilon[62]",0,0.046,-0.09,0,0.086,TRUE,0.501,1,2408
"87","epsilon[63]",0,0.045,-0.086,0,0.089,TRUE,0.497,1,3000
"88","epsilon[64]",0.001,0.045,-0.086,0,0.087,TRUE,0.499,1.001,2256
"89","epsilon[65]",0,0.045,-0.086,0,0.087,TRUE,0.501,1,3000
"90","epsilon[66]",0,0.045,-0.086,-0.001,0.087,TRUE,0.509,1,2106
"91","epsilon[67]",0,0.045,-0.087,0.001,0.088,TRUE,0.507,1,3000
"92","epsilon[68]",-0.001,0.045,-0.087,0,0.086,TRUE,0.503,1,3000
"93","epsilon[69]",-0.001,0.045,-0.087,-0.001,0.085,TRUE,0.51,1.001,1680
"94","epsilon[70]",0,0.044,-0.084,0,0.086,TRUE,0.504,1,3000
"95","epsilon[71]",-0.001,0.045,-0.088,0,0.085,TRUE,0.495,1.001,2101
"96","epsilon[72]",0.001,0.045,-0.084,0.002,0.087,TRUE,0.514,1,3000
"97","epsilon[73]",0,0.045,-0.085,-0.001,0.086,TRUE,0.494,1,3000
"98","epsilon[74]",0,0.045,-0.086,0,0.086,TRUE,0.503,1,3000
"99","epsilon[75]",-0.002,0.045,-0.087,-0.002,0.087,TRUE,0.514,1,3000
"100","epsilon[76]",-0.001,0.045,-0.088,-0.002,0.086,TRUE,0.518,1.001,3000
"101","epsilon[77]",-0.001,0.045,-0.091,0,0.086,TRUE,0.497,1.001,2443
"102","epsilon[78]",0.001,0.044,-0.086,0,0.086,TRUE,0.5,1.002,1074
"103","epsilon[79]",-0.002,0.045,-0.088,-0.001,0.087,TRUE,0.512,1,3000
"104","epsilon[80]",0,0.045,-0.086,-0.001,0.088,TRUE,0.507,1,3000
"105","epsilon[81]",0,0.045,-0.086,0,0.086,TRUE,0.5,1,2593
"106","epsilon[82]",-0.002,0.045,-0.088,-0.002,0.086,TRUE,0.518,1,3000
"107","epsilon[83]",0.001,0.045,-0.087,0.001,0.086,TRUE,0.506,1,2796
"108","epsilon[84]",0.001,0.045,-0.087,0.001,0.085,TRUE,0.507,1.001,3000
"109","epsilon[85]",0.001,0.046,-0.089,0.002,0.087,TRUE,0.515,1,3000
"110","epsilon[86]",0,0.045,-0.085,0.001,0.087,TRUE,0.496,1,3000
"111","epsilon[87]",0,0.045,-0.088,-0.001,0.085,TRUE,0.505,1,3000
"112","epsilon[88]",-0.002,0.045,-0.087,-0.002,0.084,TRUE,0.518,1.002,1350
"113","epsilon[89]",0.002,0.045,-0.085,0.001,0.088,TRUE,0.512,1,3000
"114","epsilon[90]",0,0.045,-0.086,-0.002,0.087,TRUE,0.515,1,3000
"115","epsilon[91]",0.002,0.045,-0.086,0.002,0.086,TRUE,0.516,1,3000
"116","epsilon[92]",0,0.046,-0.087,-0.001,0.086,TRUE,0.505,1.005,388
"117","epsilon[93]",-0.001,0.045,-0.086,-0.001,0.087,TRUE,0.513,1,2088
"118","PE[1]",0.002,0.045,-0.085,0.003,0.086,TRUE,0.524,1.001,3000
"119","PE[2]",0.002,0.044,-0.086,0.002,0.086,TRUE,0.526,1,3000
"120","PE[3]",0.001,0.044,-0.088,0.001,0.085,TRUE,0.506,1,3000
"121","PE[4]",0.002,0.045,-0.087,0.003,0.087,TRUE,0.526,1.001,1853
"122","PE[5]",0.002,0.044,-0.086,0.002,0.085,TRUE,0.522,1.001,1724
"123","PE[6]",0.002,0.044,-0.086,0.002,0.085,TRUE,0.518,1,3000
"124","PE[7]",0.001,0.045,-0.086,0.001,0.086,TRUE,0.51,1.001,2927
"125","PE[8]",0.002,0.045,-0.086,0.004,0.087,TRUE,0.535,1,3000
"126","PE[9]",0,0.044,-0.084,0.001,0.085,TRUE,0.512,1,3000
"127","PE[10]",0.001,0.045,-0.088,0.001,0.086,TRUE,0.509,1,3000
"128","PE[11]",0,0.046,-0.089,0,0.088,TRUE,0.498,1,3000
"129","PE[12]",0.001,0.045,-0.088,0,0.087,TRUE,0.502,1,3000
"130","PE[13]",0.001,0.044,-0.084,0.001,0.087,TRUE,0.505,1,3000
"131","PE[14]",0,0.045,-0.088,0.001,0.084,TRUE,0.507,1.002,1007
"132","PE[15]",0.009,0.044,-0.078,0.01,0.089,TRUE,0.593,1.001,2941
"133","PE[16]",0.002,0.044,-0.085,0.003,0.084,TRUE,0.531,1,3000
"134","PE[17]",0.004,0.044,-0.084,0.005,0.086,TRUE,0.544,1,3000
"135","PE[18]",0.003,0.044,-0.083,0.003,0.086,TRUE,0.529,1,3000
"136","PE[19]",-0.024,0.042,-0.095,-0.025,0.068,TRUE,0.711,1,3000
"137","PE[20]",-0.023,0.042,-0.094,-0.023,0.066,TRUE,0.707,1,3000
"138","PE[21]",-0.027,0.041,-0.097,-0.027,0.056,TRUE,0.738,1,3000
"139","PE[22]",-0.02,0.043,-0.095,-0.02,0.069,TRUE,0.681,1,3000
"140","PE[23]",-0.009,0.043,-0.09,-0.009,0.078,TRUE,0.584,1,2727
"141","PE[24]",-0.018,0.042,-0.094,-0.018,0.069,TRUE,0.665,1,3000
"142","PE[25]",-0.025,0.042,-0.097,-0.027,0.065,TRUE,0.73,1,3000
"143","PE[26]",-0.043,0.037,-0.099,-0.047,0.038,TRUE,0.862,1,3000
"144","PE[27]",-0.045,0.037,-0.099,-0.049,0.034,TRUE,0.874,1.001,3000
"145","PE[28]",-0.029,0.042,-0.097,-0.032,0.061,TRUE,0.764,1,3000
"146","PE[29]",-0.011,0.043,-0.09,-0.012,0.075,TRUE,0.607,1,3000
"147","PE[30]",-0.021,0.041,-0.095,-0.021,0.064,TRUE,0.706,1,3000
"148","PE[31]",-0.027,0.04,-0.096,-0.028,0.061,TRUE,0.752,1.001,1808
"149","PE[32]",-0.019,0.042,-0.093,-0.02,0.066,TRUE,0.678,1,3000
"150","PE[33]",-0.001,0.043,-0.085,-0.001,0.084,TRUE,0.511,1,3000
"151","PE[34]",0.017,0.041,-0.068,0.016,0.089,TRUE,0.666,1,3000
"152","PE[35]",0.003,0.043,-0.084,0.004,0.083,TRUE,0.541,1,3000
"153","PE[36]",0.009,0.043,-0.078,0.009,0.085,TRUE,0.59,1,3000
"154","PE[37]",0.007,0.042,-0.079,0.008,0.085,TRUE,0.574,1,3000
"155","PE[38]",0.021,0.041,-0.07,0.022,0.089,TRUE,0.693,1,3000
"156","PE[39]",0.021,0.041,-0.065,0.022,0.092,TRUE,0.701,1,2268
"157","PE[40]",0.024,0.04,-0.061,0.025,0.091,TRUE,0.731,1.002,776
"158","PE[41]",0.004,0.043,-0.083,0.005,0.084,TRUE,0.545,1.001,2028
"159","PE[42]",-0.003,0.043,-0.088,-0.001,0.081,TRUE,0.511,1,2574
"160","PE[43]",-0.002,0.045,-0.089,-0.002,0.085,TRUE,0.519,1.001,1502
"161","PE[44]",-0.001,0.045,-0.091,0,0.083,TRUE,0.505,1,3000
"162","PE[45]",-0.003,0.045,-0.088,-0.002,0.082,TRUE,0.523,1,3000
"163","PE[46]",-0.002,0.044,-0.086,-0.001,0.084,TRUE,0.511,1.001,2490
"164","PE[47]",-0.003,0.045,-0.091,-0.004,0.084,TRUE,0.533,1,3000
"165","PE[48]",-0.001,0.045,-0.087,-0.001,0.083,TRUE,0.507,1,3000
"166","PE[49]",-0.002,0.045,-0.089,0,0.084,TRUE,0.502,1.001,1508
"167","PE[50]",-0.001,0.046,-0.087,-0.001,0.085,TRUE,0.505,1,3000
"168","PE[51]",-0.001,0.045,-0.09,0,0.084,TRUE,0.502,1,3000
"169","PE[52]",-0.001,0.045,-0.09,0.001,0.081,TRUE,0.494,1.001,2501
"170","PE[53]",-0.002,0.045,-0.087,-0.003,0.087,TRUE,0.525,1,3000
"171","PE[54]",-0.003,0.045,-0.09,-0.002,0.083,TRUE,0.514,1,3000
"172","PE[55]",0,0.045,-0.086,-0.001,0.086,TRUE,0.496,1,3000
"173","PE[56]",-0.003,0.044,-0.088,-0.002,0.083,TRUE,0.517,1,3000
"174","PE[57]",-0.003,0.044,-0.088,-0.004,0.083,TRUE,0.529,1.001,3000
"175","PE[58]",-0.002,0.045,-0.09,-0.002,0.084,TRUE,0.519,1,3000
"176","PE[59]",-0.003,0.044,-0.088,-0.002,0.083,TRUE,0.518,1,3000
"177","PE[60]",-0.002,0.045,-0.089,-0.001,0.084,TRUE,0.511,1.001,1909
"178","PE[61]",-0.001,0.045,-0.088,0,0.085,TRUE,0.5,1,3000
"179","PE[62]",-0.002,0.046,-0.092,-0.001,0.085,TRUE,0.509,1,2287
"180","PE[63]",-0.001,0.045,-0.088,-0.002,0.087,TRUE,0.516,1,3000
"181","PE[64]",-0.001,0.045,-0.088,-0.001,0.085,TRUE,0.514,1.001,2183
"182","PE[65]",-0.001,0.045,-0.087,-0.001,0.084,TRUE,0.512,1,3000
"183","PE[66]",-0.002,0.045,-0.088,-0.002,0.084,TRUE,0.523,1,2218
"184","PE[67]",-0.001,0.045,-0.088,-0.001,0.086,TRUE,0.507,1,3000
"185","PE[68]",-0.002,0.045,-0.089,-0.002,0.084,TRUE,0.514,1,3000
"186","PE[69]",-0.003,0.045,-0.089,-0.003,0.083,TRUE,0.526,1.001,1670
"187","PE[70]",-0.001,0.044,-0.086,-0.001,0.084,TRUE,0.512,1,3000
"188","PE[71]",-0.002,0.045,-0.091,-0.001,0.083,TRUE,0.508,1.001,2146
"189","PE[72]",0,0.045,-0.086,0,0.084,TRUE,0.496,1,3000
"190","PE[73]",-0.002,0.045,-0.088,-0.002,0.083,TRUE,0.517,1,3000
"191","PE[74]",-0.002,0.045,-0.088,-0.002,0.084,TRUE,0.518,1,3000
"192","PE[75]",-0.003,0.045,-0.09,-0.004,0.085,TRUE,0.527,1,3000
"193","PE[76]",-0.003,0.045,-0.09,-0.003,0.085,TRUE,0.53,1.001,3000
"194","PE[77]",-0.002,0.045,-0.093,-0.001,0.084,TRUE,0.51,1.001,2300
"195","PE[78]",-0.001,0.044,-0.088,-0.001,0.084,TRUE,0.511,1.002,1109
"196","PE[79]",-0.004,0.045,-0.09,-0.003,0.085,TRUE,0.525,1,3000
"197","PE[80]",-0.002,0.045,-0.088,-0.002,0.086,TRUE,0.519,1,3000
"198","PE[81]",-0.002,0.045,-0.088,-0.002,0.085,TRUE,0.516,1,2754
"199","PE[82]",-0.004,0.045,-0.09,-0.004,0.083,TRUE,0.53,1,3000
"200","PE[83]",-0.001,0.045,-0.089,-0.001,0.085,TRUE,0.509,1,2680
"201","PE[84]",-0.001,0.045,-0.09,-0.001,0.083,TRUE,0.508,1.001,3000
"202","PE[85]",-0.001,0.046,-0.092,0,0.085,TRUE,0.495,1,3000
"203","PE[86]",-0.002,0.045,-0.087,-0.001,0.085,TRUE,0.509,1,3000
"204","PE[87]",-0.002,0.045,-0.091,-0.002,0.083,TRUE,0.519,1,3000
"205","PE[88]",-0.003,0.045,-0.089,-0.003,0.082,TRUE,0.529,1.002,1332
"206","PE[89]",0,0.045,-0.087,0,0.086,TRUE,0.502,1,3000
"207","PE[90]",-0.002,0.045,-0.088,-0.003,0.085,TRUE,0.528,1,3000
"208","PE[91]",0,0.045,-0.088,0.001,0.084,TRUE,0.504,1,3000
"209","PE[92]",-0.002,0.046,-0.089,-0.002,0.084,TRUE,0.514,1.005,379
"210","PE[93]",-0.003,0.045,-0.088,-0.002,0.084,TRUE,0.526,1,2193
"211","B[1,1]",7568.714,1697.629,4370.223,7523.303,11119.474,FALSE,1,1.001,3000
"212","B[2,1]",2154.14,702.446,953.367,2126.518,3607.924,FALSE,1,1.002,823
"213","B[3,1]",11743.199,2204.546,7685.295,11595.263,16491.804,FALSE,1,1.001,3000
"214","B[4,1]",9440.31,1878.867,5912.239,9312.051,13447.973,FALSE,1,1,3000
"215","B[1,2]",7589.999,1659.99,4459.255,7550.86,11041.038,FALSE,1,1.001,3000
"216","B[2,2]",2166.979,683.665,978.169,2136.507,3604.991,FALSE,1,1.003,714
"217","B[3,2]",11723.589,2160.26,7804.622,11588.371,16473.598,FALSE,1,1.002,2589
"218","B[4,2]",9472.511,1845.663,6030.097,9341.449,13462.403,FALSE,1,1,3000
"219","B[1,3]",7607.539,1630.009,4565.056,7551.359,11097.281,FALSE,1,1.001,3000
"220","B[2,3]",2180.779,663.466,1036.274,2157.755,3588.904,FALSE,1,1.003,656
"221","B[3,3]",11677.35,2097.434,7908.889,11547.278,16154.107,FALSE,1,1.001,2415
"222","B[4,3]",9493.653,1795.132,6221.817,9357.447,13345.779,FALSE,1,1,3000
"223","B[1,4]",7623.912,1595.292,4628.006,7561.773,11024.647,FALSE,1,1.001,3000
"224","B[2,4]",2193.539,645.278,1076.898,2163.733,3541.293,FALSE,1,1.004,589
"225","B[3,4]",11615.594,2047.946,7921.385,11521.56,16041.197,FALSE,1,1.002,2094
"226","B[4,4]",9511.928,1752.952,6336.708,9394.064,13331.595,FALSE,1,1,3000
"227","B[1,5]",7637.911,1548.006,4705.692,7615.005,10928.256,FALSE,1,1,3000
"228","B[2,5]",2210.042,625.06,1127.843,2181.754,3537.838,FALSE,1,1.003,706
"229","B[3,5]",11496.462,1957.574,7938.087,11406.689,15677.23,FALSE,1,1.001,3000
"230","B[4,5]",9529.24,1692.747,6415.869,9436.632,13237.185,FALSE,1,1,3000
"231","B[1,6]",7651.285,1498.935,4889.661,7624.454,10824.201,FALSE,1,1,3000
"232","B[2,6]",2207.574,607.218,1158.995,2180.722,3500.111,FALSE,1,1.002,781
"233","B[3,6]",11172.215,1889.824,7735.126,11095.413,15236.684,FALSE,1,1.001,3000
"234","B[4,6]",9532.734,1655.93,6531.317,9394.168,13189.176,FALSE,1,1,3000
"235","B[1,7]",7601.6,1454.237,4934.977,7533.036,10724.609,FALSE,1,1,3000
"236","B[2,7]",2184.626,590.106,1171.328,2147.036,3439.373,FALSE,1,1.003,736
"237","B[3,7]",10842.367,1815.18,7575.012,10739.818,14731.663,FALSE,1,1,3000
"238","B[4,7]",9512.411,1611.589,6635.499,9363.791,12984.666,FALSE,1,1,3000
"239","B[1,8]",7578.128,1395.482,5024.923,7500.542,10541.332,FALSE,1,1,3000
"240","B[2,8]",2154.332,570.811,1163.751,2123.361,3374.275,FALSE,1,1.002,761
"241","B[3,8]",10547.921,1740.163,7379.54,10476.555,14185.082,FALSE,1,1,3000
"242","B[4,8]",9427.789,1549.958,6714.053,9312.964,12880.949,FALSE,1,1,3000
"243","B[1,9]",7499.544,1346.295,5027.608,7441.787,10328.855,FALSE,1,1,3000
"244","B[2,9]",2053.434,551.803,1088.793,2017.683,3239.007,FALSE,1,1.002,775
"245","B[3,9]",10321.028,1682.925,7259,10228.702,13858.467,FALSE,1,1,3000
"246","B[4,9]",9137.648,1515.759,6485.152,9022.504,12561.021,FALSE,1,1.001,3000
"247","B[1,10]",7394.972,1304.135,4998.891,7328.932,10204.013,FALSE,1,1,3000
"248","B[2,10]",1983.441,529.101,1075.112,1952.54,3084.899,FALSE,1,1.003,712
"249","B[3,10]",10060.95,1615.266,7108.587,9968.974,13364.596,FALSE,1,1,3000
"250","B[4,10]",8895.775,1463.498,6317.045,8768.197,12137.454,FALSE,1,1.001,3000
"251","B[1,11]",7345.824,1246.028,5048.047,7314.239,9980.534,FALSE,1,1,3000
"252","B[2,11]",1948.137,506.281,1065.342,1918.015,3011.976,FALSE,1,1.003,659
"253","B[3,11]",9881.954,1535.435,7081.025,9822.611,13085.773,FALSE,1,1,3000
"254","B[4,11]",8758.019,1398.297,6329.745,8664.399,11788.282,FALSE,1,1,3000
"255","B[1,12]",7309.309,1192.156,5073.145,7268.711,9737.877,FALSE,1,1,3000
"256","B[2,12]",1911.429,487.507,1062.661,1880.207,2929.609,FALSE,1,1.003,685
"257","B[3,12]",9728.973,1446.039,7064.438,9676.476,12670.147,FALSE,1,1,3000
"258","B[4,12]",8621.081,1359.357,6229.694,8502.285,11599.967,FALSE,1,1,3000
"259","B[1,13]",7115.764,1130.599,4998.222,7063.899,9435.118,FALSE,1,1,3000
"260","B[2,13]",1879.185,465.829,1067.828,1851.388,2834.016,FALSE,1,1.003,727
"261","B[3,13]",9606.012,1351.184,7128.593,9548.425,12461.903,FALSE,1,1,3000
"262","B[4,13]",8507.653,1300.046,6266.595,8400.832,11399.932,FALSE,1,1,3000
"263","B[1,14]",7053.102,1075.636,5041.288,7012.769,9376.138,FALSE,1,1,3000
"264","B[2,14]",1828.486,444.811,1045.199,1799.339,2745.065,FALSE,1,1.002,764
"265","B[3,14]",9454.094,1269.15,7156.87,9399.729,12210.629,FALSE,1,1,2762
"266","B[4,14]",8350.895,1253.397,6184.518,8212.712,11237.047,FALSE,1,1.001,3000
"267","B[1,15]",6932.08,1007.217,5023.732,6893.453,9040.751,FALSE,1,1,3000
"268","B[2,15]",1764.97,424.605,1009.148,1743.734,2659.628,FALSE,1,1.001,1199
"269","B[3,15]",9246.324,1173.381,7048.823,9195.471,11718.108,FALSE,1,1,3000
"270","B[4,15]",8218.285,1179.535,6212.064,8096.062,10878.455,FALSE,1,1.002,3000
"271","B[1,16]",6871.334,980.75,5027.012,6832.558,8927.674,FALSE,1,1,3000
"272","B[2,16]",1721.25,416.55,995.124,1699.299,2600.148,FALSE,1,1.001,1616
"273","B[3,16]",9084.601,1124.677,6985.755,9015.256,11458.511,FALSE,1,1,3000
"274","B[4,16]",8169.535,1157.852,6174.754,8053.756,10825.391,FALSE,1,1.003,2428
"275","B[1,17]",6834.54,947.875,5056.75,6808.439,8771.111,FALSE,1,1,3000
"276","B[2,17]",1714.884,404.788,997.129,1699.893,2581.096,FALSE,1,1.001,2128
"277","B[3,17]",8984.028,1072.843,6979.458,8937.37,11173.555,FALSE,1,1,2602
"278","B[4,17]",8170.767,1124.82,6181.869,8075.898,10637.851,FALSE,1,1.004,1759
"279","B[1,18]",6751.259,907.367,5061.356,6717.638,8574.508,FALSE,1,1,3000
"280","B[2,18]",1692.863,393.73,988.588,1676.539,2526.162,FALSE,1,1.001,2102
"281","B[3,18]",8799.805,1012.85,6893.938,8766.893,10890.875,FALSE,1,1,3000
"282","B[4,18]",8128.298,1092.665,6198.696,8020.925,10581.666,FALSE,1,1.003,2196
"283","B[1,19]",6679.261,883.647,5047.52,6651.986,8478.409,FALSE,1,1,3000
"284","B[2,19]",1693.547,382.258,1015.821,1674.414,2499.76,FALSE,1,1.001,2326
"285","B[3,19]",8656.604,980.228,6803.786,8616.759,10691.973,FALSE,1,1,2997
"286","B[4,19]",8100.79,1054.57,6289.993,8020.975,10434.432,FALSE,1,1.002,1991
"287","B[1,20]",6403.752,836.4,4878.943,6388.98,8043.835,FALSE,1,1.001,3000
"288","B[2,20]",1635.274,361.592,986.299,1620.687,2389.839,FALSE,1,1.001,1876
"289","B[3,20]",8179.621,919.396,6470.44,8131.695,10114.678,FALSE,1,1,3000
"290","B[4,20]",7839.352,984.381,6099.86,7764.867,10004.912,FALSE,1,1.002,2805
"291","B[1,21]",6189.726,814.354,4725.216,6178.897,7829.4,FALSE,1,1.001,3000
"292","B[2,21]",1604.463,346.271,986.93,1593.858,2357.848,FALSE,1,1.001,2222
"293","B[3,21]",7856.579,864.225,6229.494,7823.054,9703.783,FALSE,1,1,3000
"294","B[4,21]",7606.38,944.833,5956.055,7542.352,9710.812,FALSE,1,1.001,2952
"295","B[1,22]",5978.472,784.656,4564.148,5962.195,7537.096,FALSE,1,1.001,3000
"296","B[2,22]",1565.305,331.734,981.694,1547.107,2274.422,FALSE,1,1,2679
"297","B[3,22]",7584.048,821.622,6062.863,7556.847,9291.656,FALSE,1,1,3000
"298","B[4,22]",7323.864,896.501,5736.507,7276.529,9286.1,FALSE,1,1.001,2162
"299","B[1,23]",5819.054,758.132,4399.824,5789.931,7391.699,FALSE,1,1.001,3000
"300","B[2,23]",1530.291,319.028,964.119,1507.655,2185.032,FALSE,1,1,3000
"301","B[3,23]",7360.286,785.522,5862.51,7338.127,8989.756,FALSE,1,1,3000
"302","B[4,23]",7121.988,861.197,5581.41,7065.128,8998.411,FALSE,1,1.002,1802
