Year,IPHC Regulatory Area,IPHC Statistical Area,Pacific halibut Net wt (t),Pacific halibut Net wt (000 lbs),"IPHC Stat Area, 1929-1975","IPHC Region 2, 1929-1975",POW,"Total Catch (US Tons, Round Weight)"
2020,4B,490/500,31.2,68.7842376,42+,Aleutian,0,45.74145576
2020,4BCDE,Bering Sea,916.2,2019.875593,4A,Bering Sea,0,1343.215441
2019,2A,007/008,2.1,4.6297083,0,0,0,3.07875183
2019,2A,9,11.2,24.6917776,0,0,0,16.42000976
2019,2A,10,26.9,59.3043587,0,0,0,39.43734487
2019,2A,20,46.3,102.0740449,0,0,0,67.87914749
2019,2A,30,16.3,35.9353549,0,0,0,23.89697849
2019,2A,40,25.7,56.6588111,0,0,0,37.67805811
2019,2A,50,244.5,539.0303235,0,0,0,358.4546774
2019,2B,60,73.5,162.0397905,0,0,0,107.7563141
2019,2B,70,70.9,156.3077707,0,0,0,103.9445261
2019,2B,080/081,34.1,75.1776443,0,0,0,49.99306543
2019,2B,90,57.7,127.2067471,0,0,0,84.59237171
2019,2B,91,81.9,180.5586237,0,0,0,120.0713214
2019,2B,92,5.1,11.2435773,0,0,0,7.47696873
2019,2B,100,190.3,419.5397569,0,0,0,278.9935587
2019,2B,102,221,487.221683,0,0,0,324.0019783
2019,2B,103,4.2,9.2594166,0,0,0,6.15750366
2019,2B,110,16.2,35.7148926,0,0,0,23.75037126
2019,2B,112,277.2,611.1214956,0,0,0,406.3952416
2019,2B,114,26.3,57.9815849,0,0,0,38.55770149
2019,2B,120,21.1,46.5175453,0,0,0,30.93412553
2019,2B,121,40.3,88.8463069,0,0,0,59.08271369
2019,2B,122,11.8,26.0145514,0,0,0,17.29965314
2019,2B,130,150.5,331.7957615,0,0,0,220.6438812
2019,2B,131,230,507.06329,0,0,0,337.196629
2019,2B,132,261.4,576.2884522,0,0,0,383.2312992
2019,2B,133,164.5,362.6604835,0,0,0,241.1688934
2019,2B,134,42.2,93.0350906,0,0,0,61.86825106
2019,2B,135,305.5,673.5123265,0,0,0,447.8850877
2019,2C,140,9.1,20.0620693,14-O,SE-O,0,13.34125793
2019,2C,141,2.3,5.0706329,14-I,SE-I,0,3.37196629
2019,2C,142,35.5,78.2641165,14-I,SE-I,0,52.04556665
2019,2C,143,30.5,67.2410015,14-I,SE-I,0,44.71520515
2019,2C,144,8.7,19.1802201,14-I,SE-I,0,12.75482901
2019,2C,150,77.6,171.0787448,15-O,SE-O,0,113.7672105
2019,2C,151,113.9,251.1065597,15-I,SE-I,0,166.985635
2019,2C,152,130.1,286.8214523,15-I,SE-I,0,190.7360062
2019,2C,153,32.9,72.5320967,15-I,SE-I,0,48.23377867
2019,2C,160,191.9,423.0671537,16-O,SE-O,0,281.3392744
2019,2C,161,63.1,139.1117113,16-I,SE-I,0,92.50916213
2019,2C,162,343.5,757.2880005,16-I,SE-I,0,503.5958351
2019,2C,163,24.3,53.5723389,16-I,SE-I,0,35.62555689
2019,2C,170,82.8,182.5427844,17-O,SE-O,0,121.3907864
2019,2C,171,65.5,144.4028065,17-I,SE-I,0,96.02773565
2019,2C,173,23,50.706329,17-I,SE-I,0,33.7196629
2019,2C,174,9.6,21.1643808,17-I,SE-I,0,14.07429408
2019,2C,181,159.3,351.1964439,18S-O,SE-O,0,233.5453174
2019,2C,182,91.2,201.0616176,183-I,SE-I,0,133.7057938
2019,2C,183,13.5,29.7624105,183-I,SE-I,0,19.79197605
2019,2C,184,42.8,94.3578644,183-I,SE-I,0,62.74789444
2019,3A,185,296.5,653.6707195,18W,Yakutat,0,434.690437
2019,3A,190,254.9,561.9584027,19,Yakutat,0,373.7018293
2019,3A,200,383,844.370609,20,Yakutat,0,561.5056909
2019,3A,210,230.6,508.3860638,21,Yakutat,0,338.0762724
2019,3A,220,361.3,796.5302899,22,Yakutat,0,529.691922
2019,3A,230,165.2,364.2037196,23,Yakutat,POW-O,242.195144
2019,3A,232,45.6,100.5308088,23,Yakutat,POW-I,66.85289688
2019,3A,240,268.7,592.3822001,24,Kodiak,POW-O,393.933627
2019,3A,242,216.6,477.5213418,24,Kodiak,POW-I,317.5512602
2019,3A,250,404.4,891.5495412,25,Kodiak,0,592.8796381
2019,3A,260,268.8,592.6026624,26,Kodiak,0,394.0802342
2019,3A,261,128.8,283.9554424,26,Kodiak,0,188.8301122
2019,3A,270,270.7,596.7914461,27,Kodiak,0,396.8657716
2019,3A,271,105.7,233.0286511,27,Kodiak,0,154.9638421
2019,3A,280,176.8,389.7773464,28,Kodiak,0,259.2015826
2019,3A,281,19.8,43.6515354,28,Kodiak,0,29.02823154
2019,3B,290,607,1338.206161,29,Chirikof,0,889.9058861
2019,3B,300,114.4,252.2088712,30,Chirikof,0,167.7186711
2019,3B,310,38.5,84.8779855,31,Chirikof,0,56.44378355
2019,3B,320,94.3,207.8959489,32,Shumagin,0,138.2506179
2019,3B,330,74.3,163.8034889,33,Shumagin,0,108.9291719
2019,3B,340,61.7,136.0252391,34,Shumagin,0,90.45666091
2019,4A,350,89.2,196.6523716,35,Shumagin,0,130.7736492
2019,4A,360,105.2,231.9263396,36,Shumagin,0,154.230806
2019,4A,370,29.7,65.4773031,37,Shumagin,0,43.54234731
2019,4A,380,39,85.980297,38,Shumagin,0,57.1768197
2019,4A,390/395,19.3,42.5492239,39,Aleutian,0,28.29519539
2019,4A,Bering Sea,334.1,736.5645443,4A,Bering Sea,0,489.8147554
2019,4B,400,34.5,76.0594935,40,Aleutian,0,50.57949435
2019,4B,410,15.2,33.5102696,41,Aleutian,0,22.28429896
2019,4B,420,27.9,61.5089817,42+,Aleutian,0,40.90341717
2019,4B,430,23.2,51.1472536,42+,Aleutian,0,34.01287736
2019,4B,440,92.8,204.5890144,42+,Aleutian,0,136.0515094
2019,4B,490,36.8,81.1301264,42+,Aleutian,0,53.95146064
2019,4BCDE,Bering Sea,960.7,2117.981316,4A,Bering Sea,0,1408.455659
2018,2A,007/008/009,4.1,9.0389543,0,0,0,6.01089643
2018,2A,10,38,83.775674,0,0,0,55.7107474
2018,2A,20,20.5,45.1947715,0,0,0,30.05448215
2018,2A,30,18.6,41.0059878,0,0,0,27.26894478
2018,2A,40,42.7,94.1374021,0,0,0,62.60128721
2018,2A,50,174.7,385.1476381,0,0,0,256.1228308
2018,2B,60,51.8,114.1994714,0,0,0,75.94254514
2018,2B,70,96.7,213.1870441,0,0,0,141.7691914
2018,2B,80,19.1,42.1082993,0,0,0,28.00198093
2018,2B,81,1.9,4.1887837,0,0,0,2.78553737
2018,2B,90,25.5,56.2178865,0,0,0,37.38484365
2018,2B,91,174.8,385.3681004,0,0,0,256.269438
2018,2B,92,13.5,29.7624105,0,0,0,19.79197605
2018,2B,100,192.4,424.1694652,0,0,0,282.0723105
2018,2B,102,346.4,763.6814072,0,0,0,507.8474447
2018,2B,103,30.2,66.5796146,0,0,0,44.27538346
2018,2B,110,16.4,36.1558172,0,0,0,24.04358572
2018,2B,112,276,608.475948,0,0,0,404.6359548
2018,2B,114,74.1,163.3625643,0,0,0,108.6359574
2018,2B,120,10.6,23.3690038,0,0,0,15.54036638
2018,2B,121,58,127.868134,0,0,0,85.0321934
2018,2B,122,13.3,29.3214859,0,0,0,19.49876159
2018,2B,130,99.4,219.1395262,0,0,0,145.7275866
2018,2B,131,279.1,615.3102793,0,0,0,409.1807789
2018,2B,132,108.1,238.3197463,0,0,0,158.4824156
2018,2B,133,240.4,529.9913692,0,0,0,352.4437809
2018,2B,134,65,143.300495,0,0,0,95.2946995
2018,2B,135,208.3,459.2229709,0,0,0,305.3828601
2018,2C,140,10.8,23.8099284,14-O,SE-O,0,15.83358084
2018,2C,141,5.6,12.3458888,14-I,SE-I,0,8.21000488
2018,2C,142,32.1,70.7683983,14-I,SE-I,0,47.06092083
2018,2C,143,34.5,76.0594935,14-I,SE-I,0,50.57949435
2018,2C,144,5.4,11.9049642,14-I,SE-I,0,7.91679042
2018,2C,150,65.2,143.7414196,15-O,SE-O,0,95.58791396
2018,2C,151,91.5,201.7230045,15-I,SE-I,0,134.1456155
2018,2C,152,130.4,287.4828392,15-I,SE-I,0,191.1758279
2018,2C,153,35.5,78.2641165,15-I,SE-I,0,52.04556665
2018,2C,160,241.5,532.4164545,16-O,SE-O,0,354.0564605
2018,2C,161,72.5,159.8351675,16-I,SE-I,0,106.2902418
2018,2C,162,323.9,714.0773897,16-I,SE-I,0,474.860818
2018,2C,163,29.4,64.8159162,16-I,SE-I,0,43.10252562
2018,2C,170,73.8,162.7011774,17-O,SE-O,0,108.1961357
2018,2C,171,58.9,129.8522947,17-I,SE-I,0,86.35165847
2018,2C,173,19.5,42.9901485,17-I,SE-I,0,28.58840985
2018,2C,174,15.4,33.9511942,17-I,SE-I,0,22.57751342
2018,2C,181,156.9,345.9053487,18S-O,SE-O,0,230.0267439
2018,2C,182,107.7,237.4378971,183-I,SE-I,0,157.8959867
2018,2C,183,9.9,21.8257677,183-I,SE-I,0,14.51411577
2018,2C,184,36.4,80.2482772,183-I,SE-I,0,53.36503172
2018,3A,185,324.9,716.2820127,18W,Yakutat,0,476.3268903
2018,3A,190,162.3,357.8103129,19,Yakutat,0,237.9435343
2018,3A,200,270,595.24821,20,Yakutat,0,395.839521
2018,3A,210,202.6,446.6566198,21,Yakutat,0,297.026248
2018,3A,220,278.4,613.7670432,22,Yakutat,0,408.1545283
2018,3A,230,128,282.191744,23,Yakutat,POW-O,187.6572544
2018,3A,232,48.9,107.8060647,23,Yakutat,POW-I,71.69093547
2018,3A,240,361.8,797.6326014,24,Kodiak,POW-O,530.4249581
2018,3A,242,142.5,314.1587775,24,Kodiak,POW-I,208.9153028
2018,3A,250,452.3,997.1509829,25,Kodiak,0,663.1045013
2018,3A,260,219,482.812437,26,Kodiak,0,321.0698337
2018,3A,261,156.6,345.2439618,26,Kodiak,0,229.5869222
2018,3A,270,247.5,545.6441925,27,Kodiak,0,362.8528943
2018,3A,271,84.2,185.6292566,27,Kodiak,0,123.4432877
2018,3A,280,159.3,351.1964439,28,Kodiak,0,233.5453174
2018,3A,281,20.8,45.8561584,28,Kodiak,0,30.49430384
2018,3B,290,606.6,1337.324312,29,Chirikof,0,889.3194572
2018,3B,300,163.8,361.1172474,30,Chirikof,0,240.1426427
2018,3B,310,68.6,151.2371378,31,Chirikof,0,100.5725598
2018,3B,320,94,207.234562,32,Shumagin,0,137.8107962
2018,3B,330,85.7,188.9361911,33,Shumagin,0,125.6423961
2018,3B,340,81.8,180.3381614,34,Shumagin,0,119.9247141
2018,4A,350,68.1,150.1348263,35,Shumagin,0,99.83952363
2018,4A,360,83.1,183.2041713,36,Shumagin,0,121.8306081
2018,4A,370,13.7,30.2033351,37,Shumagin,0,20.08519051
2018,4A,380,64.8,142.8595704,38,Shumagin,0,95.00148504
2018,4A,390,29.9,65.9182277,39,Aleutian,0,43.83556177
2018,4A,Bering Sea,292.7,645.2931521,4A,Bering Sea,0,429.1193622
2018,4B,400,68.6,151.2371378,40,Aleutian,0,100.5725598
2018,4B,410,19.2,42.3287616,41,Aleutian,0,28.14858816
2018,4B,420,57,125.663511,42+,Aleutian,0,83.5661211
2018,4B,430,24.8,54.6746504,42+,Aleutian,0,36.35859304
2018,4B,440/490,70.6,155.6463838,42+,Aleutian,0,103.5047044
2018,4BCDE,Bering Sea,871.9,1922.210794,4A,Bering Sea,0,1278.268438
2017,2A,007/009,36.7,80.9096641,0,0,0,53.80485341
2017,2A,10,51.2,112.8766976,0,0,0,75.06290176
2017,2A,20,10.1,22.2666923,0,0,0,14.80733023
2017,2A,30,11.9,26.2350137,0,0,0,17.44626037
2017,2A,40,39.6,87.3030708,0,0,0,58.05646308
2017,2A,50,178.5,393.5252055,0,0,0,261.6939056
2017,2B,60,70,154.32361,0,0,0,102.625061
2017,2B,070/071,33.2,73.1934836,0,0,0,48.67360036
2017,2B,80,53.2,117.2859436,0,0,0,77.99504636
2017,2B,81,11.3,24.9122399,0,0,0,16.56661699
2017,2B,90,39.2,86.4212216,0,0,0,57.47003416
2017,2B,91,155.3,342.3779519,0,0,0,227.6810282
2017,2B,92,25.2,55.5564996,0,0,0,36.94502196
2017,2B,100,220.8,486.7807584,0,0,0,323.7087638
2017,2B,102,227.1,500.6698833,0,0,0,332.9450193
2017,2B,103,12.5,27.5577875,0,0,0,18.32590375
2017,2B,110,25.9,57.0997357,0,0,0,37.97127257
2017,2B,112,351.1,774.0431353,0,0,0,514.7379845
2017,2B,114,59,130.072757,0,0,0,86.4982657
2017,2B,120,14.2,31.3056466,0,0,0,20.81822666
2017,2B,121,64.9,143.0800327,0,0,0,95.14809227
2017,2B,122,24.6,54.2337258,0,0,0,36.06537858
2017,2B,130,172.4,380.0770052,0,0,0,252.7508645
2017,2B,131,469.7,1035.511423,0,0,0,688.6141593
2017,2B,132,248.1,546.9669663,0,0,0,363.7325376
2017,2B,133,130.9,288.5851507,0,0,0,191.9088641
2017,2B,134,89,196.211447,0,0,0,130.4804347
2017,2B,135,304.4,671.0872412,0,0,0,446.2724081
2017,2C,140,7.6,16.7551348,14-O,SE-O,0,11.14214948
2017,2C,141,14.7,32.4079581,14-I,SE-I,0,21.55126281
2017,2C,142,25.7,56.6588111,14-I,SE-I,0,37.67805811
2017,2C,143,51.3,113.0971599,14-I,SE-I,0,75.20950899
2017,2C,144,13,28.660099,14-I,SE-I,0,19.0589399
2017,2C,150,99.7,219.8009131,15-O,SE-O,0,146.1674083
2017,2C,151,122,268.964006,15-I,SE-I,0,178.8608206
2017,2C,152,183.6,404.7687828,15-I,SE-I,0,269.1708743
2017,2C,153,32.1,70.7683983,15-I,SE-I,0,47.06092083
2017,2C,160,260.9,575.1861407,16-O,SE-O,0,382.4982631
2017,2C,161,62.7,138.2298621,16-I,SE-I,0,91.92273321
2017,2C,162,378.2,833.7884186,16-I,SE-I,0,554.4685439
2017,2C,163,21.8,48.0607814,16-I,SE-I,0,31.96037614
2017,2C,170,121.2,267.2003076,17-O,SE-O,0,177.6879628
2017,2C,171,59.3,130.7341439,17-I,SE-I,0,86.93808739
2017,2C,173,21.3,46.9584699,17-I,SE-I,0,31.22733999
2017,2C,174,10.1,22.2666923,17-I,SE-I,0,14.80733023
2017,2C,181,190.4,419.7602192,18S-O,SE-O,0,279.1401659
2017,2C,182,105.3,232.1468019,183-I,SE-I,0,154.3774132
2017,2C,183,25.2,55.5564996,183-I,SE-I,0,36.94502196
2017,2C,184,52.8,116.4040944,183-I,SE-I,0,77.40861744
2017,3A,185,366.3,807.5534049,18W,Yakutat,0,537.0222835
2017,3A,190,181.6,400.3595368,19,Yakutat,0,266.2387297
2017,3A,200,303.1,668.2212313,20,Yakutat,0,444.3665141
2017,3A,210,253.5,558.8719305,21,Yakutat,0,371.6493281
2017,3A,220,236.6,521.6138018,22,Yakutat,0,346.8727062
2017,3A,230,118.2,260.5864386,23,Yakutat,POW-O,173.2897459
2017,3A,232,19.1,42.1082993,23,Yakutat,POW-I,28.00198093
2017,3A,240,371,817.915133,24,Kodiak,POW-O,543.9128233
2017,3A,242,98.3,216.7144409,24,Kodiak,POW-I,144.1149071
2017,3A,250,376.4,829.8200972,25,Kodiak,0,551.8296137
2017,3A,260,327,720.911721,26,Kodiak,0,479.4056421
2017,3A,261,145.9,321.6544957,26,Kodiak,0,213.8999486
2017,3A,270,305.8,674.1737134,27,Kodiak,0,448.3249093
2017,3A,271,60.5,133.3796915,27,Kodiak,0,88.69737415
2017,3A,280,285.5,629.4198665,28,Kodiak,0,418.5636417
2017,3A,281,15.7,34.6125811,28,Kodiak,0,23.01733511
2017,3B,290,676.9,1492.309309,29,Chirikof,0,992.3843399
2017,3B,300,199.3,439.3813639,30,Chirikof,0,292.1882094
2017,3B,310,107.6,237.2174348,31,Chirikof,0,157.7493795
2017,3B,320,158.8,350.0941324,32,Shumagin,0,232.8122812
2017,3B,330,104.3,229.9421789,33,Shumagin,0,152.9113409
2017,3B,340,112.6,248.2405498,34,Shumagin,0,165.079741
2017,4A,Bering Sea,273.7,603.4053151,4A,Bering Sea,0,401.2639885
2017,4A,350,84.8,186.9520304,35,Shumagin,0,124.322931
2017,4A,360,128.3,282.8531309,36,Shumagin,0,188.0970761
2017,4A,370,23.3,51.3677159,37,Shumagin,0,34.15948459
2017,4A,380,54,119.049642,38,Shumagin,0,79.1679042
2017,4A,390/395,8.2,18.0779086,39,Aleutian,0,12.02179286
2017,4B,400,60.6,133.6001538,40,Aleutian,0,88.84398138
2017,4B,410,21,46.297083,41,Aleutian,0,30.7875183
2017,4B,420,56.6,124.7816618,42+,Aleutian,0,82.97969218
2017,4B,430,42.2,93.0350906,42+,Aleutian,0,61.86825106
2017,4B,440/450,87.9,193.7863617,42+,Aleutian,0,128.8677552
