Year,IPHC Stat Area,Total Catch (000 LBS),CPUE (LBS),Effort (00 SKS),LOGS %,IPHC Regulatory Area,IPHC Region,IPHC Region 2,IPHC Region 3,POW,"Total Catch (US Tons, Round Weight)"
1929,30,2458,71.6,343,40,3A,Chirikof,Chirikof,3A,0,1634.57
1929,31,590,11.2,83,65,3A,Chirikof,Chirikof,3A,0,392.35
1929,32,1724,74.5,231,72,3B,Shumagin,Shumagin,3B,0,1146.46
1929,33,238,68.4,35,39,3B,Shumagin,Shumagin,3B,0,158.27
1929,34,87,94.1,9,85,3B,Shumagin,Shumagin,3B,0,57.855
1929,35,16,74.4,2,,3B,Shumagin,Shumagin,3B,0,10.64
1929,36,11,74.3,1,,3B,Shumagin,Shumagin,3B,0,7.315
1929,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1929,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1929,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1929,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1929,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1929,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1929,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1929,4B,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1929,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1929,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1929,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1929,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1930,14-O,453,33.6,135,62,2,SE Alaska,SE-O,2C,0,301.245
1930,14-I,920,41.6,221,34,2,SE Alaska,SE-I,2C,0,611.8
1930,15-O,1601,37.7,425,48,2,SE Alaska,SE-O,2C,0,1064.665
1930,15-I,437,33,132,16,2,SE Alaska,SE-I,2C,0,290.605
1930,16-O,1430,40.1,357,51,2,SE Alaska,SE-O,2C,0,950.95
1930,16-I,1320,31.7,416,17,2,SE Alaska,SE-I,2C,0,877.8
1930,17-O,689,36.1,191,58,2,SE Alaska,SE-O,2C,0,458.185
1930,17-I,160,26.3,61,78,2,SE Alaska,SE-I,2C,0,106.4
1930,18-O,130,40.6,32,100,2,SE Alaska,SE-O,2C,0,86.45
1930,18-I,1393,44,317,15,2,SE Alaska,SE-I,2C,0,926.345
1930,18W,775,51,152,69,3A,Yakutat,Yakutat,3A,0,515.375
1930,19,953,47.4,201,52,3A,Yakutat,Yakutat,3A,0,633.745
1930,20,1515,58,261,60,3A,Yakutat,Yakutat,3A,0,1007.475
1930,21,902,57.1,158,67,3A,Yakutat,Yakutat,3A,0,599.83
1930,22,1047,58.8,178,44,3A,Yakutat,Yakutat,3A,0,696.255
1930,23,468,70.9,66,65,3A,Yakutat,Yakutat,3A,POW,311.22
1930,24,1937,59.4,326,42,3A,Kodiak,Kodiak,3A,POW,1288.105
1930,25,2642,64.3,411,53,3A,Kodiak,Kodiak,3A,0,1756.93
1930,26,3202,67.1,477,49,3A,Kodiak,Kodiak,3A,0,2129.33
1930,27,1792,56.7,316,64,3A,Kodiak,Kodiak,3A,0,1191.68
1930,28,2960,57.6,514,48,3A,Kodiak,Kodiak,3A,0,1968.4
1930,29,2401,67.4,356,72,3A,Chirikof,Chirikof,3A,0,1596.665
1930,30,3535,75.9,466,53,3A,Chirikof,Chirikof,3A,0,2350.775
1930,31,575,65.6,88,83,3A,Chirikof,Chirikof,3A,0,382.375
1930,32,888,64.4,138,67,3B,Shumagin,Shumagin,3B,0,590.52
1930,33,118,78.8,15,100,3B,Shumagin,Shumagin,3B,0,78.47
1930,34,140,87.2,16,100,3B,Shumagin,Shumagin,3B,0,93.1
1930,35,641,104.5,61,86,3B,Shumagin,Shumagin,3B,0,426.265
1930,36,663,106.6,62,85,3B,Shumagin,Shumagin,3B,0,440.895
1930,37,22,39.2,6,18,3B,Shumagin,Shumagin,3B,0,14.63
1930,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1930,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1930,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1930,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1930,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1930,4A,4,85.1,0,0,4,Bering Sea,Bering Sea,4,0,2.66
1930,4B,98,110.9,9,86,4,Bering Sea,Bering Sea,4,0,65.17
1930,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1930,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1930,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1930,4E,1,12.8,1,100,4,Bering Sea,Bering Sea,4,0,0.665
1931,14-O,402,39.4,102,62,2,SE Alaska,SE-O,2C,0,267.33
1931,14-I,1006,44.3,227,28,2,SE Alaska,SE-I,2C,0,668.99
1931,15-O,1250,45.6,274,63,2,SE Alaska,SE-O,2C,0,831.25
1931,15-I,247,36.8,67,38,2,SE Alaska,SE-I,2C,0,164.255
1931,16-O,1478,44.5,332,57,2,SE Alaska,SE-O,2C,0,982.87
1931,16-I,943,33.9,278,48,2,SE Alaska,SE-I,2C,0,627.095
1931,17-O,595,41.3,144,81,2,SE Alaska,SE-O,2C,0,395.675
1931,17-I,164,32.9,50,93,2,SE Alaska,SE-I,2C,0,109.06
1931,18-O,174,49.1,35,100,2,SE Alaska,SE-O,2C,0,115.71
1931,18-I,1115,46.9,238,14,2,SE Alaska,SE-I,2C,0,741.475
1931,18W,831,57.7,144,76,3A,Yakutat,Yakutat,3A,0,552.615
1931,19,1181,59.9,197,61,3A,Yakutat,Yakutat,3A,0,785.365
1931,20,1216,59.9,203,70,3A,Yakutat,Yakutat,3A,0,808.64
1931,21,891,64.1,139,65,3A,Yakutat,Yakutat,3A,0,592.515
1931,22,475,75.4,63,82,3A,Yakutat,Yakutat,3A,0,315.875
1931,23,517,83.4,62,70,3A,Yakutat,Yakutat,3A,POW,343.805
1931,24,788,62.5,126,53,3A,Kodiak,Kodiak,3A,POW,524.02
1931,25,2119,75.1,282,59,3A,Kodiak,Kodiak,3A,0,1409.135
1931,26,2101,80.5,261,70,3A,Kodiak,Kodiak,3A,0,1397.165
1931,27,2406,74,325,48,3A,Kodiak,Kodiak,3A,0,1599.99
1931,28,2099,70.7,297,69,3A,Kodiak,Kodiak,3A,0,1395.835
1931,29,2210,72.1,307,78,3A,Chirikof,Chirikof,3A,0,1469.65
1931,30,1966,87,226,69,3A,Chirikof,Chirikof,3A,0,1307.39
1931,31,183,76.3,24,100,3A,Chirikof,Chirikof,3A,0,121.695
1931,32,823,67.6,121,71,3B,Shumagin,Shumagin,3B,0,547.295
1931,33,89,79.9,11,100,3B,Shumagin,Shumagin,3B,0,59.185
1931,34,489,84.8,58,93,3B,Shumagin,Shumagin,3B,0,325.185
1931,35,911,89.8,101,91,3B,Shumagin,Shumagin,3B,0,605.815
1931,36,290,61.4,47,54,3B,Shumagin,Shumagin,3B,0,192.85
1931,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1931,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1931,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1931,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1931,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1931,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1931,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1931,4B,101,43.5,23,6,4,Bering Sea,Bering Sea,4,0,67.165
1931,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1931,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1931,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1931,4E,1,12.5,1,50,4,Bering Sea,Bering Sea,4,0,0.665
1932,14-O,354,47.8,74,75,2,SE Alaska,SE-O,2C,0,235.41
1932,14-I,783,53.3,147,19,2,SE Alaska,SE-I,2C,0,520.695
1932,15-O,1047,50.8,206,67,2,SE Alaska,SE-O,2C,0,696.255
1932,15-I,179,40.5,44,50,2,SE Alaska,SE-I,2C,0,119.035
1932,16-O,1415,54.6,259,72,2,SE Alaska,SE-O,2C,0,940.975
1932,16-I,1329,42.4,313,55,2,SE Alaska,SE-I,2C,0,883.785
1932,17-O,821,52.3,157,85,2,SE Alaska,SE-O,2C,0,545.965
1932,17-I,387,40.1,97,88,2,SE Alaska,SE-I,2C,0,257.355
1932,18-O,224,59.9,37,100,2,SE Alaska,SE-O,2C,0,148.96
1932,18-I,1196,69.4,172,45,2,SE Alaska,SE-I,2C,0,795.34
1932,18W,858,69.2,124,85,3A,Yakutat,Yakutat,3A,0,570.57
1932,19,918,66.5,138,81,3A,Yakutat,Yakutat,3A,0,610.47
1932,20,1792,75.3,238,76,3A,Yakutat,Yakutat,3A,0,1191.68
1932,21,847,77.6,109,82,3A,Yakutat,Yakutat,3A,0,563.255
1932,22,996,85.9,116,65,3A,Yakutat,Yakutat,3A,0,662.34
1932,23,386,82.1,47,82,3A,Yakutat,Yakutat,3A,POW,256.69
1932,24,1257,86.7,145,67,3A,Kodiak,Kodiak,3A,POW,835.905
1932,25,3027,84.1,360,69,3A,Kodiak,Kodiak,3A,0,2012.955
1932,26,2424,87.4,277,69,3A,Kodiak,Kodiak,3A,0,1611.96
1932,27,1943,82.7,235,76,3A,Kodiak,Kodiak,3A,0,1292.095
1932,28,2262,86.3,262,71,3A,Kodiak,Kodiak,3A,0,1504.23
1932,29,1720,81,212,82,3A,Chirikof,Chirikof,3A,0,1143.8
1932,30,1930,101.6,190,72,3A,Chirikof,Chirikof,3A,0,1283.45
1932,31,262,81.9,32,91,3A,Chirikof,Chirikof,3A,0,174.23
1932,32,520,79.8,65,73,3B,Shumagin,Shumagin,3B,0,345.8
1932,33,64,102.1,6,91,3B,Shumagin,Shumagin,3B,0,42.56
1932,34,286,93.6,31,51,3B,Shumagin,Shumagin,3B,0,190.19
1932,35,107,73.6,15,93,3B,Shumagin,Shumagin,3B,0,71.155
1932,36,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1932,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1932,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1932,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1932,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1932,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1932,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1932,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1932,4B,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1932,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1932,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1932,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1932,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1933,14-O,541,55.8,97,72,2,SE Alaska,SE-O,2C,0,359.765
1933,14-I,718,50.6,142,11,2,SE Alaska,SE-I,2C,0,477.47
1933,15-O,840,51.5,163,81,2,SE Alaska,SE-O,2C,0,558.6
1933,15-I,178,50.3,35,57,2,SE Alaska,SE-I,2C,0,118.37
1933,16-O,1361,53.8,253,57,2,SE Alaska,SE-O,2C,0,905.065
1933,16-I,1478,43.1,343,42,2,SE Alaska,SE-I,2C,0,982.87
1933,17-O,831,50.4,165,80,2,SE Alaska,SE-O,2C,0,552.615
1933,17-I,282,41.3,68,95,2,SE Alaska,SE-I,2C,0,187.53
1933,18-O,258,56.3,46,79,2,SE Alaska,SE-O,2C,0,171.57
1933,18-I,1666,74.5,224,34,2,SE Alaska,SE-I,2C,0,1107.89
1933,18W,1063,63.7,167,87,3A,Yakutat,Yakutat,3A,0,706.895
1933,19,1334,68.1,196,87,3A,Yakutat,Yakutat,3A,0,887.11
1933,20,1927,68.6,281,71,3A,Yakutat,Yakutat,3A,0,1281.455
1933,21,897,84.6,106,79,3A,Yakutat,Yakutat,3A,0,596.505
1933,22,1252,90.7,138,81,3A,Yakutat,Yakutat,3A,0,832.58
1933,23,660,90.9,73,87,3A,Yakutat,Yakutat,3A,POW,438.9
1933,24,1543,87.2,177,79,3A,Kodiak,Kodiak,3A,POW,1026.095
1933,25,3784,85.2,444,82,3A,Kodiak,Kodiak,3A,0,2516.36
1933,26,2990,92.6,323,79,3A,Kodiak,Kodiak,3A,0,1988.35
1933,27,1960,79,248,74,3A,Kodiak,Kodiak,3A,0,1303.4
1933,28,2149,88.1,244,81,3A,Kodiak,Kodiak,3A,0,1429.085
1933,29,2065,93.5,221,82,3A,Chirikof,Chirikof,3A,0,1373.225
1933,30,1234,98.6,125,72,3A,Chirikof,Chirikof,3A,0,820.61
1933,31,238,78.8,30,73,3A,Chirikof,Chirikof,3A,0,158.27
1933,32,298,79.1,38,89,3B,Shumagin,Shumagin,3B,0,198.17
1933,33,18,67.7,3,50,3B,Shumagin,Shumagin,3B,0,11.97
1933,34,18,88.2,2,78,3B,Shumagin,Shumagin,3B,0,11.97
1933,35,76,78.8,10,0,3B,Shumagin,Shumagin,3B,0,50.54
1933,36,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1933,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1933,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1933,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1933,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1933,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1933,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1933,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1933,4B,18,75,2,100,4,Bering Sea,Bering Sea,4,0,11.97
1933,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1933,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1933,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1933,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1934,14-O,380,64.4,59,90,2,SE Alaska,SE-O,2C,0,252.7
1934,14-I,901,81.9,110,23,2,SE Alaska,SE-I,2C,0,599.165
1934,15-O,1139,68.6,166,79,2,SE Alaska,SE-O,2C,0,757.435
1934,15-I,366,56,65,30,2,SE Alaska,SE-I,2C,0,243.39
1934,16-O,1373,69.3,198,62,2,SE Alaska,SE-O,2C,0,913.045
1934,16-I,1290,52.2,247,60,2,SE Alaska,SE-I,2C,0,857.85
1934,17-O,708,57.3,124,49,2,SE Alaska,SE-O,2C,0,470.82
1934,17-I,205,47,44,84,2,SE Alaska,SE-I,2C,0,136.325
1934,18-O,107,69.2,15,100,2,SE Alaska,SE-O,2C,0,71.155
1934,18-I,1166,73.3,159,40,2,SE Alaska,SE-I,2C,0,775.39
1934,18W,1309,70.4,186,80,3A,Yakutat,Yakutat,3A,0,870.485
1934,19,1594,70.2,227,71,3A,Yakutat,Yakutat,3A,0,1060.01
1934,20,1585,66.3,239,79,3A,Yakutat,Yakutat,3A,0,1054.025
1934,21,954,80.2,119,80,3A,Yakutat,Yakutat,3A,0,634.41
1934,22,876,83.4,105,68,3A,Yakutat,Yakutat,3A,0,582.54
1934,23,325,90.4,36,86,3A,Yakutat,Yakutat,3A,POW,216.125
1934,24,1073,87.7,122,70,3A,Kodiak,Kodiak,3A,POW,713.545
1934,25,3466,87.1,398,74,3A,Kodiak,Kodiak,3A,0,2304.89
1934,26,2548,97.6,261,80,3A,Kodiak,Kodiak,3A,0,1694.42
1934,27,2838,88.7,320,82,3A,Kodiak,Kodiak,3A,0,1887.27
1934,28,2417,92.6,261,92,3A,Kodiak,Kodiak,3A,0,1607.305
1934,29,2756,88.4,312,89,3A,Chirikof,Chirikof,3A,0,1832.74
1934,30,1450,140.6,103,77,3A,Chirikof,Chirikof,3A,0,964.25
1934,31,180,88.2,20,99,3A,Chirikof,Chirikof,3A,0,119.7
1934,32,198,91.8,22,64,3B,Shumagin,Shumagin,3B,0,131.67
1934,33,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1934,34,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1934,35,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1934,36,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1934,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1934,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1934,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1934,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1934,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1934,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1934,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1934,4B,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1934,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1934,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1934,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1934,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1935,14-O,327,64.1,51,98,2,SE Alaska,SE-O,2C,0,217.455
1935,14-I,908,75.7,120,32,2,SE Alaska,SE-I,2C,0,603.82
1935,15-O,1684,81.4,207,79,2,SE Alaska,SE-O,2C,0,1119.86
1935,15-I,339,57.2,59,32,2,SE Alaska,SE-I,2C,0,225.435
1935,16-O,1116,72,155,59,2,SE Alaska,SE-O,2C,0,742.14
1935,16-I,1132,55,206,51,2,SE Alaska,SE-I,2C,0,752.78
1935,17-O,392,59.6,66,41,2,SE Alaska,SE-O,2C,0,260.68
1935,17-I,203,53.6,38,100,2,SE Alaska,SE-I,2C,0,134.995
1935,18-O,145,68.4,21,94,2,SE Alaska,SE-O,2C,0,96.425
1935,18-I,1332,70.3,189,40,2,SE Alaska,SE-I,2C,0,885.78
1935,18W,1933,73.2,264,86,3A,Yakutat,Yakutat,3A,0,1285.445
1935,19,2151,84.4,255,64,3A,Yakutat,Yakutat,3A,0,1430.415
1935,20,1599,73.7,217,87,3A,Yakutat,Yakutat,3A,0,1063.335
1935,21,687,100.5,68,86,3A,Yakutat,Yakutat,3A,0,456.855
1935,22,1333,118,113,55,3A,Yakutat,Yakutat,3A,0,886.445
1935,23,731,205.9,36,100,3A,Yakutat,Yakutat,3A,POW,486.115
1935,24,1467,125.4,117,74,3A,Kodiak,Kodiak,3A,POW,975.555
1935,25,3465,107.4,323,83,3A,Kodiak,Kodiak,3A,0,2304.225
1935,26,2192,105.8,207,70,3A,Kodiak,Kodiak,3A,0,1457.68
1935,27,2143,94.4,227,97,3A,Kodiak,Kodiak,3A,0,1425.095
1935,28,2262,93,243,82,3A,Kodiak,Kodiak,3A,0,1504.23
1935,29,2580,94.2,274,79,3A,Chirikof,Chirikof,3A,0,1715.7
1935,30,1010,134.6,75,69,3A,Chirikof,Chirikof,3A,0,671.65
1935,31,88,122.6,7,90,3A,Chirikof,Chirikof,3A,0,58.52
1935,32,143,105.7,14,39,3B,Shumagin,Shumagin,3B,0,95.095
1935,33,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1935,34,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1935,35,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1935,36,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1935,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1935,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1935,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1935,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1935,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1935,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1935,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1935,4B,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1935,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1935,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1935,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1935,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1936,14-O,484,58.3,83,71,2,SE Alaska,SE-O,2C,0,321.86
1936,14-I,1003,78.4,128,19,2,SE Alaska,SE-I,2C,0,666.995
1936,15-O,1696,65.5,259,57,2,SE Alaska,SE-O,2C,0,1127.84
1936,15-I,535,70.6,76,31,2,SE Alaska,SE-I,2C,0,355.775
1936,16-O,1101,68.4,161,59,2,SE Alaska,SE-O,2C,0,732.165
1936,16-I,1379,59,234,59,2,SE Alaska,SE-I,2C,0,917.035
1936,17-O,485,55.7,87,41,2,SE Alaska,SE-O,2C,0,322.525
1936,17-I,578,49.5,117,45,2,SE Alaska,SE-I,2C,0,384.37
1936,18-O,58,69.2,8,100,2,SE Alaska,SE-O,2C,0,38.57
1936,18-I,1434,78.9,182,57,2,SE Alaska,SE-I,2C,0,953.61
1936,18W,3016,81.5,370,69,3A,Yakutat,Yakutat,3A,0,2005.64
1936,19,1651,80.9,204,92,3A,Yakutat,Yakutat,3A,0,1097.915
1936,20,1684,74.2,227,86,3A,Yakutat,Yakutat,3A,0,1119.86
1936,21,897,81.2,110,76,3A,Yakutat,Yakutat,3A,0,596.505
1936,22,1182,104.6,113,76,3A,Yakutat,Yakutat,3A,0,786.03
1936,23,614,115.5,53,84,3A,Yakutat,Yakutat,3A,POW,408.31
1936,24,1532,98.8,155,81,3A,Kodiak,Kodiak,3A,POW,1018.78
1936,25,3112,105.1,296,84,3A,Kodiak,Kodiak,3A,0,2069.48
1936,26,2239,104.6,214,81,3A,Kodiak,Kodiak,3A,0,1488.935
1936,27,2045,90.9,225,96,3A,Kodiak,Kodiak,3A,0,1359.925
1936,28,2116,98,216,95,3A,Kodiak,Kodiak,3A,0,1407.14
1936,29,3159,106.4,297,84,3A,Chirikof,Chirikof,3A,0,2100.735
1936,30,2013,143,141,84,3A,Chirikof,Chirikof,3A,0,1338.645
1936,31,197,154.6,13,77,3A,Chirikof,Chirikof,3A,0,131.005
1936,32,147,110.3,13,100,3B,Shumagin,Shumagin,3B,0,97.755
1936,33,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1936,34,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1936,35,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1936,36,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1936,37,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1936,38,NA,NA,NA,NA,3B,Shumagin,Shumagin,3B,0,NA
1936,39,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1936,40,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1936,41,NA,NA,NA,NA,3B,Aleutian,Aleutian,3B,0,NA
1936,42+,NA,NA,NA,NA,3C,Aleutian,Aleutian,3C,0,NA
1936,4A,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1936,4B,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1936,4C,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1936,4DE,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1936,4DW,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1936,4E,NA,NA,NA,NA,4,Bering Sea,Bering Sea,4,0,NA
1937,14-O,487,56,87,49,2,SE Alaska,SE-O,2C,0,323.855
1937,14-I,983,72.8,135,22,2,SE Alaska,SE-I,2C,0,653.695
1937,15-O,989,62.6,158,43,2,SE Alaska,SE-O,2C,0,657.685
1937,15-I,460,54.9,84,20,2,SE Alaska,SE-I,2C,0,305.9
1937,16-O,1032,65.3,158,32,2,SE Alaska,SE-O,2C,0,686.28
1937,16-I,1525,57.1,267,58,2,SE Alaska,SE-I,2C,0,1014.125
1937,17-O,342,53.8,64,50,2,SE Alaska,SE-O,2C,0,227.43
1937,17-I,649,53.2,122,42,2,SE Alaska,SE-I,2C,0,431.585
1937,18-O,175,70.2,25,56,2,SE Alaska,SE-O,2C,0,116.375
1937,18-I,1228,81,152,36,2,SE Alaska,SE-I,2C,0,816.62
1937,18W,3276,85.8,382,61,3A,Yakutat,Yakutat,3A,0,2178.54
1937,19,870,82.9,105,96,3A,Yakutat,Yakutat,3A,0,578.55
1937,20,1476,79.8,185,80,3A,Yakutat,Yakutat,3A,0,981.54
1937,21,925,91.6,101,83,3A,Yakutat,Yakutat,3A,0,615.125
