DOL Year,Mgt Area,CFEC Fishery Code,Gear Code and Name,Whole Weight (sum)
2018,NSEI,B06B,61 - Longline,2270859.468
2018,NSEI,B61B,61 - Longline,56550.312
2018,NSEO,B06B,61 - Longline,342261.137
2018,NSEO,B61B,61 - Longline,17998.7976
2018,SSEI,9999,61 - Longline,41511.2293
2018,SSEI,B06B,61 - Longline,770599.14
2018,SSEI,B61B,61 - Longline,3816.12
2018,SSEO,B06B,61 - Longline,408143.6334
2018,SSEO,B61B,61 - Longline,15202.152
2018,SSEO,C61B,61 - Longline,7757
2019,CSEO,B06B,61 - Longline,676510.6249
2019,CSEO,B61B,61 - Longline,4798.08
2019,CSEO,C61B,61 - Longline,3146
2019,EYKT,B06B,61 - Longline,1238898.734
2019,EYKT,B61B,61 - Longline,196685.8448
2019,EYKT,C61B,61 - Longline,790
2019,NSEI,B06B,61 - Longline,2297051.817
2019,NSEI,B61B,61 - Longline,59591.988
2019,NSEO,B06B,61 - Longline,453372.4006
2019,NSEO,B61B,61 - Longline,10115.952
2019,NSEO,C61B,61 - Longline,13
2019,SSEI,9999,61 - Longline,36776.448
2019,SSEI,B06B,61 - Longline,787718.2675
2019,SSEI,B61B,61 - Longline,5149.704
2019,SSEO,B06B,61 - Longline,386651.0965
2019,SSEO,B61B,61 - Longline,11498.34
2019,SSEO,C61B,61 - Longline,4343
2020,CSEO,B06B,61 - Longline,631205.398
2020,CSEO,B61B,61 - Longline,18182.136
2020,EYKT,B06B,61 - Longline,1060291.649
2020,EYKT,B61B,61 - Longline,165962.8824
2020,NSEI,B06B,61 - Longline,2271022.153
2020,NSEI,B61B,61 - Longline,53684.952
2020,NSEO,B06B,61 - Longline,488187.2402
2020,NSEO,B61B,61 - Longline,2745.96
2020,NSEO,C61B,61 - Longline,
2020,SSEI,9999,61 - Longline,32158.896
2020,SSEI,B06B,61 - Longline,600850.4557
2020,SSEO,B06B,61 - Longline,357816.9838
2020,SSEO,B61B,61 - Longline,19098.24
2021,CSEO,B06B,61 - Longline,599273.9843
2021,CSEO,B61B,61 - Longline,25899.048
2021,CSEO,C61B,61 - Longline,8870
2021,EYKT,B06B,61 - Longline,1592173.248
2021,EYKT,B61B,61 - Longline,209043.3864
2021,EYKT,C61B,61 - Longline,1849
2021,NSEI,B06B,61 - Longline,2470705.712
2021,NSEI,B61B,61 - Longline,56239.3776
2021,NSEO,B06B,61 - Longline,493936.0661
2021,NSEO,B61B,61 - Longline,778.512
2021,NSEO,C61B,61 - Longline,3030
2021,SSEI,9999,61 - Longline,36521.856
2021,SSEI,B06B,61 - Longline,615710.8835
2021,SSEI,B61B,61 - Longline,6016.8864
2021,SSEO,B06B,61 - Longline,294823.8817
2021,SSEO,B61B,61 - Longline,4193.616
2021,SSEO,C50B,61 - Longline,
2021,SSEO,C61B,61 - Longline,4762
2022,CSEO,B06B,61 - Longline,551698.6288
2022,CSEO,B61B,61 - Longline,36318.1023
2022,CSEO,C50B,61 - Longline,
2022,CSEO,C61B,61 - Longline,38877
2022,EYKT,B06B,61 - Longline,1796859.358
2022,EYKT,B61B,61 - Longline,350793.678
2022,NSEI,B06B,61 - Longline,2422128.758
2022,NSEI,B61B,61 - Longline,17734.2
2022,NSEO,B06B,61 - Longline,333826.1276
2022,NSEO,B61B,61 - Longline,44331.0372
2022,SSEI,9999,61 - Longline,41705.664
2022,SSEI,B06B,61 - Longline,516793.3341
2022,SSEO,B06B,61 - Longline,450962.3745
2022,SSEO,B61B,61 - Longline,4534.4208
2022,SSEO,C51B,61 - Longline,350
2022,SSEO,C61B,61 - Longline,12412
2023,CSEO,B06B,61 - Longline,553865.6544
2023,CSEO,B61B,61 - Longline,36424.3656
2023,EYKT,B06B,61 - Longline,1428179.114
2023,EYKT,B61B,61 - Longline,206342.9916
2023,EYKT,C50B,61 - Longline,
2023,EYKT,C51B,61 - Longline,
2023,NSEI,B06B,61 - Longline,2229037.742
2023,NSEI,B61B,61 - Longline,21033.936
2023,NSEO,B06B,61 - Longline,260706.7358
2023,NSEO,B61B,61 - Longline,17514.168
2023,NSEO,C50B,61 - Longline,
2023,SSEI,9999,61 - Longline,50850.24
2023,SSEI,B06B,61 - Longline,667766.4504
2023,SSEO,B06B,61 - Longline,290521.238
2023,SSEO,B61B,61 - Longline,5069.6184
2024,CSEO,B06B,61 - Longline,487600.1878
2024,CSEO,B61B,61 - Longline,38532.816
2024,CSEO,C61B,61 - Longline,
2024,EYKT,B06B,61 - Longline,1098973.341
2024,EYKT,B61B,61 - Longline,191222.1036
2024,EYKT,C61B,61 - Longline,
2024,NSEI,B06B,61 - Longline,2249111.25
2024,NSEI,B61B,61 - Longline,23209.536
2024,NSEO,B06B,61 - Longline,274570.1915
2024,NSEO,B61B,61 - Longline,8702.4
2024,NSEO,C61B,61 - Longline,
2024,SSEI,9999,61 - Longline,51096
2024,SSEI,B06B,61 - Longline,554197.2091
2024,SSEO,B06B,61 - Longline,511625.1994
2024,SSEO,B61B,61 - Longline,19127.64
2024,SSEO,C61B,61 - Longline,
2025,CSEO,Y06A,61 - Longline,21.6
2025,EYKT,B06B,61 - Longline,5174.4
2025,NSEI,B06B,61 - Longline,74222.328
2025,NSEI,B61B,61 - Longline,3784.368
2025,NSEO,B06B,61 - Longline,13771.152
2025,SSEI,B06B,61 - Longline,35796.264
2025,SSEO,B06B,61 - Longline,90012.216
