"","year.landed","mgmt.area","permit.fishery","gear.description","round.lbs"
"1704",2013,"SSEI","9999","Longline",73321
"1705",2013,"SSEI","B05B","Hand troll",617
"1706",2013,"SSEI","B06B","Longline",616479
"1707",2013,"SSEI","B61B","Longline",4079
"1708",2013,"SSEI","S15B","Power gurdy troll",3272
"1709",2013,"SSEO","B06B","Longline",375685
"1710",2013,"SSEO","B61B","Longline",3249
"1711",2013,"SSEO","C61B","Longline",29
"1712",2013,"SSEO","M6AB","Longline",0
"1713",2013,"SSEO","S15B","Power gurdy troll",677
"1714",2014,"CSEO","B06B","Longline",699609
"1715",2014,"CSEO","B61B","Longline",44126
"1716",2014,"CSEO","C61B","Longline",1466
"1717",2014,"CSEO","S05B","Hand troll",220
"1718",2014,"CSEO","S15B","Power gurdy troll",2146
"1719",2014,"EYKT","B06B","Longline",1047332
"1720",2014,"EYKT","B61B","Longline",138676
"1721",2014,"EYKT","C61B","Longline",632
"1722",2014,"EYKT","I25B","Dinglebar troll",25
"1723",2014,"EYKT","S15B","Power gurdy troll",1837
"1724",2014,"NSEI","B05B","Hand troll",1379
"1725",2014,"NSEI","B06B","Longline",2020846
"1726",2014,"NSEI","B61B","Longline",46545
"1727",2014,"NSEI","C61A","Longline",0
"1728",2014,"NSEI","S15B","Power gurdy troll",2787
"1729",2014,"NSEO","B06B","Longline",431497
"1730",2014,"NSEO","B61B","Longline",23567
"1731",2014,"NSEO","I25B","Dinglebar troll",413
"1732",2014,"NSEO","S15B","Power gurdy troll",1302
"1733",2014,"SSEI","9999","Longline",106237
"1734",2014,"SSEI","9999","Power gurdy troll",45
"1735",2014,"SSEI","B05B","Hand troll",1114
"1736",2014,"SSEI","B06B","Longline",771691
"1737",2014,"SSEI","S05B","Hand troll",43
"1738",2014,"SSEI","S15B","Power gurdy troll",3548
"1739",2014,"SSEO","B06B","Longline",358347
"1740",2014,"SSEO","B61B","Longline",2579
"1741",2014,"SSEO","C61B","Longline",20
"1742",2014,"SSEO","S15B","Power gurdy troll",756
"1743",2015,"CSEO","B06B","Longline",788624
"1744",2015,"CSEO","B25B","Dinglebar troll",65
"1745",2015,"CSEO","B61B","Longline",54618
"1746",2015,"CSEO","C61B","Longline",448
"1747",2015,"CSEO","I25B","Dinglebar troll",105
"1748",2015,"CSEO","M6AB","Longline",0
"1749",2015,"CSEO","S15B","Power gurdy troll",2166
"1750",2015,"EYKT","B06B","Longline",1125354
"1751",2015,"EYKT","B61B","Longline",100170
"1752",2015,"EYKT","C06B","Longline",100
"1753",2015,"EYKT","C61B","Longline",498
"1754",2015,"EYKT","M6AB","Longline",0
"1755",2015,"EYKT","S15B","Power gurdy troll",395
"1756",2015,"NSEI","B05B","Hand troll",262
"1757",2015,"NSEI","B06B","Longline",2251873
"1758",2015,"NSEI","B61B","Longline",51602
"1759",2015,"NSEI","S05B","Hand troll",77
"1760",2015,"NSEI","S15B","Power gurdy troll",4378
"1761",2015,"NSEO","B06B","Longline",449697
"1762",2015,"NSEO","B61B","Longline",14320
"1763",2015,"NSEO","C61B","Longline",0
"1764",2015,"NSEO","S15B","Power gurdy troll",63
"1765",2015,"SSEI","9999","Longline",89491
"1766",2015,"SSEI","B06B","Longline",830951
"1767",2015,"SSEI","B61B","Longline",6743
"1768",2015,"SSEI","S05B","Hand troll",188
"1769",2015,"SSEI","S15B","Power gurdy troll",4063
"1770",2015,"SSEO","B06B","Longline",375306
"1771",2015,"SSEO","B61B","Longline",7350
"1772",2015,"SSEO","M6AB","Longline",0
"1773",2015,"SSEO","S15B","Power gurdy troll",1466
"1774",2016,"CSEO","B06B","Longline",715105
"1775",2016,"CSEO","B61B","Longline",64273
"1776",2016,"CSEO","C06B","Longline",20
"1777",2016,"CSEO","C61B","Longline",43
"1778",2016,"CSEO","S15B","Power gurdy troll",3154
"1779",2016,"EYKT","B06B","Longline",1073164
"1780",2016,"EYKT","B61B","Longline",185525
"1781",2016,"EYKT","C61B","Longline",1
"1782",2016,"EYKT","S15B","Power gurdy troll",161
"1783",2016,"NSEI","B05B","Hand troll",108
"1784",2016,"NSEI","B06B","Longline",2517070
"1785",2016,"NSEI","B61B","Longline",52730
"1786",2016,"NSEI","C61A","Longline",137
"1787",2016,"NSEI","S05B","Hand troll",42
"1788",2016,"NSEI","S15B","Power gurdy troll",3485
"1789",2016,"NSEO","B06B","Longline",421637
"1790",2016,"NSEO","B61B","Longline",27845
"1791",2016,"NSEO","C61B","Longline",1
"1792",2016,"NSEO","S15B","Power gurdy troll",1367
"1793",2016,"SSEI","9999","Longline",106325
"1794",2016,"SSEI","B05B","Hand troll",296
"1795",2016,"SSEI","B06B","Longline",1019434
"1796",2016,"SSEI","B26B","Mechanical jigs",395
"1797",2016,"SSEI","B61B","Longline",5293
"1798",2016,"SSEI","S15B","Power gurdy troll",2118
"1799",2016,"SSEO","B06B","Longline",372797
"1800",2016,"SSEO","B61B","Longline",941
"1801",2016,"SSEO","S15B","Power gurdy troll",1948
"1802",2017,"CSEO","B06B","Longline",899874
"1803",2017,"CSEO","B09B","Pot",138
"1804",2017,"CSEO","B25B","Dinglebar troll",31
"1805",2017,"CSEO","B61B","Longline",62544
"1806",2017,"CSEO","C61B","Longline",219
"1807",2017,"CSEO","S05B","Hand troll",56
"1808",2017,"CSEO","S15B","Power gurdy troll",3465
"1809",2017,"EYKT","B06B","Longline",975066
"1810",2017,"EYKT","B61B","Longline",188648
"1811",2017,"EYKT","C61B","Longline",30
"1812",2017,"EYKT","I25B","Dinglebar troll",265
"1813",2017,"EYKT","S15B","Power gurdy troll",48
"1814",2017,"NSEI","B06B","Longline",2149445
"1815",2017,"NSEI","B61B","Longline",49224
"1816",2017,"NSEI","S15B","Power gurdy troll",2539
"1817",2017,"NSEO","B06B","Longline",106638
"1818",2017,"NSEO","B09B","Pot",238
"1819",2017,"NSEO","B61B","Longline",7804
"1820",2017,"NSEO","B91B","Pot",346
"1821",2017,"NSEO","C61B","Longline",38
"1822",2017,"NSEO","S05B","Hand troll",93
"1823",2017,"NSEO","S15B","Power gurdy troll",2624
"1824",2017,"SSEI","9998","Longline",492
"1825",2017,"SSEI","9999","Longline",86259
"1826",2017,"SSEI","B06B","Longline",959744
"1827",2017,"SSEI","B26B","Mechanical jigs",385
"1828",2017,"SSEI","B61B","Longline",5455
"1829",2017,"SSEI","S05B","Hand troll",150
"1830",2017,"SSEI","S15B","Power gurdy troll",3115
"1831",2017,"SSEO","B06B","Longline",447504
"1832",2017,"SSEO","B09B","Pot",91
"1833",2017,"SSEO","B61B","Longline",4826
"1834",2017,"SSEO","C61B","Longline",3
"1835",2017,"SSEO","S15B","Power gurdy troll",40
"1836",2018,"CSEO","B06B","Longline",741223
"1837",2018,"CSEO","B09B","Pot",136
"1838",2018,"CSEO","B61B","Longline",21369
"1839",2018,"CSEO","C61B","Longline",6506
"1840",2018,"CSEO","S05B","Hand troll",76
"1841",2018,"CSEO","S15B","Power gurdy troll",3076
"1842",2018,"EYKT","B06B","Longline",1133921
"1843",2018,"EYKT","B09B","Pot",1403
"1844",2018,"EYKT","B25B","Dinglebar troll",897
"1845",2018,"EYKT","B61B","Longline",187746
"1846",2018,"EYKT","B91B","Pot",951
"1847",2018,"EYKT","C61B","Longline",494
"1848",2018,"EYKT","S15B","Power gurdy troll",1351
"1849",2018,"NSEI","B06B","Longline",2270850
"1850",2018,"NSEI","B61B","Longline",56551
"1851",2018,"NSEI","S15B","Power gurdy troll",717
"1852",2018,"NSEO","B06B","Longline",296457
"1853",2018,"NSEO","B61B","Longline",17998
"1854",2018,"NSEO","S15B","Power gurdy troll",2271
"1855",2018,"SSEI","9999","Longline",41510
"1856",2018,"SSEI","B06B","Longline",770602
"1857",2018,"SSEI","B26B","Mechanical jigs",359
"1858",2018,"SSEI","B61B","Longline",3816
"1859",2018,"SSEI","S15B","Power gurdy troll",1068
"1860",2018,"SSEO","B06B","Longline",408145
"1861",2018,"SSEO","B09B","Pot",1211
"1862",2018,"SSEO","B61B","Longline",15201
"1863",2018,"SSEO","C61B","Longline",7757
"1864",2018,"SSEO","S15B","Power gurdy troll",1654
"1865",2019,"CSEO","B06B","Longline",676511
"1866",2019,"CSEO","B09B","Pot",598
"1867",2019,"CSEO","B61B","Longline",4799
"1868",2019,"CSEO","C09B","Pot",10
"1869",2019,"CSEO","C61B","Longline",3146
"1870",2019,"CSEO","I05B","Hand troll",72
"1871",2019,"CSEO","I25B","Dinglebar troll",83
"1872",2019,"CSEO","S15B","Power gurdy troll",3264
"1873",2019,"EYKT","B06B","Longline",1238895
"1874",2019,"EYKT","B09B","Pot",445
"1875",2019,"EYKT","B61B","Longline",196688
"1876",2019,"EYKT","C09B","Pot",14
"1877",2019,"EYKT","C61B","Longline",790
"1878",2019,"EYKT","I25B","Dinglebar troll",481
"1879",2019,"EYKT","S15B","Power gurdy troll",2846
"1880",2019,"NSEI","B06B","Longline",2297067
"1881",2019,"NSEI","B61B","Longline",59593
"1882",2019,"NSEI","S15B","Power gurdy troll",1265
"1883",2019,"NSEO","B06B","Longline",359317
"1884",2019,"NSEO","B09B","Pot",559
"1885",2019,"NSEO","B61B","Longline",10116
"1886",2019,"NSEO","C09B","Pot",55
"1887",2019,"NSEO","C61B","Longline",13
"1888",2019,"NSEO","S15B","Power gurdy troll",1523
"1889",2019,"SSEI","9999","Longline",36777
"1890",2019,"SSEI","B06B","Longline",787714
"1891",2019,"SSEI","B61B","Longline",5150
"1892",2019,"SSEI","S15B","Power gurdy troll",800
"1893",2019,"SSEO","B06B","Longline",386653
"1894",2019,"SSEO","B09B","Pot",69
"1895",2019,"SSEO","B61B","Longline",11499
"1896",2019,"SSEO","C61B","Longline",4343
"1897",2019,"SSEO","I25B","Dinglebar troll",205
"1898",2019,"SSEO","S15B","Power gurdy troll",949
"1899",2020,"CSEO","B06B","Longline",631197
"1900",2020,"CSEO","B09B","Pot",339
"1901",2020,"CSEO","B61B","Longline",18182
"1902",2020,"CSEO","B91B","Pot",737
"1903",2020,"CSEO","I25B","Dinglebar troll",1095
"1904",2020,"CSEO","S15B","Power gurdy troll",5309
"1905",2020,"EYKT","B06B","Longline",1060293
"1906",2020,"EYKT","B09B","Pot",13
"1907",2020,"EYKT","B61B","Longline",155359
"1908",2020,"EYKT","B91B","Pot",291
"1909",2020,"EYKT","I25B","Dinglebar troll",1129
"1910",2020,"EYKT","S15B","Power gurdy troll",2388
"1911",2020,"NSEI","B06B","Longline",2271024
"1912",2020,"NSEI","B61B","Longline",53685
"1913",2020,"NSEI","S15B","Power gurdy troll",1321
"1914",2020,"NSEO","B06B","Longline",487437
"1915",2020,"NSEO","B09B","Pot",2130
"1916",2020,"NSEO","B61B","Longline",2746
"1917",2020,"NSEO","B91B","Pot",7
"1918",2020,"NSEO","C61B","Longline",0
"1919",2020,"NSEO","S15B","Power gurdy troll",4437
"1920",2020,"SSEI","9999","Longline",32158
"1921",2020,"SSEI","B05B","Hand troll",1104
"1922",2020,"SSEI","B06B","Longline",600859
"1923",2020,"SSEI","B25B","Dinglebar troll",4077
"1924",2020,"SSEI","S05B","Hand troll",79
"1925",2020,"SSEI","S15B","Power gurdy troll",2121
"1926",2020,"SSEO","B06B","Longline",357823
"1927",2020,"SSEO","B09B","Pot",228
"1928",2020,"SSEO","B25B","Dinglebar troll",8105
"1929",2020,"SSEO","B61B","Longline",19097
"1930",2020,"SSEO","I25B","Dinglebar troll",5401
"1931",2020,"SSEO","S15B","Power gurdy troll",1120
"1932",2021,"CSEO","B06B","Longline",599268
"1933",2021,"CSEO","B09B","Pot",1760
"1934",2021,"CSEO","B61B","Longline",25899
"1935",2021,"CSEO","B91B","Pot",286
"1936",2021,"CSEO","C50B","Pot",0
"1937",2021,"CSEO","C61B","Longline",8870
"1938",2021,"CSEO","C91B","Pot",0
"1939",2021,"CSEO","I25B","Dinglebar troll",296
"1940",2021,"CSEO","S15B","Power gurdy troll",3049
"1941",2021,"EYKT","B06B","Longline",1592180
"1942",2021,"EYKT","B09B","Pot",2088
"1943",2021,"EYKT","B61B","Longline",203867
"1944",2021,"EYKT","B91B","Pot",187
"1945",2021,"EYKT","C50B","Pot",5
"1946",2021,"EYKT","C61B","Longline",1849
"1947",2021,"EYKT","I25B","Dinglebar troll",494
"1948",2021,"EYKT","S15B","Power gurdy troll",1869
"1949",2021,"NSEI","B05B","Hand troll",4379
"1950",2021,"NSEI","B06B","Longline",2470720
"1951",2021,"NSEI","B61B","Longline",56240
"1952",2021,"NSEI","S05B","Hand troll",199
"1953",2021,"NSEI","S15B","Power gurdy troll",1327
"1954",2021,"NSEO","B06B","Longline",493938
"1955",2021,"NSEO","B09B","Pot",188
"1956",2021,"NSEO","B61B","Longline",779
"1957",2021,"NSEO","B91B","Pot",83
"1958",2021,"NSEO","C50B","Pot",2
"1959",2021,"NSEO","C61B","Longline",3030
"1960",2021,"NSEO","S05B","Hand troll",16
"1961",2021,"NSEO","S15B","Power gurdy troll",3659
"1962",2021,"SEO","B61B","Longline",5175
"1963",2021,"SSEI","9999","Longline",36523
"1964",2021,"SSEI","B05B","Hand troll",562
"1965",2021,"SSEI","B06B","Longline",615718
"1966",2021,"SSEI","B25B","Dinglebar troll",11508
"1967",2021,"SSEI","B61B","Longline",6017
"1968",2021,"SSEI","S15B","Power gurdy troll",5376
"1969",2021,"SSEO","B06B","Longline",294827
"1970",2021,"SSEO","B09B","Pot",760
"1971",2021,"SSEO","B25B","Dinglebar troll",10595
"1972",2021,"SSEO","B61B","Longline",4194
"1973",2021,"SSEO","B91B","Pot",136
"1974",2021,"SSEO","C50B","Longline",0
"1975",2021,"SSEO","C61B","Longline",5226
"1976",2021,"SSEO","I25B","Dinglebar troll",143
"1977",2021,"SSEO","S15B","Power gurdy troll",2790
"1978",2022,"CSEO","B06B","Longline",551701
"1979",2022,"CSEO","B09B","Pot",2146
"1980",2022,"CSEO","B25B","Dinglebar troll",4544
"1981",2022,"CSEO","B61B","Longline",36318
"1982",2022,"CSEO","B91B","Pot",126
"1983",2022,"CSEO","C50B","Longline",0
"1984",2022,"CSEO","C50B","Pot",11
"1985",2022,"CSEO","C51B","Pot",105
"1986",2022,"CSEO","C61B","Longline",38877
"1987",2022,"CSEO","S15B","Power gurdy troll",4653
"1988",2022,"EYKT","B06B","Longline",1796862
"1989",2022,"EYKT","B09B","Pot",2820
"1990",2022,"EYKT","B61B","Longline",348746
"1991",2022,"EYKT","B91B","Pot",455
"1992",2022,"EYKT","C50B","Pot",9
"1993",2022,"EYKT","I25B","Dinglebar troll",814
"1994",2022,"EYKT","S15B","Power gurdy troll",3428
"1995",2022,"NSEI","B05B","Hand troll",6150
"1996",2022,"NSEI","B06B","Longline",2422127
"1997",2022,"NSEI","B09B","Pot",104
"1998",2022,"NSEI","B61B","Longline",17734
"1999",2022,"NSEI","S15B","Power gurdy troll",2681
"2000",2022,"NSEO","B06B","Longline",333822
"2001",2022,"NSEO","B09B","Pot",1058
"2002",2022,"NSEO","B61B","Longline",44331
"2003",2022,"NSEO","B91B","Pot",1110
"2004",2022,"NSEO","S05B","Hand troll",13
"2005",2022,"NSEO","S15B","Power gurdy troll",4657
"2006",2022,"SEO","B61B","Longline",2052
"2007",2022,"SSEI","9999","Longline",41706
"2008",2022,"SSEI","B06B","Longline",516795
"2009",2022,"SSEI","B25B","Dinglebar troll",12484
"2010",2022,"SSEI","S05B","Hand troll",271
"2011",2022,"SSEI","S15B","Power gurdy troll",6371
"2012",2022,"SSEO","B06B","Longline",450966
"2013",2022,"SSEO","B09B","Pot",629
"2014",2022,"SSEO","B25B","Dinglebar troll",3285
"2015",2022,"SSEO","B61B","Longline",4534
"2016",2022,"SSEO","C50B","Pot",0
"2017",2022,"SSEO","C51B","Longline",350
"2018",2022,"SSEO","C61B","Longline",12412
"2019",2022,"SSEO","S15B","Power gurdy troll",4107
"2020",2023,"CSEO","B06B","Longline",553869
"2021",2023,"CSEO","B09B","Pot",2419
"2022",2023,"CSEO","B25B","Dinglebar troll",3785
"2023",2023,"CSEO","B61B","Longline",36426
"2024",2023,"CSEO","C50B","Pot",130
"2025",2023,"CSEO","S15B","Power gurdy troll",2896
"2026",2023,"EYKT","B06B","Longline",1411340
"2027",2023,"EYKT","B09B","Pot",1243
"2028",2023,"EYKT","B61B","Longline",206342
"2029",2023,"EYKT","B91B","Pot",354
"2030",2023,"EYKT","C50B","Longline",0
"2031",2023,"EYKT","C50B","Pot",113
"2032",2023,"EYKT","C51B","Longline",0
"2033",2023,"EYKT","C51B","Pot",0
"2034",2023,"EYKT","I25B","Dinglebar troll",206
"2035",2023,"EYKT","S15B","Power gurdy troll",2221
"2036",2023,"NSEI","B05B","Hand troll",5779
"2037",2023,"NSEI","B06B","Longline",2229036
"2038",2023,"NSEI","B09B","Pot",181
"2039",2023,"NSEI","B25B","Dinglebar troll",2760
"2040",2023,"NSEI","B61B","Longline",21033
"2041",2023,"NSEI","S15B","Power gurdy troll",291
"2042",2023,"NSEO","B06B","Longline",260703
"2043",2023,"NSEO","B09B","Pot",1617
"2044",2023,"NSEO","B61B","Longline",17514
"2045",2023,"NSEO","B91B","Pot",1480
"2046",2023,"NSEO","C50B","Longline",0
"2047",2023,"NSEO","C50B","Pot",470
"2048",2023,"NSEO","C51B","Pot",0
"2049",2023,"NSEO","S15B","Power gurdy troll",2455
"2050",2023,"SEO","B06B","Longline",16839
"2051",2023,"SSEI","9999","Longline",50846
"2052",2023,"SSEI","B06B","Longline",667754
"2053",2023,"SSEI","B25B","Dinglebar troll",4705
"2054",2023,"SSEI","S05B","Hand troll",136
"2055",2023,"SSEI","S15B","Power gurdy troll",1852
"2056",2023,"SSEO","B06B","Longline",290519
"2057",2023,"SSEO","B09B","Pot",1093
"2058",2023,"SSEO","B25B","Dinglebar troll",5495
"2059",2023,"SSEO","B61B","Longline",5070
"2060",2023,"SSEO","C51B","Pot",0
"2061",2023,"SSEO","C91B","Pot",26
"2062",2023,"SSEO","I25B","Dinglebar troll",178
"2063",2023,"SSEO","S15B","Power gurdy troll",2849
