Year,"IPHC
Regulatory Area","IPHC 
Statistical Area",Net wt (lb),Unique vessels
1991,2A ,010,8912,10
1991,2A ,020,69329,73
1991,2A ,030,8986,7
1991,2A ,040,6491,6
1991,2A ,050,256610,136
1991,2B ,060,280007,54
1991,2B ,070,116969,27
1991,2B ,080,231261,48
1991,2B ,081,69124,30
1991,2B ,090,189798,46
1991,2B ,091,762572,131
1991,2B ,092,31681,18
1991,2B ,100,141164,16
1991,2B ,102,577675,84
1991,2B ,103,31140,16
1991,2B ,110,143052,19
1991,2B ,111,69146,13
1991,2B ,112,720116,85
1991,2B ,113,601796,57
1991,2B ,114,84745,21
1991,2B ,120,96082,13
1991,2B ,121,121582,47
1991,2B ,122,54098,13
1991,2B ,130,487639,47
1991,2B ,131,469236,42
1991,2B ,132,807341,91
1991,2B ,133,368472,67
1991,2B ,134,165087,39
1991,2B ,135,550901,55
1991,2C ,140,54383,18
1991,2C ,141,105290,27
1991,2C ,142,49873,30
1991,2C ,143,319867,157
1991,2C ,144,54273,34
1991,2C ,150,500752,69
1991,2C ,151,899272,184
1991,2C ,152,410264,138
1991,2C ,153,63775,51
1991,2C ,160,1103040,196
1991,2C ,161,341500,59
1991,2C ,162,1404693,311
1991,2C ,163,123081,38
1991,2C ,170,1005962,270
1991,2C ,171,324281,131
1991,2C ,172,18856,6
1991,2C ,173,241876,73
1991,2C ,174,3381,5
1991,2C ,181,458189,101
1991,2C ,182,1066890,309
1991,2C ,183,137436,61
1991,3A ,185,1174178,142
1991,3A ,190,1040780,92
1991,3A ,200,1114252,112
1991,3A ,210,859337,36
1991,3A ,220,789954,59
1991,3A ,230,587230,33
1991,3A ,231,349069,104
1991,3A ,232,143258,95
1991,3A ,240,1322124,96
1991,3A ,241,446150,98
1991,3A ,242,280336,139
1991,3A ,250,3121441,160
1991,3A ,251,193446,84
1991,3A ,260,2310787,168
1991,3A ,261,1586487,584
1991,3A ,270,2982939,298
1991,3A ,271,830268,158
1991,3A ,272,40088,12
1991,3A ,280,2979858,168
1991,3A ,281,760637,108
1991,3B ,290,2293815,133
1991,3B ,291,760876,33
1991,3B ,300,3127859,132
1991,3B ,310,1603636,109
1991,3B ,320,2415016,176
1991,3B ,330,1041592,64
1991,3B ,340,691518,54
1991,4A ,350,502201,63
1991,4A ,360,479309,65
1991,4A ,370,56735,7
1991,4A ,380/390,114080,8
1991,4A ,Bering Sea,1102709,98
1991,4B ,400,205694,20
1991,4B ,410,181573,11
1991,4B ,420,187958,6
1991,4B ,440/450/490,77745,4
1991,4B ,Bering Sea,860452,54
1991,4CDE,Bering Sea,2218879,149
1990,2A ,009,1241,3
1990,2A ,010,11134,8
1990,2A ,020,47173,72
1990,2A ,030/040,15176,10
1990,2A ,050,250568,145
1990,2B ,060,159456,14
1990,2B ,070,277080,30
1990,2B ,080/081,170937,18
1990,2B ,090,133077,18
1990,2B ,091,480701,59
1990,2B ,092,7559,3
1990,2B ,100/102,1232547,86
1990,2B ,103,7095,6
1990,2B ,110,125830,12
1990,2B ,111,154019,6
1990,2B ,112,1104731,73
1990,2B ,113,532134,21
1990,2B ,114,39736,6
1990,2B ,120,147291,11
1990,2B ,121,379845,41
1990,2B ,122,48333,8
1990,2B ,130,788133,45
1990,2B ,131,571117,24
1990,2B ,132,845454,53
1990,2B ,133,474074,62
1990,2B ,134,93641,26
1990,2B ,135,788264,44
1990,2C ,140,179014,26
1990,2C ,141,109710,38
1990,2C ,142,60773,30
1990,2C ,143,139070,92
1990,2C ,144,39612,24
1990,2C ,150,661332,53
1990,2C ,151,1067059,147
1990,2C ,152,390312,106
1990,2C ,153,104025,58
1990,2C ,160,1789088,175
1990,2C ,161,579511,79
1990,2C ,162,1036476,224
1990,2C ,163,175674,38
1990,2C ,170,1296069,207
1990,2C ,171,201025,81
1990,2C ,172,19572,4
1990,2C ,173,271698,71
1990,2C ,174,9263,7
1990,2C ,181,469849,81
1990,2C ,182,994030,258
1990,2C ,183,112340,60
1990,3A ,185,1445269,198
1990,3A ,190,1233041,105
1990,3A ,200,1037175,104
1990,3A ,210,638836,30
1990,3A ,220,770263,48
1990,3A ,230,701626,69
1990,3A ,231,200991,70
1990,3A ,232,106896,66
1990,3A ,240,1861048,116
1990,3A ,241,411393,88
1990,3A ,242,185877,98
1990,3A ,250,4755356,227
1990,3A ,251,113292,56
1990,3A ,260,4267151,324
1990,3A ,261,2037403,673
1990,3A ,270,4022389,484
1990,3A ,271,322937,60
1990,3A ,272,128582,26
1990,3A ,280,4138790,201
1990,3A ,281,468989,63
1990,3B ,290,1366985,63
1990,3B ,291,605466,21
1990,3B ,300,2206761,84
1990,3B ,310,1539745,61
1990,3B ,320,1820466,111
1990,3B ,330,796763,51
1990,3B ,340,358109,38
1990,4A ,350,688630,58
1990,4A ,360,370500,31
1990,4A ,370,148357,6
1990,4A ,380/390,174288,7
1990,4A ,Bering Sea,1121506,62
1990,4B ,400,99843,10
1990,4B ,410,241336,14
1990,4B ,420/430,130375,4
1990,4B ,440/460,105626,4
1990,4B ,Bering Sea,755808,49
1990,4CDE,Bering Sea,1595127,198
1989,2A ,009,12054,5
1989,2A ,010,28531,11
1989,2A ,020,105546,92
1989,2A ,030,1261,6
1989,2A ,040,17727,7
1989,2A ,050,306336,186
1989,2B ,060,363603,22
1989,2B ,070,305154,21
1989,2B ,080,218891,20
1989,2B ,081,42908,7
1989,2B ,090,380504,24
1989,2B ,091/092,563450,49
1989,2B ,100,39491,3
1989,2B ,102,1223577,79
1989,2B ,103,17658,3
1989,2B ,110,114489,11
1989,2B ,111,253617,9
1989,2B ,112,1028438,77
1989,2B ,113,672971,22
1989,2B ,114,77060,13
1989,2B ,120,206583,12
1989,2B ,121,972782,71
1989,2B ,122,24816,11
1989,2B ,130,823855,32
1989,2B ,131,827711,16
1989,2B ,132,719454,47
1989,2B ,133,933892,91
1989,2B ,134,86369,21
1989,2B ,135,520309,27
1989,2C ,140,123885,21
1989,2C ,141,77042,27
1989,2C ,142,81371,31
1989,2C ,143,173179,94
1989,2C ,144,57106,25
1989,2C ,150,495573,54
1989,2C ,151,740862,142
1989,2C ,152,579097,182
1989,2C ,153,129512,75
1989,2C ,160,1138258,167
1989,2C ,161,440450,81
1989,2C ,162,1072935,256
1989,2C ,163,148285,43
1989,2C ,170,1439909,236
1989,2C ,171,351038,131
1989,2C ,172,27957,5
1989,2C ,173,277946,84
1989,2C ,174,36092,27
1989,2C ,181,596428,104
1989,2C ,182,1410851,305
1989,2C ,183,107752,70
1989,3A ,185,1563455,148
1989,3A ,190,1221130,77
1989,3A ,200,1022813,83
1989,3A ,210,670767,30
1989,3A ,220,498796,15
1989,3A ,230,882046,52
1989,3A ,231,60227,12
1989,3A ,232,71690,41
1989,3A ,240,1218076,56
1989,3A ,241,149930,39
1989,3A ,242,157424,54
1989,3A ,250,3488652,122
1989,3A ,251,186356,53
1989,3A ,260,5680465,243
1989,3A ,261,2634435,599
1989,3A ,270,7372241,439
1989,3A ,271,430074,65
1989,3A ,272,132749,20
1989,3A ,280,5840538,222
1989,3A ,281,322820,40
1989,3B ,290,1667991,54
1989,3B ,291,223612,9
1989,3B ,300,1919343,43
1989,3B ,310,1031049,41
1989,3B ,320,1496445,98
1989,3B ,330,855687,42
1989,3B ,340,619741,36
1989,4A ,350,232894,25
1989,4A ,360,155503,22
1989,4A ,370,118238,10
1989,4A ,380/390,134636,4
1989,4A ,Bering Sea,383714,42
1989,4B ,400,183485,9
1989,4B ,410,278065,13
1989,4B ,420,50917,3
1989,4B ,430,230897,8
1989,4B ,440/450,157490,4
1989,4B ,460/490,111365,5
1989,4B ,Bering Sea,1638358,56
1989,4CDE,Bering Sea,1258280,62
1988,2A ,009,3170,6
1988,2A ,010,60545,11
1988,2A ,020,94418,89
1988,2A ,030,38635,10
1988,2A ,040,35959,17
1988,2A ,050,253444,245
1988,2B ,060,159649,15
1988,2B ,070,121416,16
1988,2B ,080,221248,17
1988,2B ,081,40630,7
1988,2B ,090,265069,19
1988,2B ,091,870449,59
1988,2B ,092,6966,4
1988,2B ,100/102,1640077,77
1988,2B ,103,9214,4
1988,2B ,110,160259,8
1988,2B ,111,65687,3
1988,2B ,112,2051076,92
1988,2B ,113,260055,17
1988,2B ,114,30644,7
1988,2B ,120,186390,8
1988,2B ,121,1376912,81
1988,2B ,122,58663,11
1988,2B ,130,1027532,38
1988,2B ,131,705502,22
1988,2B ,132,1093286,46
1988,2B ,133,1587866,90
1988,2B ,134,175858,23
1988,2B ,135,738513,27
1988,2C ,140,116944,22
1988,2C ,141,138009,38
1988,2C ,142,79663,22
1988,2C ,143,348184,142
1988,2C ,144,22575,15
1988,2C ,150,472917,50
1988,2C ,151,513744,104
1988,2C ,152,860734,198
1988,2C ,153,101039,46
1988,2C ,160,1124049,120
1988,2C ,161,495635,79
1988,2C ,162,1188854,272
1988,2C ,163,262618,69
1988,2C ,170,1787023,257
1988,2C ,171,446817,134
1988,2C ,172,66733,10
1988,2C ,173,544651,117
1988,2C ,174,88137,31
1988,2C ,181,589363,86
1988,2C ,182,2010675,348
1988,2C ,183,105175,57
1988,3A ,185,1115494,124
1988,3A ,190,705787,43
1988,3A ,200,1099444,79
1988,3A ,210,608699,26
1988,3A ,220,373600,22
1988,3A ,230,263664,23
1988,3A ,231,171766,40
1988,3A ,232,103144,57
1988,3A ,240,842301,69
1988,3A ,241,364809,71
1988,3A ,242,297846,107
1988,3A ,250,3783909,180
1988,3A ,251,208335,78
1988,3A ,260,7214081,303
1988,3A ,261,4374010,713
1988,3A ,270,7105987,452
1988,3A ,271,450557,71
1988,3A ,272,145542,25
1988,3A ,280,8243543,209
1988,3A ,281,355238,45
1988,3B ,290,1622137,62
1988,3B ,291,221992,10
1988,3B ,300,1545643,54
1988,3B ,310,625998,30
1988,3B ,320,1589041,102
1988,3B ,330,622010,33
1988,3B ,340,837227,36
1988,4A ,350,306855,25
1988,4A ,360,443019,40
1988,4A ,370,66938,6
1988,4A ,380,243139,9
1988,4A ,Bering Sea,871154,71
1988,4B ,410,525315,16
1988,4B ,420,63648,4
1988,4B ,430/440/450,156773,5
1988,4B ,Bering Sea,846103,41
1988,4CDE,Bering Sea,1169658,59
1987,2A ,009,34036,5
1987,2A ,010,82092,95
1987,2A ,020,93513,95
1987,2A ,030,51712,30
1987,2A ,040,74322,21
1987,2A ,050,256748,233
1987,2B ,060,313349,30
1987,2B ,070,194175,21
1987,2B ,080,217656,23
1987,2B ,081,42951,11
1987,2B ,090,272957,20
1987,2B ,091,926554,81
1987,2B ,092,46607,5
1987,2B ,100,151527,5
1987,2B ,101/102,1289477,90
1987,2B ,103,42146,9
1987,2B ,110/111,166013,11
1987,2B ,112,1476945,91
1987,2B ,113,434991,21
1987,2B ,114,191672,24
1987,2B ,120,175304,13
1987,2B ,121,1594583,96
1987,2B ,122,12408,5
1987,2B ,130,1050140,51
1987,2B ,131,474489,19
1987,2B ,132,1254304,60
1987,2B ,133,1089283,96
1987,2B ,134,195066,34
1987,2B ,135,609851,31
1987,2C ,140,98221,13
1987,2C ,141,98367,29
1987,2C ,142,57004,17
1987,2C ,143,287617,112
1987,2C ,144,32612,22
1987,2C ,150,572721,37
1987,2C ,151,451533,94
1987,2C ,152,559245,151
1987,2C ,153,165043,67
1987,2C ,160,1383569,140
1987,2C ,161,477091,58
1987,2C ,162,1567437,246
1987,2C ,163,285200,72
1987,2C ,170,1070363,226
1987,2C ,171,280111,75
1987,2C ,172,23801,3
1987,2C ,173,563277,102
1987,2C ,174,104538,27
1987,2C ,181,594464,81
1987,2C ,182,1970586,314
1987,2C ,183,41832,21
1987,3A ,185,578249,92
1987,3A ,190,291512,19
1987,3A ,200,650829,72
1987,3A ,210,466623,21
1987,3A ,220,316361,24
1987,3A ,230,333811,38
1987,3A ,231,274211,72
1987,3A ,232,150241,82
1987,3A ,240,1445749,105
1987,3A ,241,313231,51
1987,3A ,242,338036,127
1987,3A ,250,4928263,293
1987,3A ,251,127092,50
1987,3A ,260,6901383,278
1987,3A ,261,1787702,487
1987,3A ,270,6480267,454
1987,3A ,271,268241,48
1987,3A ,272,41209,8
1987,3A ,280,5410741,181
1987,3A ,281,102644,31
1987,3B ,290,1786371,189
1987,3B ,291,355198,68
1987,3B ,300,1858079,123
1987,3B ,310,537339,37
1987,3B ,320,2296871,165
1987,3B ,330,652890,49
1987,3B ,340,271501,37
1987,4A ,350,965999,58
1987,4A ,360,617770,34
1987,4A ,370,315856,10
1987,4A ,380,505787,16
1987,4A ,Bering Sea,1286220,69
1987,4B ,400,42511,3
1987,4B ,410,346371,9
1987,4B ,420,258015,8
1987,4B ,430/450/490,166690,6
1987,4B ,Bering Sea,687773,38
1987,4CDE,Bering Sea,1691461,152
1986,2A ,009/010,112148,13
1986,2A ,020,149064,179
1986,2A ,030,20672,19
1986,2A ,040,40736,17
1986,2A ,050,258035,161
1986,2B ,060,462975,39
1986,2B ,070,155649,16
1986,2B ,080,231617,25
1986,2B ,081,49967,11
1986,2B ,090,205009,17
1986,2B ,091,597230,57
1986,2B ,100/102,960106,55
1986,2B ,103,5334,3
1986,2B ,110,147589,7
1986,2B ,111,67512,4
1986,2B ,112,1488454,82
1986,2B ,113,357152,10
1986,2B ,114,92855,11
1986,2B ,120,173648,14
1986,2B ,121,2009233,94
1986,2B ,122,40521,11
1986,2B ,130,720917,41
1986,2B ,131,414010,18
1986,2B ,132,909387,63
1986,2B ,133,1429029,108
1986,2B ,134,130997,21
1986,2B ,135,563670,29
1986,2C ,140,202057,19
1986,2C ,141,132584,19
1986,2C ,142,23972,11
1986,2C ,143,251374,82
1986,2C ,144,29034,17
1986,2C ,150,460726,32
1986,2C ,151,454639,87
1986,2C ,152,606096,151
1986,2C ,153,101422,39
1986,2C ,160,1284214,104
1986,2C ,161,329201,45
1986,2C ,162,1965224,254
1986,2C ,163,637194,91
1986,2C ,170,1126193,194
1986,2C ,171,217436,84
1986,2C ,172,45037,9
1986,2C ,173,767002,68
1986,2C ,174,43421,8
1986,2C ,181,605643,74
1986,2C ,182,1237551,241
1986,2C ,183,18601,11
1986,3A ,185,876281,67
1986,3A ,190,493481,27
1986,3A ,200,1151300,77
1986,3A ,210,526221,16
1986,3A ,220,863388,25
1986,3A ,230,697678,49
1986,3A ,231,281711,49
1986,3A ,232,101156,43
1986,3A ,240,2200987,97
1986,3A ,241,301279,52
1986,3A ,242,345789,88
1986,3A ,250,7372921,271
1986,3A ,251,182571,65
1986,3A ,260,6424322,211
1986,3A ,261,1042802,378
1986,3A ,270,4539407,327
1986,3A ,271,46985,15
1986,3A ,272,38244,5
1986,3A ,280,5186139,113
1986,3A ,281,20418,4
1986,3B ,290,1763611,184
1986,3B ,291,502106,97
1986,3B ,300,2134862,96
1986,3B ,310,1086147,53
1986,3B ,320,1995506,115
1986,3B ,330,481080,31
1986,3B ,340,855294,39
1986,4A ,350,566202,24
1986,4A ,360,860577,38
1986,4A ,370,436528,28
1986,4A ,380,503838,14
1986,4A ,Bering Sea,1013721,45
1986,4B ,Bering Sea and GOA,260692,21
1986,4CDE,Bering Sea,1952544,126
1985,2A ,010,65480,65
1985,2A ,020,41190,55
1985,2A ,030,18325,12
1985,2A ,040,25011,23
1985,2A ,050,339386,125
1985,2B ,060,179312,23
1985,2B ,070,201802,21
1985,2B ,080,63145,6
1985,2B ,081,10853,6
1985,2B ,090,83185,9
1985,2B ,091,428466,50
1985,2B ,100/102,1087333,84
1985,2B ,103,15114,4
1985,2B ,110/111,64456,4
1985,2B ,112,1385069,84
1985,2B ,113,365462,13
1985,2B ,114,49550,7
1985,2B ,120,170334,8
1985,2B ,121,1888914,106
1985,2B ,122,91645,15
1985,2B ,130,938753,59
1985,2B ,131,578225,15
1985,2B ,132,1048020,69
1985,2B ,133,1158045,98
1985,2B ,134,156841,29
1985,2B ,135,379449,17
1985,2C ,140,135092,21
1985,2C ,141,45790,8
1985,2C ,142,59798,12
1985,2C ,143,224386,89
1985,2C ,144,27940,16
1985,2C ,150,238238,21
1985,2C ,151,241212,70
1985,2C ,152,564075,127
1985,2C ,153,73240,38
1985,2C ,160,950047,99
1985,2C ,161,254589,33
1985,2C ,162,1690397,205
1985,2C ,163,678713,69
1985,2C ,170,1393174,204
1985,2C ,171,124781,55
1985,2C ,172,18024,7
1985,2C ,173,274290,24
1985,2C ,174,76012,11
1985,2C ,181,388566,43
1985,2C ,182,1644278,261
1985,2C ,183,38826,17
1985,3A ,185,566564,80
1985,3A ,190,514746,32
1985,3A ,200,522277,67
1985,3A ,210,439701,15
1985,3A ,220,267270,9
1985,3A ,230,286714,15
1985,3A ,231,216396,47
1985,3A ,232,14955,24
1985,3A ,240,728008,32
1985,3A ,241,171190,26
1985,3A ,242,365560,86
1985,3A ,250,4054112,154
1985,3A ,251,390794,78
1985,3A ,260,2637594,97
1985,3A ,261,919391,353
1985,3A ,270,3817538,282
1985,3A ,280,4689959,115
1985,3A ,281,85244,15
1985,3B ,290,2676474,158
1985,3B ,291,1075977,66
1985,3B ,300,2969054,70
1985,3B ,310,1273435,31
1985,3B ,320,2158958,92
1985,3B ,330,308361,16
1985,3B ,340,426193,18
1985,4A ,350,792340,24
1985,4A ,360,311633,9
1985,4A ,370,260256,8
1985,4A ,380,211685,5
1985,4A ,Bering Sea,140830,15
1985,4B ,400/410,452926,12
1985,4B ,420,159422,4
1985,4B ,430/440/450/490,169117,4
1985,4B ,Bering Sea,455114,38
1985,4CDE,Bering Sea,1330159,112
1984,2A ,010,50859,11
1984,2A ,020,78480,90
1984,2A ,030,29701,13
1984,2A ,040,12343,9
1984,2A ,050,259131,110
1984,2B ,060,219797,25
1984,2B ,070,29651,8
1984,2B ,080,84045,24
1984,2B ,081,38924,12
1984,2B ,090,58955,6
1984,2B ,091/092,379835,47
1984,2B ,100/102/103,961046,88
1984,2B ,110/111,200014,11
1984,2B ,112,604445,42
1984,2B ,113,284917,8
1984,2B ,114,55966,6
1984,2B ,120,187103,13
1984,2B ,121,1448735,85
1984,2B ,122,38619,5
1984,2B ,130,1067912,71
1984,2B ,131,286250,8
1984,2B ,132,745596,42
1984,2B ,133,1744667,107
1984,2B ,134,131703,20
1984,2B ,135,465421,21
1984,2C ,140,170797,18
1984,2C ,141/142,57343,9
1984,2C ,143,158183,98
1984,2C ,144,28261,13
1984,2C ,150,272037,23
1984,2C ,151,194193,57
1984,2C ,152,342082,142
1984,2C ,153,47410,18
1984,2C ,160,877337,90
1984,2C ,161,205511,45
1984,2C ,162,922283,198
1984,2C ,163,224359,18
1984,2C ,170,541612,172
1984,2C ,171,112900,76
1984,2C ,172,13173,4
1984,2C ,173,41401,12
1984,2C ,174,53987,4
1984,2C ,181,341377,29
1984,2C ,182,1177619,297
1984,2C ,183,26831,23
1984,3A ,185,706812,108
1984,3A ,190,688492,35
1984,3A ,200,742887,73
1984,3A ,210,359887,14
1984,3A ,220,465083,17
1984,3A ,230,158759,11
1984,3A ,231,121737,35
1984,3A ,232,44799,34
1984,3A ,240,623135,28
1984,3A ,241,148072,29
1984,3A ,242,336315,97
1984,3A ,250,3334535,148
1984,3A ,251,247102,85
1984,3A ,260,3202717,101
1984,3A ,261,1168613,590
1984,3A ,270,2786029,321
1984,3A ,271,87254,38
1984,3A ,272,59311,11
1984,3A ,280,4037824,77
1984,3A ,281,218471,37
1984,3B ,290,2403517,149
1984,3B ,291,605511,47
1984,3B ,300,1548486,42
1984,3B ,310,458083,19
1984,3B ,320,1305951,71
1984,3B ,330,269455,16
1984,3B ,340,96638,7
1984,4A ,350,604218,15
1984,4A ,360,199850,10
1984,4A ,370/380,158403,4
1984,4A ,Bering Sea,90330,27
1984,4B ,410,186675,10
1984,4B ,420,253337,10
1984,4B ,430,58411,6
1984,4B ,Bering Sea,605087,35
1984,4CDE,Bering Sea,986952,115
1983,2A ,010,15610,5
1983,2A ,020,105151,87
1983,2A ,030,11805,11
1983,2A ,040,8485,13
1983,2A ,050,124062,130
1983,2B ,060,88874,16
1983,2B ,070,118712,25
1983,2B ,080,16302,5
1983,2B ,090,73498,11
1983,2B ,091,452904,65
1983,2B ,100/102/103,786301,82
1983,2B ,110,34784,5
1983,2B ,112,499163,46
1983,2B ,113,297337,12
1983,2B ,114,25305,3
1983,2B ,120,133719,16
1983,2B ,121/122,411886,51
1983,2B ,130,523862,45
1983,2B ,131,75151,5
1983,2B ,132,532375,47
1983,2B ,133,830138,105
1983,2B ,134,103784,22
1983,2B ,135,429052,25
1983,2C ,140,117221,30
1983,2C ,141/142/144,27467,5
1983,2C ,143,300677,163
1983,2C ,150,182035,34
1983,2C ,151,217815,87
1983,2C ,152,193145,69
1983,2C ,153,162569,44
1983,2C ,160,943102,93
1983,2C ,161,292169,82
1983,2C ,162,945845,169
1983,2C ,163,351950,73
1983,2C ,170,642391,225
1983,2C ,171/174,206028,100
1983,2C ,172,7331,4
1983,2C ,173,56492,14
1983,2C ,181,155828,20
1983,2C ,182,1440569,377
1983,2C ,183,80245,23
1983,3A ,185,421059,58
1983,3A ,190,559828,35
1983,3A ,200,880742,77
1983,3A ,210,511079,21
1983,3A ,220,401600,35
1983,3A ,230,546021,24
1983,3A ,231,161225,36
1983,3A ,232,119684,64
1983,3A ,240,851684,58
1983,3A ,241,240307,39
1983,3A ,242,204156,65
1983,3A ,250,1995060,154
1983,3A ,251,317091,94
1983,3A ,260,1473591,55
1983,3A ,261,1300353,726
1983,3A ,270,1995585,355
1983,3A ,271,89610,13
1983,3A ,272,68486,4
1983,3A ,280,1614317,40
1983,3A ,281,289779,75
1983,3B ,290,2779347,224
1983,3B ,291,1387889,56
1983,3B ,300,1435557,41
1983,3B ,310,550769,18
1983,3B ,320,1185525,85
1983,3B ,330,323290,31
1983,3B ,340,87143,3
1983,4A ,350,833763,23
1983,4A ,360,659529,24
1983,4A ,370,211523,16
1983,4A ,380/390,354721,9
1983,4A ,Bering Sea,443005,33
1983,4B ,400,10180,4
1983,4B ,410,294310,15
1983,4B ,420,239318,11
1983,4B ,430,215648,6
1983,4B ,450/460/470/490,137841,3
1983,4B ,Bering Sea,438056,19
1983,4CDE,Bering Sea,577615,125
1982,2A ,020,64510,111
1982,2A ,030,11719,8
1982,2A ,040,18263,12
1982,2A ,050,116728,125
1982,2B ,060,136558,26
1982,2B ,070,104462,28
1982,2B ,080,54711,22
1982,2B ,081,13514,6
1982,2B ,090,70285,20
1982,2B ,091/092,443083,62
1982,2B ,100/102/103,929175,103
1982,2B ,110,37078,5
1982,2B ,111,31078,4
1982,2B ,112,740957,67
1982,2B ,113,212638,14
1982,2B ,114,67603,10
1982,2B ,120,111094,14
1982,2B ,121,425285,54
1982,2B ,122,16263,6
1982,2B ,130,261299,35
1982,2B ,131,190314,14
1982,2B ,132,567132,38
1982,2B ,133,614515,113
1982,2B ,134,152414,22
1982,2B ,135,353012,25
1982,2C ,140/141,115906,48
1982,2C ,143,190196,111
1982,2C ,144,9478,24
1982,2C ,150,88942,8
1982,2C ,151,94780,60
1982,2C ,152,173318,43
1982,2C ,153,42469,31
1982,2C ,160,277464,45
1982,2C ,161,55377,25
1982,2C ,162,677373,191
1982,2C ,163,109646,35
1982,2C ,170,425933,137
1982,2C ,171/172,68690,55
1982,2C ,173,27930,7
1982,2C ,174,17561,3
1982,2C ,181,169828,25
1982,2C ,182,885220,272
1982,2C ,183,39445,10
1982,3A ,185,553659,147
1982,3A ,190,691343,78
1982,3A ,200,746714,105
1982,3A ,210,482134,27
1982,3A ,220,682433,36
1982,3A ,230,578914,32
1982,3A ,231,48024,22
1982,3A ,232,75670,69
1982,3A ,240,874088,52
1982,3A ,241,247349,53
1982,3A ,242,114538,42
1982,3A ,250,2861230,137
1982,3A ,251,432145,98
1982,3A ,260,1038682,25
1982,3A ,261,1166771,602
1982,3A ,270,1600276,300
1982,3A ,271,64477,14
1982,3A ,280,1083505,32
1982,3A ,281,122271,15
1982,3B ,290,1300539,90
1982,3B ,291,751257,36
1982,3B ,300,842777,30
1982,3B ,310,472625,15
1982,3B ,320,1125917,81
1982,3B ,330,185927,15
1982,4A ,350,335987,11
1982,4A ,360,417154,18
1982,4A ,370,124284,9
1982,4A ,380,141518,5
1982,4A/4B,Bering Sea,161159,24
1982,4CDE,Bering Sea,254435,61
