Row number,Year,Stlkey,Vessel code,Station,Setno,IPHC Reg Area,IPHC Stat Area,IPHC Charter Region,Purpose Code,Date,Eff,Ineffcde,BeginLat,BeginLon,BeginDepth (fm),EndLat,EndLon,EndDepth (fm),MidLat fished,MidLon fished,AvgDepth (fm),Lat - Grid target,Lon - Grid target,O32 Pacific halibut count,U32 Pacific halibut count,O32 Pacific halibut weight,U32 Pacific halibut weight,No. skates set,No. skates hauled,Avg no. hook/skate,Effective skates hauled,Soak time (min.),Profiler Lat,Profiler Lon,Profiler Bottom Depth (m),Temp C,Max Pressure (db),pH,Salinity PSU,Sigma-t,Oxygen_ml,Oxygen_umol,Oxygen_sat
18,2020,20200223,STW,3002,18,2C,142,Ketchikan,Standard Grid,11-Jul-20,Y,,54.4998,-132.2658,198,54.4932,-132.3252,201,54.4965,-132.2955,198,54.5,-132.3,9,0,358,0,8,8,98,7.87,479,,,,,,,,,,,
19,2020,20200224,STW,3003,19,2C,142,Ketchikan,Standard Grid,12-Jul-20,Y,,54.5195,-132.5835,202,54.4752,-132.5835,205,54.4973,-132.5835,206,54.5,-132.583,8,2,449,20,8,8,98,7.87,500,,,,,,,,,,,
20,2020,20200225,STW,3004,20,2C,142,Ketchikan,Standard Grid,12-Jul-20,Y,,54.5,-132.8327,210,54.5,-132.892,211,54.5,-132.8623,210,54.5,-132.867,17,2,551,19,8,8,99,7.95,664,,,,,,,,,,,
21,2020,20200226,STW,3005,21,2C,142,Ketchikan,Standard Grid,12-Jul-20,Y,,54.4932,-133.1265,77,54.5,-133.2015,141,54.4967,-133.164,112,54.5,-133.167,49,14,1337,124,8,8,99,7.95,766,,,,,,,,,,,
22,2020,20200227,STW,3017,22,2C,141,Ketchikan,Standard Grid,13-Jul-20,Y,,54.687,-133.4333,156,54.65,-133.426,172,54.6685,-133.4297,165,54.667,-133.433,26,7,923,50,8,8,99,7.95,426,,,,,,,,,,,
23,2020,20200228,STW,3006,23,2C,140,Ketchikan,Standard Grid,13-Jul-20,Y,,54.5208,-133.4493,180,54.4762,-133.4432,158,54.4985,-133.4462,168,54.5,-133.45,16,5,583,35,8,8,98,7.87,536,,,,,,,,,,,
24,2020,20200229,STW,3007,24,2C,140,Ketchikan,Standard Grid,13-Jul-20,Y,,54.4998,-133.6972,139,54.5002,-133.7578,141,54.5,-133.7275,140,54.5,-133.733,37,19,1035,152,8,8,99,7.95,699,,,,,,,,,,,
25,2020,20200441,PEN,3088,1,2C,162,Sitka,Standard Grid,28-Jun-20,Y,,56.8335,-132.8047,114,56.8335,-132.8733,112,56.8335,-132.839,113,56.833,-132.833,25,32,559,217,8,8,101,8.11,430,,,,,,,,,,,
26,2020,20200442,PEN,3227,2,2C,162,Sitka,Standard Grid,29-Jun-20,Y,,56.9998,-134.0945,90,57,-134.0263,24,56.9998,-134.0603,52,57,-134.044,99,51,2000,392,8,8,99,7.95,476,,,,,,,,,,,
27,2020,20200443,PEN,3091,3,2C,162,Sitka,Standard Grid,29-Jun-20,Y,,56.9997,-134.384,175,57,-134.3173,189,56.9998,-134.3507,188,57,-134.35,61,16,1427,125,8,8,99,7.95,551,,,,,,,,,,,
28,2020,20200444,PEN,3095,4,2C,162,Sitka,Standard Grid,29-Jun-20,Y,,57.1667,-134.0885,141,57.1668,-134.0255,168,57.1668,-134.057,155,57.167,-134.05,54,25,1168,204,8,8,99,7.95,688,,,,,,,,,,,
29,2020,20200445,PEN,3094,5,2C,162,Sitka,Standard Grid,30-Jun-20,Y,,57.1663,-133.7143,177,57.1665,-133.7792,170,57.1663,-133.7468,173,57.167,-133.75,94,13,1820,110,8,8,99,7.95,483,,,,,,,,,,,
30,2020,20200446,PEN,3100,6,2C,163,Sitka,Standard Grid,30-Jun-20,Y,,57.3333,-133.7145,45,57.333,-133.7802,208,57.3332,-133.7473,183,57.333,-133.75,79,23,1949,196,8,8,98,7.87,590,,,,,,,,,,,
31,2020,20200447,PEN,3099,7,2C,163,Sitka,Standard Grid,30-Jun-20,Y,,57.3332,-133.4715,86,57.3335,-133.4017,65,57.3333,-133.4367,76,57.333,-133.433,32,42,749,328,8,8,100,8.03,714,,,,,,,,,,,
32,2020,20200448,PEN,3104,8,2C,163,Sitka,Standard Grid,1-Jul-20,Y,,57.5003,-133.711,130,57.5002,-133.7788,157,57.5003,-133.7448,124,57.5,-133.75,39,22,932,177,8,8,99,7.95,435,,,,,,,,,,,
33,2020,20200449,PEN,3234,9,2C,173,Sitka,Standard Grid,1-Jul-20,Y,,57.6728,-133.97,156,57.6718,-134.0382,27,57.6723,-134.0042,76,57.666,-134.061,58,47,1441,365,8,8,99,7.95,566,,,,,,,,,,,
34,2020,20200450,PEN,3107,10,2C,173,Sitka,Standard Grid,2-Jul-20,Y,,57.6665,-133.7818,187,57.6683,-133.715,171,57.6675,-133.7483,178,57.667,-133.75,42,52,686,415,8,8,98,7.87,426,,,,,,,,,,,
35,2020,20200451,PEN,3236,11,2C,173,Sitka,Standard Grid,2-Jul-20,N,DO,57.8028,-133.7457,147,57.8388,-133.7505,24,57.8208,-133.7482,94,57.833,-133.75,24,12,479,83,8,8,100,8.03,551,,,,,,,,,,,
36,2020,20200452,PEN,3238,12,2C,173,Sitka,Standard Grid,3-Jul-20,Y,,57.9998,-133.7252,60,58.0007,-133.7923,114,58.0002,-133.7588,96,58,-133.752,19,2,804,14,8,8,99,7.95,427,,,,,,,,,,,
37,2020,20200453,PEN,3112,13,2C,173,Sitka,Standard Grid,3-Jul-20,Y,,58.0182,-134.0668,136,57.9805,-134.0658,46,57.9993,-134.0663,110,58,-134.067,8,2,210,15,8,8,98,7.87,543,,,,,,,,,,,
38,2020,20200454,PEN,3122,14,2C,171,Sitka,Standard Grid,4-Jul-20,Y,,58.3197,-135.0448,75,58.354,-135.0177,310,58.3368,-135.0313,273,58.333,-135.033,34,3,748,28,8,8,98,7.87,453,,,,,,,,,,,
39,2020,20200455,PEN,3121,15,2C,173,Sitka,Standard Grid,4-Jul-20,Y,,58.352,-134.7192,43,58.315,-134.7147,47,58.3335,-134.7168,39,58.333,-134.717,17,10,266,78,8,8,100,8.03,557,,,,,,,,,,,
40,2020,20200456,PEN,3243,16,2C,183,Sitka,Standard Grid,7-Jul-20,Y,,59.2972,-135.3868,120,59.3333,-135.3667,147,59.3152,-135.3767,200,59.333,-135.372,12,3,621,25,8,8,99,7.95,529,,,,,,,,,,,
41,2020,20200457,PEN,3242,17,2C,183,Sitka,Standard Grid,7-Jul-20,Y,,59.0203,-135.3675,70,58.9995,-135.3663,53,59.01,-135.3668,58,58.999,-135.372,9,14,242,94,8,8,100,8.03,636,,,,,,,,,,,
42,2020,20200458,PEN,3124,18,2C,183,Sitka,Standard Grid,8-Jul-20,Y,,58.6667,-135.0145,159,58.6667,-135.086,164,58.6667,-135.0503,160,58.667,-135.05,27,11,455,94,8,8,100,8.03,489,,,,,,,,,,,
43,2020,20200459,PEN,3123,19,2C,183,Sitka,Standard Grid,8-Jul-20,Y,,58.5187,-135.0453,181,58.4832,-135.0222,155,58.5008,-135.0337,170,58.5,-135.033,48,15,953,126,8,8,100,8.03,628,,,,,,,,,,,
44,2020,20200460,PEN,3114,20,2C,171,Sitka,Standard Grid,9-Jul-20,N,GI,58.1843,-135.0222,67,58.1465,-135.0115,85,58.1655,-135.0168,95,58.167,-135.017,1,3,14,24,8,1,100,0.7,356,,,,,,,,,,,
45,2020,20200461,PEN,3115,21,2C,182,Sitka,Standard Grid,9-Jul-20,Y,,58.1663,-135.2988,98,58.1665,-135.3692,82,58.1663,-135.334,94,58.167,-135.333,24,19,394,143,8,8,100,8.03,826,,,,,,,,,,,
46,2020,20200531,STW,3210,25,2C,142,Ketchikan,Standard Grid,17-Jul-20,Y,,55.351,-130.0173,140,55.3097,-129.9872,140,55.3303,-130.0023,148,55.332,-130.006,63,15,1784,118,9,9,99,8.94,512,,,,,,,,,,,
47,2020,20200532,STW,3204,26,2C,142,Ketchikan,Standard Grid,17-Jul-20,Y,,55.0167,-130.2335,106,54.9765,-130.2597,77,54.9967,-130.2467,87,54.999,-130.254,10,0,318,0,8,8,99,7.95,633,,,,,,,,,,,
48,2020,20200533,STW,3008,27,2C,142,Ketchikan,Standard Grid,18-Jul-20,Y,,54.667,-130.798,184,54.6598,-130.8562,178,54.6635,-130.827,156,54.667,-130.833,5,2,98,9,8,8,98,7.87,415,,,,,,,,,,,
49,2020,20200534,STW,3009,28,2C,142,Ketchikan,Standard Grid,18-Jul-20,Y,,54.6667,-131.1673,121,54.6598,-131.0917,39,54.6633,-131.1295,102,54.667,-131.133,24,25,461,207,8,8,99,7.95,518,,,,,,,,,,,
50,2020,20200535,STW,3012,29,2C,142,Ketchikan,Standard Grid,19-Jul-20,Y,,54.6598,-132.0178,73,54.6598,-131.9538,135,54.6598,-131.9858,103,54.667,-131.983,59,15,1502,120,8,8,99,7.95,477,,,,,,,,,,,
51,2020,20200536,STW,3021,30,2C,142,Ketchikan,Standard Grid,19-Jul-20,N,DS,54.8148,-131.6997,254,54.8523,-131.6925,251,54.8337,-131.6962,250,54.833,-131.7,10,0,285,0,8,8,99,7.95,589,,,,,,,,,,,
52,2020,20200537,STW,3011,31,2C,142,Ketchikan,Standard Grid,20-Jul-20,Y,,54.6422,-131.7003,219,54.685,-131.6925,226,54.6637,-131.6963,222,54.667,-131.7,10,0,208,0,8,8,99,7.95,427,,,,,,,,,,,
53,2020,20200538,STW,3010,32,2C,142,Ketchikan,Standard Grid,20-Jul-20,Y,,54.6472,-131.4162,91,54.686,-131.4173,91,54.6665,-131.4168,108,54.667,-131.417,36,7,817,65,8,8,99,7.95,534,,,,,,,,,,,
54,2020,20200539,STW,3202,33,2C,142,Ketchikan,Standard Grid,20-Jul-20,Y,,54.807,-131.4097,21,54.8508,-131.4097,15,54.829,-131.4097,19,54.833,-131.417,77,17,2600,138,8,8,99,7.95,696,,,,,,,,,,,
55,2020,20200540,STW,3020,34,2C,142,Ketchikan,Standard Grid,21-Jul-20,Y,,54.8138,-131.1168,121,54.8432,-131.1093,138,54.8285,-131.113,133,54.833,-131.117,13,9,236,68,8,8,100,8.03,440,,,,,,,,,,,
56,2020,20200541,STW,3027,35,2C,143,Ketchikan,Standard Grid,21-Jul-20,Y,,54.9747,-131.093,123,55.0093,-131.1003,155,54.992,-131.0967,135,55,-131.1,26,9,676,74,8,8,99,7.95,568,,,,,,,,,,,
57,2020,20200542,STW,3031,36,2C,143,Ketchikan,Standard Grid,21-Jul-20,Y,,55.1408,-131.1,110,55.1833,-131.1,93,55.162,-131.1,99,55.167,-131.1,28,7,1052,55,8,8,98,7.87,675,,,,,,,,,,,
58,2020,20200543,STW,3207,37,2C,143,Ketchikan,Standard Grid,24-Jul-20,Y,,54.9998,-131.37,27,55.0002,-131.4355,32,55,-131.4027,25,55,-131.393,5,3,213,21,8,8,98,7.87,480,,,,,,,,,,,
59,2020,20200544,STW,3028,38,2C,143,Ketchikan,Standard Grid,24-Jul-20,Y,,55.0195,-131.6835,77,54.9743,-131.6837,135,54.997,-131.6837,115,55,-131.683,17,5,315,47,8,8,99,7.95,565,,,,,,,,,,,
60,2020,20200545,STW,3032,39,2C,143,Ketchikan,Standard Grid,24-Jul-20,Y,,55.1667,-131.7148,24,55.1597,-131.6408,53,55.1632,-131.6778,55,55.167,-131.683,11,6,357,46,8,8,99,7.95,631,,,,,,,,,,,
61,2020,20200546,STW,3206,40,2C,143,Ketchikan,Standard Grid,25-Jul-20,Y,,55.0185,-131.9667,192,54.9775,-131.9673,184,54.998,-131.967,165,55,-131.974,1,1,17,9,8,8,99,7.95,470,,,,,,,,,,,
62,2020,20200547,STW,3209,41,2C,143,Ketchikan,Standard Grid,25-Jul-20,Y,,55.1563,-131.9672,19,55.1897,-131.958,75,55.173,-131.9627,43,55.167,-131.967,2,1,29,5,8,8,99,7.95,585,,,,,,,,,,,
63,2020,20200548,STW,3035,42,2C,143,Ketchikan,Standard Grid,25-Jul-20,Y,,55.3073,-131.9595,234,55.3422,-131.9667,218,55.3247,-131.963,223,55.333,-131.967,1,0,27,0,8,8,99,7.95,726,,,,,,,,,,,
64,2020,20200549,STW,3036,43,2C,143,Ketchikan,Standard Grid,26-Jul-20,Y,,55.4832,-131.9293,152,55.4835,-131.9903,242,55.4833,-131.9598,158,55.483,-131.967,6,3,147,20,8,8,99,7.95,422,,,,,,,,,,,
65,2020,20200550,STW,3037,44,2C,153,Ketchikan,Standard Grid,26-Jul-20,Y,,55.6477,-132.2503,230,55.6857,-132.2502,192,55.6667,-132.2503,207,55.667,-132.25,10,0,300,0,8,8,99,7.95,559,,,,,,,,,,,
66,2020,20200551,STW,3039,45,2C,153,Ketchikan,Standard Grid,27-Jul-20,Y,,55.8083,-132.2502,77,55.8505,-132.2432,179,55.8293,-132.2467,123,55.833,-132.25,12,2,285,14,8,8,99,7.95,433,,,,,,,,,,,
67,2020,20200552,STW,3040,46,2C,153,Ketchikan,Standard Grid,27-Jul-20,Y,,56.019,-132.5338,115,55.9753,-132.5262,132,55.9972,-132.53,117,56,-132.533,20,14,628,111,8,8,99,7.85,518,,,,,,,,,,,
68,2020,20200553,STW,3042,47,2C,153,Ketchikan,Standard Grid,28-Jul-20,Y,,56.1635,-132.833,17,56.2022,-132.826,42,56.1828,-132.8295,62,56.183,-132.833,13,7,433,46,8,8,99,7.95,410,,,,,,,,,,,
69,2020,20200554,STW,3221,48,2C,152,Ketchikan,Standard Grid,28-Jul-20,Y,,56.35,-132.4722,87,56.35,-132.5387,117,56.35,-132.5053,103,56.35,-132.533,16,7,458,51,8,8,99,7.95,507,,,,,,,,,,,
70,2020,20200655,PEN,3240,73,2C,184,Sitka,Standard Grid,8-Aug-20,Y,,58.648,-135.965,139,58.6855,-135.9687,85,58.6668,-135.9668,132,58.666,-135.964,38,17,1049,119,8,8,99,7.95,447,58.6872,-135.965,139,6.3787,128,7.861,31.254,,5.0608,,
71,2020,20200656,PEN,3241,74,2C,184,Sitka,Standard Grid,8-Aug-20,Y,,58.6667,-136.2833,60,58.705,-136.2843,48,58.6858,-136.2838,60,58.666,-136.283,62,20,2273,127,8,8,100,8.03,537,58.7038,-136.27699,91,7.1887,85,7.9,30.915,,5.0243,,
72,2020,20200657,PEN,3116,75,2C,181,Sitka,Standard Grid,9-Aug-20,Y,,58.1587,-136.5702,169,58.149,-136.6432,49,58.1538,-136.6067,123,58.15,-136.6,71,6,2437,51,8,7,99,7.06,612,,,,,,,,,,,
73,2020,20200658,PEN,3239,76,2C,182,Sitka,Standard Grid,9-Aug-20,Y,,58.3273,-135.9318,20,58.3392,-135.9958,19,58.3333,-135.9638,25,58.333,-135.966,111,52,3022,387,8,8,98,7.87,681,,,,,,,,,,,
74,2020,20200659,PEN,3237,77,2C,171,Sitka,Standard Grid,10-Aug-20,Y,,57.8513,-135.0227,36,57.85,-134.95,106,57.8507,-134.9863,62,57.849,-134.945,58,53,1740,380,8,8,99,7.95,510,57.8492,-135.02299,46,8.4077,42,8.03,31.012,,5.293,,
75,2020,20200660,PEN,3105,78,2C,171,Sitka,Standard Grid,10-Aug-20,Y,,53.5377,-134.6355,61,57.5012,-134.6307,167,55.5193,-134.633,114,57.517,-134.633,32,11,688,94,8,8,100,8.03,662,57.5408,-134.6413,148,5.6724,137,7.7,32.723,,3.3398,,
76,2020,20200661,PEN,3231,79,2C,171,Sitka,Standard Grid,11-Aug-20,Y,,57.3155,-134.6668,241,57.3525,-134.667,300,57.334,-134.667,309,57.333,-134.667,9,0,282,0,8,8,101,8.11,479,,,,,,,,,,,
77,2020,20200662,PEN,3096,80,2C,161,Sitka,Standard Grid,11-Aug-20,Y,,57.1852,-134.6663,132,57.1478,-134.6668,192,57.1665,-134.6665,189,57.167,-134.667,16,3,495,25,8,8,99,7.95,591,57.1917,-134.6642,132,6.539,122,7.766,32.443,,3.5674,,
78,2020,20200663,PEN,3228,81,2C,161,Sitka,Standard Grid,12-Aug-20,Y,,57.0167,-134.666,322,56.9777,-134.6673,328,56.9972,-134.6667,322,57,-134.667,5,0,314,0,8,8,99,7.95,507,,,,,,,,,,,
79,2020,20200664,PEN,3224,82,2C,161,Sitka,Standard Grid,12-Aug-20,N,DS,56.8468,-134.6517,369,56.8095,-134.6498,385,56.8282,-134.6508,382,56.833,-134.655,4,1,140,6,8,8,100,8.03,717,,,,,,,,,,,
80,2020,20200665,PEN,3083,83,2C,160,Sitka,Standard Grid,13-Aug-20,Y,,56.4997,-135.218,75,56.5012,-135.287,55,56.5003,-135.2525,58,56.5,-135.25,61,52,1453,393,8,8,99,7.95,451,56.5048,-135.2188,124,7.3087,113,7.806,32.669,,3.4434,,
81,2020,20200666,PEN,3084,84,2C,160,Sitka,Standard Grid,13-Aug-20,Y,,56.5,-135.5188,80,56.4995,-135.5878,95,56.4998,-135.5533,84,56.5,-135.55,56,12,1450,107,8,8,99,7.95,582,56.5008,-135.511,143,6.5792,131,7.765,33.096,,3.1156,,
82,2020,20200667,PEN,3085,85,2C,160,Sitka,Standard Grid,13-Aug-20,Y,,56.6537,-135.2162,28,56.6528,-135.2857,31,56.6533,-135.2508,29,56.667,-135.25,44,1,1613,10,8,8,100,8.03,658,56.657,-135.2197,66,8.7037,57,7.921,32.203,,4.2298,,
83,2020,20200668,PEN,3086,86,2C,160,Sitka,Standard Grid,14-Aug-20,Y,,56.6665,-135.5357,69,56.6667,-135.605,80,56.6667,-135.5703,73,56.667,-135.567,108,55,3170,427,8,8,100,8.03,448,,,,,,,,,,,
84,2020,20200669,PEN,3087,87,2C,160,Sitka,Standard Grid,14-Aug-20,Y,,56.6662,-135.8253,124,56.6677,-135.8998,138,56.667,-135.8627,131,56.667,-135.867,101,10,2377,90,8,8,99,7.95,563,,,,,,,,,,,
85,2020,20200670,PEN,3089,88,2C,160,Sitka,Standard Grid,14-Aug-20,Y,,56.8335,-135.8167,95,56.8333,-135.8965,106,56.8333,-135.8565,101,56.833,-135.867,51,20,1224,160,8,8,100,8.03,662,,,,,,,,,,,
86,2020,20200686,STW,3222,49,2C,161,Ommaney,Standard Grid,1-Aug-20,Y,,56.4808,-134.6333,92,56.5188,-134.6263,163,56.4998,-134.6298,162,56.5,-134.632,33,7,1271,57,8,8,99,7.95,509,56.5205,-134.6315,302,5.4147,290,7.594,33.806,,1.8454,,
87,2020,20200687,STW,3082,50,2C,161,Ommaney,Standard Grid,1-Aug-20,Y,,56.4752,-134.3333,80,56.5195,-134.3265,50,56.4973,-134.33,45,56.5,-134.333,90,53,1928,444,8,8,99,7.95,625,56.5192,-134.3335,91,9.0305,18,7.965,31.726,,5.1117,,
88,2020,20200688,STW,3077,51,2C,161,Ommaney,Standard Grid,1-Aug-20,Y,,56.3148,-134.3332,134,56.3528,-134.3262,85,56.3338,-134.3297,85,56.333,-134.333,28,14,726,105,8,8,100,8.03,685,56.3557,-134.3257,179,6.4601,147,7.715,32.942,,3.1328,,
89,2020,20200689,STW,3072,52,2C,151,Ommaney,Standard Grid,2-Aug-20,Y,,56.1533,-134.334,70,56.1837,-134.3333,91,56.1685,-134.3337,75,56.167,-134.333,160,76,3366,664,8,8,99,7.95,440,56.1422,-134.33231,128,9.3239,114,7.955,32.142,,4.7229,,
90,2020,20200690,STW,3067,53,2C,151,Ommaney,Standard Grid,2-Aug-20,Y,,55.9815,-134.3318,60,56.0205,-134.334,59,56.001,-134.333,49,56,-134.333,74,57,1581,437,8,8,99,7.95,561,56.0172,-134.3255,113,9.2972,29,7.946,31.816,,4.7275,,
91,2020,20200691,STW,3217,54,2C,152,Ommaney,Standard Grid,3-Aug-20,Y,,56.1725,-134.0293,18,56.1347,-134.0412,20,56.1537,-134.0352,25,56.167,-134.033,22,12,683,98,8,8,99,7.95,421,56.1688,-134.0347,38,10.1326,29,7.981,30.691,,5.2501,,
92,2020,20200692,STW,3066,55,2C,152,Ommaney,Standard Grid,3-Aug-20,Y,,55.9795,-134.0335,58,56.018,-134.0262,28,55.9988,-134.0298,41,56,-134.033,65,56,1924,423,8,8,99,7.95,520,56.0175,-134.03571,57,9.7828,47,7.955,31.278,,4.884,,
93,2020,20200693,STW,3071,56,2C,152,Ommaney,Standard Grid,4-Aug-20,Y,,56.1665,-133.6957,26,56.1598,-133.7583,204,56.1632,-133.727,163,56.167,-133.733,32,10,1040,78,8,8,98,7.87,579,56.1682,-133.6973,51,8.6042,58,7.857,31.646,,4.073,,
94,2020,20200694,STW,3076,57,2C,152,Ommaney,Standard Grid,4-Aug-20,Y,,56.3518,-133.7327,121,56.3077,-133.734,143,56.3298,-133.7333,105,56.333,-133.733,27,2,1023,16,8,7,99,6.46,"1,078",56.3422,-133.7393,198,7.4823,164,7.792,32.461,,3.5015,,
95,2020,20200695,STW,3081,58,2C,152,Ommaney,Standard Grid,4-Aug-20,Y,,56.4645,-133.7323,89,56.5012,-133.7335,46,56.4828,-133.7328,49,56.483,-133.733,30,5,1115,35,8,8,100,8.03,756,,,,,,,,,,,
96,2020,20200696,STW,3220,59,2C,152,Ommaney,Standard Grid,5-Aug-20,Y,,56.3503,-133.167,58,56.35,-133.1007,32,56.3502,-133.1338,46,56.35,-133.134,17,2,740,18,8,8,100,8.03,492,56.3417,-133.104,57,8.7674,57,7.86,30.912,,4.0173,,
97,2020,20200697,STW,3223,60,2C,152,Ommaney,Standard Grid,5-Aug-20,Y,,56.6582,-133.134,14,56.6893,-133.1762,18,56.6737,-133.155,15,56.666,-133.137,39,8,1096,67,8,8,99,7.95,616,56.6907,-133.18449,33,11.0312,25,7.841,27.321,,4.4681,,
98,2020,20200698,STW,3074,61,2C,160,Ommaney,Standard Grid,11-Aug-20,Y,,56.1662,-134.9,100,56.1598,-134.9677,106,56.163,-134.9338,102,56.167,-134.933,287,19,6468,165,8,8,99,7.95,523,56.1673,-134.97121,194,10.6964,42,8.09,32.03,,5.3705,,
99,2020,20200699,STW,3078,62,2C,160,Ommaney,Standard Grid,11-Aug-20,Y,,56.3328,-134.9733,75,56.3265,-134.9025,20,56.3297,-134.9378,53,56.333,-134.933,57,19,1897,152,8,8,99,7.95,649,56.3347,-134.91,57,8.7189,56,7.922,32.259,,4.481,,
100,2020,20200700,STW,3079,63,2C,160,Ommaney,Standard Grid,12-Aug-20,Y,,56.3332,-135.1982,78,56.3337,-135.2593,87,56.3335,-135.2287,87,56.333,-135.233,72,26,1833,212,8,8,100,8.03,504,56.3347,-135.19299,144,6.5211,118,7.751,33.074,,3.0203,,
101,2020,20200701,STW,3080,64,2C,160,Ommaney,Standard Grid,12-Aug-20,Y,,56.3333,-135.4915,108,56.3265,-135.5572,117,56.33,-135.5243,112,56.333,-135.533,48,10,1116,74,8,8,99,7.95,647,56.3338,-135.49879,198,12.8227,32,8.192,32.086,,6.0343,,
