Row number,Year,Stlkey,Vessel code,Station,Setno,Gear,IPHC Reg Area,IPHC Stat Area,IPHC Charter Region,Purpose Code,Date,Eff,Ineffcde,BeginLat,BeginLon,BeginDepth (fm),EndLat,EndLon,EndDepth (fm),MidLat fished,MidLon fished,AvgDepth (fm),Lat - Grid target,Lon - Grid target,O32 Pacific halibut count,U32 Pacific halibut count,O32 Pacific halibut weight,U32 Pacific halibut weight,No. skates set,No. skates hauled,Avg no. hook/skate,Effective skates hauled,Soak time (min.),Profiler Lat,Profiler Lon,Profiler Bottom Depth (m),Temp C,Max Pressure (db),pH,Salinity PSU,Sigma-t,Oxygen_ml,Oxygen_umol,Oxygen_sat
"1,140",2021,20210965,DEV,4572,84,Fixed Hook,3A,261,Shelikof,Standard Grid,4-Aug-21,Y,,59.666,-152.1842,20,59.6645,-152.1097,17,59.6652,-152.1468,18,59.667,-152.15,37,66,759,479,8,8,99,7.95,511,59.6667,-152.1832,37,10.3909,10,8.162,31.146,,6.2257,,
"1,141",2021,20210966,DEV,4573,85,Fixed Hook,3A,261,Shelikof,Standard Grid,4-Aug-21,Y,,59.6668,-151.8835,12,59.6683,-151.8132,13,59.6677,-151.8483,12,59.667,-151.833,27,33,499,244,8,8,99,7.95,605,59.6647,-151.88499,24,10.6277,14,8.162,31.281,,6.2015,,
"1,142",2021,20210967,KSU,4273,88,Fixed Hook,3A,270,Portlock,Standard Grid,12-Jul-21,Y,,58.1817,-151.3913,89,58.1507,-151.4425,89,58.1662,-151.4168,91,58.167,-151.417,55,25,736,211,8,8,100,8.03,530,58.1487,-151.44299,157,5.8244,144,8.051,32.465,,5.2522,,
"1,143",2021,20210968,KSU,4274,89,Fixed Hook,3A,270,Portlock,Standard Grid,12-Jul-21,Y,,58.1817,-151.6888,31,58.1475,-151.7358,35,58.1647,-151.7123,34,58.167,-151.733,126,149,"2,136","1,158",8,8,100,8.03,678,58.1493,-151.7373,64,6.8804,53,8.196,32.17,,5.9622,,
"1,144",2021,20210969,KSU,4266,90,Fixed Hook,3A,270,Portlock,Standard Grid,12-Jul-21,Y,,58.017,-151.7105,65,57.984,-151.7543,60,58.0005,-151.7325,62,58,-151.733,65,80,790,629,8,8,100,8.03,817,57.9868,-151.75771,119,6.2404,105,8.113,32.396,,5.4935,,
"1,145",2021,20210970,KSU,4268,91,Fixed Hook,3A,270,Portlock,Standard Grid,13-Jul-21,Y,,58,-152.4045,77,58,-152.3255,109,58,-152.365,110,58,-152.367,71,20,"1,302",166,8,8,100,8.03,479,58.0032,-152.4077,144,6.5234,132,8.139,32.285,,5.755,,
"1,146",2021,20210971,KSU,4267,92,Fixed Hook,3A,270,Portlock,Standard Grid,13-Jul-21,Y,,58,-152.088,96,58.0002,-152.0147,93,58,-152.0513,95,58,-152.05,89,25,"1,452",218,8,8,100,8.03,638,58.0017,-152.09019,174,5.7117,165,8.042,32.537,,5.0427,,
"1,147",2021,20210972,KSU,4258,93,Fixed Hook,3A,270,Portlock,Standard Grid,13-Jul-21,Y,,57.8553,-152.0335,53,57.8137,-152.0332,56,57.8345,-152.0333,49,57.833,-152.033,50,78,827,579,8,8,100,8.03,743,57.8545,-152.0298,97,6.4314,83,8.131,32.337,,5.6161,,
"1,148",2021,20210973,KSU,4257,94,Fixed Hook,3A,270,Portlock,Standard Grid,14-Jul-21,Y,,57.8332,-151.7538,27,57.8337,-151.6772,32,57.8335,-151.7155,29,57.833,-151.717,11,59,168,412,8,8,99,7.95,473,57.8323,-151.7538,46,7.0147,35,8.204,32.252,,5.9836,,
"1,149",2021,20210974,KSU,4256,95,Fixed Hook,3A,270,Portlock,Standard Grid,14-Jul-21,Y,,57.8332,-151.438,29,57.8328,-151.3702,30,57.833,-151.404,29,57.833,-151.4,10,80,129,566,8,8,100,8.03,584,57.8352,-151.44031,53,7.6128,42,8.263,32.168,,6.3878,,
"1,150",2021,20210975,KSU,4265,96,Fixed Hook,3A,270,Portlock,Standard Grid,14-Jul-21,Y,,57.9997,-151.4543,43,58,-151.3807,39,57.9998,-151.4175,42,58,-151.417,49,96,693,711,8,8,100,8.03,664,58.0022,-151.45219,82,6.8795,70,8.186,32.26,,5.8601,,
"1,151",2021,20210976,KSU,4249,97,Fixed Hook,3A,270,Portlock,Standard Grid,15-Jul-21,Y,,57.6495,-151.4195,36,57.6838,-151.3802,36,57.6667,-151.3998,35,57.667,-151.4,39,144,567,"1,102",8,8,100,8.03,500,57.6468,-151.41901,64,8.084,53,8.289,32.038,,6.4115,,
"1,152",2021,20210977,KSU,4248,98,Fixed Hook,3A,270,Portlock,Standard Grid,15-Jul-21,Y,,57.6668,-151.1212,39,57.6667,-151.0452,43,57.6667,-151.0832,40,57.667,-151.083,21,43,498,322,8,8,100,8.03,610,57.6683,-151.12621,71,7.4739,59,8.227,32.117,,5.9917,,
"1,153",2021,20210978,KSU,4255,99,Fixed Hook,3A,270,Portlock,Standard Grid,15-Jul-21,Y,,57.8335,-151.1373,37,57.8333,-151.0595,39,57.8335,-151.0983,38,57.833,-151.1,1,10,11,56,8,8,100,8.03,695,57.8368,-151.13429,69,7.2233,57,8.205,32.195,,5.883,,
"1,154",2021,20210979,KSU,4158,100,Fixed Hook,3A,250,Seward,Standard Grid,16-Jul-21,Y,,58.9795,-149.5335,132,59.019,-149.534,125,58.9992,-149.5337,128,59,-149.533,24,3,434,23,8,8,99,7.95,438,58.9787,-149.5365,238,5.2554,225,7.745,33.75,,1.9868,,
"1,155",2021,20210980,KSU,4165,101,Fixed Hook,3A,250,Seward,Standard Grid,16-Jul-21,Y,,59.1665,-149.494,80,59.1647,-149.569,93,59.1655,-149.5315,86,59.167,-149.533,27,7,468,54,8,8,100,8.03,560,59.1662,-149.4985,148,5.5793,136,7.973,32.984,,4.5188,,
"1,156",2021,20210981,KSU,4166,102,Fixed Hook,3A,250,Seward,Standard Grid,17-Jul-21,Y,,59.1463,-149.8507,74,59.1847,-149.8513,73,59.1655,-149.851,73,59.167,-149.85,35,17,598,136,8,8,100,8.03,481,59.1458,-149.8488,137,5.5624,126,8.013,32.696,,5.1113,,
"1,157",2021,20210982,KSU,4174,103,Fixed Hook,3A,250,Seward,Standard Grid,17-Jul-21,Y,,59.3137,-149.8502,107,59.353,-149.8502,95,59.3333,-149.8502,102,59.333,-149.85,49,14,938,130,8,8,100,8.03,600,59.3147,-149.847,192,5.602,177,8.016,32.597,,5.1713,,
"1,158",2021,20210983,KSU,4175,104,Fixed Hook,3A,250,Seward,Standard Grid,17-Jul-21,Y,,59.3335,-150.1445,91,59.3333,-150.224,82,59.3335,-150.1843,87,59.333,-150.183,52,23,917,180,8,8,100,8.03,695,59.3352,-150.013,168,5.5877,156,8.017,32.638,,5.129,,
"1,159",2021,20210984,KSU,4547,105,Fixed Hook,3A,240,Seward,Standard Grid,20-Jul-21,Y,,59.9673,-148.524,69,60.0067,-148.5315,42,59.987,-148.5277,60,60,-148.533,26,22,491,168,8,8,100,8.03,548,60.0065,-148.5307,77,6.2545,67,8.097,31.967,,5.5062,,
"1,160",2021,20210985,KSU,4548,106,Fixed Hook,3A,240,Seward,Standard Grid,20-Jul-21,Y,,59.9948,-148.238,88,60.0062,-148.1523,27,60.0005,-148.1952,58,60,-148.2,18,12,499,95,8,8,101,8.11,643,59.9932,-148.242,168,5.8005,152,7.988,32.549,,4.8351,,
"1,161",2021,20210986,KSU,4190,107,Fixed Hook,3A,240,Seward,Standard Grid,20-Jul-21,Y,,59.8147,-148.2092,79,59.8533,-148.19,40,59.834,-148.1997,50,59.833,-148.2,19,48,325,317,8,8,100,8.03,704,59.8552,-148.18871,73,7.5218,61,8.215,31.52,,6.0017,,
"1,162",2021,20210987,KSU,4184,108,Fixed Hook,3A,240,Seward,Standard Grid,21-Jul-21,Y,,59.6667,-147.844,37,59.6667,-147.9283,36,59.6667,-147.8862,36,59.667,-147.883,60,40,"1,404",330,8,8,100,8.03,527,59.668,-147.84599,68,6.8111,61,8.142,31.966,,5.6867,,
"1,163",2021,20210988,KSU,4185,109,Fixed Hook,3A,240,Seward,Standard Grid,21-Jul-21,Y,,59.667,-148.1763,45,59.6667,-148.2585,98,59.6668,-148.2173,69,59.667,-148.217,10,40,199,264,8,8,100,8.03,717,,,,,,,,,,,
"1,164",2021,20210989,KSU,4177,110,Fixed Hook,3A,240,Seward,Standard Grid,21-Jul-21,Y,,59.4945,-148.1815,114,59.529,-148.2312,111,59.5118,-148.2063,113,59.5,-148.217,26,1,582,11,8,8,100,8.03,816,,,,,,,,,,,
"1,165",2021,20210990,KSU,4192,111,Fixed Hook,3A,240,Seward,Standard Grid,23-Jul-21,Y,,59.8535,-148.8672,82,59.8143,-148.867,100,59.8338,-148.8672,93,59.833,-148.867,3,10,142,75,8,8,100,8.03,507,59.8535,-148.8728,150,5.5985,136,8.01,32.692,,5.2345,,
"1,166",2021,20210991,KSU,4191,112,Fixed Hook,3A,240,Seward,Standard Grid,23-Jul-21,Y,,59.853,-148.5338,71,59.8138,-148.5338,77,59.8335,-148.5338,73,59.833,-148.533,8,4,137,30,8,8,99,7.95,594,59.8135,-148.535,144,5.8418,131,8.024,32.499,,5.0756,,
"1,167",2021,20210992,KSU,4186,113,Fixed Hook,3A,240,Seward,Standard Grid,23-Jul-21,Y,,59.6863,-148.5345,108,59.6485,-148.5337,116,59.6675,-148.5342,113,59.667,-148.533,8,1,184,9,8,8,100,8.03,736,59.6503,-148.55231,210,5.5364,197,7.852,33.381,,3.225,,
"1,168",2021,20210993,KSU,4176,114,Fixed Hook,3A,240,Seward,Standard Grid,24-Jul-21,Y,,59.5198,-147.8842,61,59.478,-147.8835,67,59.499,-147.8838,61,59.5,-147.883,46,59,"1,267",410,8,8,100,8.03,515,59.5233,-147.89101,108,6.0843,98,8.065,32.353,,5.4838,,
"1,169",2021,20210994,KSU,4168,115,Fixed Hook,3A,240,Seward,Standard Grid,24-Jul-21,Y,,59.3563,-147.9002,96,59.3148,-147.9003,103,59.3357,-147.9003,99,59.333,-147.9,50,10,"1,008",73,8,8,100,8.03,688,59.313,-147.899,190,5.5002,177,7.806,33.591,,2.6426,,
"1,170",2021,20210995,KSU,4169,116,Fixed Hook,3A,240,Seward,Standard Grid,24-Jul-21,Y,,59.313,-148.219,85,59.3477,-148.2218,89,59.3303,-148.2203,85,59.333,-148.217,108,31,"1,889",256,8,8,100,8.03,791,59.3115,-148.229,154,5.5699,144,7.986,32.921,,4.748,,
"1,171",2021,20210996,KSU,4178,117,Fixed Hook,3A,240,Seward,Standard Grid,25-Jul-21,Y,,59.5202,-148.55,49,59.4807,-148.55,55,59.5005,-148.55,52,59.5,-148.55,40,52,835,347,8,8,100,8.03,496,59.4818,-148.5537,99,5.8601,89,8.056,32.553,,5.4406,,
"1,172",2021,20210997,KSU,4170,118,Fixed Hook,3A,240,Seward,Standard Grid,25-Jul-21,Y,,59.3533,-148.5498,48,59.311,-148.5498,51,59.3322,-148.5498,49,59.333,-148.55,70,32,"1,924",233,8,8,101,8.11,661,59.3128,-148.547,99,5.9619,86,8.096,32.47,,5.8158,,
"1,173",2021,20210998,KSU,4171,119,Fixed Hook,3A,250,Seward,Standard Grid,25-Jul-21,Y,,59.3533,-148.8838,95,59.3125,-148.8835,84,59.3328,-148.8837,90,59.333,-148.883,42,13,708,108,8,8,100,8.03,786,59.3107,-148.881,154,5.5268,141,7.958,33.097,,4.4033,,
"1,174",2021,20210999,KSU,4167,120,Fixed Hook,3A,240,Seward,Standard Grid,28-Jul-21,Y,,59.353,-147.5662,66,59.3118,-147.5667,70,59.3325,-147.5663,68,59.333,-147.567,64,36,"1,511",255,8,8,101,8.11,495,59.3545,-147.569,119,5.9443,106,8.054,32.473,,5.4106,,
"1,175",2021,20211000,KSU,4159,121,Fixed Hook,3A,240,Seward,Standard Grid,28-Jul-21,Y,,59.1863,-147.5835,113,59.1442,-147.5833,196,59.1652,-147.5835,144,59.167,-147.583,124,10,"2,100",96,8,8,100,8.03,673,59.1863,-147.58231,207,5.3361,194,7.763,33.824,,2.0281,,
"1,176",2021,20211001,KSU,4160,122,Fixed Hook,3A,240,Seward,Standard Grid,28-Jul-21,Y,,59.1865,-147.8993,108,59.1442,-147.9005,110,59.1653,-147.8998,110,59.167,-147.9,80,18,"1,490",151,8,8,100,8.03,792,59.184,-147.89149,201,5.6166,190,7.822,33.562,,2.6938,,
"1,177",2021,20211002,KSU,4161,123,Fixed Hook,3A,240,Seward,Standard Grid,29-Jul-21,Y,,59.1865,-148.2333,67,59.147,-148.2332,70,59.1667,-148.2333,67,59.167,-148.233,31,26,800,183,8,8,100,8.03,496,59.1867,-148.24181,119,5.731,111,8.038,32.661,,5.21,,
"1,178",2021,20211003,KSU,4154,124,Fixed Hook,3A,240,Seward,Standard Grid,29-Jul-21,Y,,59.0198,-148.2333,87,58.9808,-148.2335,138,59.0003,-148.2335,117,59,-148.233,67,7,"1,219",62,8,8,100,8.03,675,59.0242,-148.2327,155,5.6511,144,7.965,33.001,,4.4335,,
"1,179",2021,20211004,KSU,4153,125,Fixed Hook,3A,240,Seward,Standard Grid,29-Jul-21,Y,,59.0152,-147.892,206,58.9805,-147.9483,258,58.9978,-147.9202,237,59,-147.917,0,0,0,0,8,8,100,8.03,809,,,,,,,,,,,
"1,180",2021,20211005,KSU,4149,126,Fixed Hook,3A,240,Seward,Standard Grid,30-Jul-21,Y,,58.8538,-148.2498,155,58.8163,-148.2502,153,58.835,-148.25,152,58.833,-148.25,38,5,696,38,8,8,100,8.03,477,58.8565,-148.245,282,4.7027,267,7.702,33.903,,1.3631,,
"1,181",2021,20211006,KSU,4545,127,Fixed Hook,3A,250,Seward,Standard Grid,30-Jul-21,Y,,58.7123,-148.2835,153,58.6742,-148.2833,160,58.6932,-148.2833,156,58.666,-148.246,57,21,901,173,8,8,100,8.03,615,58.7103,-148.2858,278,5.0644,267,7.747,33.874,,1.6845,,
"1,182",2021,20211007,KSU,4147,128,Fixed Hook,3A,250,Seward,Standard Grid,30-Jul-21,Y,,58.6865,-148.5663,134,58.6475,-148.567,126,58.667,-148.5667,130,58.667,-148.567,8,3,127,21,8,8,100,8.03,723,58.6868,-148.571,245,5.1367,232,7.75,33.812,,1.7828,,
"1,183",2021,20211008,KSU,4148,129,Fixed Hook,3A,250,Seward,Standard Grid,31-Jul-21,Y,,58.6667,-148.8462,99,58.6668,-148.9233,85,58.6667,-148.8847,91,58.667,-148.883,8,3,145,27,8,8,100,8.03,510,58.6683,-148.8405,187,5.4835,172,7.777,33.599,,2.1934,,
"1,184",2021,20211009,KSU,4151,130,Fixed Hook,3A,250,Seward,Standard Grid,31-Jul-21,Y,,58.853,-148.8837,147,58.8143,-148.8825,140,58.8337,-148.8832,139,58.833,-148.883,12,1,205,8,8,8,100,8.03,606,58.8128,-148.8773,254,5.0269,241,7.759,33.852,,1.6745,,
"1,185",2021,20211010,KSU,4150,131,Fixed Hook,3A,250,Seward,Standard Grid,31-Jul-21,Y,,58.854,-148.5662,157,58.8162,-148.5668,165,58.8352,-148.5665,160,58.833,-148.567,5,3,108,27,8,8,99,7.95,730,58.8067,-148.57401,302,4.7679,288,7.745,33.885,,1.4494,,
"1,186",2021,20211011,KSU,4163,132,Fixed Hook,3A,250,Seward,Standard Grid,1-Aug-21,Y,,59.1667,-148.815,89,59.167,-148.8935,98,59.1668,-148.8542,95,59.167,-148.883,40,19,739,163,8,8,100,8.03,554,59.17,-148.88879,177,5.7394,164,7.897,33.471,,3.0641,,
"1,187",2021,20211012,KSU,4162,133,Fixed Hook,3A,250,Seward,Standard Grid,1-Aug-21,Y,,59.1668,-148.5105,80,59.1667,-148.591,79,59.1668,-148.5507,83,59.167,-148.55,37,29,573,222,8,8,100,8.03,608,58.1668,-148.5925,144,5.6814,132,8.025,32.98,,4.5305,,
"1,188",2021,20211013,KSU,4155,134,Fixed Hook,3A,250,Seward,Standard Grid,1-Aug-21,Y,,59.0002,-148.587,134,59.0003,-148.5092,132,59.0003,-148.548,133,59,-148.567,29,4,454,36,8,8,100,8.03,701,59.0033,-148.591,247,5.0276,232,7.79,33.846,,1.7555,,
"1,189",2021,20211014,KSU,4156,135,Fixed Hook,3A,250,Seward,Standard Grid,2-Aug-21,Y,,59.0002,-148.845,123,59.0002,-148.9212,109,59.0002,-148.8832,116,59,-148.883,17,4,296,40,8,8,99,7.95,469,59.0022,-148.8432,219,5.4268,208,7.826,33.801,,2.0422,,
"1,190",2021,20211015,KSU,4157,136,Fixed Hook,3A,250,Seward,Standard Grid,2-Aug-21,Y,,59,-149.1593,117,58.9998,-149.2345,121,59,-149.1968,118,59,-149.2,14,4,255,34,8,8,100,8.03,582,58.9988,-149.15421,207,5.6084,192,7.867,33.694,,2.4019,,
"1,191",2021,20211016,KSU,4152,137,Fixed Hook,3A,250,Seward,Standard Grid,2-Aug-21,Y,,58.8533,-149.2003,114,58.8132,-149.2005,107,58.8332,-149.2005,111,58.833,-149.2,14,5,349,44,8,8,100,8.03,695,58.8527,-149.1985,208,5.4829,194,7.839,33.704,,2.207,,
"1,192",2021,20211017,KSU,4194,138,Fixed Hook,3A,250,Seward,Standard Grid,5-Aug-21,Y,,59.8533,-149.5335,72,59.814,-149.5333,79,59.8337,-149.5333,81,59.833,-149.533,27,13,442,111,8,8,100,8.03,477,59.8552,-149.53571,115,5.6847,95,8.155,32.219,,5.5641,,
"1,193",2021,20211018,KSU,4193,139,Fixed Hook,3A,250,Seward,Standard Grid,5-Aug-21,Y,,59.8335,-149.2392,57,59.8333,-149.1557,114,59.8335,-149.1975,82,59.833,-149.2,54,24,917,184,8,8,101,8.11,587,59.835,-149.2357,108,6.1884,96,8.178,32.277,,5.5122,,
"1,194",2021,20211019,KSU,4188,140,Fixed Hook,3A,250,Seward,Standard Grid,5-Aug-21,Y,,59.6665,-149.1613,113,59.6667,-149.2423,115,59.6667,-149.2018,114,59.667,-149.2,57,12,"1,078",88,8,8,100,8.03,689,59.6657,-149.24699,210,8.9971,35,8.355,31.634,,5.9755,,
"1,195",2021,20211020,KSU,4187,141,Fixed Hook,3A,250,Seward,Standard Grid,6-Aug-21,Y,,59.6867,-148.8665,97,59.6462,-148.8668,96,59.6665,-148.8667,96,59.667,-148.867,41,8,717,62,8,8,100,8.03,469,,,,,,,,,,,
"1,196",2021,20211021,KSU,4179,142,Fixed Hook,3A,250,Seward,Standard Grid,6-Aug-21,Y,,59.52,-148.8675,94,59.4815,-148.867,92,59.5008,-148.8672,91,59.5,-148.867,15,18,255,151,8,8,100,8.03,650,,,,,,,,,,,
"1,197",2021,20211022,KSU,4180,143,Fixed Hook,3A,240,Seward,Standard Grid,6-Aug-21,Y,,59.4998,-149.1618,116,59.5,-149.2445,123,59.5,-149.2032,122,59.5,-149.2,58,9,"1,117",77,8,8,100,8.03,784,,,,,,,,,,,
"1,198",2021,20211023,KSU,4164,144,Fixed Hook,3A,250,Seward,Standard Grid,7-Aug-21,Y,,59.1665,-149.2383,78,59.1672,-149.1615,95,59.1668,-149.1998,84,59.167,-149.2,49,27,892,225,8,8,99,7.95,564,,,,,,,,,,,
"1,199",2021,20211024,KSU,4172,145,Fixed Hook,3A,250,Seward,Standard Grid,7-Aug-21,Y,,59.3332,-149.2392,90,59.3335,-149.162,105,59.3333,-149.2005,99,59.333,-149.2,67,21,"1,167",179,8,8,99,7.95,692,,,,,,,,,,,
"1,200",2021,20211025,KSU,4173,146,Fixed Hook,3A,250,Seward,Standard Grid,7-Aug-21,Y,,59.3333,-149.495,75,59.3332,-149.576,65,59.3332,-149.5355,68,59.333,-149.533,69,63,"1,408",456,8,8,100,8.03,761,,,,,,,,,,,
"1,201",2021,20211026,KSU,4189,147,Fixed Hook,3A,250,Seward,Standard Grid,8-Aug-21,Y,,59.667,-149.4947,111,59.6667,-149.5727,156,59.6668,-149.5337,152,59.667,-149.533,19,11,342,77,8,8,99,7.95,548,,,,,,,,,,,
"1,202",2021,20211027,KSU,4181,148,Fixed Hook,3A,250,Seward,Standard Grid,8-Aug-21,Y,,59.4935,-149.4962,60,59.5065,-149.574,52,59.5,-149.5352,56,59.5,-149.533,63,93,"1,380",600,8,8,99,7.95,660,,,,,,,,,,,
"1,203",2021,20211028,KSU,4182,149,Fixed Hook,3A,250,Seward,Standard Grid,8-Aug-21,Y,,59.4938,-149.8288,112,59.5053,-149.9095,112,59.4995,-149.8692,110,59.5,-149.867,41,6,859,56,8,8,101,8.11,779,,,,,,,,,,,
"1,204",2021,20211029,KSU,4183,150,Fixed Hook,3A,250,Seward,Standard Grid,9-Aug-21,Y,,59.4815,-150.1935,50,59.517,-150.1747,41,59.4992,-150.184,56,59.5,-150.183,34,50,682,345,8,8,99,7.95,429,,,,,,,,,,,
"1,205",2021,20211030,KSU,4546,151,Fixed Hook,3A,250,Seward,Standard Grid,9-Aug-21,Y,,59.6468,-149.8672,118,59.685,-149.8667,113,59.666,-149.867,115,59.667,-149.867,64,13,"1,203",109,8,8,100,8.03,552,,,,,,,,,,,
"1,206",2021,20211073,BDP,3020,121,Fixed Hook,2C,142,Ketchikan,Standard Grid,27-Jul-21,Y,,54.834,-131.089,128,54.8332,-131.158,139,54.8335,-131.1235,134,54.833,-131.117,16,5,416,36,8,8,98,7.87,456,54.8355,-131.092,241,5.9242,236,7.934,33.473,,2.2273,,
"1,207",2021,20211074,BDP,3202,122,Fixed Hook,2C,142,Ketchikan,Standard Grid,27-Jul-21,Y,,54.8333,-131.3917,20,54.8335,-131.4615,24,54.8335,-131.4267,21,54.833,-131.417,49,43,"1,989",328,8,8,99,7.95,567,54.8345,-131.39079,37,9.0573,27,8.284,31.223,,4.9375,,
"1,208",2021,20211075,BDP,3010,123,Fixed Hook,2C,142,Ketchikan,Standard Grid,27-Jul-21,Y,,54.667,-131.3782,112,54.6667,-131.4488,117,54.6668,-131.4135,120,54.667,-131.417,10,3,265,22,8,8,99,7.95,678,54.6637,-131.37801,201,5.8714,186,7.955,33.534,,2.2356,,
"1,209",2021,20211076,BDP,3023,124,Fixed Hook,2C,141,Ketchikan,Standard Grid,28-Jul-21,Y,,54.8325,-133.0998,102,54.8335,-133.1675,116,54.833,-133.1337,106,54.833,-133.15,33,8,904,60,8,8,98,7.87,445,54.8345,-133.1022,188,6.1953,177,8.019,33.449,,2.7871,,
"1,210",2021,20211077,BDP,3016,125,Fixed Hook,2C,141,Ketchikan,Standard Grid,28-Jul-21,Y,,54.6967,-133.1515,93,54.658,-133.1498,153,54.6773,-133.1507,110,54.667,-133.15,31,7,"1,365",58,8,8,99,7.95,592,54.6962,-133.147,170,6.0672,161,8.015,33.493,,2.6681,,
"1,211",2021,20211078,BDP,3015,126,Fixed Hook,2C,141,Ketchikan,Standard Grid,28-Jul-21,Y,,54.6667,-132.819,69,54.6663,-132.8875,87,54.6665,-132.8532,75,54.667,-132.85,33,19,"1,110",142,8,8,98,7.87,675,54.6672,-132.8875,161,5.8639,153,7.974,33.649,,2.3484,,
"1,212",2021,20211079,BDP,3014,127,Fixed Hook,2C,142,Ketchikan,Standard Grid,29-Jul-21,Y,,54.6668,-132.603,62,54.6665,-132.5363,118,54.6667,-132.5697,97,54.667,-132.567,46,43,"1,257",342,8,8,98,7.87,434,54.6643,-132.606,106,6.2946,97,8.033,33.171,,2.6828,,
"1,213",2021,20211080,BDP,3003,128,Fixed Hook,2C,142,Ketchikan,Standard Grid,29-Jul-21,Y,,54.5202,-132.6135,205,54.4793,-132.616,210,54.4998,-132.6147,206,54.5,-132.583,12,1,481,7,8,8,99,7.95,604,,,,,,,,,,,
"1,214",2021,20211081,BDP,3004,129,Fixed Hook,2C,142,Ketchikan,Standard Grid,29-Jul-21,Y,,54.5,-132.8315,208,54.5002,-132.9055,208,54.5002,-132.8685,208,54.5,-132.867,10,2,461,12,8,8,100,8.03,745,54.493,-132.8367,382,5.3848,371,7.922,33.894,,1.7394,,
"1,215",2021,20211082,BDP,3001,130,Fixed Hook,2C,142,Ketchikan,Standard Grid,30-Jul-21,Y,,54.5185,-132.0175,154,54.4807,-132.0168,162,54.4995,-132.0172,148,54.5,-132.017,22,0,700,0,8,8,99,7.95,459,,,,,,,,,,,
"1,216",2021,20211083,BDP,3002,131,Fixed Hook,2C,142,Ketchikan,Standard Grid,30-Jul-21,Y,,54.5,-132.261,198,54.5,-132.3262,201,54.5,-132.2935,196,54.5,-132.3,17,1,570,7,8,8,99,7.95,610,54.5,-132.3262,358,5.4316,347,7.935,33.881,,1.79,,
"1,217",2021,20211084,BDP,3013,132,Fixed Hook,2C,142,Ketchikan,Standard Grid,30-Jul-21,Y,,54.6663,-132.2517,64,54.6665,-132.3202,57,54.6663,-132.286,61,54.667,-132.283,44,67,"1,307",518,8,8,98,7.87,709,54.6665,-132.32021,113,6.4607,105,8.055,33.029,,2.8505,,
"1,218",2021,20211085,BDP,3012,133,Fixed Hook,2C,142,Ketchikan,Standard Grid,31-Jul-21,Y,,54.6865,-131.9842,78,54.6468,-131.9838,105,54.6667,-131.984,99,54.667,-131.983,52,5,"1,558",37,8,8,99,7.95,439,54.6837,-131.9847,152,6.0136,142,8.017,33.419,,2.4405,,
"1,219",2021,20211086,BDP,3011,134,Fixed Hook,2C,142,Ketchikan,Standard Grid,31-Jul-21,Y,,54.6665,-131.687,238,54.6667,-131.7555,204,54.6665,-131.7212,214,54.667,-131.7,16,0,307,0,8,8,99,7.95,538,,,,,,,,,,,
"1,220",2021,20211087,BDP,3021,135,Fixed Hook,2C,142,Ketchikan,Standard Grid,31-Jul-21,Y,,54.8332,-131.6945,245,54.8335,-131.7635,218,54.8333,-131.729,223,54.833,-131.7,11,0,244,0,8,8,99,7.95,665,,,,,,,,,,,
"1,221",2021,20211088,DEV,4570,86,Fixed Hook,3A,261,Shelikof,Standard Grid,10-Aug-21,Y,,59.6673,-151.1622,19,59.6647,-151.2422,24,59.666,-151.2022,26,59.666,-151.174,32,21,862,135,8,8,99,7.95,461,59.668,-151.1617,40,9.6664,31,8.225,31.101,,6.4999,,
"1,222",2021,20211089,DEV,4370,87,Fixed Hook,3A,261,Shelikof,Standard Grid,10-Aug-21,Y,,59.5,-151.8635,30,59.5002,-151.7833,39,59.5,-151.8235,36,59.5,-151.833,74,63,"1,265",452,8,8,100,8.03,568,,,,,,,,,,,
"1,223",2021,20211090,DEV,4364,88,Fixed Hook,3A,261,Shelikof,Standard Grid,11-Aug-21,Y,,59.167,-153.0388,50,59.1658,-153.1358,44,59.1663,-153.0873,46,59.167,-153.1,44,49,774,372,8,8,98,7.87,451,,,,,,,,,,,
"1,224",2021,20211091,DEV,4365,89,Fixed Hook,3A,261,Shelikof,Standard Grid,11-Aug-21,Y,,59.1662,-153.382,22,59.1663,-153.4663,22,59.1662,-153.4242,21,59.167,-153.433,134,12,"2,930",86,8,8,100,8.03,617,,,,,,,,,,,
"1,225",2021,20211092,DEV,4360,90,Fixed Hook,3A,261,Shelikof,Standard Grid,11-Aug-21,N,SF,59.0095,-153.1218,78,58.9917,-153.0493,84,59.0005,-153.0855,82,59,-153.083,48,16,"1,035",109,8,8,99,7.95,755,,,,,,,,,,,
"1,226",2021,20211093,DEV,4363,91,Fixed Hook,3A,261,Shelikof,Standard Grid,12-Aug-21,Y,,59.1833,-152.7798,73,59.1415,-152.7975,79,59.1623,-152.7887,76,59.167,-152.783,69,34,"1,154",260,8,8,100,8.03,423,59.1795,-152.78551,130,7.4401,120,8.078,32.08,,5.2181,,
"1,227",2021,20211094,DEV,4359,92,Fixed Hook,3A,271,Shelikof,Standard Grid,12-Aug-21,Y,,59.0232,-152.7667,90,58.9842,-152.7657,94,59.0037,-152.7662,91,59,-152.767,45,14,681,123,8,8,100,8.03,538,59.0263,-152.7677,165,6.2466,155,7.934,32.464,,4.4896,,
