"","Seconds","Dive","x","y","Family"
"40840",51879,15,494482.95,6234909.66,"Good"
"40841",51880,15,494482.95,6234909.66,"Good"
"40842",51881,15,494482.95,6234909.66,"Good"
"40843",51882,15,494482.43,6234911.54,"Good"
"40844",51883,15,494482.43,6234911.54,"Good"
"40845",51884,15,494482.43,6234911.54,"Good"
"40846",51885,15,494482.43,6234911.54,"Good"
"40847",51886,15,494482.43,6234911.54,"Good"
"40848",51887,15,494482.43,6234911.54,"Good"
"40849",51888,15,494482.43,6234911.54,"Good"
"40850",51889,15,494482.43,6234911.54,"Good"
"40851",51890,15,494482.43,6234911.54,"Good"
"40852",51891,15,494482.43,6234911.54,"Good"
"40853",51892,15,494482.43,6234911.54,"Good"
"40854",51893,15,494482.43,6234911.54,"Good"
"40855",51894,15,494482.43,6234911.54,"Good"
"40856",51895,15,494482.43,6234911.54,"Good"
"40857",51896,15,494482.43,6234911.54,"Good"
"40858",51897,15,494482.43,6234911.54,"Good"
"40859",51898,15,494482.43,6234911.54,"Good"
"40860",51899,15,494489.11,6234906.51,"Good"
"40861",51900,15,494489.11,6234906.51,"Good"
"40862",51901,15,494489.11,6234906.51,"Good"
"40863",51902,15,494489.11,6234906.51,"Good"
"40864",51903,15,494489.11,6234906.51,"Good"
"40865",51904,15,494489.11,6234906.51,"Good"
"40866",51905,15,494489.11,6234906.51,"Good"
"40867",51906,15,494489.11,6234906.51,"Good"
"40868",51907,15,494489.76,6234905.06,"Good"
"40869",51908,15,494489.76,6234905.06,"Good"
"40870",51909,15,494489.76,6234905.06,"Good"
"40871",51910,15,494490.58,6234905.5,"Good"
"40872",51911,15,494490.58,6234905.5,"Good"
"40873",51912,15,494490.58,6234905.5,"Good"
"40874",51913,15,494492.96,6234902.95,"Good"
"40875",51914,15,494492.96,6234902.95,"Good"
"40876",51915,15,494492.96,6234902.95,"Good"
"40877",51916,15,494491.84,6234903.99,"Good"
"40878",51917,15,494491.84,6234903.99,"Good"
"40879",51918,15,494491.84,6234903.99,"Good"
"40880",51919,15,494495.59,6234902.82,"Good"
"40881",51920,15,494495.59,6234902.82,"Good"
"40882",51921,15,494495.59,6234902.82,"Good"
"40883",51922,15,494494.93,6234902.64,"Good"
"40884",51923,15,494494.93,6234902.64,"Good"
"40885",51924,15,494497.52,6234901.8,"Good"
"40886",51925,15,494497.52,6234901.8,"Good"
"40887",51926,15,494497.52,6234901.8,"Good"
"40888",51927,15,494497.52,6234901.8,"Good"
"40889",51928,15,494497.52,6234901.8,"Good"
"40890",51929,15,494496.82,6234903.03,"Good"
"40891",51930,15,494496.82,6234903.03,"Good"
"40892",51931,15,494496.82,6234903.03,"Good"
"40893",51932,15,494498.04,6234899.8,"Good"
"40894",51933,15,494498.04,6234899.8,"Good"
"40895",51934,15,494498.04,6234899.8,"Good"
"40896",51935,15,494498.04,6234901.68,"Good"
"40897",51936,15,494498.04,6234901.68,"Good"
"40898",51937,15,494498.04,6234901.68,"Good"
"40899",51938,15,494500.67,6234901.93,"Good"
"40900",51939,15,494500.67,6234901.93,"Good"
"40901",51940,15,494500.67,6234901.93,"Good"
"40902",51941,15,494500.65,6234900.45,"Good"
"40903",51942,15,494500.65,6234900.45,"Good"
"40904",51943,15,494500.65,6234900.45,"Good"
"40905",51944,15,494502.43,6234900.16,"Good"
"40906",51945,15,494502.43,6234900.16,"Good"
"40907",51946,15,494502.43,6234900.16,"Good"
"40908",51947,15,494502.43,6234900.16,"Good"
"40909",51948,15,494502.43,6234900.16,"Good"
"40910",51949,15,494502.43,6234900.16,"Good"
"40911",51950,15,494502.43,6234900.16,"Good"
"40912",51951,15,494505.36,6234900.52,"Good"
"40913",51952,15,494505.36,6234900.52,"Good"
"40914",51953,15,494505.36,6234900.52,"Good"
"40915",51954,15,494505.36,6234900.52,"Good"
"40916",51955,15,494505.36,6234900.52,"Good"
"40917",51956,15,494505.36,6234900.52,"Good"
"40918",51957,15,494505.36,6234900.52,"Good"
"40919",51958,15,494505.36,6234900.52,"Good"
"40920",51959,15,494505.6,6234900.44,"Good"
"40921",51960,15,494505.6,6234900.44,"Good"
"40922",51961,15,494505.6,6234900.44,"Good"
"40923",51962,15,494505.6,6234900.44,"Good"
"40924",51963,15,494505.6,6234900.44,"Good"
"40925",51964,15,494505.6,6234900.44,"Good"
"40926",51965,15,494505.6,6234900.44,"Good"
"40927",51966,15,494505.6,6234900.44,"Good"
"40928",51967,15,494508.24,6234901.14,"Good"
"40929",51968,15,494508.24,6234901.14,"Good"
"40930",51969,15,494508.24,6234901.14,"Good"
"40931",51970,15,494510.01,6234901.02,"Good"
"40932",51971,15,494510.01,6234901.02,"Good"
"40933",51972,15,494510.01,6234901.02,"Good"
"40934",51973,15,494509.83,6234901.36,"Good"
"40935",51974,15,494509.83,6234901.36,"Good"
"40936",51975,15,494510.4,6234901.75,"Good"
"40937",51976,15,494510.4,6234901.75,"Good"
"40938",51977,15,494510.4,6234901.75,"Good"
"40939",51978,15,494512.93,6234901.49,"Good"
"40940",51979,15,494512.93,6234901.49,"Good"
"40941",51980,15,494512.93,6234901.49,"Good"
"40942",51981,15,494512.02,6234901.12,"Good"
"40943",51982,15,494512.02,6234901.12,"Good"
"40944",51983,15,494512.02,6234901.12,"Good"
"40945",51984,15,494513.13,6234902.28,"Good"
"40946",51985,15,494513.13,6234902.28,"Good"
"40947",51986,15,494513.13,6234902.28,"Good"
"40948",51987,15,494508.91,6234888.95,"Good"
"40949",51988,15,494508.91,6234888.95,"Good"
"40950",51989,15,494508.91,6234888.95,"Good"
"40951",51990,15,494508.91,6234888.95,"Good"
"40952",51991,15,494508.91,6234888.95,"Good"
"40953",51992,15,494513.24,6234901.61,"Good"
"40954",51993,15,494513.24,6234901.61,"Good"
"40955",51994,15,494513.24,6234901.61,"Good"
"40956",51995,15,494514.43,6234902.56,"Good"
"40957",51996,15,494514.43,6234902.56,"Good"
"40958",51997,15,494514.43,6234902.56,"Good"
"40959",51998,15,494513.2,6234901.47,"Good"
"40960",51999,15,494513.2,6234901.47,"Good"
"40961",52000,15,494515.14,6234902.71,"Good"
"40962",52001,15,494515.14,6234902.71,"Good"
"40963",52002,15,494515.14,6234902.71,"Good"
"40964",52003,15,494515.14,6234902.71,"Good"
"40965",52004,15,494515.14,6234902.71,"Good"
"40966",52005,15,494515.14,6234902.71,"Good"
"40967",52006,15,494515.14,6234902.71,"Good"
"40968",52007,15,494516.93,6234903.3,"Good"
"40969",52008,15,494516.93,6234903.3,"Good"
"40970",52009,15,494516.93,6234903.3,"Good"
"40971",52010,15,494518.51,6234901.03,"Good"
"40972",52011,15,494518.51,6234901.03,"Good"
"40973",52012,15,494518.51,6234901.03,"Good"
"40974",52013,15,494520.07,6234900.15,"Good"
"40975",52014,15,494520.07,6234900.15,"Good"
"40976",52015,15,494520.07,6234900.15,"Good"
"40977",52016,15,494520.87,6234903.43,"Good"
"40978",52017,15,494520.87,6234903.43,"Good"
"40979",52018,15,494520.87,6234903.43,"Good"
"40980",52019,15,494523.36,6234901.16,"Good"
"40981",52020,15,494523.36,6234901.16,"Good"
"40982",52021,15,494523.36,6234901.16,"Good"
"40983",52022,15,494523.36,6234901.16,"Good"
"40984",52023,15,494523.36,6234901.16,"Good"
"40985",52024,15,494523.36,6234901.16,"Good"
"40986",52025,15,494523.36,6234901.16,"Good"
"40987",52026,15,494523.36,6234901.16,"Good"
"40988",52027,15,494526.31,6234902.42,"Good"
"40989",52028,15,494526.31,6234902.42,"Good"
"40990",52029,15,494526.31,6234902.42,"Good"
"40991",52030,15,494526.31,6234902.42,"Good"
"40992",52031,15,494526.71,6234903.48,"Good"
"40993",52032,15,494526.71,6234903.48,"Good"
"40994",52033,15,494526.71,6234903.48,"Good"
"40995",52034,15,494528.88,6234901.37,"Good"
"40996",52035,15,494528.88,6234901.37,"Good"
"40997",52036,15,494528.88,6234901.37,"Good"
"40998",52037,15,494528.88,6234901.37,"Good"
"40999",52038,15,494528.88,6234901.37,"Good"
"41000",52039,15,494528.88,6234901.37,"Good"
"41001",52040,15,494528.88,6234901.37,"Good"
"41002",52041,15,494528.88,6234901.37,"Good"
"41003",52042,15,494528.88,6234901.37,"Good"
"41004",52043,15,494528.88,6234901.37,"Good"
"41005",52044,15,494528.88,6234901.37,"Good"
"41006",52045,15,494528.88,6234901.37,"Good"
"41007",52046,15,494528.88,6234901.37,"Bad"
"41008",52047,15,494531.78,6234901.75,"Bad"
"41009",52048,15,494531.78,6234901.75,"Bad"
"41010",52049,15,494531.78,6234901.75,"Bad"
"41011",52050,15,494531.78,6234901.75,"Bad"
"41012",52051,15,494533.73,6234902.08,"Bad"
"41013",52052,15,494533.73,6234902.08,"Good"
"41014",52053,15,494533.73,6234902.08,"Good"
"41015",52054,15,494534.13,6234901.96,"Good"
"41016",52055,15,494534.13,6234901.96,"Good"
"41017",52056,15,494534.13,6234901.96,"Good"
"41018",52057,15,494535.4,6234901.81,"Good"
"41019",52058,15,494535.4,6234901.81,"Good"
"41020",52059,15,494535.4,6234901.81,"Good"
"41021",52060,15,494535.69,6234901.89,"Good"
"41022",52061,15,494535.69,6234901.89,"Good"
"41023",52062,15,494535.69,6234901.89,"Good"
"41024",52063,15,494536.08,6234901.51,"Good"
"41025",52064,15,494536.08,6234901.51,"Good"
"41026",52065,15,494536.08,6234901.51,"Good"
"41027",52066,15,494536.08,6234901.51,"Good"
"41028",52067,15,494537.56,6234900.94,"Good"
"41029",52068,15,494537.56,6234900.94,"Good"
"41030",52069,15,494537.56,6234900.94,"Good"
"41031",52070,15,494538.99,6234900.13,"Good"
"41032",52071,15,494538.99,6234900.13,"Good"
"41033",52072,15,494538.99,6234900.13,"Good"
"41034",52073,15,494539.31,6234902.52,"Good"
"41035",52074,15,494539.31,6234902.52,"Good"
"41036",52075,15,494539.31,6234902.52,"Good"
"41037",52076,15,494540.45,6234901.61,"Good"
"41038",52077,15,494540.45,6234901.61,"Good"
"41039",52078,15,494540.45,6234901.61,"Good"
"41040",52079,15,494540.45,6234901.61,"Good"
"41041",52080,15,494540.45,6234901.61,"Good"
"41042",52081,15,494544.66,6234899.83,"Good"
"41043",52082,15,494544.66,6234899.83,"Good"
"41044",52083,15,494544.66,6234899.83,"Good"
"41045",52084,15,494544.66,6234899.83,"Good"
"41046",52085,15,494544.66,6234899.83,"Good"
"41047",52086,15,494544.66,6234899.83,"Good"
"41048",52087,15,494544.66,6234899.83,"Good"
"41049",52088,15,494544.66,6234899.83,"Good"
"41050",52089,15,494546.02,6234899.44,"Good"
"41051",52090,15,494546.02,6234899.44,"Good"
"41052",52091,15,494546.02,6234899.44,"Good"
"41053",52092,15,494546.02,6234899.44,"Good"
"41054",52093,15,494546.02,6234899.44,"Good"
"41055",52094,15,494546.02,6234899.44,"Good"
"41056",52095,15,494546.02,6234899.44,"Good"
"41057",52096,15,494547.71,6234898.66,"Good"
"41058",52097,15,494547.71,6234898.66,"Good"
"41059",52098,15,494551.4,6234898.47,"Good"
"41060",52099,15,494551.4,6234898.47,"Good"
"41061",52100,15,494551.4,6234898.47,"Good"
"41062",52101,15,494551.4,6234898.47,"Good"
"41063",52102,15,494551.4,6234898.47,"Good"
"41064",52103,15,494551.4,6234898.47,"Good"
"41065",52104,15,494551.4,6234898.47,"Good"
"41066",52105,15,494553.04,6234898.27,"Good"
"41067",52106,15,494553.04,6234898.27,"Good"
"41068",52107,15,494553.04,6234898.27,"Good"
"41069",52108,15,494553.04,6234898.27,"Good"
"41070",52109,15,494553.04,6234898.27,"Good"
"41071",52110,15,494552.41,6234898.77,"Good"
"41072",52111,15,494552.41,6234898.77,"Good"
"41073",52112,15,494552.41,6234898.77,"Good"
"41074",52113,15,494554.67,6234899.98,"Good"
"41075",52114,15,494554.67,6234899.98,"Good"
"41076",52115,15,494554.67,6234899.98,"Good"
"41077",52116,15,494554.67,6234899.98,"Good"
"41078",52117,15,494556.93,6234898.98,"Good"
"41079",52118,15,494556.93,6234898.98,"Good"
"41080",52119,15,494556.93,6234898.98,"Good"
"41081",52120,15,494556.66,6234900.81,"Good"
"41082",52121,15,494556.66,6234900.81,"Good"
"41083",52122,15,494556.66,6234900.81,"Good"
"41084",52123,15,494559.31,6234897.64,"Good"
"41085",52124,15,494559.31,6234897.64,"Good"
"41086",52125,15,494559.31,6234897.64,"Good"
"41087",52126,15,494559.31,6234897.64,"Good"
"41088",52127,15,494559.31,6234897.64,"Good"
"41089",52128,15,494559.31,6234897.64,"Good"
"41090",52129,15,494560.26,6234898.59,"Good"
"41091",52130,15,494560.26,6234898.59,"Good"
"41092",52131,15,494560.26,6234898.59,"Good"
"41093",52132,15,494562.37,6234898.49,"Good"
"41094",52133,15,494562.37,6234898.49,"Good"
"41095",52134,15,494562.37,6234898.49,"Good"
"41096",52135,15,494562.37,6234898.49,"Good"
"41097",52136,15,494562.37,6234898.49,"Good"
"41098",52137,15,494562.86,6234898.05,"Good"
"41099",52138,15,494562.86,6234898.05,"Good"
"41100",52139,15,494562.86,6234898.05,"Good"
"41101",52140,15,494563.1,6234896.69,"Good"
"41102",52141,15,494563.1,6234896.69,"Good"
"41103",52142,15,494563.1,6234896.69,"Good"
"41104",52143,15,494564.99,6234897.68,"Good"
"41105",52144,15,494564.99,6234897.68,"Good"
"41106",52145,15,494564.99,6234897.68,"Good"
"41107",52146,15,494562.62,6234896.47,"Good"
"41108",52147,15,494562.62,6234896.47,"Good"
"41109",52148,15,494562.62,6234896.47,"Good"
"41110",52149,15,494562.62,6234896.47,"Good"
"41111",52150,15,494562.62,6234896.47,"Good"
"41112",52151,15,494562.62,6234896.47,"Good"
"41113",52152,15,494562.62,6234896.47,"Good"
"41114",52153,15,494562.62,6234896.47,"Good"
"41115",52154,15,494562.62,6234896.47,"Good"
"41116",52155,15,494562.62,6234896.47,"Good"
"41117",52156,15,494562.62,6234896.47,"Good"
"41118",52157,15,494562.62,6234896.47,"Good"
"41119",52158,15,494562.62,6234896.47,"Good"
"41120",52159,15,494562.62,6234896.47,"Good"
"41121",52160,15,494562.62,6234896.47,"Good"
"41122",52161,15,494562.62,6234896.47,"Good"
"41123",52162,15,494562.62,6234896.47,"Good"
"41124",52163,15,494562.62,6234896.47,"Good"
"41125",52164,15,494562.62,6234896.47,"Good"
"41126",52165,15,494562.62,6234896.47,"Good"
"41127",52166,15,494562.62,6234896.47,"Good"
"41128",52167,15,494562.62,6234896.47,"Good"
"41129",52168,15,494562.62,6234896.47,"Good"
"41130",52169,15,494562.62,6234896.47,"Good"
"41131",52170,15,494569.77,6234895.82,"Good"
"41132",52171,15,494569.77,6234895.82,"Good"
"41133",52172,15,494569.77,6234895.82,"Good"
"41134",52173,15,494571.11,6234895.83,"Good"
"41135",52174,15,494571.11,6234895.83,"Good"
"41136",52175,15,494571.11,6234895.83,"Good"
"41137",52176,15,494571.11,6234895.83,"Good"
"41138",52177,15,494571.11,6234895.83,"Good"
"41139",52178,15,494571.11,6234895.83,"Good"
"41140",52179,15,494571.11,6234895.83,"Good"
"41141",52180,15,494571.11,6234895.83,"Good"
"41142",52181,15,494572.61,6234897.55,"Good"
"41143",52182,15,494572.61,6234897.55,"Good"
"41144",52183,15,494572.61,6234897.55,"Good"
"41145",52184,15,494572.61,6234897.55,"Good"
"41146",52185,15,494572.89,6234896.4,"Good"
"41147",52186,15,494572.89,6234896.4,"Good"
"41148",52187,15,494572.89,6234896.4,"Good"
"41149",52188,15,494574.18,6234897.48,"Good"
"41150",52189,15,494574.18,6234897.48,"Good"
"41151",52190,15,494574.18,6234897.48,"Good"
"41152",52191,15,494574.93,6234895.16,"Good"
"41153",52192,15,494574.93,6234895.16,"Good"
"41154",52193,15,494574.93,6234895.16,"Good"
"41155",52194,15,494574.93,6234895.16,"Good"
"41156",52195,15,494574.93,6234895.16,"Good"
"41157",52196,15,494574.93,6234895.16,"Good"
"41158",52197,15,494574.93,6234895.16,"Good"
"41159",52198,15,494574.93,6234895.16,"Good"
"41160",52199,15,494576.53,6234894.69,"Good"
"41161",52200,15,494576.53,6234894.69,"Good"
"41162",52201,15,494577.18,6234895.11,"Good"
"41163",52202,15,494577.18,6234895.11,"Good"
"41164",52203,15,494577.18,6234895.11,"Good"
"41165",52204,15,494579.53,6234896.83,"Good"
"41166",52205,15,494579.53,6234896.83,"Good"
"41167",52206,15,494579.53,6234896.83,"Good"
"41168",52207,15,494579.53,6234896.83,"Good"
"41169",52208,15,494579.53,6234896.83,"Good"
"41170",52209,15,494579.53,6234896.83,"Good"
"41171",52210,15,494579.53,6234896.83,"Good"
"41172",52211,15,494579.53,6234896.83,"Good"
"41173",52212,15,494582.91,6234895.91,"Good"
"41174",52213,15,494582.91,6234895.91,"Good"
"41175",52214,15,494582.91,6234895.91,"Good"
"41176",52215,15,494582.91,6234895.91,"Good"
"41177",52216,15,494582.91,6234895.91,"Good"
"41178",52217,15,494582.91,6234895.91,"Good"
"41179",52218,15,494582.91,6234895.91,"Good"
"41180",52219,15,494582.91,6234895.91,"Good"
"41181",52220,15,494585.42,6234896.69,"Good"
"41182",52221,15,494585.42,6234896.69,"Good"
"41183",52222,15,494585.42,6234896.69,"Good"
"41184",52223,15,494587.58,6234896.67,"Good"
"41185",52224,15,494587.58,6234896.67,"Good"
"41186",52225,15,494587.58,6234896.67,"Good"
"41187",52226,15,494587.71,6234895.41,"Good"
"41188",52227,15,494587.71,6234895.41,"Good"
"41189",52228,15,494587.49,6234897.41,"Good"
"41190",52229,15,494587.49,6234897.41,"Good"
"41191",52230,15,494587.49,6234897.41,"Good"
"41192",52231,15,494591.55,6234896.18,"Good"
"41193",52232,15,494591.55,6234896.18,"Good"
"41194",52233,15,494591.55,6234896.18,"Good"
"41195",52234,15,494591.52,6234896.77,"Good"
"41196",52235,15,494591.52,6234896.77,"Good"
"41197",52236,15,494591.52,6234896.77,"Good"
"41198",52237,15,494594.44,6234897.19,"Good"
"41199",52238,15,494594.44,6234897.19,"Good"
"41200",52239,15,494594.44,6234897.19,"Good"
"41201",52240,15,494593.42,6234896.6,"Good"
"41202",52241,15,494593.42,6234896.6,"Good"
"41203",52242,15,494593.42,6234896.6,"Good"
"41204",52243,15,494594.95,6234896.38,"Good"
"41205",52244,15,494594.95,6234896.38,"Good"
"41206",52245,15,494594.95,6234896.38,"Good"
"41207",52246,15,494594.95,6234896.38,"Good"
"41208",52247,15,494594.95,6234896.38,"Good"
"41209",52248,15,494594.95,6234896.38,"Good"
"41210",52249,15,494594.95,6234896.38,"Good"
"41211",52250,15,494594.95,6234896.38,"Good"
"41212",52251,15,494594.95,6234896.38,"Good"
"41213",52252,15,494594.95,6234896.38,"Good"
"41214",52253,15,494594.95,6234896.38,"Good"
"41215",52254,15,494594.95,6234896.38,"Good"
"41216",52255,15,494594.95,6234896.38,"Good"
"41217",52256,15,494594.95,6234896.38,"Good"
"41218",52257,15,494600.33,6234895.53,"Good"
"41219",52258,15,494600.33,6234895.53,"Good"
"41220",52259,15,494600.33,6234895.53,"Good"
"41221",52260,15,494602.3,6234896.22,"Good"
"41222",52261,15,494602.3,6234896.22,"Good"
"41223",52262,15,494602.3,6234896.22,"Good"
"41224",52263,15,494602.3,6234896.22,"Good"
"41225",52264,15,494602.3,6234896.22,"Good"
"41226",52265,15,494602.3,6234896.22,"Good"
"41227",52266,15,494602.3,6234896.22,"Good"
"41228",52267,15,494602.3,6234896.22,"Good"
"41229",52268,15,494602.3,6234896.22,"Good"
"41230",52269,15,494602.3,6234896.22,"Good"
"41231",52270,15,494602.3,6234896.22,"Good"
"41232",52271,15,494602.3,6234896.22,"Good"
"41233",52272,15,494607.5,6234894.65,"Good"
"41234",52273,15,494607.5,6234894.65,"Good"
"41235",52274,15,494607.5,6234894.65,"Good"
"41236",52275,15,494607.5,6234894.65,"Good"
"41237",52276,15,494607.5,6234894.65,"Good"
"41238",52277,15,494607.5,6234894.65,"Good"
"41239",52278,15,494607.5,6234894.65,"Good"
"41240",52279,15,494607.5,6234894.65,"Good"
"41241",52280,15,494607.5,6234894.65,"Good"
"41242",52281,15,494607.5,6234894.65,"Good"
"41243",52282,15,494607.5,6234894.65,"Good"
"41244",52283,15,494607.5,6234894.65,"Good"
"41245",52284,15,494607.5,6234894.65,"Good"
"41246",52285,15,494607.5,6234894.65,"Good"
"41247",52286,15,494607.5,6234894.65,"Good"
"41248",52287,15,494607.5,6234894.65,"Good"
"41249",52288,15,494607.5,6234894.65,"Good"
"41250",52289,15,494610.82,6234893.86,"Good"
"41251",52290,15,494610.82,6234893.86,"Good"
"41252",52291,15,494610.82,6234893.86,"Good"
"41253",52292,15,494611.31,6234892.39,"Good"
"41254",52293,15,494611.31,6234892.39,"Good"
"41255",52294,15,494611.31,6234892.39,"Good"
"41256",52295,15,494611.31,6234892.39,"Good"
"41257",52296,15,494611.31,6234892.39,"Good"
"41258",52297,15,494611.31,6234892.39,"Good"
"41259",52298,15,494611.31,6234892.39,"Good"
"41260",52299,15,494612.56,6234893.32,"Good"
"41261",52300,15,494612.56,6234893.32,"Good"
"41262",52301,15,494612.56,6234893.32,"Good"
"41263",52302,15,494613.96,6234892.82,"Good"
"41264",52303,15,494613.96,6234892.82,"Good"
"41265",52304,15,494613.96,6234892.82,"Good"
"41266",52305,15,494613.71,6234893.64,"Good"
"41267",52306,15,494613.71,6234893.64,"Good"
"41268",52307,15,494613.71,6234893.64,"Good"
"41269",52308,15,494614.09,6234892.85,"Good"
"41270",52309,15,494614.09,6234892.85,"Good"
"41271",52310,15,494614.45,6234892.97,"Good"
"41272",52311,15,494614.45,6234892.97,"Good"
"41273",52312,15,494614.45,6234892.97,"Good"
"41274",52313,15,494614.62,6234894.49,"Good"
"41275",52314,15,494614.62,6234894.49,"Good"
"41276",52315,15,494614.62,6234894.49,"Good"
"41277",52316,15,494617.22,6234892.88,"Good"
"41278",52317,15,494617.22,6234892.88,"Good"
"41279",52318,15,494617.22,6234892.88,"Good"
"41280",52319,15,494617.54,6234893.45,"Good"
"41281",52320,15,494617.54,6234893.45,"Good"
"41282",52321,15,494617.54,6234893.45,"Good"
"41283",52322,15,494617.54,6234893.45,"Good"
"41284",52323,15,494617.54,6234893.45,"Good"
"41285",52324,15,494617.54,6234893.45,"Good"
"41286",52325,15,494617.54,6234893.45,"Good"
"41287",52326,15,494619.11,6234894.58,"Good"
"41288",52327,15,494619.11,6234894.58,"Good"
"41289",52328,15,494619.11,6234894.58,"Good"
"41290",52329,15,494619.11,6234894.58,"Good"
"41291",52330,15,494619.11,6234894.58,"Good"
"41292",52331,15,494621.35,6234893.99,"Good"
"41293",52332,15,494621.35,6234893.99,"Good"
"41294",52333,15,494621.35,6234893.99,"Good"
"41295",52334,15,494620.2,6234894.63,"Good"
"41296",52335,15,494620.2,6234894.63,"Good"
"41297",52336,15,494620.2,6234894.63,"Good"
"41298",52337,15,494601.75,6234895.97,"Good"
"41299",52338,15,494601.75,6234895.97,"Good"
"41300",52339,15,494601.75,6234895.97,"Good"
"41301",52340,15,494601.75,6234895.97,"Good"
"41302",52341,15,494601.75,6234895.97,"Good"
"41303",52342,15,494601.75,6234895.97,"Good"
"41304",52343,15,494601.75,6234895.97,"Good"
"41305",52344,15,494601.75,6234895.97,"Good"
"41306",52345,15,494601.75,6234895.97,"Good"
"41307",52346,15,494625.06,6234894.77,"Good"
"41308",52347,15,494625.06,6234894.77,"Good"
"41309",52348,15,494625.06,6234894.77,"Good"
"41310",52349,15,494624.92,6234895.67,"Good"
"41311",52350,15,494624.92,6234895.67,"Good"
"41312",52351,15,494624.92,6234895.67,"Good"
"41313",52352,15,494626.02,6234895.11,"Good"
"41314",52353,15,494626.02,6234895.11,"Good"
"41315",52354,15,494626.02,6234895.11,"Good"
"41316",52355,15,494626.02,6234895.11,"Good"
"41317",52356,15,494626.02,6234895.11,"Good"
"41318",52357,15,494628.06,6234895.52,"Good"
"41319",52358,15,494628.06,6234895.52,"Good"
"41320",52359,15,494628.06,6234895.52,"Good"
"41321",52360,15,494629.64,6234896.39,"Good"
"41322",52361,15,494629.64,6234896.39,"Good"
"41323",52362,15,494629.64,6234896.39,"Good"
"41324",52363,15,494630.57,6234895.1,"Good"
"41325",52364,15,494630.57,6234895.1,"Good"
"41326",52365,15,494630.57,6234895.1,"Good"
"41327",52366,15,494630.57,6234895.1,"Good"
"41328",52367,15,494630.57,6234895.1,"Good"
"41329",52368,15,494633.71,6234895.5,"Good"
"41330",52369,15,494633.71,6234895.5,"Good"
"41331",52370,15,494633.71,6234895.5,"Good"
"41332",52371,15,494633.13,6234895.47,"Good"
"41333",52372,15,494633.13,6234895.47,"Good"
"41334",52373,15,494633.48,6234896.62,"Good"
"41335",52374,15,494633.48,6234896.62,"Good"
"41336",52375,15,494633.48,6234896.62,"Good"
"41337",52376,15,494635.64,6234894.9,"Good"
"41338",52377,15,494635.64,6234894.9,"Good"
"41339",52378,15,494635.64,6234894.9,"Good"
"41340",52379,15,494634.22,6234895.64,"Good"
"41341",52380,15,494634.22,6234895.64,"Good"
"41342",52381,15,494634.22,6234895.64,"Good"
"41343",52382,15,494636.64,6234895.38,"Good"
"41344",52383,15,494636.64,6234895.38,"Good"
"41345",52384,15,494636.64,6234895.38,"Good"
"41346",52385,15,494637.24,6234896.03,"Good"
"41347",52386,15,494637.24,6234896.03,"Good"
"41348",52387,15,494637.24,6234896.03,"Good"
"41349",52388,15,494637.24,6234896.03,"Good"
"41350",52389,15,494639.17,6234896.17,"Good"
"41351",52390,15,494639.17,6234896.17,"Good"
"41352",52391,15,494639.17,6234896.17,"Good"
"41353",52392,15,494641.63,6234893.82,"Good"
"41354",52393,15,494641.63,6234893.82,"Good"
"41355",52394,15,494641.63,6234893.82,"Good"
"41356",52395,15,494641.63,6234893.82,"Good"
"41357",52396,15,494641.63,6234893.82,"Good"
"41358",52397,15,494642.9,6234896,"Good"
"41359",52398,15,494642.9,6234896,"Good"
"41360",52399,15,494642.9,6234896,"Good"
"41361",52400,15,494644.23,6234895.93,"Good"
"41362",52401,15,494644.23,6234895.93,"Good"
"41363",52402,15,494644.23,6234895.93,"Good"
"41364",52403,15,494644.23,6234895.93,"Good"
"41365",52404,15,494644.23,6234895.93,"Good"
"41366",52405,15,494646.46,6234897.09,"Good"
"41367",52406,15,494646.46,6234897.09,"Good"
"41368",52407,15,494646.46,6234897.09,"Good"
"41369",52408,15,494649.46,6234894.73,"Good"
"41370",52409,15,494649.46,6234894.73,"Good"
"41371",52410,15,494649.46,6234894.73,"Good"
"41372",52411,15,494649.46,6234894.73,"Good"
"41373",52412,15,494649.46,6234894.73,"Good"
"41374",52413,15,494649.46,6234894.73,"Good"
"41375",52414,15,494649.46,6234894.73,"Good"
"41376",52415,15,494649.46,6234894.73,"Good"
"41377",52416,15,494649.46,6234894.73,"Good"
"41378",52417,15,494648.73,6234896.82,"Good"
"41379",52418,15,494648.73,6234896.82,"Good"
"41380",52419,15,494648.73,6234896.82,"Good"
"41381",52420,15,494652.15,6234894.7,"Good"
"41382",52421,15,494652.15,6234894.7,"Good"
"41383",52422,15,494652.15,6234894.7,"Good"
"41384",52423,15,494650.14,6234896.59,"Good"
"41385",52424,15,494650.14,6234896.59,"Good"
"41386",52425,15,494650.14,6234896.59,"Good"
"41387",52426,15,494650.14,6234896.59,"Good"
"41388",52427,15,494650.14,6234896.59,"Good"
"41389",52428,15,494650.14,6234896.59,"Good"
"41390",52429,15,494650.14,6234896.59,"Good"
"41391",52430,15,494650.14,6234896.59,"Good"
"41392",52431,15,494652.14,6234894.51,"Good"
"41393",52432,15,494652.14,6234894.51,"Good"
"41394",52433,15,494652.14,6234894.51,"Good"
"41395",52434,15,494653.46,6234895.65,"Good"
"41396",52435,15,494653.46,6234895.65,"Good"
"41397",52436,15,494653.46,6234895.65,"Good"
"41398",52437,15,494652.91,6234895.98,"Good"
