"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff","iter"
"175","eta",210.495,319.111,0.817,87.435,1256.609,FALSE,1,1.002,1953,6
"185","rB1",2.048,4.371,0.014,0.571,13.376,FALSE,1,1.003,1750,6
"195","rB2",208.447,316.14,0.75,86.374,1242.713,FALSE,1,1.002,1972,6
"205","pi[1]",0.25,0.08,0.137,0.235,0.457,FALSE,1,1,3000,6
"215","pi[2]",0.137,0.076,0.056,0.113,0.35,FALSE,1,1.002,945,6
"225","pi[3]",0.344,0.087,0.204,0.333,0.543,FALSE,1,1.002,1100,6
"235","pi[4]",0.269,0.08,0.145,0.257,0.462,FALSE,1,1.001,3000,6
"245","phiTau",1.736,3.534,0.499,1.144,6.332,FALSE,1,1.171,1064,6
"16275","qsCPUE[1]",1.628,0.236,1.204,1.614,2.137,FALSE,1,1.002,3000,6
"16285","qsCPUE[2]",10.518,2.111,6.914,10.324,15.126,FALSE,1,1,3000,6
"16295","qsCPUE[3]",4.565,0.456,3.74,4.547,5.536,FALSE,1,1,3000,6
"16305","qsCPUE[4]",3.323,0.4,2.607,3.301,4.155,FALSE,1,1.001,2108,6
"16315","Tau1",0.583,0.15,0.345,0.568,0.919,FALSE,1,1,3000,6
"16325","Tau2",0,0,0,0,0,FALSE,1,NA,1,6
"16335","Tau3",0.169,0.066,0.03,0.171,0.295,FALSE,1,1.001,3000,6
"18205","MSY[1]",22.748,28.352,0.494,12.481,100.476,FALSE,1,1,3000,6
"18215","MSY[2]",14.325,16.651,0.244,8.413,59.704,FALSE,1,1.004,3000,6
"18225","MSY[3]",38.292,40.751,0.712,24.031,145.567,FALSE,1,1.002,2038,6
"18235","MSY[4]",29.022,34.807,0.526,16.515,119.709,FALSE,1,1.001,2009,6
"18245","Bmsy[1]",4329.488,1760.797,2422.693,3867.6,9101.922,FALSE,1,1,3000,6
"18255","Bmsy[2]",2418.845,1649.908,968.844,1880.229,6959.302,FALSE,1,1.006,944,6
"18265","Bmsy[3]",5958.134,2059.704,3663.535,5393.807,11316.893,FALSE,1,1.002,3000,6
"18275","Bmsy[4]",4653.796,1766.026,2671.592,4172.097,9154.025,FALSE,1,1.003,2513,6
"18285","Fmsy[1]",0.006,0.009,0,0.003,0.03,FALSE,1,1.001,3000,6
"18295","Fmsy[2]",0.008,0.012,0,0.004,0.038,FALSE,1,1.027,747,6
"18305","Fmsy[3]",0.007,0.009,0,0.004,0.029,FALSE,1,1.005,1397,6
"18315","Fmsy[4]",0.007,0.01,0,0.004,0.034,FALSE,1,1.005,1668,6
"18325","Hmsy[1]",0.006,0.009,0,0.003,0.03,FALSE,1,1.001,3000,6
"18335","Hmsy[2]",0.008,0.012,0,0.004,0.038,FALSE,1,1.027,747,6
"18345","Hmsy[3]",0.007,0.009,0,0.004,0.029,FALSE,1,1.005,1397,6
"18355","Hmsy[4]",0.007,0.01,0,0.004,0.034,FALSE,1,1.005,1668,6
"18365","Stock.Status[1]",0.958,0.315,0.393,0.953,1.591,FALSE,1,1,3000,6
"18375","Stock.Status[2]",0.773,0.36,0.194,0.751,1.497,FALSE,1,1.005,473,6
"18385","Stock.Status[3]",0.794,0.227,0.378,0.787,1.238,FALSE,1,1,3000,6
"18395","Stock.Status[4]",1.086,0.33,0.478,1.083,1.719,FALSE,1,1.001,2431,6
"18405","Proj1_biomass",13665.014,1311.432,11047.53,13688.402,16222.083,FALSE,1,1,3000,6
"18415","Bmsyseo",17360.263,3487.955,11700.134,16909.284,25551.827,FALSE,1,1,3000,6
"18425","Fmsyseo",0.006,0.007,0.001,0.004,0.025,FALSE,1,1.003,1931,6
"18435","Fmsyseo2",0.006,0.007,0.001,0.004,0.025,FALSE,1,1.003,1931,6
"18445","Stock.Status.SEO",0.84,0.178,0.529,0.826,1.237,FALSE,1,1.001,3000,6
"18575","deviance",4646.873,26.874,4595.103,4646.396,4700.512,FALSE,1,1.002,1255,6
"120","r[1]",0.009,0.009,0,0.007,0.031,FALSE,1,1,3000,7
"210","r[2]",0.014,0.014,0,0.011,0.049,FALSE,1,1.01,960,7
"36","r[3]",0.007,0.006,0,0.006,0.022,FALSE,1,1,3000,7
"46","r[4]",0.004,0.005,0,0.002,0.017,FALSE,1,1.001,2996,7
"56","K[1]",8091.513,4051.094,3668.891,6984.904,18775.803,FALSE,1,1.018,131,7
"66","K[2]",6225.087,5497.88,1491.525,4177.139,22487.591,FALSE,1,1.082,54,7
"76","K[3]",14057.556,6489.649,6689.832,12279.045,31058.842,FALSE,1,1.016,149,7
"86","K[4]",10281.851,5356.815,4884.683,8495.319,25225.033,FALSE,1,1.014,497,7
"96","phi[1]",0.652,0.265,0.209,0.638,1.118,FALSE,1,1.017,124,7
"106","phi[2]",0.47,0.314,0.06,0.398,1.101,FALSE,1,1.016,133,7
"1110","phi[3]",0.652,0.26,0.224,0.637,1.114,FALSE,1,1.026,89,7
"126","phi[4]",0.721,0.265,0.224,0.738,1.131,FALSE,1,1.001,1670,7
"136","bigphi",0.723,0.217,0.281,0.725,1.1,FALSE,1,1,3000,7
"146","R.hyp",0.02,0.029,0.001,0.011,0.122,FALSE,1,1.004,2735,7
"156","Kseo",38656.007,8468.568,25087.179,37586.383,57808.503,FALSE,1,1.002,1588,7
"166","sigma",0.049,0.02,0.01,0.051,0.08,FALSE,1,1,3000,7
"176","eta",194.5,312.937,0.707,69.154,1229.803,FALSE,1,1.003,1177,7
"186","rB1",1.851,3.455,0.013,0.625,12.29,FALSE,1,1.006,1932,7
"196","rB2",192.649,310.287,0.667,68.609,1224.024,FALSE,1,1.003,1178,7
"206","pi[1]",0.212,0.094,0.086,0.192,0.448,FALSE,1,1.024,102,7
"216","pi[2]",0.158,0.12,0.037,0.115,0.506,FALSE,1,1.076,47,7
"226","pi[3]",0.363,0.131,0.161,0.343,0.643,FALSE,1,1.019,132,7
"236","pi[4]",0.266,0.114,0.118,0.238,0.557,FALSE,1,1.002,1635,7
"246","phiTau",1.755,2.716,0.516,1.176,6.462,FALSE,1,1.065,1441,7
"16276","qsCPUE[1]",2.333,0.307,1.804,2.302,2.993,FALSE,1,1,3000,7
"16286","qsCPUE[2]",13.507,2.711,9.04,13.198,19.615,FALSE,1,1,3000,7
"16296","qsCPUE[3]",5.077,0.466,4.241,5.059,6.036,FALSE,1,1,3000,7
"16306","qsCPUE[4]",2.848,0.328,2.255,2.84,3.535,FALSE,1,1,3000,7
"16316","Tau1",0.444,0.126,0.261,0.42,0.757,FALSE,1,1.001,3000,7
"16326","Tau2",0,0,0,0,0,FALSE,1,NA,1,7
"16336","Tau3",0.114,0.06,0.016,0.113,0.234,FALSE,1,1,3000,7
"18206","MSY[1]",20.919,19.022,0.383,16.396,68.264,FALSE,1,1.004,934,7
"18216","MSY[2]",22.32,23.178,0.371,16.245,85.576,FALSE,1,1.024,209,7
"18226","MSY[3]",31.958,28.359,0.759,25.482,102.453,FALSE,1,1.002,1113,7
"18236","MSY[4]",11.086,13.115,0.348,5.998,47.611,FALSE,1,1.001,2782,7
"18246","Bmsy[1]",3236.605,1620.437,1467.556,2793.962,7510.321,FALSE,1,1.018,131,7
"18256","Bmsy[2]",2490.035,2199.152,596.61,1670.856,8995.036,FALSE,1,1.082,54,7
"18266","Bmsy[3]",5623.022,2595.859,2675.933,4911.618,12423.537,FALSE,1,1.016,149,7
"18276","Bmsy[4]",4112.74,2142.726,1953.873,3398.127,10090.013,FALSE,1,1.014,497,7
"18286","Fmsy[1]",0.008,0.007,0,0.006,0.026,FALSE,1,1,3000,7
"18296","Fmsy[2]",0.012,0.011,0,0.009,0.041,FALSE,1,1.01,960,7
"18306","Fmsy[3]",0.006,0.005,0,0.005,0.019,FALSE,1,1,3000,7
"18316","Fmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1.001,2996,7
"18326","Hmsy[1]",0.008,0.007,0,0.006,0.026,FALSE,1,1,3000,7
"18336","Hmsy[2]",0.012,0.011,0,0.009,0.041,FALSE,1,1.01,960,7
"18346","Hmsy[3]",0.006,0.005,0,0.005,0.019,FALSE,1,1,3000,7
"18356","Hmsy[4]",0.003,0.004,0,0.002,0.014,FALSE,1,1.001,2996,7
"18366","Stock.Status[1]",0.272,0.123,0.087,0.254,0.549,FALSE,1,1.012,177,7
"18376","Stock.Status[2]",0.285,0.2,0.042,0.242,0.77,FALSE,1,1.017,140,7
"18386","Stock.Status[3]",0.157,0.065,0.058,0.149,0.297,FALSE,1,1.023,97,7
"18396","Stock.Status[4]",0.534,0.21,0.175,0.535,0.941,FALSE,1,1.002,1268,7
"18406","Proj1_biomass",3559.826,408.647,2849.947,3524.307,4447.437,FALSE,1,1.002,3000,7
"18416","Bmsyseo",15462.403,3387.427,10034.872,15034.553,23123.401,FALSE,1,1.002,1588,7
"18426","Fmsyseo",0.006,0.004,0.001,0.005,0.016,FALSE,1,1,3000,7
"18436","Fmsyseo2",0.006,0.004,0.001,0.005,0.016,FALSE,1,1,3000,7
"18446","Stock.Status.SEO",0.251,0.059,0.153,0.245,0.38,FALSE,1,1.004,828,7
"18576","deviance",4403.968,26.426,4352.788,4404.06,4455.658,FALSE,1,1,2836,7
"127","r[1]",0.005,0.006,0,0.002,0.023,FALSE,1,1,3000,8
"217","r[2]",0.053,0.04,0.006,0.041,0.165,FALSE,1,1.006,520,8
"37","r[3]",0.003,0.004,0,0.002,0.014,FALSE,1,1.005,1724,8
"47","r[4]",0.003,0.004,0,0.001,0.013,FALSE,1,1.004,2864,8
"57","K[1]",10581.813,5136.819,5120.881,9199.127,24210.129,FALSE,1,1.006,654,8
"67","K[2]",5082.082,5080.785,1219.488,3250.483,19250.331,FALSE,1,1.05,145,8
"77","K[3]",13280.418,4983.84,7277.899,11980.174,25857.154,FALSE,1,1.007,324,8
"87","K[4]",11604.043,5332.826,5530.736,10110.129,25718.831,FALSE,1,1.01,1274,8
"97","phi[1]",0.718,0.253,0.25,0.724,1.125,FALSE,1,1.002,900,8
"107","phi[2]",0.463,0.303,0.055,0.402,1.085,FALSE,1,1.007,282,8
"1111","phi[3]",0.774,0.229,0.326,0.789,1.128,FALSE,1,1.005,416,8
"128","phi[4]",0.708,0.254,0.25,0.703,1.124,FALSE,1,1.002,1199,8
"137","bigphi",0.734,0.212,0.294,0.743,1.102,FALSE,1,1.002,716,8
"147","R.hyp",0.035,0.042,0.001,0.018,0.166,FALSE,1,1.003,1302,8
"157","Kseo",40548.356,8739.948,26680.486,39463.193,61277.172,FALSE,1,1.003,875,8
"167","sigma",0.063,0.013,0.036,0.065,0.081,FALSE,1,1.001,3000,8
"177","eta",44.775,115.293,0.236,13.263,289.667,FALSE,1,1.009,2589,8
"187","rB1",0.517,1.289,0.006,0.227,2.698,FALSE,1,1.093,582,8
"197","rB2",44.258,114.304,0.21,13.009,288.339,FALSE,1,1.009,2645,8
"207","pi[1]",0.262,0.102,0.121,0.239,0.506,FALSE,1,1.002,980,8
"218","pi[2]",0.122,0.102,0.028,0.085,0.411,FALSE,1,1.038,134,8
"227","pi[3]",0.331,0.101,0.167,0.318,0.561,FALSE,1,1.008,253,8
"237","pi[4]",0.286,0.103,0.136,0.265,0.524,FALSE,1,1.003,3000,8
"247","phiTau",1.744,2.59,0.515,1.182,6.415,FALSE,1,1.005,3000,8
"16277","qsCPUE[1]",2.196,0.286,1.701,2.174,2.83,FALSE,1,1,3000,8
"16287","qsCPUE[2]",14.651,3.153,9.503,14.322,21.647,FALSE,1,1,3000,8
"16297","qsCPUE[3]",7.144,0.652,6.013,7.101,8.538,FALSE,1,1.001,1589,8
"16307","qsCPUE[4]",3.831,0.433,3.062,3.81,4.709,FALSE,1,1.001,2890,8
"16317","Tau1",0.413,0.124,0.229,0.394,0.722,FALSE,1,1,3000,8
"16327","Tau2",0,0,0,0,0,FALSE,1,NA,1,8
"16337","Tau3",0.091,0.054,0.014,0.086,0.206,FALSE,1,1.001,2566,8
"18207","MSY[1]",14.341,16.958,0.385,7.451,59.767,FALSE,1,1.003,3000,8
"18217","MSY[2]",56.226,31.128,12.195,50.917,134.947,FALSE,1,1.036,189,8
"18227","MSY[3]",14.038,16.253,0.493,7.806,59.354,FALSE,1,1.005,3000,8
"18237","MSY[4]",9.233,11.533,0.364,4.7,42.835,FALSE,1,1.003,1662,8
"18247","Bmsy[1]",4232.725,2054.728,2048.352,3679.651,9684.052,FALSE,1,1.006,654,8
"18257","Bmsy[2]",2032.833,2032.314,487.795,1300.193,7700.132,FALSE,1,1.05,145,8
"18267","Bmsy[3]",5312.167,1993.536,2911.16,4792.07,10342.861,FALSE,1,1.007,324,8
"18277","Bmsy[4]",4641.617,2133.131,2212.294,4044.052,10287.532,FALSE,1,1.01,1274,8
"18287","Fmsy[1]",0.004,0.005,0,0.002,0.019,FALSE,1,1,3000,8
"18297","Fmsy[2]",0.045,0.034,0.005,0.034,0.139,FALSE,1,1.006,520,8
"18307","Fmsy[3]",0.003,0.003,0,0.001,0.012,FALSE,1,1.005,1724,8
"18317","Fmsy[4]",0.002,0.003,0,0.001,0.011,FALSE,1,1.004,2864,8
"18327","Hmsy[1]",0.004,0.005,0,0.002,0.019,FALSE,1,1,3000,8
"18337","Hmsy[2]",0.045,0.034,0.005,0.034,0.139,FALSE,1,1.006,520,8
"18347","Hmsy[3]",0.003,0.003,0,0.001,0.012,FALSE,1,1.005,1724,8
"18357","Hmsy[4]",0.002,0.003,0,0.001,0.011,FALSE,1,1.004,2864,8
"18367","Stock.Status[1]",0.359,0.149,0.127,0.344,0.694,FALSE,1,1.002,810,8
"18377","Stock.Status[2]",0.735,0.493,0.103,0.629,1.833,FALSE,1,1.007,368,8
"18387","Stock.Status[3]",0.248,0.082,0.108,0.244,0.421,FALSE,1,1.007,269,8
"18397","Stock.Status[4]",0.475,0.184,0.179,0.461,0.862,FALSE,1,1.001,2402,8
"18407","Proj1_biomass",4893.268,601.326,3766.403,4881.159,6075.06,FALSE,1,1,3000,8
"18417","Bmsyseo",16219.342,3495.979,10672.194,15785.277,24510.869,FALSE,1,1.003,875,8
"18427","Fmsyseo",0.006,0.003,0.002,0.005,0.013,FALSE,1,1.006,485,8
"18437","Fmsyseo2",0.006,0.003,0.002,0.005,0.013,FALSE,1,1.006,485,8
"18447","Stock.Status.SEO",0.334,0.076,0.206,0.327,0.503,FALSE,1,1.002,1069,8
"18577","deviance",4542.735,26.57,4494.372,4542.034,4596.083,FALSE,1,1,3000,8
"129","r[1]",0.008,0.012,0,0.004,0.037,FALSE,1,1.003,3000,9
"219","r[2]",0.011,0.016,0,0.006,0.051,FALSE,1,1.003,3000,9
"38","r[3]",0.007,0.008,0,0.005,0.027,FALSE,1,1.001,3000,9
"48","r[4]",0.024,0.029,0,0.015,0.116,FALSE,1,1.003,3000,9
"58","K[1]",10199.811,4584.724,5302.658,8826.664,22611.456,FALSE,1,1.006,649,9
"68","K[2]",5308.717,3747.648,2144.046,4024.852,15692.554,FALSE,1,1.01,3000,9
"78","K[3]",14066.701,5027.479,8483.027,12673.971,27665.323,FALSE,1,1.007,509,9
"88","K[4]",10667.042,5242.609,4911.74,9108.795,24297.858,FALSE,1,1,3000,9
"98","phi[1]",0.71,0.254,0.255,0.708,1.125,FALSE,1,1.002,1270,9
"108","phi[2]",0.636,0.285,0.148,0.633,1.116,FALSE,1,1,3000,9
"1112","phi[3]",0.782,0.225,0.345,0.798,1.131,FALSE,1,1.004,502,9
"1210","phi[4]",0.647,0.263,0.198,0.638,1.12,FALSE,1,1,2749,9
"138","bigphi",0.729,0.211,0.298,0.735,1.107,FALSE,1,1,3000,9
"148","R.hyp",0.025,0.033,0.001,0.014,0.145,FALSE,1,1,3000,9
"158","Kseo",40242.271,8298.643,27232.301,39021.036,58744.595,FALSE,1,1.001,1761,9
"168","sigma",0.025,0.019,0.007,0.018,0.075,FALSE,1,1,3000,9
"178","eta",170.053,285.296,0.616,59.304,1146.484,FALSE,1,1.002,3000,9
"188","rB1",2.047,4.171,0.015,0.656,13.68,FALSE,1,1,3000,9
"198","rB2",168.006,282.085,0.566,58.548,1133.608,FALSE,1,1.002,3000,9
"208","pi[1]",0.254,0.092,0.126,0.234,0.483,FALSE,1,1.004,679,9
"2110","pi[2]",0.131,0.076,0.051,0.107,0.338,FALSE,1,1.003,3000,9
"228","pi[3]",0.352,0.099,0.195,0.337,0.575,FALSE,1,1.003,756,9
"238","pi[4]",0.264,0.103,0.12,0.244,0.518,FALSE,1,1.001,2077,9
"248","phiTau",1.764,3.942,0.504,1.148,6.147,FALSE,1,1.111,3000,9
"16278","qsCPUE[1]",2.263,0.31,1.703,2.244,2.926,FALSE,1,1.001,1573,9
"16288","qsCPUE[2]",11.237,2.246,7.439,11.032,16.209,FALSE,1,1.001,3000,9
"16298","qsCPUE[3]",4.467,0.401,3.728,4.448,5.319,FALSE,1,1,3000,9
"16308","qsCPUE[4]",4.178,0.489,3.305,4.147,5.269,FALSE,1,1,3000,9
"16318","Tau1",0.474,0.139,0.259,0.451,0.817,FALSE,1,1,3000,9
"16328","Tau2",0,0,0,0,0,FALSE,1,NA,1,9
"16338","Tau3",0.076,0.048,0.014,0.067,0.186,FALSE,1,1.002,2049,9
"18208","MSY[1]",22.486,26.295,0.448,13.955,86.956,FALSE,1,1.001,3000,9
"18218","MSY[2]",14.201,15.266,0.244,9.769,52.675,FALSE,1,1.001,3000,9
"18228","MSY[3]",30.411,29.464,0.692,21.608,104.583,FALSE,1,1,3000,9
"18238","MSY[4]",63.69,51.601,1.19,55.01,198.513,FALSE,1,1.002,3000,9
"18248","Bmsy[1]",4079.924,1833.89,2121.063,3530.666,9044.582,FALSE,1,1.006,649,9
"18258","Bmsy[2]",2123.487,1499.059,857.618,1609.941,6277.022,FALSE,1,1.01,3000,9
"18268","Bmsy[3]",5626.68,2010.992,3393.211,5069.588,11066.129,FALSE,1,1.007,509,9
"18278","Bmsy[4]",4266.817,2097.044,1964.696,3643.518,9719.143,FALSE,1,1,3000,9
"18288","Fmsy[1]",0.007,0.01,0,0.004,0.031,FALSE,1,1.003,3000,9
"18298","Fmsy[2]",0.009,0.013,0,0.005,0.043,FALSE,1,1.003,3000,9
"18308","Fmsy[3]",0.006,0.006,0,0.004,0.023,FALSE,1,1.001,3000,9
"18318","Fmsy[4]",0.02,0.025,0,0.013,0.098,FALSE,1,1.003,3000,9
"18328","Hmsy[1]",0.007,0.01,0,0.004,0.031,FALSE,1,1.003,3000,9
"18338","Hmsy[2]",0.009,0.013,0,0.005,0.043,FALSE,1,1.003,3000,9
"18348","Hmsy[3]",0.006,0.006,0,0.004,0.023,FALSE,1,1.001,3000,9
"18358","Hmsy[4]",0.02,0.025,0,0.013,0.098,FALSE,1,1.003,3000,9
"18368","Stock.Status[1]",0.883,0.329,0.338,0.862,1.524,FALSE,1,1.001,2527,9
"18378","Stock.Status[2]",0.806,0.383,0.198,0.773,1.582,FALSE,1,1,3000,9
"18388","Stock.Status[3]",0.726,0.216,0.326,0.727,1.143,FALSE,1,1.004,597,9
"18398","Stock.Status[4]",1.119,0.444,0.404,1.081,2.099,FALSE,1,1,3000,9
"18408","Proj1_biomass",12073.78,969.771,10136.027,12079.376,14074.682,FALSE,1,1,3000,9
"18418","Bmsyseo",16096.909,3319.457,10892.92,15608.415,23497.838,FALSE,1,1.001,1761,9
"18428","Fmsyseo",0.009,0.007,0.001,0.007,0.026,FALSE,1,1.001,3000,9
"18438","Fmsyseo2",0.009,0.007,0.001,0.007,0.026,FALSE,1,1.001,3000,9
"18448","Stock.Status.SEO",0.784,0.168,0.5,0.773,1.138,FALSE,1,1.002,1551,9
"18578","deviance",4600.807,26.72,4550.377,4599.757,4653.895,FALSE,1,1.002,902,9
"130","r[1]",0.008,0.012,0,0.003,0.037,FALSE,1,1.003,2471,10
"220","r[2]",0.013,0.02,0,0.007,0.064,FALSE,1,1,3000,10
"39","r[3]",0.009,0.01,0,0.005,0.036,FALSE,1,1.006,1425,10
"49","r[4]",0.01,0.015,0,0.005,0.048,FALSE,1,1.004,3000,10
"59","K[1]",10360.246,4431.296,5862.547,9018.845,22288.755,FALSE,1,1.005,923,10
"69","K[2]",5641.221,3629.326,2308.958,4480.062,15708.772,FALSE,1,1.005,2489,10
"79","K[3]",15065.748,5173.218,9182.074,13681.944,29510.401,FALSE,1,1.003,2154,10
"89","K[4]",11516.87,4641.792,6548.375,10145.462,24157.315,FALSE,1,1.003,2680,10
"99","phi[1]",0.782,0.238,0.308,0.805,1.138,FALSE,1,1.001,2027,10
"109","phi[2]",0.638,0.281,0.152,0.638,1.12,FALSE,1,1.004,466,10
"1113","phi[3]",0.786,0.221,0.337,0.801,1.13,FALSE,1,1.001,1290,10
"1211","phi[4]",0.764,0.234,0.304,0.783,1.128,FALSE,1,1.001,3000,10
"139","bigphi",0.749,0.212,0.304,0.757,1.114,FALSE,1,1,3000,10
"149","R.hyp",0.02,0.029,0,0.01,0.114,FALSE,1,1.009,733,10
"159","Kseo",42584.085,8813.54,29029.253,41097.105,63895.184,FALSE,1,1,2228,10
"169","sigma",0.038,0.022,0.008,0.035,0.08,FALSE,1,1,3000,10
"179","eta",223.394,335.67,0.82,91.779,1333.787,FALSE,1,1,3000,10
"189","rB1",2.491,5.28,0.017,0.659,17.209,FALSE,1,1.004,3000,10
"199","rB2",220.903,332.231,0.742,90.745,1317.615,FALSE,1,1,3000,10
"209","pi[1]",0.243,0.08,0.132,0.227,0.442,FALSE,1,1.004,1304,10
"2111","pi[2]",0.131,0.069,0.055,0.11,0.321,FALSE,1,1.002,862,10
"229","pi[3]",0.355,0.089,0.207,0.344,0.561,FALSE,1,1.002,1274,10
"239","pi[4]",0.271,0.083,0.149,0.255,0.47,FALSE,1,1.001,3000,10
"249","phiTau",1.65,2.31,0.495,1.133,5.306,FALSE,1,1.03,3000,10
"16279","qsCPUE[1]",2.674,0.34,2.061,2.655,3.389,FALSE,1,1.001,2251,10
"16289","qsCPUE[2]",10.915,2.165,7.355,10.652,15.917,FALSE,1,1,3000,10
"16299","qsCPUE[3]",5.614,0.497,4.704,5.59,6.673,FALSE,1,1.002,1020,10
"16309","qsCPUE[4]",4.295,0.46,3.438,4.281,5.256,FALSE,1,1.001,3000,10
"16319","Tau1",0.273,0.098,0.111,0.261,0.495,FALSE,1,1,3000,10
"16329","Tau2",0,0,0,0,0,FALSE,1,NA,1,10
"16339","Tau3",0.089,0.052,0.014,0.083,0.204,FALSE,1,1,3000,10
"18209","MSY[1]",22.884,29.476,0.411,11.857,102.551,FALSE,1,1,3000,10
"18219","MSY[2]",18.572,20.293,0.256,12.049,69.515,FALSE,1,1,3000,10
"18229","MSY[3]",38.787,40.935,0.687,24.598,143.459,FALSE,1,1.001,3000,10
"18239","MSY[4]",33.304,40.547,0.526,19.161,134.977,FALSE,1,1.001,3000,10
"18249","Bmsy[1]",4144.098,1772.518,2345.019,3607.538,8915.502,FALSE,1,1.005,923,10
"18259","Bmsy[2]",2256.488,1451.73,923.583,1792.025,6283.509,FALSE,1,1.005,2489,10
"18269","Bmsy[3]",6026.299,2069.287,3672.83,5472.778,11804.16,FALSE,1,1.003,2154,10
"18279","Bmsy[4]",4606.748,1856.717,2619.35,4058.185,9662.926,FALSE,1,1.003,2680,10
"18289","Fmsy[1]",0.006,0.01,0,0.003,0.031,FALSE,1,1.003,2471,10
"18299","Fmsy[2]",0.011,0.017,0,0.006,0.054,FALSE,1,1,3000,10
"18309","Fmsy[3]",0.007,0.009,0,0.004,0.03,FALSE,1,1.006,1425,10
"18319","Fmsy[4]",0.009,0.013,0,0.004,0.04,FALSE,1,1.004,3000,10
"18329","Hmsy[1]",0.006,0.01,0,0.003,0.031,FALSE,1,1.003,2471,10
"18339","Hmsy[2]",0.011,0.017,0,0.006,0.054,FALSE,1,1,3000,10
"18349","Hmsy[3]",0.007,0.009,0,0.004,0.03,FALSE,1,1.006,1425,10
"18359","Hmsy[4]",0.009,0.013,0,0.004,0.04,FALSE,1,1.004,3000,10
"18369","Stock.Status[1]",0.964,0.315,0.373,0.963,1.561,FALSE,1,1.003,698,10
"18379","Stock.Status[2]",0.855,0.397,0.223,0.82,1.731,FALSE,1,1.002,760,10
"18389","Stock.Status[3]",0.803,0.233,0.366,0.801,1.261,FALSE,1,1.002,1297,10
"18399","Stock.Status[4]",1.099,0.347,0.45,1.103,1.745,FALSE,1,1,3000,10
"18409","Proj1_biomass",13912.096,1261.678,11648.195,13804.926,16650.151,FALSE,1,1.001,2424,10
"18419","Bmsyseo",17033.634,3525.416,11611.701,16438.842,25558.073,FALSE,1,1,2228,10
"18429","Fmsyseo",0.007,0.008,0,0.005,0.028,FALSE,1,1.006,1904,10
"18439","Fmsyseo2",0.007,0.008,0,0.005,0.028,FALSE,1,1.006,1904,10
"18449","Stock.Status.SEO",0.856,0.19,0.527,0.844,1.265,FALSE,1,1.001,1276,10
"18579","deviance",4685.668,26.475,4634.506,4685.172,4739.179,FALSE,1,1.001,3000,10
"140","r[1]",0.003,0.003,0,0.001,0.012,FALSE,1,1.004,3000,11
"230","r[2]",0.017,0.015,0,0.013,0.056,FALSE,1,1.016,297,11
"310","r[3]",0.004,0.004,0,0.002,0.015,FALSE,1,1.004,705,11
"410","r[4]",0.004,0.005,0,0.002,0.018,FALSE,1,1,3000,11
"510","K[1]",9150.379,4732.241,4008.171,7606.557,21952.065,FALSE,1,1.011,389,11
"610","K[2]",5123.492,3782.596,1435.787,3957,15513.841,FALSE,1,1.045,68,11
"710","K[3]",12685.227,5294.878,6608.817,11261.767,26919.741,FALSE,1,1.035,121,11
"810","K[4]",9064.328,4135.483,4321.722,7888.342,19490.609,FALSE,1,1.049,72,11
"910","phi[1]",0.624,0.263,0.203,0.604,1.114,FALSE,1,1.002,848,11
"1010","phi[2]",0.47,0.293,0.082,0.402,1.096,FALSE,1,1.035,65,11
"1114","phi[3]",0.675,0.233,0.269,0.66,1.107,FALSE,1,1.016,135,11
"1212","phi[4]",0.667,0.255,0.245,0.656,1.118,FALSE,1,1.017,130,11
"1310","bigphi",0.726,0.215,0.279,0.739,1.096,FALSE,1,1.003,598,11
"1410","R.hyp",0.019,0.031,0,0.009,0.129,FALSE,1,1.003,3000,11
"1510","Kseo",36023.425,7602.105,23990.607,35101.512,53171.539,FALSE,1,1.003,3000,11
"1610","sigma",0.037,0.022,0.008,0.034,0.079,FALSE,1,1,3000,11
"1710","eta",152.652,277.081,0.462,48.912,1116.512,FALSE,1,1.011,1229,11
"1810","rB1",0.992,2.036,0.01,0.365,6.567,FALSE,1,1.018,1597,11
"1910","rB2",151.66,275.695,0.421,48.346,1105.913,FALSE,1,1.011,1231,11
"2010","pi[1]",0.253,0.107,0.11,0.228,0.514,FALSE,1,1.016,326,11
"2112","pi[2]",0.142,0.093,0.036,0.117,0.378,FALSE,1,1.034,75,11
"2210","pi[3]",0.351,0.11,0.179,0.338,0.616,FALSE,1,1.044,64,11
"2310","pi[4]",0.254,0.1,0.111,0.234,0.483,FALSE,1,1.031,78,11
"2410","phiTau",1.775,3.284,0.509,1.172,6.002,FALSE,1,1.073,1749,11
"162710","qsCPUE[1]",2.396,0.303,1.856,2.375,3.056,FALSE,1,1,3000,11
"162810","qsCPUE[2]",13.141,2.722,8.627,12.83,19.447,FALSE,1,1.002,1451,11
"162910","qsCPUE[3]",4.927,0.435,4.111,4.897,5.826,FALSE,1,1.001,1672,11
"163010","qsCPUE[4]",4.146,0.447,3.316,4.119,5.064,FALSE,1,1,3000,11
"163110","Tau1",0.298,0.112,0.131,0.28,0.568,FALSE,1,1,2915,11
"163210","Tau2",0,0,0,0,0,FALSE,1,NA,1,11
"163310","Tau3",0.155,0.066,0.024,0.156,0.28,FALSE,1,1,3000,11
"182010","MSY[1]",6.767,8.589,0.282,3.573,30.449,FALSE,1,1.004,3000,11
