"","parameter","mean","sd","2.5%","50%","97.5%","overlap0","f","Rhat","n.eff"
"48","epsilon[24]",-0.017,0.041,-0.09,-0.018,0.071,TRUE,0.664,1,3000
"49","epsilon[25]",-0.024,0.041,-0.095,-0.025,0.06,TRUE,0.724,1.001,1323
"50","epsilon[26]",-0.042,0.036,-0.097,-0.045,0.034,TRUE,0.865,1.001,1712
"51","epsilon[27]",-0.042,0.036,-0.097,-0.045,0.038,TRUE,0.871,1.001,1471
"52","epsilon[28]",-0.029,0.04,-0.095,-0.031,0.059,TRUE,0.765,1.001,1193
"53","epsilon[29]",-0.011,0.042,-0.089,-0.012,0.076,TRUE,0.609,1.001,3000
"54","epsilon[30]",-0.02,0.042,-0.093,-0.021,0.066,TRUE,0.687,1,3000
"55","epsilon[31]",-0.026,0.041,-0.093,-0.027,0.061,TRUE,0.733,1,3000
"56","epsilon[32]",-0.019,0.042,-0.093,-0.019,0.068,TRUE,0.674,1,2641
"57","epsilon[33]",-0.001,0.044,-0.084,-0.001,0.083,TRUE,0.505,1.001,1319
"58","epsilon[34]",0.016,0.042,-0.07,0.017,0.09,TRUE,0.653,1.003,893
"59","epsilon[35]",0.004,0.044,-0.082,0.005,0.088,TRUE,0.539,1,3000
"60","epsilon[36]",0.01,0.042,-0.077,0.009,0.088,TRUE,0.59,1.002,961
"61","epsilon[37]",0.009,0.041,-0.077,0.009,0.086,TRUE,0.588,1,3000
"62","epsilon[38]",0.021,0.041,-0.066,0.023,0.094,TRUE,0.698,1,3000
"63","epsilon[39]",0.022,0.041,-0.065,0.023,0.093,TRUE,0.71,1.001,1843
"64","epsilon[40]",0.025,0.041,-0.06,0.027,0.094,TRUE,0.731,1,3000
"65","epsilon[41]",0.005,0.044,-0.082,0.006,0.087,TRUE,0.552,1.001,1462
"66","epsilon[42]",-0.001,0.044,-0.087,-0.002,0.085,TRUE,0.516,1,3000
"67","epsilon[43]",0,0.045,-0.085,-0.001,0.086,TRUE,0.504,1,3000
"68","epsilon[44]",0.001,0.044,-0.084,0,0.088,TRUE,0.505,1,3000
"69","epsilon[45]",0,0.045,-0.087,-0.001,0.087,TRUE,0.495,1,3000
"70","epsilon[46]",-0.001,0.045,-0.088,-0.001,0.085,TRUE,0.506,1.001,1917
"71","epsilon[47]",0,0.045,-0.085,-0.001,0.087,TRUE,0.496,1.001,1429
"72","epsilon[48]",-0.002,0.045,-0.089,-0.001,0.086,TRUE,0.509,1,3000
"73","epsilon[49]",0.001,0.045,-0.086,0.002,0.087,TRUE,0.514,1,3000
"74","epsilon[50]",0,0.045,-0.084,0,0.088,TRUE,0.505,1,3000
"75","epsilon[51]",0,0.045,-0.087,0,0.087,TRUE,0.501,1,3000
"76","epsilon[52]",0,0.045,-0.087,-0.001,0.087,TRUE,0.508,1,3000
"77","epsilon[53]",0,0.045,-0.086,0,0.088,TRUE,0.502,1,3000
"78","epsilon[54]",0.001,0.046,-0.088,0.002,0.088,TRUE,0.515,1,3000
"79","epsilon[55]",0,0.045,-0.086,0,0.085,TRUE,0.503,1.001,2889
"80","epsilon[56]",0,0.045,-0.087,-0.002,0.087,TRUE,0.512,1,3000
"81","epsilon[57]",0,0.044,-0.083,0,0.086,TRUE,0.504,1.001,2671
"82","epsilon[58]",-0.001,0.045,-0.087,0,0.085,TRUE,0.505,1,3000
"83","epsilon[59]",0,0.045,-0.087,0.001,0.088,TRUE,0.509,1,3000
"84","epsilon[60]",0.001,0.045,-0.088,0.002,0.087,TRUE,0.512,1,3000
"85","epsilon[61]",0,0.046,-0.087,0.001,0.087,TRUE,0.495,1,3000
"86","epsilon[62]",0,0.045,-0.086,0,0.088,TRUE,0.503,1,3000
"87","epsilon[63]",0.002,0.045,-0.086,0.002,0.088,TRUE,0.517,1,3000
"88","epsilon[64]",0,0.045,-0.087,-0.001,0.086,TRUE,0.506,1,3000
"89","epsilon[65]",0,0.045,-0.087,-0.001,0.086,TRUE,0.508,1.001,2964
"90","epsilon[66]",0.002,0.045,-0.084,0.002,0.088,TRUE,0.516,1,3000
"91","epsilon[67]",0,0.045,-0.087,0,0.087,TRUE,0.498,1,3000
"92","epsilon[68]",-0.001,0.045,-0.086,-0.002,0.089,TRUE,0.511,1,3000
"93","epsilon[69]",-0.001,0.046,-0.088,-0.001,0.088,TRUE,0.506,1,3000
"94","epsilon[70]",0,0.045,-0.086,0,0.087,TRUE,0.503,1,3000
"95","epsilon[71]",0.002,0.045,-0.086,0.002,0.088,TRUE,0.52,1,3000
"96","epsilon[72]",-0.001,0.045,-0.085,-0.001,0.087,TRUE,0.513,1,3000
"97","epsilon[73]",0,0.045,-0.086,0,0.085,TRUE,0.501,1,3000
"98","epsilon[74]",-0.001,0.045,-0.086,-0.001,0.085,TRUE,0.509,1,2619
"99","epsilon[75]",0.002,0.045,-0.086,0.003,0.087,TRUE,0.523,1.001,1366
"100","epsilon[76]",-0.001,0.045,-0.088,0,0.085,TRUE,0.497,1,3000
"101","epsilon[77]",0,0.045,-0.086,-0.002,0.086,TRUE,0.512,1,3000
"102","epsilon[78]",0.001,0.045,-0.086,0,0.089,TRUE,0.5,1,3000
"103","epsilon[79]",-0.001,0.045,-0.086,-0.001,0.085,TRUE,0.509,1,2907
"104","epsilon[80]",0,0.045,-0.087,0,0.088,TRUE,0.505,1.001,2150
"105","epsilon[81]",-0.001,0.044,-0.086,0,0.083,TRUE,0.5,1,3000
"106","epsilon[82]",0,0.044,-0.085,0.001,0.084,TRUE,0.507,1,3000
"107","epsilon[83]",0,0.045,-0.087,0,0.086,TRUE,0.502,1,2154
"108","epsilon[84]",0.001,0.044,-0.085,0,0.088,TRUE,0.504,1,3000
"109","epsilon[85]",0.001,0.046,-0.088,0,0.088,TRUE,0.502,1,3000
"110","epsilon[86]",0,0.046,-0.087,0,0.086,TRUE,0.501,1,3000
"111","epsilon[87]",0,0.045,-0.088,0,0.086,TRUE,0.502,1,3000
"112","epsilon[88]",0.001,0.045,-0.085,0.001,0.088,TRUE,0.51,1.001,3000
"113","epsilon[89]",0,0.046,-0.088,0,0.086,TRUE,0.501,1,3000
"114","epsilon[90]",0,0.045,-0.086,0.001,0.086,TRUE,0.51,1.001,1316
"115","epsilon[91]",0.001,0.045,-0.086,0.001,0.085,TRUE,0.509,1.001,1771
"116","epsilon[92]",-0.001,0.045,-0.088,-0.001,0.086,TRUE,0.512,1,3000
"117","epsilon[93]",-0.001,0.045,-0.087,-0.001,0.086,TRUE,0.508,1,3000
"118","PE[1]",0.003,0.045,-0.085,0.003,0.089,TRUE,0.521,1.002,1378
"119","PE[2]",0.003,0.045,-0.085,0.004,0.088,TRUE,0.534,1.001,1377
"120","PE[3]",0.002,0.045,-0.087,0.003,0.086,TRUE,0.523,1,2479
"121","PE[4]",0.003,0.045,-0.088,0.004,0.086,TRUE,0.532,1.001,2952
"122","PE[5]",0.003,0.045,-0.088,0.003,0.087,TRUE,0.529,1,3000
"123","PE[6]",0.003,0.045,-0.088,0.003,0.086,TRUE,0.52,1,3000
"124","PE[7]",0.004,0.045,-0.084,0.004,0.087,TRUE,0.54,1.001,1166
"125","PE[8]",0.003,0.045,-0.085,0.002,0.086,TRUE,0.526,1,3000
"126","PE[9]",0.002,0.045,-0.085,0.002,0.087,TRUE,0.52,1.001,1272
"127","PE[10]",0.004,0.045,-0.084,0.004,0.087,TRUE,0.536,1.001,1644
"128","PE[11]",0.002,0.045,-0.088,0.002,0.087,TRUE,0.522,1,2360
"129","PE[12]",0.001,0.045,-0.087,0,0.086,TRUE,0.503,1.001,1948
"130","PE[13]",0.003,0.046,-0.088,0.004,0.086,TRUE,0.532,1,3000
"131","PE[14]",0.003,0.045,-0.087,0.004,0.086,TRUE,0.53,1,3000
"132","PE[15]",0.012,0.044,-0.078,0.014,0.089,TRUE,0.616,1.001,2770
"133","PE[16]",0.005,0.044,-0.083,0.005,0.086,TRUE,0.546,1.001,1614
"134","PE[17]",0.004,0.044,-0.083,0.004,0.086,TRUE,0.535,1,3000
"135","PE[18]",0.005,0.044,-0.083,0.005,0.088,TRUE,0.546,1,3000
"136","PE[19]",-0.022,0.042,-0.095,-0.022,0.063,TRUE,0.698,1.002,1214
"137","PE[20]",-0.022,0.041,-0.094,-0.025,0.063,TRUE,0.697,1.001,1703
"138","PE[21]",-0.026,0.041,-0.095,-0.027,0.062,TRUE,0.739,1,3000
"139","PE[22]",-0.018,0.043,-0.094,-0.018,0.069,TRUE,0.658,1.001,1671
"140","PE[23]",-0.009,0.042,-0.091,-0.009,0.077,TRUE,0.596,1.002,1084
"141","PE[24]",-0.019,0.041,-0.092,-0.02,0.069,TRUE,0.679,1,3000
"142","PE[25]",-0.026,0.041,-0.097,-0.027,0.057,TRUE,0.735,1.001,1329
"143","PE[26]",-0.043,0.036,-0.099,-0.046,0.033,TRUE,0.872,1.001,1730
"144","PE[27]",-0.044,0.036,-0.099,-0.047,0.036,TRUE,0.879,1.001,1490
"145","PE[28]",-0.031,0.04,-0.097,-0.033,0.057,TRUE,0.774,1.001,1200
"146","PE[29]",-0.013,0.042,-0.092,-0.013,0.074,TRUE,0.623,1.001,3000
"147","PE[30]",-0.022,0.042,-0.095,-0.022,0.063,TRUE,0.697,1,3000
"148","PE[31]",-0.027,0.041,-0.096,-0.029,0.059,TRUE,0.744,1,3000
"149","PE[32]",-0.021,0.042,-0.095,-0.021,0.065,TRUE,0.684,1,2644
"150","PE[33]",-0.002,0.044,-0.087,-0.002,0.081,TRUE,0.52,1.001,1319
"151","PE[34]",0.015,0.042,-0.072,0.015,0.089,TRUE,0.634,1.003,889
"152","PE[35]",0.002,0.044,-0.085,0.003,0.086,TRUE,0.527,1,3000
"153","PE[36]",0.008,0.042,-0.079,0.008,0.087,TRUE,0.572,1.002,964
"154","PE[37]",0.007,0.041,-0.08,0.008,0.084,TRUE,0.57,1,3000
"155","PE[38]",0.019,0.041,-0.068,0.021,0.091,TRUE,0.688,1,3000
"156","PE[39]",0.02,0.041,-0.066,0.021,0.091,TRUE,0.698,1.001,1832
"157","PE[40]",0.023,0.041,-0.063,0.026,0.092,TRUE,0.72,1,3000
"158","PE[41]",0.003,0.044,-0.084,0.004,0.084,TRUE,0.539,1.001,1459
"159","PE[42]",-0.003,0.044,-0.089,-0.003,0.083,TRUE,0.529,1,3000
"160","PE[43]",-0.002,0.045,-0.087,-0.002,0.084,TRUE,0.516,1,3000
"161","PE[44]",-0.001,0.044,-0.086,-0.001,0.086,TRUE,0.505,1,3000
"162","PE[45]",-0.002,0.045,-0.089,-0.002,0.085,TRUE,0.519,1,3000
"163","PE[46]",-0.003,0.045,-0.091,-0.002,0.083,TRUE,0.522,1.001,1914
"164","PE[47]",-0.001,0.045,-0.087,-0.002,0.085,TRUE,0.512,1.001,1433
"165","PE[48]",-0.003,0.045,-0.092,-0.002,0.083,TRUE,0.519,1,3000
"166","PE[49]",-0.001,0.045,-0.088,0,0.085,TRUE,0.496,1,3000
"167","PE[50]",-0.001,0.045,-0.086,-0.001,0.086,TRUE,0.509,1,3000
"168","PE[51]",-0.002,0.045,-0.088,-0.001,0.085,TRUE,0.508,1,3000
"169","PE[52]",-0.002,0.045,-0.089,-0.002,0.085,TRUE,0.518,1,3000
"170","PE[53]",-0.002,0.045,-0.088,-0.001,0.086,TRUE,0.509,1,3000
"171","PE[54]",-0.001,0.046,-0.089,0,0.086,TRUE,0.498,1,3000
"172","PE[55]",-0.002,0.045,-0.088,-0.001,0.083,TRUE,0.509,1.001,2881
"173","PE[56]",-0.002,0.045,-0.089,-0.003,0.085,TRUE,0.526,1,3000
"174","PE[57]",-0.001,0.044,-0.086,-0.001,0.084,TRUE,0.509,1.001,2681
"175","PE[58]",-0.003,0.045,-0.089,-0.002,0.083,TRUE,0.519,1,3000
"176","PE[59]",-0.001,0.045,-0.089,0,0.085,TRUE,0.504,1,3000
"177","PE[60]",-0.001,0.045,-0.09,0,0.085,TRUE,0.498,1,3000
"178","PE[61]",-0.002,0.046,-0.09,-0.001,0.085,TRUE,0.506,1,3000
"179","PE[62]",-0.001,0.045,-0.088,-0.001,0.086,TRUE,0.509,1,3000
"180","PE[63]",0,0.045,-0.088,0.001,0.085,TRUE,0.496,1,3000
"181","PE[64]",-0.002,0.045,-0.09,-0.002,0.083,TRUE,0.519,1,3000
"182","PE[65]",-0.002,0.045,-0.089,-0.002,0.084,TRUE,0.517,1.001,2957
"183","PE[66]",0,0.045,-0.086,0,0.086,TRUE,0.502,1,3000
"184","PE[67]",-0.002,0.045,-0.089,-0.001,0.085,TRUE,0.512,1,3000
"185","PE[68]",-0.003,0.045,-0.088,-0.003,0.087,TRUE,0.525,1,3000
"186","PE[69]",-0.003,0.046,-0.09,-0.003,0.085,TRUE,0.522,1,3000
"187","PE[70]",-0.002,0.045,-0.088,-0.002,0.085,TRUE,0.514,1,3000
"188","PE[71]",0,0.045,-0.089,0.001,0.086,TRUE,0.507,1,3000
"189","PE[72]",-0.002,0.045,-0.088,-0.003,0.085,TRUE,0.527,1,3000
"190","PE[73]",-0.002,0.045,-0.088,-0.002,0.083,TRUE,0.517,1,3000
"191","PE[74]",-0.003,0.045,-0.088,-0.002,0.083,TRUE,0.52,1,2625
"192","PE[75]",0,0.045,-0.088,0.001,0.085,TRUE,0.511,1.001,1371
"193","PE[76]",-0.002,0.045,-0.09,-0.001,0.084,TRUE,0.513,1,3000
"194","PE[77]",-0.002,0.045,-0.088,-0.003,0.084,TRUE,0.524,1,3000
"195","PE[78]",-0.001,0.045,-0.089,-0.002,0.086,TRUE,0.511,1,3000
"196","PE[79]",-0.002,0.045,-0.088,-0.002,0.083,TRUE,0.523,1,2912
"197","PE[80]",-0.002,0.045,-0.089,-0.002,0.086,TRUE,0.514,1.001,2151
"198","PE[81]",-0.003,0.044,-0.088,-0.002,0.081,TRUE,0.513,1,3000
"199","PE[82]",-0.001,0.044,-0.087,-0.001,0.082,TRUE,0.51,1,3000
"200","PE[83]",-0.002,0.045,-0.089,-0.002,0.084,TRUE,0.513,1,2156
"201","PE[84]",-0.001,0.044,-0.086,-0.001,0.086,TRUE,0.509,1,3000
"202","PE[85]",-0.001,0.046,-0.09,-0.001,0.085,TRUE,0.507,1,3000
"203","PE[86]",-0.002,0.046,-0.089,-0.002,0.084,TRUE,0.516,1,3000
"204","PE[87]",-0.002,0.045,-0.09,-0.002,0.084,TRUE,0.515,1,3000
"205","PE[88]",0,0.045,-0.088,0,0.086,TRUE,0.504,1.001,3000
"206","PE[89]",-0.002,0.046,-0.09,-0.002,0.084,TRUE,0.516,1,3000
"207","PE[90]",-0.001,0.045,-0.088,-0.001,0.084,TRUE,0.505,1.001,1315
"208","PE[91]",-0.001,0.045,-0.089,0,0.082,TRUE,0.502,1.001,1775
"209","PE[92]",-0.003,0.045,-0.091,-0.003,0.084,TRUE,0.526,1,3000
"210","PE[93]",-0.002,0.045,-0.089,-0.002,0.084,TRUE,0.517,1,3000
"211","B[1,1]",7207.692,1623.91,4023.522,7202.436,10535.754,FALSE,1,1.001,3000
"212","B[2,1]",2017.426,680.728,829.786,1992.476,3402.318,FALSE,1,1,3000
"213","B[3,1]",11200.589,2045.674,7292.981,11121.207,15364.906,FALSE,1,1,3000
"214","B[4,1]",9126.489,1871.563,5688.802,9037.541,13098.523,FALSE,1,1,3000
"215","B[1,2]",7238.976,1596.789,4137.86,7226.732,10603.439,FALSE,1,1.001,3000
"216","B[2,2]",2033.809,664.222,880.485,2006.616,3390.614,FALSE,1,1,3000
"217","B[3,2]",11182.329,2006.459,7440.321,11114.1,15263.32,FALSE,1,1,3000
"218","B[4,2]",9160.609,1836.238,5798.559,9036.035,13087.798,FALSE,1,1,3000
"219","B[1,3]",7272.181,1561.646,4331.529,7238.825,10581.12,FALSE,1,1.001,3000
"220","B[2,3]",2053.425,649.793,920.843,2013.275,3372.767,FALSE,1,1,3000
"221","B[3,3]",11155.3,1973.341,7467.931,11058.228,15217.865,FALSE,1,1,3000
"222","B[4,3]",9196.363,1802.336,5913.524,9096.237,13029.88,FALSE,1,1,3000
"223","B[1,4]",7298.957,1509.443,4466.168,7258.086,10391.701,FALSE,1,1.001,3000
"224","B[2,4]",2070.994,633.715,967.834,2026.914,3380.276,FALSE,1,1,3000
"225","B[3,4]",11103.069,1909.278,7532.682,11026.552,14958.64,FALSE,1,1,3000
"226","B[4,4]",9222.225,1755.397,6068.691,9102.069,13072.74,FALSE,1,1.001,3000
"227","B[1,5]",7324.994,1472.276,4565.65,7291.159,10368.591,FALSE,1,1.001,3000
"228","B[2,5]",2090.824,617.913,1023.67,2043.178,3342.801,FALSE,1,1,3000
"229","B[3,5]",11002.457,1856.885,7560.709,10935.084,14920.86,FALSE,1,1,3000
"230","B[4,5]",9247.961,1706.774,6177.301,9121.72,12947.963,FALSE,1,1.001,3000
"231","B[1,6]",7356.471,1428.117,4638.284,7316.31,10331.284,FALSE,1,1.001,3000
"232","B[2,6]",2095.134,603.433,1069.508,2050.481,3367.82,FALSE,1,1,3000
"233","B[3,6]",10701.336,1801.507,7329.215,10660.596,14560.968,FALSE,1,1,3000
"234","B[4,6]",9266.878,1667.043,6294.397,9114.44,12887.278,FALSE,1,1.001,3000
"235","B[1,7]",7319.358,1384.94,4707.75,7297.079,10169.219,FALSE,1,1.001,2747
"236","B[2,7]",2077.267,585.573,1076.344,2032.79,3289.758,FALSE,1,1,3000
"237","B[3,7]",10405.917,1761.218,7122.037,10374.474,14233.632,FALSE,1,1,3000
"238","B[4,7]",9256.899,1617.892,6362.415,9113.473,12808.632,FALSE,1,1,3000
"239","B[1,8]",7324.883,1342.331,4852.399,7285.869,10117.536,FALSE,1,1.002,1500
"240","B[2,8]",2059.48,567.902,1072.572,2013.452,3226.487,FALSE,1,1,3000
"241","B[3,8]",10157.204,1699.979,6987.816,10073.641,13794.161,FALSE,1,1,3000
"242","B[4,8]",9201.314,1574.248,6409.144,9061.878,12703.762,FALSE,1,1,3000
"243","B[1,9]",7258.189,1301.335,4785.519,7217.909,9967.285,FALSE,1,1.002,1674
"244","B[2,9]",1966.194,553.715,1015.15,1925.434,3112.349,FALSE,1,1,3000
"245","B[3,9]",9960.936,1643.769,6899.294,9872.672,13468.005,FALSE,1,1,3000
"246","B[4,9]",8923.859,1545.635,6199.5,8787.497,12392.575,FALSE,1,1,3000
"247","B[1,10]",7175.76,1260.154,4781.586,7145.572,9809.147,FALSE,1,1.002,1175
"248","B[2,10]",1909.776,536.01,998.286,1871.266,3025.88,FALSE,1,1,3000
"249","B[3,10]",9748.639,1577.401,6815.513,9700.894,13059.902,FALSE,1,1,3000
"250","B[4,10]",8705.813,1508.938,6097.479,8583.362,11965.59,FALSE,1,1,3000
"251","B[1,11]",7153.888,1208.692,4852.291,7143.834,9635.426,FALSE,1,1.002,1392
"252","B[2,11]",1887.971,518.37,1002.709,1841.636,2969.549,FALSE,1,1,3000
"253","B[3,11]",9616.543,1497.826,6835.766,9560.921,12809.729,FALSE,1,1,3000
"254","B[4,11]",8596.669,1452.797,6094.72,8454.766,11829.911,FALSE,1,1,3000
"255","B[1,12]",7142.136,1156.022,4951.285,7115.056,9482.589,FALSE,1,1.002,1262
"256","B[2,12]",1864.032,500.045,1005.876,1822.78,2915.043,FALSE,1,1,3000
"257","B[3,12]",9510.281,1413.093,6888.589,9438.511,12519.643,FALSE,1,1,3000
"258","B[4,12]",8482.651,1388.871,6127.893,8331.809,11581.792,FALSE,1,1,3000
"259","B[1,13]",6964.708,1106.84,4871.615,6944.076,9252.793,FALSE,1,1.001,2032
"260","B[2,13]",1842.31,484.891,1012.601,1802.468,2843.6,FALSE,1,1,3000
"261","B[3,13]",9415.151,1340.243,6915.7,9350.33,12360.088,FALSE,1,1,3000
"262","B[4,13]",8384.489,1333.165,6116.227,8286.901,11325.193,FALSE,1,1,3000
"263","B[1,14]",6923.061,1050.781,4950.946,6906.112,9103.858,FALSE,1,1.001,1455
"264","B[2,14]",1800.659,467.861,1016.056,1763.392,2799.312,FALSE,1,1,3000
"265","B[3,14]",9292.137,1254.327,6993.181,9232.144,12037.664,FALSE,1,1,3000
"266","B[4,14]",8247.617,1278.136,6087.518,8127.708,11115.987,FALSE,1,1,3000
"267","B[1,15]",6828.009,992.487,4977.349,6816.795,8900.741,FALSE,1,1.001,1761
"268","B[2,15]",1744.796,448.135,985.856,1713.991,2690.879,FALSE,1,1,3000
"269","B[3,15]",9123.684,1156.754,6997.828,9075.639,11623.681,FALSE,1,1,3000
"270","B[4,15]",8153.006,1214.142,6081.908,8047.131,10846.509,FALSE,1,1,3000
"271","B[1,16]",6795.959,959.587,5044.016,6762.744,8707.72,FALSE,1,1.001,1571
"272","B[2,16]",1712.215,439.976,968.162,1674.586,2667.624,FALSE,1,1,3000
"273","B[3,16]",9005.014,1107.325,6953.478,8968.235,11286.434,FALSE,1,1,3000
"274","B[4,16]",8138.145,1188.223,6066.727,8028.936,10757.672,FALSE,1,1,3000
"275","B[1,17]",6773.566,934.305,5053.456,6743.362,8711.353,FALSE,1,1,3000
"276","B[2,17]",1708.79,429.624,977.61,1674.95,2652.363,FALSE,1,1,3000
"277","B[3,17]",8924.184,1066.375,6981.551,8906.362,11120.198,FALSE,1,1,3000
"278","B[4,17]",8154.805,1159.025,6120.59,8051.444,10723.043,FALSE,1,1,3000
"279","B[1,18]",6691.889,909.642,5038.859,6652.371,8585.985,FALSE,1,1,3000
"280","B[2,18]",1687.382,417.711,969.147,1652.644,2570.863,FALSE,1,1,3000
"281","B[3,18]",8738.776,1008.05,6861.483,8729.841,10834.323,FALSE,1,1,3000
"282","B[4,18]",8113.934,1143.173,6127.663,8036.107,10700.291,FALSE,1,1,3000
"283","B[1,19]",6628.529,883.285,5029.845,6586.455,8448.22,FALSE,1,1,3000
"284","B[2,19]",1690.361,407.978,1003.247,1646.053,2553.829,FALSE,1,1,3000
"285","B[3,19]",8603.258,952.709,6793.715,8607.932,10523.43,FALSE,1,1,3000
"286","B[4,19]",8096.219,1113.192,6187.867,8015.461,10573.22,FALSE,1,1,3000
"287","B[1,20]",6365.77,836.395,4810.004,6335.088,8100.309,FALSE,1,1.001,1755
"288","B[2,20]",1635.38,386.231,986.361,1594.557,2448.253,FALSE,1,1,3000
"289","B[3,20]",8141.116,878.18,6455.739,8121.107,9886.833,FALSE,1,1,3000
"290","B[4,20]",7848.467,1040.612,6064.042,7751.185,10198.512,FALSE,1,1,3000
"291","B[1,21]",6153.046,805.543,4680.459,6114.21,7872.593,FALSE,1,1,3000
"292","B[2,21]",1605.115,367.772,973.282,1568.037,2401.487,FALSE,1,1,3000
"293","B[3,21]",7821.531,835.872,6218.415,7806.578,9506.992,FALSE,1,1,3000
"294","B[4,21]",7615.613,990.026,5899.205,7546.076,9773.151,FALSE,1,1,3000
"295","B[1,22]",5948.347,775.686,4536.475,5914.182,7537.519,FALSE,1,1.001,2633
"296","B[2,22]",1567.012,349.802,973.526,1528.336,2304.71,FALSE,1,1,3000
"297","B[3,22]",7557.105,790.597,6052.979,7531.771,9165.913,FALSE,1,1,3000
"298","B[4,22]",7337.845,942.603,5682.606,7272.137,9380.414,FALSE,1,1,3000
"299","B[1,23]",5801.113,751.524,4379.247,5760.203,7315.898,FALSE,1,1.001,1593
"300","B[2,23]",1535.165,336.409,954.81,1502.492,2248.082,FALSE,1,1,3000
"301","B[3,23]",7349.978,760.961,5944.405,7327.169,8898.023,FALSE,1,1,3000
"302","B[4,23]",7149.702,914.835,5555.866,7079.908,9118.838,FALSE,1,1,3000
