"","model_name","variable","year","pred","pred_lci","pred_uci"
"153","22.7","tot_biomass_pred",1996,23448.920356635,19564.6122159147,28104.4091149702
"154","22.7","tot_biomass_pred",1997,23428.7754461746,19677.7899444438,27894.7747921389
"155","22.7","tot_biomass_pred",1998,23395.8665569157,19711.3116620586,27769.1602331369
"156","22.7","tot_biomass_pred",1999,22898.5439470921,19452.6796507422,26954.8115895129
"157","22.7","tot_biomass_pred",2000,22486.268085511,19087.3237973018,26490.4738759105
"158","22.7","tot_biomass_pred",2001,22000.5614251906,18686.4717688052,25902.4126658092
"159","22.7","tot_biomass_pred",2002,21621.3315147135,18364.1616244484,25456.211180737
"160","22.7","tot_biomass_pred",2003,21404.3518302533,18184.8745972105,25193.8100988359
"161","22.7","tot_biomass_pred",2004,20940.3370327995,17799.5742690156,24635.2923064314
"162","22.7","tot_biomass_pred",2005,20388.7992957117,17366.8904249034,23936.5324793386
"163","22.7","tot_biomass_pred",2006,19503.5070566341,16570.4280302522,22955.7611193696
"164","22.7","tot_biomass_pred",2007,18640.2728349416,15712.5765164438,22113.4815793852
"165","22.7","tot_biomass_pred",2008,18057.0283149513,15113.7983855139,21573.4167712246
"166","22.7","tot_biomass_pred",2009,17784.0988160195,14922.1474644501,21194.9500868709
"167","22.7","tot_biomass_pred",2010,17504.7812719374,14683.7130471994,20867.8395167094
"168","22.7","tot_biomass_pred",2011,17116.8320788148,14304.1984961061,20482.5136126362
"169","22.7","tot_biomass_pred",2012,16875.5911129841,14117.9545012815,20171.8723053526
"170","22.7","tot_biomass_pred",2013,16675.6614719419,13945.7894489763,19939.9027601997
"171","22.7","tot_biomass_pred",2014,16733.2349193914,14067.223779294,19904.5067641337
"172","22.7","tot_biomass_pred",2015,16687.7672808171,14046.3836051326,19825.855867766
"173","22.7","tot_biomass_pred",2016,16772.6322894243,14163.2143395759,19862.8070698719
"174","22.7","tot_biomass_pred",2017,16963.2699681327,14383.2438993278,20006.0938982758
"175","22.7","tot_biomass_pred",2018,17271.7548843676,14727.7799075163,20255.1585275546
"176","22.7","tot_biomass_pred",2019,17569.0260258233,14954.308561911,20640.9192520107
"177","22.7","tot_biomass_pred",2020,18111.1113566273,15356.9063397967,21359.2729755813
"178","22.7","tot_biomass_pred",2021,18538.5331410536,15546.7567263233,22106.0390325682
"179","22.7","tot_biomass_pred",2022,18943.1044926237,15639.573511851,22944.4369148907
"180","22.7","tot_biomass_pred",2023,18943.1044926237,15390.8940916924,23315.1632179807
