Filename,Frame,Time..HMS.,Period,Period.time..HMS.,Length..mm.,Precision..mm.,RMS..mm.,Range..mm.,Direction..deg.,Horz..Dir...deg.,Vert..Dir...deg.,Mid.X..mm.,Mid.Y..mm.,Mid.Z..mm.,OpCode,TapeReader,Depth,Comment,Year,Dive,Transect.Number,Dive.Type,X,X.1,X.2,X.3,Family,Genus,Species,Code,Number,Stage,Activity,Check.ID,Comment.1,Event.Time.HH.MM.SS
SL_2023_EYKT_Dive_03_10-42-08.000.avi,51481,11:11:37,NA,NA,NA,8.462,0.173,2000.891,10.695,NA,NA,367.455,43.978,-1966.369,1,LauraColeman,91,N/A,2023,3,11,Line,NA,NA,NA,NA,greenling,lingcod,130,130,10,NA,NA,NA,no length - facing camera,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,5707,12:11:27,NA,NA,NA,75.774,0.793,5785.599,30.823,NA,NA,2594.395,1410.268,-4975.28,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,3,,,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,6769,12:12:03,NA,NA,NA,36.569,2.375,4234.32,35.377,NA,NA,2180.072,1104.538,-3457.852,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,4,AD,Fish moving slowly into frame,NA,no length - only in R camera,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,6769,12:12:03,NA,NA,NA,105.536,0.629,6695.227,21.756,NA,NA,-1498.881,1947.747,-6227.817,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,20,AD,Fish moving slowly into frame,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,9618,12:13:38,NA,NA,521.078,114.298,2.218,10180.954,22.664,9.56,5.316,-268.894,3913.733,-9394.798,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,4,AD,Passing,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,10063,12:13:52,NA,NA,729.914,177.503,0.942,6011.462,25.259,52.507,14.577,-2073.357,1510.365,-5436.696,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,greenling,lingcod,130,130,4,,,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,10063,12:13:52,NA,NA,NA,83.484,1.723,6044.507,30.217,NA,NA,-2587.312,1574.715,-5230.885,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,5,AD,Fish milling/hovering,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,11190,12:14:30,NA,NA,150.892,33.842,2.861,2888.875,19.19,32.204,5.943,-946.953,70.588,-2728.35,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,4,JV,Fish milling/hovering,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,24090,12:21:40,NA,NA,NA,31.719,0.561,3711.698,22.393,NA,NA,1333.55,453.562,-3434.04,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,skate,longnose skate,701,701,10,,,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,24868,12:22:06,NA,NA,NA,15.605,0.612,2758.129,30.761,NA,NA,-1403.138,134.231,-2370.751,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,11,,,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,29204,12:24:30,NA,NA,767.096,371.51,12.973,8209.257,23.137,61.819,11.979,-1598.39,2801.879,-7548.942,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,8,AD,Fish chasing other fish,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,30645,12:25:18,NA,NA,140.75,23.231,1.819,3670.396,4.089,14.295,19.471,60.695,254.606,-3661.052,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,8,JV,Fish milling/hovering,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,41881,12:31:33,NA,NA,NA,9.669,0.317,2181.228,6.038,NA,NA,-159.638,-175.288,-2168.305,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,12,,,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,43651,12:32:32,NA,NA,NA,43.945,1.13,4364.207,19.9,NA,NA,1347.279,605.887,-4106.585,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,13,AD,Fish milling/hovering,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,48918,12:35:28,NA,NA,NA,30.165,1.324,3615.404,27.106,NA,NA,-1500.473,664.28,-3221.562,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,silvergray,157,157,16,,,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,49495,12:35:47,NA,NA,NA,28.026,0.226,3537.158,24.847,NA,NA,1456.942,278.39,-3211.122,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,silvergray,157,157,17,,,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,60349,12:41:49,NA,NA,NA,12.151,2.865,2268.641,25.351,NA,NA,864.957,-451.935,-2048.008,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,tiger,148,148,18,,,NA,,NA
SL_2023_EYKT_Dive_04_12-01-54.000.avi,60495,12:41:54,NA,NA,NA,14.469,1.077,2557.317,16.213,NA,NA,-703.025,-136.808,-2454.977,1,LauraColeman,97,N/A,2023,4,18,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,19,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,1670,13:32:29,NA,NA,755.843,52.131,3.013,5044.279,26.304,15.149,15.199,883.56,2053.22,-4521.987,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,AD,Passing,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,1802,13:32:33,NA,NA,587.7,55.642,2.186,4841.529,25.618,14.508,29.371,1390.297,1565.009,-4365.573,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,AD,Passing,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,1802,13:32:33,NA,NA,602.375,126.928,2.357,5092.09,27.798,55.432,2.986,1171.716,2065.509,-4504.458,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,AD,Passing,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,1873,13:32:35,NA,NA,478.105,151.642,3.986,5748.366,15.783,45.764,22.914,147.406,1556.533,-5531.653,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,AD,Passing,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,5608,13:34:40,NA,NA,NA,65.964,2.822,5353.732,22.781,NA,NA,1953.689,669.325,-4939.388,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,5,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,5745,13:34:44,NA,NA,184.477,87.912,0.486,4290.535,13.707,45.67,19.213,520.511,873.284,-4168.349,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,JV,Fish milling/hovering,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,6599,13:35:13,NA,NA,NA,39.676,0.453,4105.21,20.617,NA,NA,952.014,1069.191,-3847.498,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,silvergray,157,157,6,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,7644,13:35:48,NA,NA,NA,85.258,0.978,6316.189,33.556,NA,NA,3114.458,1552.288,-5271.128,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,tiger,148,148,7,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,8980,13:36:32,NA,NA,NA,33.957,1.117,3773.636,26.425,NA,NA,-1093.012,1258.675,-3385.468,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,40,AD,Passing,NA,no length - partial view,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,13845,13:39:15,NA,NA,555.761,55.632,0.953,4058.411,27.896,23.131,11.009,-1802.769,596.153,-3586.826,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,AD,Fish moving quickly into frame,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,13856,13:39:15,NA,NA,634.871,7.347,1.228,1757.58,13.792,14.985,8.254,-255.785,-331.852,-1706.909,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,AD,Fish moving quickly into frame,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,13891,13:39:16,NA,NA,614.248,54.392,1.962,4338.088,19.928,20.382,5.401,1135.89,946.555,-4078.332,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,greenling,lingcod,130,130,1,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,20077,13:42:42,NA,NA,NA,13.592,0.031,2521.528,34.174,NA,NA,-1193.374,752.76,-2089.812,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,8,SU,Fish milling/hovering,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,22265,13:43:55,NA,NA,NA,39.067,1.925,4154.184,18.667,NA,NA,525.207,1202.503,-3941.496,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,9,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,24039,13:44:54,NA,NA,NA,21.244,0.375,3140.608,11.963,NA,NA,351.161,533.33,-3075.006,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,10,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,24811,13:45:20,NA,NA,NA,5.601,0.805,1612.163,29.423,NA,NA,-782.346,116.402,-1404.797,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,11,AD,Fish moving quickly into frame,NA,no length - never enters frame,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,26038,13:46:01,NA,NA,586.942,4.306,1.103,889.825,3.786,41.602,17.86,17.112,56.21,-887.883,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,8,AD,Fish moving quickly into frame,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,26186,13:46:06,NA,NA,630.727,9.12,1.948,1425.708,15.298,37.144,12.753,-356.052,-121.311,-1375.192,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,8,AD,Fish chasing other fish,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,26361,13:46:12,NA,NA,NA,68.487,1.136,5501.341,27.758,NA,NA,2426.038,800.654,-4872.17,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,tiger,148,148,12,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,27539,13:46:51,NA,NA,NA,12.85,0.408,2338.069,21.941,NA,NA,-790.386,-382.672,-2166.892,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,13,AD,Fish chasing other fish,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,27986,13:47:06,NA,NA,NA,15.45,2.181,2555.194,21.68,NA,NA,822.223,-475.137,-2372.175,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,14,AD,Fish chasing other fish,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,28048,13:47:08,NA,NA,NA,8.779,1.459,2042,34.556,NA,NA,-965.889,-647.35,-1678.619,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,15,AD,Fish chasing other fish,NA,no length - not fully in frame,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,28152,13:47:11,NA,NA,NA,10.4,0.442,2113.371,30.408,NA,NA,-648.325,-859.613,-1818.537,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,42,SU,Fish seeking cover,NA,no length - partial view,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,28297,13:47:16,NA,NA,NA,62.021,3.266,5419.556,33.164,NA,NA,2752.036,1080.737,-4542.014,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,greenling,lingcod,130,130,16,,,NA,no length - not in frame,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,34190,13:50:33,NA,NA,561.383,27.201,0.453,2226.703,12.914,51.613,17.762,497.607,-6.827,-2170.379,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,12,AD,Fish chasing other fish,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,34386,13:50:39,NA,NA,NA,5.452,0.383,1531.151,30.741,NA,NA,-546.264,-566.836,-1313.285,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,17,AD,Fish chasing other fish,NA,no length - not fully in frame,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,36569,13:51:52,NA,NA,NA,65.181,1.053,5433.629,34.115,NA,NA,2297.89,1979.9,-4508.218,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,41,AD,Passing,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,37011,13:52:07,NA,NA,NA,44.513,0.554,4539.72,13.297,NA,NA,973.805,355.346,-4419.784,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,18,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,46286,13:57:16,NA,NA,NA,45.182,3.653,4626.561,33.675,NA,NA,2334.761,1044.42,-3855.275,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,19,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,51683,14:00:16,NA,NA,NA,82.761,3.494,6179.91,33.694,NA,NA,-2836.954,1899.994,-5151.019,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,21,AD,Fish milling/hovering,NA,no length,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,55438,14:02:21,NA,NA,NA,20.902,0.019,3056.075,22.561,NA,NA,1155.801,183.491,-2823.127,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,greenling,lingcod,130,130,22,,,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,57555,14:03:32,NA,NA,671.094,144.246,1.476,6004.408,19.069,36.736,0.75,-410.583,1918.203,-5674.93,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,21,AD,Fish milling/hovering,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,60721,14:05:17,NA,NA,NA,34.76,2.85,3906.753,30.189,NA,NA,1733.863,907.241,-3381.324,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,23,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,63725,14:06:57,NA,NA,NA,18.776,0.08,2871.946,19.996,NA,NA,937.785,278.561,-2700.192,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,greenling,lingcod,130,130,25,,,NA,no length - facing camera,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,63976,14:07:06,NA,NA,NA,32.625,1.358,3901.793,27.021,NA,NA,1771.889,-68.633,-3475.584,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,26,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,64494,14:07:23,NA,NA,NA,4.466,1.226,1382.545,30.525,NA,NA,-478.54,-519.653,-1188.44,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,greenling,lingcod,130,130,27,,,NA,no length - not in frame,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,64686,14:07:29,NA,NA,NA,29.229,0.259,3658.814,18.692,NA,NA,-194.725,1139.518,-3471.383,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,28,AD,Fish milling/hovering,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,64912,14:07:37,NA,NA,NA,43.441,1.115,4631.591,10.504,NA,NA,-87.366,817.823,-4557.979,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,29,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,66101,14:08:16,NA,NA,NA,77.601,1.367,5809.717,17.6,NA,NA,-1235.081,1222.415,-5543.743,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,30,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,66214,14:08:20,NA,NA,531.103,38.665,0.617,2804.658,26.599,51.805,10.738,-1248.644,-133.474,-2507.823,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,27,AD,Passing,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,66214,14:08:20,NA,NA,NA,36.225,0.763,4132.458,11.067,NA,NA,428.881,647.752,-4058.779,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,dark,173,173,31,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,66965,14:08:45,NA,NA,259.522,26.84,2.497,3880.082,16.287,14.334,16.034,-254.897,1057.907,-3724.365,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,27,JV,Fish milling/hovering,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,67270,14:08:55,NA,NA,185.565,64.812,0.771,3673.24,12.515,41.461,6.633,794.156,53.434,-3585.966,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,27,JV,Fish milling/hovering,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,67971,14:09:19,NA,NA,NA,35.194,4.547,4073.684,12.28,NA,NA,300.757,793.296,-3984.36,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,silvergray,157,157,33,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,67971,14:09:19,NA,NA,NA,50.23,6.677,4711.606,21.508,NA,NA,-523.183,1625.122,-4391.411,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,silvergray,157,157,34,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,71974,14:11:32,NA,NA,NA,43.657,2.326,4449.323,30.585,NA,NA,2122.226,769.834,-3834.056,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,35,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,74969,14:13:12,NA,NA,NA,79.961,1.289,6089.988,13.246,NA,NA,597.057,1232.543,-5933.996,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,silvergray,157,157,36,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,75612,14:13:33,NA,NA,NA,17.305,1.428,2816.206,31.586,NA,NA,1369.881,-558.585,-2396.336,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,37,JV,Passing,NA,no length - not in frame,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,80994,14:16:33,NA,NA,634.539,3.892,1.076,982.899,17.357,31.006,14.932,-12.432,-292.953,-938.144,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,27,AD,Passing,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,81061,14:16:35,NA,NA,672.511,114.232,8.896,5459.327,26.091,33.445,9.64,1925.568,1434.263,-4902.992,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,27,AD,Fish chasing other fish,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,81333,14:16:44,NA,NA,629.501,48.357,0.709,3586.385,18.678,35.867,24.116,439.295,1061.237,-3397.492,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,27,AD,Fish milling/hovering,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,83444,14:17:54,NA,NA,NA,11.755,0.026,2320.612,17.014,NA,NA,-69.944,-686.11,-2215.762,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,greenling,kelp greenling,194,194,38,,,NA,,NA
SL_2023_EYKT_Dive_05_13-23-09.000.avi,83444,14:17:54,NA,NA,NA,28.56,2.719,3685.356,30.579,NA,NA,1853.783,-295.511,-3171.436,1,LauraColeman,83,N/A,2023,5,12,Line,NA,NA,NA,NA,rockfish,tiger,148,148,39,,,NA,,NA
SL_2023_EYKT_Dive_06_15-09-36.000.avi,411,15:11:42,NA,NA,NA,17.143,0.494,2799.35,22.357,NA,NA,65.876,-1075.256,-2583.766,1,LauraColeman,90,N/A,2023,6,9,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,23,,,NA,Seen only in belly cam,NA
SL_2023_EYKT_Dive_06_15-09-36.000.avi,2331,15:12:46,NA,NA,NA,20.622,0.491,3075.695,17.279,NA,NA,909.78,69.075,-2937.249,1,LauraColeman,90,N/A,2023,6,9,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,1,,,NA,,NA
SL_2023_EYKT_Dive_06_15-09-36.000.avi,3415,15:13:22,NA,NA,NA,24.684,0.9,3244.255,30.045,NA,NA,1209.691,1070.458,-2813.532,1,LauraColeman,90,N/A,2023,6,9,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,2,AD,Passing,NA,no length - bad angle,NA
SL_2023_EYKT_Dive_06_15-09-36.000.avi,4186,15:13:48,NA,NA,NA,50.153,1.355,4608.539,22.91,NA,NA,-1505.52,955.152,-4249.674,1,LauraColeman,90,N/A,2023,6,9,Line,NA,NA,NA,NA,rockfish,rosethorn,150,150,3,,,NA,,NA
SL_2023_EYKT_Dive_06_15-09-36.000.avi,4394,15:13:54,NA,NA,NA,17.75,2.766,2784.335,32.255,NA,NA,1089.298,999.339,-2359.507,1,LauraColeman,90,N/A,2023,6,9,Line,NA,NA,NA,NA,rockfish,silvergray,157,157,4,,,NA,,NA
SL_2023_EYKT_Dive_06_15-09-36.000.avi,4839,15:14:09,NA,NA,453.303,98.191,2.723,6023.534,29.154,15.444,2.736,2202.808,1938.615,-5260.454,1,LauraColeman,90,N/A,2023,6,9,Line,NA,NA,NA,NA,rockfish,yelloweye,145,145,1,AD,Passing,NA,,NA
