"","Seconds","DIVE_NO","ROV_X","ROV_Y","Family"
"73723",35244,31,591266.2,6110898.08,"Good"
"73724",35245,31,591266.77,6110897.42,"Good"
"73725",35246,31,591266.77,6110897.42,"Good"
"73726",35247,31,591266.77,6110897.42,"Good"
"73727",35248,31,591267.72,6110895.88,"Good"
"73728",35249,31,591267.72,6110895.88,"Good"
"73729",35250,31,591267.72,6110895.88,"Good"
"73730",35251,31,591268.07,6110897.78,"Good"
"73731",35252,31,591268.07,6110897.78,"Good"
"73732",35253,31,591268.07,6110897.78,"Good"
"73733",35254,31,591272.74,6110894.12,"Good"
"73734",35255,31,591272.74,6110894.12,"Good"
"73735",35256,31,591272.74,6110894.12,"Good"
"73736",35257,31,591269.87,6110896.53,"Good"
"73737",35258,31,591269.87,6110896.53,"Good"
"73738",35259,31,591269.87,6110896.53,"Good"
"73739",35260,31,591271.22,6110894.53,"Good"
"73740",35261,31,591271.22,6110894.53,"Good"
"73741",35262,31,591271.42,6110895.2,"Good"
"73742",35263,31,591271.42,6110895.2,"Good"
"73743",35264,31,591271.42,6110895.2,"Good"
"73744",35265,31,591272.04,6110894.65,"Good"
"73745",35266,31,591272.04,6110894.65,"Good"
"73746",35267,31,591272.04,6110894.65,"Good"
"73747",35268,31,591273.29,6110893.5,"Good"
"73748",35269,31,591273.29,6110893.5,"Good"
"73749",35270,31,591273.29,6110893.5,"Good"
"73750",35271,31,591273.29,6110893.5,"Good"
"73751",35272,31,591273.29,6110893.5,"Good"
"73752",35273,31,591274.9,6110892.73,"Good"
"73753",35274,31,591274.9,6110892.73,"Good"
"73754",35275,31,591274.9,6110892.73,"Good"
"73755",35276,31,591275.84,6110892.44,"Good"
"73756",35277,31,591275.84,6110892.44,"Good"
"73757",35278,31,591275.84,6110892.44,"Good"
"73758",35279,31,591277.55,6110891.72,"Good"
"73759",35280,31,591277.55,6110891.72,"Good"
"73760",35281,31,591278.59,6110889.79,"Good"
"73761",35282,31,591278.59,6110889.79,"Good"
"73762",35283,31,591278.59,6110889.79,"Good"
"73763",35284,31,591280.14,6110889.77,"Good"
"73764",35285,31,591280.14,6110889.77,"Good"
"73765",35286,31,591280.14,6110889.77,"Good"
"73766",35287,31,591281.57,6110886.83,"Good"
"73767",35288,31,591281.57,6110886.83,"Good"
"73768",35289,31,591281.57,6110886.83,"Good"
"73769",35290,31,591282.11,6110885.54,"Good"
"73770",35291,31,591282.11,6110885.54,"Good"
"73771",35292,31,591282.11,6110885.54,"Good"
"73772",35293,31,591283.21,6110884.19,"Good"
"73773",35294,31,591283.21,6110884.19,"Good"
"73774",35295,31,591283.21,6110884.19,"Good"
"73775",35296,31,591284.17,6110882.56,"Good"
"73776",35297,31,591284.17,6110882.56,"Good"
"73777",35298,31,591285.44,6110880.58,"Good"
"73778",35299,31,591285.44,6110880.58,"Good"
"73779",35300,31,591285.44,6110880.58,"Good"
"73780",35301,31,591285.44,6110880.58,"Good"
"73781",35302,31,591285.44,6110880.58,"Good"
"73782",35303,31,591285.44,6110880.58,"Good"
"73783",35304,31,591285.44,6110880.58,"Good"
"73784",35305,31,591285.44,6110880.58,"Good"
"73785",35306,31,591285.44,6110880.58,"Good"
"73786",35307,31,591287.4,6110874.68,"Good"
"73787",35308,31,591287.4,6110874.68,"Good"
"73788",35309,31,591288.51,6110873.56,"Good"
"73789",35310,31,591288.51,6110873.56,"Good"
"73790",35311,31,591288.51,6110873.56,"Good"
"73791",35312,31,591289.34,6110872.05,"Good"
"73792",35313,31,591289.34,6110872.05,"Good"
"73793",35314,31,591289.34,6110872.05,"Good"
"73794",35315,31,591290.47,6110870.72,"Good"
"73795",35316,31,591290.47,6110870.72,"Good"
"73796",35317,31,591290.47,6110870.72,"Good"
"73797",35318,31,591290.47,6110870.72,"Good"
"73798",35319,31,591290.47,6110870.72,"Good"
"73799",35320,31,591290.47,6110870.72,"Good"
"73800",35321,31,591290.47,6110870.72,"Good"
"73801",35322,31,591290.47,6110870.72,"Good"
"73802",35323,31,591290.87,6110869.28,"Good"
"73803",35324,31,591290.87,6110869.28,"Good"
"73804",35325,31,591290.87,6110869.28,"Good"
"73805",35326,31,591291.46,6110867.72,"Good"
"73806",35327,31,591291.46,6110867.72,"Good"
"73807",35328,31,591291.46,6110867.72,"Good"
"73808",35329,31,591291.46,6110867.72,"Good"
"73809",35330,31,591291.46,6110867.72,"Good"
"73810",35331,31,591292.35,6110866.26,"Good"
"73811",35332,31,591292.35,6110866.26,"Good"
"73812",35333,31,591292.35,6110866.26,"Good"
"73813",35334,31,591292.35,6110866.26,"Good"
"73814",35335,31,591292.35,6110866.26,"Good"
"73815",35336,31,591293.56,6110865.24,"Good"
"73816",35337,31,591293.56,6110865.24,"Good"
"73817",35338,31,591293.56,6110865.24,"Good"
"73818",35339,31,591294.09,6110863.62,"Good"
"73819",35340,31,591294.09,6110863.62,"Good"
"73820",35341,31,591294.09,6110863.62,"Good"
"73821",35342,31,591294.12,6110863.01,"Good"
"73822",35343,31,591294.12,6110863.01,"Good"
"73823",35344,31,591295.34,6110862.79,"Good"
"73824",35345,31,591295.34,6110862.79,"Good"
"73825",35346,31,591295.34,6110862.79,"Good"
"73826",35347,31,591295.41,6110861.82,"Good"
"73827",35348,31,591295.41,6110861.82,"Good"
"73828",35349,31,591295.41,6110861.82,"Good"
"73829",35350,31,591296.26,6110862.29,"Good"
"73830",35351,31,591296.26,6110862.29,"Good"
"73831",35352,31,591296.26,6110862.29,"Good"
"73832",35353,31,591296.26,6110862.29,"Good"
"73833",35354,31,591296.26,6110862.29,"Good"
"73834",35355,31,591296.26,6110862.29,"Good"
"73835",35356,31,591296.26,6110862.29,"Good"
"73836",35357,31,591296.26,6110862.29,"Good"
"73837",35358,31,591296.26,6110862.29,"Good"
"73838",35359,31,591296.26,6110862.29,"Good"
"73839",35360,31,591296.26,6110862.29,"Good"
"73840",35361,31,591296.26,6110862.29,"Good"
"73841",35362,31,591298.83,6110858.56,"Good"
"73842",35363,31,591298.83,6110858.56,"Good"
"73843",35364,31,591298.83,6110858.56,"Good"
"73844",35365,31,591299.6,6110857.75,"Good"
"73845",35366,31,591299.6,6110857.75,"Good"
"73846",35367,31,591299.6,6110857.75,"Good"
"73847",35368,31,591300.81,6110856.76,"Good"
"73848",35369,31,591300.81,6110856.76,"Good"
"73849",35370,31,591300.81,6110856.76,"Good"
"73850",35371,31,591301.31,6110855.07,"Good"
"73851",35372,31,591301.31,6110855.07,"Good"
"73852",35373,31,591301.31,6110855.07,"Good"
"73853",35374,31,591302.22,6110853.92,"Good"
"73854",35375,31,591302.22,6110853.92,"Good"
"73855",35376,31,591302.92,6110853.91,"Good"
"73856",35377,31,591302.92,6110853.91,"Good"
"73857",35378,31,591302.92,6110853.91,"Good"
"73858",35379,31,591303.38,6110851.61,"Good"
"73859",35380,31,591303.38,6110851.61,"Good"
"73860",35381,31,591303.38,6110851.61,"Good"
"73861",35382,31,591304.06,6110852.04,"Good"
"73862",35383,31,591304.06,6110852.04,"Good"
"73863",35384,31,591304.06,6110852.04,"Good"
"73864",35385,31,591306.34,6110851.68,"Good"
"73865",35386,31,591306.34,6110851.68,"Good"
"73866",35387,31,591306.34,6110851.68,"Good"
"73867",35388,31,591305.7,6110849.5,"Good"
"73868",35389,31,591305.7,6110849.5,"Good"
"73869",35390,31,591305.7,6110849.5,"Good"
"73870",35391,31,591305.7,6110849.5,"Good"
"73871",35392,31,591305.7,6110849.5,"Good"
"73872",35393,31,591305.7,6110849.5,"Good"
"73873",35394,31,591305.7,6110849.5,"Good"
"73874",35395,31,591305.7,6110849.5,"Good"
"73875",35396,31,591305.7,6110849.5,"Good"
"73876",35397,31,591305.7,6110849.5,"Good"
"73877",35398,31,591305.7,6110849.5,"Good"
"73878",35399,31,591309.38,6110844.99,"Good"
"73879",35400,31,591309.38,6110844.99,"Good"
"73880",35401,31,591309.38,6110844.99,"Good"
"73881",35402,31,591310.68,6110845.06,"Good"
"73882",35403,31,591310.68,6110845.06,"Good"
"73883",35404,31,591310.68,6110845.06,"Good"
"73884",35405,31,591310.92,6110843.45,"Good"
"73885",35406,31,591310.92,6110843.45,"Good"
"73886",35407,31,591310.92,6110843.45,"Good"
"73887",35408,31,591311.51,6110842.83,"Good"
"73888",35409,31,591311.51,6110842.83,"Good"
"73889",35410,31,591311.74,6110841.53,"Good"
"73890",35411,31,591311.74,6110841.53,"Good"
"73891",35412,31,591311.74,6110841.53,"Good"
"73892",35413,31,591312.89,6110841.22,"Good"
"73893",35414,31,591312.89,6110841.22,"Good"
"73894",35415,31,591312.89,6110841.22,"Good"
"73895",35416,31,591314.06,6110840.26,"Good"
"73896",35417,31,591314.06,6110840.26,"Good"
"73897",35418,31,591314.06,6110840.26,"Good"
"73898",35419,31,591314.24,6110839.02,"Good"
"73899",35420,31,591314.24,6110839.02,"Good"
"73900",35421,31,591314.24,6110839.02,"Good"
"73901",35422,31,591314.81,6110839,"Good"
"73902",35423,31,591314.81,6110839,"Good"
"73903",35424,31,591315.43,6110838.17,"Good"
"73904",35425,31,591315.43,6110838.17,"Good"
"73905",35426,31,591315.43,6110838.17,"Good"
"73906",35427,31,591316.1,6110836.92,"Good"
"73907",35428,31,591316.1,6110836.92,"Good"
"73908",35429,31,591316.1,6110836.92,"Good"
"73909",35430,31,591316.33,6110836.85,"Good"
"73910",35431,31,591316.33,6110836.85,"Good"
"73911",35432,31,591316.33,6110836.85,"Good"
"73912",35433,31,591316.33,6110836.85,"Good"
"73913",35434,31,591316.33,6110836.85,"Good"
"73914",35435,31,591317.56,6110834.79,"Good"
"73915",35436,31,591317.56,6110834.79,"Good"
"73916",35437,31,591317.56,6110834.79,"Good"
"73917",35438,31,591317.56,6110834.79,"Good"
"73918",35439,31,591317.56,6110834.79,"Good"
"73919",35440,31,591317.56,6110834.79,"Good"
"73920",35441,31,591317.56,6110834.79,"Good"
"73921",35442,31,591319.4,6110832.25,"Good"
"73922",35443,31,591319.4,6110832.25,"Good"
"73923",35444,31,591319.4,6110832.25,"Good"
"73924",35445,31,591319.4,6110832.25,"Good"
"73925",35446,31,591319.4,6110832.25,"Good"
"73926",35447,31,591320.48,6110830.3,"Good"
"73927",35448,31,591320.48,6110830.3,"Good"
"73928",35449,31,591320.48,6110830.3,"Good"
"73929",35450,31,591320.48,6110830.3,"Good"
"73930",35451,31,591320.48,6110830.3,"Good"
"73931",35452,31,591320.48,6110830.3,"Good"
"73932",35453,31,591320.48,6110830.3,"Good"
"73933",35454,31,591320.48,6110830.3,"Good"
"73934",35455,31,591320.48,6110830.3,"Good"
"73935",35456,31,591320.48,6110830.3,"Good"
"73936",35457,31,591320.48,6110830.3,"Good"
"73937",35458,31,591320.48,6110830.3,"Good"
"73938",35459,31,591320.48,6110830.3,"Good"
"73939",35460,31,591320.48,6110830.3,"Good"
"73940",35461,31,591320.48,6110830.3,"Good"
"73941",35462,31,591320.48,6110830.3,"Good"
"73942",35463,31,591320.48,6110830.3,"Good"
"73943",35464,31,591326.36,6110822.95,"Good"
"73944",35465,31,591326.36,6110822.95,"Good"
"73945",35466,31,591326.36,6110822.95,"Good"
"73946",35467,31,591327.88,6110822.18,"Good"
"73947",35468,31,591327.88,6110822.18,"Good"
"73948",35469,31,591327.88,6110822.18,"Good"
"73949",35470,31,591328.92,6110820.71,"Good"
"73950",35471,31,591328.92,6110820.71,"Bad"
"73951",35472,31,591328.92,6110820.71,"Bad"
"73952",35473,31,591328.92,6110820.71,"Bad"
"73953",35474,31,591328.92,6110820.71,"Bad"
"73954",35475,31,591328.92,6110820.71,"Bad"
"73955",35476,31,591328.92,6110820.71,"Bad"
"73956",35477,31,591328.92,6110820.71,"Bad"
"73957",35478,31,591328.92,6110820.71,"Bad"
"73958",35479,31,591328.92,6110820.71,"Bad"
"73959",35480,31,591328.92,6110820.71,"Bad"
"73960",35481,31,591328.92,6110820.71,"Bad"
"73961",35482,31,591328.92,6110820.71,"Bad"
"73962",35483,31,591328.92,6110820.71,"Bad"
"73963",35484,31,591333.69,6110816.21,"Bad"
"73964",35485,31,591333.69,6110816.21,"Bad"
"73965",35486,31,591333.69,6110816.21,"Good"
"73966",35487,31,591333.69,6110816.21,"Good"
"73967",35488,31,591333.69,6110816.21,"Good"
"73968",35489,31,591335.26,6110814.61,"Good"
"73969",35490,31,591335.26,6110814.61,"Good"
"73970",35491,31,591335.26,6110814.61,"Good"
"73971",35492,31,591335.26,6110814.61,"Good"
"73972",35493,31,591335.26,6110814.61,"Good"
"73973",35494,31,591335.26,6110814.61,"Good"
"73974",35495,31,591335.26,6110814.61,"Good"
"73975",35496,31,591335.6,6110813.01,"Good"
"73976",35497,31,591335.6,6110813.01,"Good"
"73977",35498,31,591335.6,6110813.01,"Good"
"73978",35499,31,591337.44,6110811.02,"Good"
"73979",35500,31,591337.44,6110811.02,"Good"
"73980",35501,31,591337.44,6110811.02,"Good"
"73981",35502,31,591337.44,6110811.02,"Good"
"73982",35503,31,591337.44,6110811.02,"Good"
"73983",35504,31,591338.13,6110809.99,"Good"
"73984",35505,31,591338.13,6110809.99,"Good"
"73985",35506,31,591338.13,6110809.99,"Good"
"73986",35507,31,591338.13,6110809.99,"Good"
"73987",35508,31,591338.13,6110809.99,"Good"
"73988",35509,31,591338.13,6110809.99,"Good"
"73989",35510,31,591338.13,6110809.99,"Good"
"73990",35511,31,591338.13,6110809.99,"Good"
"73991",35512,31,591340.69,6110807.85,"Good"
"73992",35513,31,591340.69,6110807.85,"Good"
"73993",35514,31,591340.69,6110807.85,"Good"
"73994",35515,31,591342.05,6110807.74,"Good"
"73995",35516,31,591342.05,6110807.74,"Good"
"73996",35517,31,591342.05,6110807.74,"Good"
"73997",35518,31,591342.03,6110806.15,"Good"
"73998",35519,31,591342.03,6110806.15,"Good"
"73999",35520,31,591342.03,6110806.15,"Good"
"74000",35521,31,591342.79,6110805.61,"Good"
"74001",35522,31,591342.79,6110805.61,"Good"
"74002",35523,31,591342.79,6110805.61,"Good"
"74003",35524,31,591342.79,6110805.61,"Good"
"74004",35525,31,591344.3,6110804.53,"Good"
"74005",35526,31,591344.3,6110804.53,"Good"
"74006",35527,31,591344.3,6110804.53,"Good"
"74007",35528,31,591345.61,6110803.69,"Good"
"74008",35529,31,591345.61,6110803.69,"Good"
"74009",35530,31,591345.61,6110803.69,"Good"
"74010",35531,31,591346.05,6110802.97,"Good"
"74011",35532,31,591346.05,6110802.97,"Good"
"74012",35533,31,591346.05,6110802.97,"Good"
"74013",35534,31,591346.32,6110802.35,"Good"
"74014",35535,31,591346.32,6110802.35,"Good"
"74015",35536,31,591346.32,6110802.35,"Good"
"74016",35537,31,591346.32,6110802.35,"Good"
"74017",35538,31,591347.19,6110801.33,"Good"
"74018",35539,31,591347.19,6110801.33,"Good"
"74019",35540,31,591347.19,6110801.33,"Good"
"74020",35541,31,591347.19,6110801.33,"Good"
"74021",35542,31,591347.19,6110801.33,"Good"
"74022",35543,31,591347.19,6110801.33,"Good"
"74023",35544,31,591347.19,6110801.33,"Good"
"74024",35545,31,591347.19,6110801.33,"Good"
"74025",35546,31,591347.19,6110801.33,"Good"
"74026",35547,31,591347.19,6110801.33,"Good"
"74027",35548,31,591347.19,6110801.33,"Good"
"74028",35549,31,591347.19,6110801.33,"Good"
"74029",35550,31,591347.19,6110801.33,"Good"
"74030",35551,31,591347.19,6110801.33,"Good"
"74031",35552,31,591347.19,6110801.33,"Good"
"74032",35553,31,591347.19,6110801.33,"Good"
"74033",35554,31,591347.19,6110801.33,"Good"
"74034",35555,31,591347.19,6110801.33,"Good"
"74035",35556,31,591350.98,6110796.78,"Good"
"74036",35557,31,591350.98,6110796.78,"Good"
"74037",35558,31,591350.98,6110796.78,"Good"
"74038",35559,31,591350.98,6110796.78,"Good"
"74039",35560,31,591350.98,6110796.78,"Good"
"74040",35561,31,591350.98,6110796.78,"Good"
"74041",35562,31,591350.98,6110796.78,"Good"
"74042",35563,31,591352.75,6110793.96,"Good"
"74043",35564,31,591352.75,6110793.96,"Good"
"74044",35565,31,591352.75,6110793.96,"Good"
"74045",35566,31,591352.75,6110793.96,"Good"
"74046",35567,31,591352.75,6110793.96,"Good"
"74047",35568,31,591352.75,6110793.96,"Good"
"74048",35569,31,591352.75,6110793.96,"Good"
"74049",35570,31,591352.75,6110793.96,"Good"
"74050",35571,31,591355.05,6110791.9,"Good"
"74051",35572,31,591355.05,6110791.9,"Good"
"74052",35573,31,591355.05,6110791.9,"Good"
"74053",35574,31,591356.35,6110791.49,"Good"
"74054",35575,31,591356.35,6110791.49,"Good"
"74055",35576,31,591356.75,6110790.16,"Good"
"74056",35577,31,591356.75,6110790.16,"Good"
"74057",35578,31,591356.75,6110790.16,"Good"
"74058",35579,31,591356.75,6110790.16,"Good"
"74059",35580,31,591356.75,6110790.16,"Good"
"74060",35581,31,591358.54,6110788.1,"Good"
"74061",35582,31,591358.54,6110788.1,"Good"
"74062",35583,31,591358.54,6110788.1,"Good"
"74063",35584,31,591359.05,6110788.18,"Good"
"74064",35585,31,591359.05,6110788.18,"Good"
"74065",35586,31,591359.05,6110788.18,"Good"
"74066",35587,31,591360.72,6110786.79,"Good"
"74067",35588,31,591360.72,6110786.79,"Good"
"74068",35589,31,591361.34,6110784.56,"Good"
"74069",35590,31,591361.34,6110784.56,"Good"
"74070",35591,31,591361.34,6110784.56,"Good"
"74071",35592,31,591362.45,6110784.65,"Good"
"74072",35593,31,591362.45,6110784.65,"Good"
"74073",35594,31,591362.45,6110784.65,"Good"
"74074",35595,31,591363.16,6110782.35,"Good"
"74075",35596,31,591363.16,6110782.35,"Good"
"74076",35597,31,591363.16,6110782.35,"Good"
"74077",35598,31,591364.02,6110782.01,"Good"
"74078",35599,31,591364.02,6110782.01,"Good"
"74079",35600,31,591364.02,6110782.01,"Good"
"74080",35601,31,591364.02,6110782.01,"Good"
"74081",35602,31,591364.02,6110782.01,"Good"
"74082",35603,31,591364.02,6110782.01,"Good"
"74083",35604,31,591364.02,6110782.01,"Good"
"74084",35605,31,591366.9,6110777.56,"Good"
"74085",35606,31,591366.9,6110777.56,"Good"
"74086",35607,31,591366.9,6110777.56,"Good"
"74087",35608,31,591368.23,6110775.7,"Good"
"74088",35609,31,591368.23,6110775.7,"Good"
"74089",35610,31,591368.23,6110775.7,"Good"
"74090",35611,31,591369.14,6110775.38,"Good"
"74091",35612,31,591369.14,6110775.38,"Good"
"74092",35613,31,591369.14,6110775.38,"Good"
"74093",35614,31,591369.14,6110775.38,"Good"
"74094",35615,31,591369.14,6110775.38,"Good"
"74095",35616,31,591369.14,6110775.38,"Good"
"74096",35617,31,591369.14,6110775.38,"Good"
"74097",35618,31,591369.14,6110775.38,"Good"
"74098",35619,31,591372.2,6110772.34,"Good"
"74099",35620,31,591372.2,6110772.34,"Good"
"74100",35621,31,591373.57,6110770.28,"Good"
"74101",35622,31,591373.57,6110770.28,"Good"
"74102",35623,31,591373.57,6110770.28,"Good"
"74103",35624,31,591374.8,6110771.11,"Good"
"74104",35625,31,591374.8,6110771.11,"Good"
"74105",35626,31,591374.8,6110771.11,"Good"
"74106",35627,31,591374.8,6110771.11,"Good"
"74107",35628,31,591374.8,6110771.11,"Good"
"74108",35629,31,591374.8,6110771.11,"Good"
"74109",35630,31,591374.8,6110771.11,"Good"
"74110",35631,31,591374.8,6110771.11,"Good"
"74111",35632,31,591374.8,6110771.11,"Good"
"74112",35633,31,591374.8,6110771.11,"Good"
"74113",35634,31,591374.8,6110771.11,"Good"
"74114",35635,31,591374.8,6110771.11,"Good"
"74115",35636,31,591374.8,6110771.11,"Good"
"74116",35637,31,591380.76,6110764.15,"Good"
"74117",35638,31,591380.76,6110764.15,"Good"
"74118",35639,31,591380.76,6110764.15,"Good"
"74119",35640,31,591382.31,6110763.69,"Good"
"74120",35641,31,591382.31,6110763.69,"Good"
"74121",35642,31,591382.31,6110763.69,"Good"
"74122",35643,31,591383.3,6110761.86,"Good"
"74123",35644,31,591383.3,6110761.86,"Good"
"74124",35645,31,591384.86,6110761.06,"Good"
"74125",35646,31,591384.86,6110761.06,"Good"
"74126",35647,31,591384.86,6110761.06,"Good"
"74127",35648,31,591385.66,6110760.54,"Good"
"74128",35649,31,591385.66,6110760.54,"Good"
"74129",35650,31,591385.66,6110760.54,"Good"
"74130",35651,31,591386.04,6110758.8,"Good"
"74131",35652,31,591386.04,6110758.8,"Good"
"74132",35653,31,591386.04,6110758.8,"Good"
"74133",35654,31,591387.54,6110759,"Good"
"74134",35655,31,591387.54,6110759,"Good"
"74135",35656,31,591387.54,6110759,"Good"
"74136",35657,31,591388.28,6110757.93,"Good"
"74137",35658,31,591388.28,6110757.93,"Good"
"74138",35659,31,591388.28,6110757.93,"Good"
"74139",35660,31,591388.28,6110757.93,"Good"
"74140",35661,31,591388.28,6110757.93,"Good"
"74141",35662,31,591388.28,6110757.93,"Good"
"74142",35663,31,591388.28,6110757.93,"Good"
"74143",35664,31,591390.03,6110755.38,"Good"
"74144",35665,31,591390.03,6110755.38,"Good"
"74145",35666,31,591390.03,6110755.38,"Good"
"74146",35667,31,591390.03,6110755.38,"Good"
"74147",35668,31,591390.03,6110755.38,"Good"
"74148",35669,31,591390.03,6110755.38,"Good"
"74149",35670,31,591390.03,6110755.38,"Good"
"74150",35671,31,591390.03,6110755.38,"Good"
"74151",35672,31,591390.03,6110755.38,"Good"
"74152",35673,31,591390.03,6110755.38,"Good"
"74153",35674,31,591390.03,6110755.38,"Good"
"74154",35675,31,591390.03,6110755.38,"Good"
"74155",35676,31,591390.03,6110755.38,"Good"
"74156",35677,31,591390.03,6110755.38,"Good"
"74157",35678,31,591390.03,6110755.38,"Good"
"74158",35679,31,591390.03,6110755.38,"Good"
"74159",35680,31,591390.03,6110755.38,"Good"
"74160",35681,31,591395.76,6110748.91,"Good"
"74161",35682,31,591395.76,6110748.91,"Good"
"74162",35683,31,591395.76,6110748.91,"Good"
"74163",35684,31,591396.18,6110747.86,"Good"
"74164",35685,31,591396.18,6110747.86,"Good"
"74165",35686,31,591396.18,6110747.86,"Good"
"74166",35687,31,591397.48,6110747.61,"Good"
"74167",35688,31,591397.48,6110747.61,"Good"
"74168",35689,31,591397.48,6110747.61,"Good"
"74169",35690,31,591397.48,6110747.61,"Good"
"74170",35691,31,591397.48,6110747.61,"Good"
"74171",35692,31,591397.48,6110747.61,"Good"
"74172",35693,31,591397.48,6110747.61,"Good"
"74173",35694,31,591400.56,6110744.72,"Good"
"74174",35695,31,591400.56,6110744.72,"Good"
"74175",35696,31,591400.56,6110744.72,"Good"
"74176",35697,31,591401.8,6110744.21,"Good"
"74177",35698,31,591401.8,6110744.21,"Good"
"74178",35699,31,591401.8,6110744.21,"Good"
"74179",35700,31,591401.8,6110744.21,"Good"
"74180",35701,31,591401.8,6110744.21,"Good"
"74181",35702,31,591401.8,6110744.21,"Good"
"74182",35703,31,591401.8,6110744.21,"Good"
"74183",35704,31,591406.03,6110742.85,"Good"
"74184",35705,31,591406.03,6110742.85,"Good"
"74185",35706,31,591406.03,6110742.85,"Good"
"74186",35707,31,591405.14,6110739.54,"Good"
"74187",35708,31,591405.14,6110739.54,"Good"
"74188",35709,31,591405.14,6110739.54,"Good"
"74189",35710,31,591406.14,6110738.5,"Good"
"74190",35711,31,591406.14,6110738.5,"Good"
"74191",35712,31,591406.14,6110738.5,"Good"
"74192",35713,31,591406.14,6110738.5,"Good"
"74193",35714,31,591407.22,6110737.02,"Good"
"74194",35715,31,591407.22,6110737.02,"Good"
"74195",35716,31,591407.22,6110737.02,"Good"
"74196",35717,31,591408.72,6110736.45,"Good"
"74197",35718,31,591408.72,6110736.45,"Good"
"74198",35719,31,591408.72,6110736.45,"Good"
"74199",35720,31,591408.72,6110736.45,"Good"
"74200",35721,31,591408.72,6110736.45,"Good"
"74201",35722,31,591408.72,6110736.45,"Good"
"74202",35723,31,591408.72,6110736.45,"Good"
"74203",35724,31,591408.72,6110736.45,"Good"
"74204",35725,31,591410.67,6110733.61,"Good"
"74205",35726,31,591410.67,6110733.61,"Good"
"74206",35727,31,591410.67,6110733.61,"Good"
"74207",35728,31,591412.17,6110732.88,"Good"
"74208",35729,31,591412.17,6110732.88,"Good"
"74209",35730,31,591412.17,6110732.88,"Good"
"74210",35731,31,591412.17,6110732.88,"Good"
"74211",35732,31,591412.17,6110732.88,"Good"
"74212",35733,31,591412.17,6110732.88,"Good"
"74213",35734,31,591412.17,6110732.88,"Good"
"74214",35735,31,591414.62,6110730.35,"Good"
"74215",35736,31,591414.62,6110730.35,"Good"
"74216",35737,31,591414.62,6110730.35,"Good"
"74217",35738,31,591415.62,6110729.19,"Good"
"74218",35739,31,591415.62,6110729.19,"Good"
"74219",35740,31,591415.62,6110729.19,"Good"
"74220",35741,31,591415.88,6110728.67,"Good"
"74221",35742,31,591415.88,6110728.67,"Good"
"74222",35743,31,591415.88,6110728.67,"Good"
"74223",35744,31,591416.36,6110727.41,"Good"
"74224",35745,31,591416.36,6110727.41,"Good"
"74225",35746,31,591417.35,6110727.93,"Good"
"74226",35747,31,591417.35,6110727.93,"Good"
"74227",35748,31,591417.35,6110727.93,"Good"
"74228",35749,31,591418.08,6110726.71,"Good"
"74229",35750,31,591418.08,6110726.71,"Good"
"74230",35751,31,591418.08,6110726.71,"Good"
"74231",35752,31,591419.34,6110726.64,"Good"
"74232",35753,31,591419.34,6110726.64,"Good"
"74233",35754,31,591419.34,6110726.64,"Good"
"74234",35755,31,591419.34,6110726.64,"Good"
"74235",35756,31,591419.34,6110726.64,"Good"
"74236",35757,31,591419.34,6110726.64,"Good"
"74237",35758,31,591419.34,6110726.64,"Good"
"74238",35759,31,591419.34,6110726.64,"Good"
"74239",35760,31,591420.83,6110724.92,"Good"
"74240",35761,31,591420.83,6110724.92,"Good"
"74241",35762,31,591420.83,6110724.92,"Good"
"74242",35763,31,591420.83,6110724.92,"Good"
"74243",35764,31,591420.83,6110724.92,"Good"
"74244",35765,31,591420.83,6110724.92,"Good"
"74245",35766,31,591420.83,6110724.92,"Good"
"74246",35767,31,591422.58,6110723.52,"Good"
"74247",35768,31,591422.58,6110723.52,"Good"
"74248",35769,31,591422.58,6110723.52,"Good"
"74249",35770,31,591422.58,6110723.52,"Good"
"74250",35771,31,591422.58,6110723.52,"Good"
"74251",35772,31,591424.23,6110721.17,"Good"
"74252",35773,31,591424.23,6110721.17,"Good"
"74253",35774,31,591424.23,6110721.17,"Good"
"74254",35775,31,591424.78,6110722.01,"Good"
"74255",35776,31,591424.78,6110722.01,"Good"
"74256",35777,31,591426.01,6110719.64,"Good"
"74257",35778,31,591426.01,6110719.64,"Good"
"74258",35779,31,591426.01,6110719.64,"Good"
"74259",35780,31,591426.01,6110719.64,"Good"
"74260",35781,31,591426.01,6110719.64,"Good"
"74261",35782,31,591426.01,6110719.64,"Good"
"74262",35783,31,591426.01,6110719.64,"Good"
"74263",35784,31,591426.01,6110719.64,"Good"
"74264",35785,31,591428.56,6110716.49,"Good"
"74265",35786,31,591428.56,6110716.49,"Good"
"74266",35787,31,591428.56,6110716.49,"Good"
"74267",35788,31,591428.62,6110717.51,"Good"
"74268",35789,31,591428.62,6110717.51,"Good"
"74269",35790,31,591428.62,6110717.51,"Good"
"74270",35791,31,591429.86,6110714.18,"Good"
"74271",35792,31,591429.86,6110714.18,"Good"
"74272",35793,31,591429.86,6110714.18,"Good"
"74273",35794,31,591429.86,6110714.18,"Good"
"74274",35795,31,591429.86,6110714.18,"Good"
"74275",35796,31,591429.86,6110714.18,"Good"
"74276",35797,31,591429.86,6110714.18,"Good"
"74277",35798,31,591431.97,6110712.48,"Good"
"74278",35799,31,591431.97,6110712.48,"Good"
"74279",35800,31,591431.97,6110712.48,"Good"
"74280",35801,31,591431.97,6110712.48,"Good"
