"","Sec","X","Y","dist","Dive"
"208",27536,634746.656414776,6489178.90230621,0.369250558227226,1
"209",27537,634746.669255458,6489179.27133343,0.36909111343273,1
"210",27538,634746.681699423,6489179.64021471,0.368930757063632,1
"211",27539,634746.69374594,6489180.00894874,0.368769479748242,1
"212",27540,634746.705394281,6489180.37753421,0.368608175596722,1
"213",27541,634746.716643639,6489180.74597069,0.368450343769754,1
"214",27542,634746.727492908,6489181.11426126,0.368296874678881,1
"215",27543,634746.73794091,6489181.48240991,0.368147763721069,1
"216",27544,634746.747986463,6489181.8504206,0.368003023984718,1
"217",27545,634746.757628388,6489182.21829729,0.367862653666696,1
"218",27546,634746.766865503,6489182.58604395,0.367726663056506,1
"219",27547,634746.775696629,6489182.95366455,0.367595051225693,1
"220",27548,634746.784120584,6489183.32116307,0.367467827535827,1
"221",27549,634746.79213619,6489183.68854346,0.367344995695377,1
"222",27550,634746.799742265,6489184.05580971,0.367226554798939,1
"223",27551,634746.80693763,6489184.42296576,0.367112518776672,1
"224",27552,634746.813721103,6489184.7900156,0.367002886677773,1
"225",27553,634746.820091505,6489185.1569632,0.366897880933198,1
"226",27554,634746.826047935,6489185.52381273,0.366798377937644,1
"227",27555,634746.831590617,6489185.89056922,0.366704591036888,1
"228",27556,634746.836720052,6489186.25723794,0.366616523807186,1
"229",27557,634746.841436744,6489186.62382412,0.36653417326738,1
"230",27558,634746.845741196,6489186.99033302,0.366457537312581,1
"231",27559,634746.849633909,6489187.35676988,0.366386614748554,1
"232",27560,634746.853115388,6489187.72313995,0.36632140711447,1
"233",27561,634746.856186135,6489188.08944849,0.366261905682499,1
"234",27562,634746.858846653,6489188.45570073,0.366208118434228,1
"235",27563,634746.861097444,6489188.82190193,0.36616004120982,1
"236",27564,634746.862939011,6489189.18805734,0.36611766888031,1
"237",27565,634746.864371858,6489189.55417221,0.366081002789253,1
"238",27566,634746.865396487,6489189.92025178,0.366050040521866,1
"239",27567,634746.866013401,6489190.2863013,0.366025305942571,1
"240",27568,634746.866223318,6489190.65232654,0.366008894576505,1
"241",27569,634746.866027817,6489191.01833538,0.366001317766991,1
"242",27570,634746.865428694,6489191.38433621,0.366002577024394,1
"243",27571,634746.864427743,6489191.75033742,0.366012659852371,1
"244",27572,634746.86302676,6489192.1163474,0.366031566758724,1
"245",27573,634746.861227539,6489192.48237454,0.3660592870438,1
"246",27574,634746.859031876,6489192.84842725,0.366095817422926,1
"247",27575,634746.856441565,6489193.2145139,0.366141149931309,1
"248",27576,634746.8534584,6489193.5806429,0.366195279364421,1
"249",27577,634746.850084178,6489193.94682263,0.36625819955829,1
"250",27578,634746.846320693,6489194.31306149,0.366329903397651,1
"251",27579,634746.84216974,6489194.67936788,0.366410384668664,1
"252",27580,634746.837633113,6489195.04575018,0.366500058974063,1
"253",27581,634746.832712263,6489195.4122172,0.366600608012164,1
"254",27582,634746.827407256,6489195.77877942,0.366712453332928,1
"255",27583,634746.821717813,6489196.14544774,0.366835589347011,1
"256",27584,634746.815643655,6489196.51223303,0.366970020622178,1
"257",27585,634746.809184505,6489196.87914621,0.367115748887622,1
"258",27586,634746.802340082,6489197.24619815,0.36727276832757,1
"259",27587,634746.795110109,6489197.61339974,0.367441084238448,1
"260",27588,634746.787494306,6489197.98076189,0.367620688796992,1
"261",27589,634746.779492395,6489198.34829549,0.367811590898652,1
"262",27590,634746.771104096,6489198.71601141,0.368013785360575,1
"263",27591,634746.762329133,6489199.08392057,0.368227268831323,1
"264",27592,634746.753167224,6489199.45203384,0.368452046232682,1
"265",27593,634746.743618092,6489199.82036212,0.368687947158098,1
"266",27594,634746.733681503,6489200.18891614,0.368934319687657,1
"267",27595,634746.723357396,6489200.55770598,0.369190996281907,1
"268",27596,634746.71264576,6489200.92674155,0.369457971607002,1
"269",27597,634746.701546578,6489201.29603277,0.369735249505077,1
"270",27598,634746.690059836,6489201.66558954,0.370022822654956,1
"271",27599,634746.67818552,6489202.03542179,0.370320695729081,1
"272",27600,634746.665923616,6489202.40553942,0.370628860356145,1
"273",27601,634746.653274109,6489202.77595236,0.370947318301672,1
"274",27602,634746.640236985,6489203.14667051,0.371276070375524,1
"275",27603,634746.626812229,6489203.51770379,0.371615106174122,1
"276",27604,634746.612999827,6489203.88906211,0.371964431024293,1
"277",27605,634746.598799764,6489204.26075539,0.372324039052057,1
"278",27606,634746.584212027,6489204.63279355,0.372696707293594,1
"279",27607,634746.569237027,6489205.00518929,0.373093541005277,1
"280",27608,634746.553876884,6489205.37796651,0.373517304282323,1
"281",27609,634746.538134144,6489205.75115191,0.373967988884632,1
"282",27610,634746.522011351,6489206.12477218,0.374445581046101,1
"283",27611,634746.505511053,6489206.49885404,0.374950066951008,1
"284",27612,634746.488635795,6489206.87342416,0.375481436595167,1
"285",27613,634746.471388124,6489207.24850926,0.3760396800024,1
"286",27614,634746.453770584,6489207.62413602,0.376624780703113,1
"287",27615,634746.435785722,6489208.00033114,0.377236730675628,1
"288",27616,634746.417436084,6489208.37712132,0.377875514506755,1
"289",27617,634746.398724216,6489208.75453326,0.378541128038148,1
"290",27618,634746.379652663,6489209.13259365,0.379233551346963,1
"291",27619,634746.360223971,6489209.5113292,0.379952779464402,1
"292",27620,634746.340440687,6489209.89076659,0.380700337800456,1
"293",27621,634746.320305843,6489210.2709341,0.38148238567514,1
"294",27622,634746.299824414,6489210.65186628,0.382300445725662,1
"295",27623,634746.279001864,6489211.03359924,0.383154500068372,1
"296",27624,634746.257843656,6489211.4161691,0.384044527598936,1
"297",27625,634746.236355252,6489211.79961199,0.384970516978591,1
"298",27626,634746.214542115,6489212.18396402,0.385932442514764,1
"299",27627,634746.192409708,6489212.56926132,0.386930289171497,1
"300",27628,634746.169963494,6489212.95553999,0.387964049031289,1
"301",27629,634746.147208935,6489213.34283618,0.389033695090556,1
"302",27630,634746.124151494,6489213.73118598,0.390139216669944,1
"303",27631,634746.100796635,6489214.12062553,0.391280602804531,1
"304",27632,634746.077149819,6489214.51119093,0.392457835492547,1
"305",27633,634746.05321651,6489214.90291833,0.393667807029422,1
"306",27634,634746.029002888,6489215.29584076,0.394898157772422,1
"307",27635,634746.004518008,6489215.68997912,0.396145770384022,1
"308",27636,634745.979771642,6489216.08535121,0.397410633523813,1
"309",27637,634745.954773562,6489216.48197485,0.398692736905198,1
"310",27638,634745.92953354,6489216.87986785,0.39999205458444,1
"311",27639,634745.904061349,6489217.27904802,0.401308589578771,1
"312",27640,634745.878366761,6489217.67953319,0.402642315211022,1
"313",27641,634745.852459547,6489218.08134117,0.403993230030374,1
"314",27642,634745.826349481,6489218.48448977,0.405361322452771,1
"315",27643,634745.800046334,6489218.88899681,0.406746579966981,1
"316",27644,634745.773559879,6489219.2948801,0.408149001391931,1
"317",27645,634745.746899888,6489219.70215747,0.409568571559274,1
"318",27646,634745.720076133,6489220.11084672,0.410997563926029,1
"319",27647,634745.693099505,6489220.52095799,0.412405063392988,1
"320",27648,634745.665985364,6489220.93247076,0.413783332393808,1
"321",27649,634745.63875019,6489221.34535681,0.415132369545427,1
"322",27650,634745.611410464,6489221.75958794,0.416452175977721,1
"323",27651,634745.583982663,6489222.17513593,0.417742746904839,1
"324",27652,634745.556483269,6489222.59197257,0.419004088374143,1
"325",27653,634745.528928759,6489223.01006966,0.42023620143797,1
"326",27654,634745.501335615,6489223.42939898,0.421439089544588,1
"327",27655,634745.473720314,6489223.84993234,0.422612758550225,1
"328",27656,634745.446099337,6489224.27164151,0.423757215734904,1
"329",27657,634745.418489164,6489224.69449829,0.424872475416909,1
"330",27658,634745.390906273,6489225.11847447,0.425958534730583,1
"331",27659,634745.363367144,6489225.54354184,0.427015862340912,1
"332",27660,634745.335887594,6489225.9696726,0.428046222939863,1
"333",27661,634745.308480792,6489226.39684052,0.429050074803216,1
"334",27662,634745.281159245,6489226.82501981,0.430027426079886,1
"335",27663,634745.253935458,6489227.25418464,0.430978287618345,1
"336",27664,634745.226821938,6489227.6843092,0.431902673680945,1
"337",27665,634745.199831192,6489228.11536769,0.432800596565342,1
"338",27666,634745.172975725,6489228.54733429,0.433672072957592,1
"339",27667,634745.146268045,6489228.98018318,0.434517112916145,1
"340",27668,634745.119720657,6489229.41388856,0.435335736426063,1
"341",27669,634745.093346068,6489229.84842462,0.436127953192725,1
"342",27670,634745.067156785,6489230.28376554,0.436893789341164,1
"343",27671,634745.041165313,6489230.7198855,0.437633256023778,1
"344",27672,634745.015384159,6489231.15675871,0.438347998968242,1
"345",27673,634744.989824867,6489231.59436092,0.439044543918516,1
"346",27674,634744.964495133,6489232.03267418,0.439724534211608,1
"347",27675,634744.93940169,6489232.47168214,0.440387974334071,1
"348",27676,634744.91455127,6489232.91136841,0.441034876476338,1
"349",27677,634744.889950608,6489233.35171665,0.441665251124809,1
"350",27678,634744.865606435,6489233.79271048,0.442279108952196,1
"351",27679,634744.841525486,6489234.23433353,0.442876459061827,1
"352",27680,634744.817714493,6489234.67656943,0.443457318186366,1
"353",27681,634744.79418019,6489235.11940183,0.444021689284134,1
"354",27682,634744.770929309,6489235.56281434,0.444569592318985,1
"355",27683,634744.747968585,6489236.00679061,0.44510103071409,1
"356",27684,634744.725304749,6489236.45131426,0.445616025821582,1
"357",27685,634744.702944535,6489236.89636894,0.446114580597819,1
"358",27686,634744.680894677,6489237.34193826,0.446596141398877,1
"359",27687,634744.65916209,6489237.78800531,0.447058419117582,1
"360",27688,634744.637754427,6489238.23455087,0.447500846874732,1
"361",27689,634744.616679523,6489238.68155518,0.447923452299096,1
"362",27690,634744.595945212,6489239.12899849,0.448326243812615,1
"363",27691,634744.57555933,6489239.57686101,0.448709241335631,1
"364",27692,634744.555529713,6489240.02512298,0.44907245492072,1
"365",27693,634744.535864194,6489240.47376464,0.449415910737625,1
"366",27694,634744.51657061,6489240.92276622,0.449739619587397,1
"367",27695,634744.497656795,6489241.37210795,0.450043601829157,1
"368",27696,634744.479130584,6489241.82177007,0.450327872702719,1
"369",27697,634744.460999813,6489242.27173281,0.450592452409694,1
"370",27698,634744.443272317,6489242.72197641,0.450837361587253,1
"371",27699,634744.425955931,6489243.17248109,0.451061410217715,1
"372",27700,634744.409058073,6489243.62322587,0.451259802385277,1
"373",27701,634744.392584493,6489244.07418488,0.451431340340065,1
"374",27702,634744.376540525,6489244.52533103,0.451576038067708,1
"375",27703,634744.360931504,6489244.97663722,0.451693905203546,1
"376",27704,634744.345762761,6489245.42807635,0.451784960912021,1
"377",27705,634744.331039632,6489245.87962135,0.451849213504322,1
"378",27706,634744.316767449,6489246.3312451,0.451886677147859,1
"379",27707,634744.302951546,6489246.78292053,0.451897363484536,1
"380",27708,634744.289597257,6489247.23462053,0.45188128915637,1
"381",27709,634744.276709914,6489247.68631801,0.451838469209751,1
"382",27710,634744.264294853,6489248.13798589,0.451768912520468,1
"383",27711,634744.252357406,6489248.58959705,0.451672641297289,1
"384",27712,634744.240902907,6489249.04112443,0.451550153772136,1
"385",27713,634744.229935812,6489249.49254138,0.451403418325361,1
"386",27714,634744.219457065,6489249.94382316,0.451232920657029,1
"387",27715,634744.209466733,6489250.39494547,0.451038660728913,1
"388",27716,634744.199964883,6489250.84588403,0.450820640538381,1
"389",27717,634744.190951581,6489251.29661456,0.450578855718623,1
"390",27718,634744.182426894,6489251.74711277,0.450313306723563,1
"391",27719,634744.17439089,6489252.19735437,0.450023994190774,1
"392",27720,634744.166843634,6489252.64731507,0.449710921699354,1
"393",27721,634744.159785193,6489253.0969706,0.449374078115339,1
"394",27722,634744.153215634,6489253.54629665,0.449013475727752,1
"395",27723,634744.147135024,6489253.99526895,0.44862911025384,1
"396",27724,634744.141543429,6489254.44386322,0.448220978505306,1
"397",27725,634744.136440917,6489254.89205515,0.447789605458018,1
"398",27726,634744.131826834,6489255.33982098,0.447337058539339,1
"399",27727,634744.127697648,6489255.78713898,0.446863842545104,1
"400",27728,634744.124049108,6489256.23398793,0.44636994956116,1
"401",27729,634744.120876963,6489256.68034661,0.445855356991989,1
"402",27730,634744.11817696,6489257.12619379,0.445320069462343,1
"403",27731,634744.115944848,6489257.57150827,0.444764059208776,1
"404",27732,634744.114176376,6489258.01626881,0.444187323826792,1
"405",27733,634744.112867293,6489258.4604542,0.44358984527482,1
"406",27734,634744.112013345,6489258.90404323,0.442971618749762,1
"407",27735,634744.111610283,6489259.34701466,0.442332628466388,1
"408",27736,634744.111653854,6489259.78934729,0.44167286627962,1
"409",27737,634744.112139808,6489260.23101989,0.440992318643284,1
"410",27738,634744.113063892,6489260.67201124,0.440290976847844,1
"411",27739,634744.114421854,6489261.11230012,0.439568877542665,1
"412",27740,634744.116208873,6489261.55186537,0.438826175219253,1
"413",27741,634744.118417843,6489261.99068598,0.438062897544319,1
"414",27742,634744.121041088,6489262.42874102,0.437279031471662,1
"415",27743,634744.124070931,6489262.86600956,0.436474548484869,1
"416",27744,634744.127499695,6489263.30247064,0.435649433478784,1
"417",27745,634744.131319705,6489263.73810333,0.434803672613086,1
"418",27746,634744.135523283,6489264.17288668,0.433937238450249,1
"419",27747,634744.140102755,6489264.60679975,0.433050116917522,1
"420",27748,634744.145050442,6489265.0398216,0.432142297075045,1
"421",27749,634744.150358669,6489265.4719313,0.431213751566458,1
"422",27750,634744.15601976,6489265.90310789,0.430264470112956,1
"423",27751,634744.162026038,6489266.33333043,0.42929443531873,1
"424",27752,634744.168369826,6489266.76257799,0.428306141865293,1
"425",27753,634744.175044004,6489267.19083213,0.427309631269518,1
"426",27754,634744.182043678,6489267.61808443,0.426307401039932,1
"427",27755,634744.189364509,6489268.04432897,0.425299449501855,1
"428",27756,634744.197002158,6489268.46955983,0.424285764826979,1
"429",27757,634744.204952286,6489268.89377111,0.423266342677447,1
"430",27758,634744.213210555,6489269.31695688,0.4222411713833,1
"431",27759,634744.221772625,6489269.73911123,0.421210240217115,1
"432",27760,634744.230634159,6489270.16022824,0.420173553488281,1
"433",27761,634744.239790817,6489270.58030201,0.419131088513722,1
"434",27762,634744.24923826,6489270.99932661,0.418082846915469,1
"435",27763,634744.258972151,6489271.41729613,0.417028818286946,1
"436",27764,634744.268988149,6489271.83420465,0.415968996005009,1
"437",27765,634744.279281917,6489272.25004626,0.414904992761781,1
"438",27766,634744.289849051,6489272.66481667,0.413843271127571,1
"439",27767,634744.300684888,6489273.07851805,0.412785449131888,1
"440",27768,634744.311784698,6489273.49115424,0.411731513482959,1
"441",27769,634744.323143754,6489273.90272903,0.410681454661854,1
"442",27770,634744.334757327,6489274.31324625,0.409635270691947,1
"443",27771,634744.34662069,6489274.72270969,0.40859294845886,1
"444",27772,634744.358729114,6489275.13112319,0.407554475884318,1
"445",27773,634744.37107787,6489275.53849054,0.406519853076624,1
"446",27774,634744.38366223,6489275.94481556,0.405489065296609,1
"447",27775,634744.396477466,6489276.35010207,0.404462108153988,1
"448",27776,634744.40951885,6489276.75435387,0.403438970806602,1
"449",27777,634744.422781653,6489277.15757478,0.402419646238864,1
"450",27778,634744.436261147,6489277.55976861,0.40140590474851,1
